Orthogroup	s288c	W29	DMKU3-1042
OG0003117	sp|Q04052|ARO80_YEAST	tr|A0A1D8NBP8|A0A1D8NBP8_YARLL	tr|W0TAA5|W0TAA5_KLUMD
OG0003118	sp|Q04749|AVO2_YEAST	tr|A0A1D8NFL9|A0A1D8NFL9_YARLL	tr|W0TDP0|W0TDP0_KLUMD
OG0003119	sp|P40514|YIG7_YEAST	tr|A0A1D8NP78|A0A1D8NP78_YARLL	tr|W0TEE9|W0TEE9_KLUMD
OG0003120	sp|Q06580|MLC2_YEAST	tr|A0A1D8NN74|A0A1D8NN74_YARLL	tr|W0TAR4|W0TAR4_KLUMD
OG0003121	sp|Q12255|NYV1_YEAST	tr|A0A1D8N6E1|A0A1D8N6E1_YARLL	tr|W0TBI0|W0TBI0_KLUMD
OG0003122	sp|P22138|RPA2_YEAST	tr|A0A1D8NHU5|A0A1D8NHU5_YARLL	tr|W0TCX4|W0TCX4_KLUMD
OG0003123	sp|Q12030|TAF10_YEAST	tr|A0A1D8NIW6|A0A1D8NIW6_YARLL	tr|W0TGD2|W0TGD2_KLUMD
OG0003124	sp|P39517|DHH1_YEAST	tr|A0A1D8NPF5|A0A1D8NPF5_YARLL	tr|W0TGZ2|W0TGZ2_KLUMD
OG0003125	sp|P50108|MNN10_YEAST	tr|A0A1D8NK20|A0A1D8NK20_YARLL	tr|W0T886|W0T886_KLUMD
OG0003126	sp|P32642|GLRX4_YEAST	tr|A0A1H6PSM9|A0A1H6PSM9_YARLL	tr|W0T9T6|W0T9T6_KLUMD
OG0003127	sp|P41810|COPB_YEAST	tr|A0A1D8NP42|A0A1D8NP42_YARLL	tr|W0TCJ9|W0TCJ9_KLUMD
OG0003128	"sp|P30283|CGS5_YEAST, sp|P32943|CGS6_YEAST"		tr|W0TG64|W0TG64_KLUMD
OG0003129	sp|P15565|TRM1_YEAST	tr|A0A1H6Q2P2|A0A1H6Q2P2_YARLL	tr|W0TDH6|W0TDH6_KLUMD
OG0003130	sp|Q02888|INA17_YEAST	tr|A0A1D8NPJ3|A0A1D8NPJ3_YARLL	tr|W0T6K5|W0T6K5_KLUMD
OG0003131	sp|P46946|COM1_YEAST	tr|A0A1H6Q2S4|A0A1H6Q2S4_YARLL	tr|W0TA87|W0TA87_KLUMD
OG0003132	sp|Q12315|GLE1_YEAST	tr|A0A1D8N640|A0A1D8N640_YARLL	tr|W0TAK5|W0TAK5_KLUMD
OG0003133	sp|Q06510|TAZ1_YEAST	tr|A0A1D8NB39|A0A1D8NB39_YARLL	tr|W0TJ01|W0TJ01_KLUMD
OG0003134	sp|P49960|PRP24_YEAST	tr|A0A1D8NLL1|A0A1D8NLL1_YARLL	tr|W0T632|W0T632_KLUMD
OG0003135	sp|P42834|MDJ2_YEAST	tr|A0A1H6Q1F4|A0A1H6Q1F4_YARLL	tr|W0TAF5|W0TAF5_KLUMD
OG0003136	sp|P46947|CWC26_YEAST	tr|A0A1D8NCF9|A0A1D8NCF9_YARLL	tr|W0TDY9|W0TDY9_KLUMD
OG0003137	sp|P36159|RNZ_YEAST	tr|A0A1D8N4N1|A0A1D8N4N1_YARLL	tr|W0T9S2|W0T9S2_KLUMD
OG0003138	sp|Q08444|NOB1_YEAST	tr|A0A1D8NNM2|A0A1D8NNM2_YARLL	tr|W0T810|W0T810_KLUMD
OG0003139	sp|P39954|SAHH_YEAST	tr|A0A1D8NN48|A0A1D8NN48_YARLL	tr|W0T8N1|W0T8N1_KLUMD
OG0003140	sp|P53223|CAX4_YEAST	tr|A0A1D8NFJ0|A0A1D8NFJ0_YARLL	tr|W0TDH4|W0TDH4_KLUMD
OG0003141	sp|Q07825|FRA1_YEAST	tr|A0A1D8NJ32|A0A1D8NJ32_YARLL	tr|W0TBC1|W0TBC1_KLUMD
OG0003142	sp|P53549|PRS10_YEAST	tr|A0A1D8NJF1|A0A1D8NJF1_YARLL	tr|W0TAB9|W0TAB9_KLUMD
OG0003143	sp|Q12083|MLH3_YEAST	tr|A0A1D8NA13|A0A1D8NA13_YARLL	tr|W0TA97|W0TA97_KLUMD
OG0003144	sp|P08425|SYFM_YEAST	tr|A0A1D8NBR2|A0A1D8NBR2_YARLL	tr|W0TEW5|W0TEW5_KLUMD
OG0003145	sp|Q02767|VPS28_YEAST	tr|Q8WZL1|Q8WZL1_YARLL	tr|W0T452|W0T452_KLUMD
OG0003146	sp|P36126|SPO14_YEAST	tr|A0A1D8NJ18|A0A1D8NJ18_YARLL	tr|W0TA07|W0TA07_KLUMD
OG0003147	sp|P09201|F16P_YEAST	tr|Q7Z8Q0|Q7Z8Q0_YARLL	tr|W0TF96|W0TF96_KLUMD
OG0003148	sp|Q03786|GNTK_YEAST	tr|A0A1H6PZ61|A0A1H6PZ61_YARLL	tr|W0TF23|W0TF23_KLUMD
OG0003149	sp|P32432|SFP1_YEAST	tr|A0A1D8NMX1|A0A1D8NMX1_YARLL	tr|W0TCF2|W0TCF2_KLUMD
OG0003150	sp|P04801|SYTC_YEAST	tr|A0A1H6Q012|A0A1H6Q012_YARLL	tr|W0TDP3|W0TDP3_KLUMD
OG0003151	sp|P36080|RRP14_YEAST	tr|A0A1D8NM07|A0A1D8NM07_YARLL	tr|W0TEH3|W0TEH3_KLUMD
OG0003152	sp|P35718|RPC8_YEAST	tr|A0A1D8NE54|A0A1D8NE54_YARLL	tr|W0TJD9|W0TJD9_KLUMD
OG0003153	sp|P50874|ORC5_YEAST	tr|A0A1D8N621|A0A1D8N621_YARLL	tr|W0T2V2|W0T2V2_KLUMD
OG0003154	sp|P38757|NEM1_YEAST	tr|A0A1D8N9E7|A0A1D8N9E7_YARLL	tr|W0TE25|W0TE25_KLUMD
OG0003155	sp|P40495|LYS12_YEAST	tr|A0A1D8NE21|A0A1D8NE21_YARLL	tr|W0TI04|W0TI04_KLUMD
OG0003156	sp|P38261|EXO84_YEAST	tr|A0A1D8NMY9|A0A1D8NMY9_YARLL	tr|W0T6U4|W0T6U4_KLUMD
OG0003157	sp|P07286|GPT_YEAST	tr|A0A1H6PQ85|A0A1H6PQ85_YARLL	tr|W0T747|W0T747_KLUMD
OG0003158	sp|P22035|BAS1_YEAST	tr|A0A1D8N7Q7|A0A1D8N7Q7_YARLL	tr|W0T6I4|W0T6I4_KLUMD
OG0003159	sp|P32915|SC61A_YEAST	tr|A0A1H6PVA3|A0A1H6PVA3_YARLL	tr|W0T5J3|W0T5J3_KLUMD
OG0003160	sp|Q02793|SKI8_YEAST	tr|A0A1D8NC00|A0A1D8NC00_YARLL	tr|W0TCZ4|W0TCZ4_KLUMD
OG0003161	sp|P22141|PSB4_YEAST	tr|A0A1H6PI84|A0A1H6PI84_YARLL	tr|W0TGG5|W0TGG5_KLUMD
OG0003162	sp|Q12431|EMC6_YEAST	tr|A0A1H6PWS8|A0A1H6PWS8_YARLL	tr|W0T9M4|W0T9M4_KLUMD
OG0003163	sp|P08525|QCR8_YEAST	tr|A0A1H6Q1S4|A0A1H6Q1S4_YARLL	tr|W0T342|W0T342_KLUMD
OG0003164	sp|P40081|MGDP1_YEAST	tr|A0A1D8N6Z4|A0A1D8N6Z4_YARLL	tr|W0TB03|W0TB03_KLUMD
OG0003165	sp|P35201|CENPC_YEAST	tr|A0A1D8NQ94|A0A1D8NQ94_YARLL	tr|W0T6W5|W0T6W5_KLUMD
OG0003166	sp|P53251|SLX9_YEAST	tr|A0A1D8N688|A0A1D8N688_YARLL	tr|W0T880|W0T880_KLUMD
OG0003167	sp|P25654|YCY0_YEAST	tr|A0A1D8NJW3|A0A1D8NJW3_YARLL	tr|W0T9D8|W0T9D8_KLUMD
OG0003168	sp|P16151|ERD1_YEAST	tr|A0A1D8NA72|A0A1D8NA72_YARLL	tr|W0T8K4|W0T8K4_KLUMD
OG0003169	sp|P47154|STE24_YEAST	tr|A0A1D8NMZ7|A0A1D8NMZ7_YARLL	tr|W0TED0|W0TED0_KLUMD
OG0003170	sp|Q12465|RAX2_YEAST	tr|A0A1D8N3P1|A0A1D8N3P1_YARLL	tr|W0T9Q3|W0T9Q3_KLUMD
OG0003171	sp|Q12516|SRF1_YEAST	tr|A0A1D8NEB2|A0A1D8NEB2_YARLL	tr|W0TG69|W0TG69_KLUMD
OG0003172	sp|Q04338|VTI1_YEAST	tr|A0A1D8N664|A0A1D8N664_YARLL	tr|W0T9Z0|W0T9Z0_KLUMD
OG0003173	sp|P48016|ATH1_YEAST	tr|A0A1D8NHI1|A0A1D8NHI1_YARLL	tr|W0TEC0|W0TEC0_KLUMD
OG0003174		"tr|A0A1D8NHJ5|A0A1D8NHJ5_YARLL, tr|A0A1D8NK96|A0A1D8NK96_YARLL"	tr|W0T691|W0T691_KLUMD
OG0003175	sp|P40531|GVP36_YEAST	tr|A0A1H6PH92|A0A1H6PH92_YARLL	tr|W0T844|W0T844_KLUMD
OG0003176	sp|P38345|SDHF4_YEAST	tr|A0A1D8N3F6|A0A1D8N3F6_YARLL	tr|W0TAQ5|W0TAQ5_KLUMD
OG0003177	sp|P31380|FUN30_YEAST	tr|A0A1D8NQG7|A0A1D8NQG7_YARLL	tr|W0T615|W0T615_KLUMD
OG0003178	sp|P39531|RCY1_YEAST	tr|A0A1D8N8F6|A0A1D8N8F6_YARLL	tr|W0T4M3|W0T4M3_KLUMD
OG0003179	sp|P36523|RM15_YEAST	tr|A0A1H6PM26|A0A1H6PM26_YARLL	tr|W0T970|W0T970_KLUMD
OG0003180	sp|P10869|AK_YEAST	tr|A0A1D8NE71|A0A1D8NE71_YARLL	tr|W0TC56|W0TC56_KLUMD
OG0003181	sp|P40208|GID8_YEAST	tr|A0A1H6Q902|A0A1H6Q902_YARLL	tr|W0TAL9|W0TAL9_KLUMD
OG0003182	sp|P33317|DUT_YEAST	tr|A0A1D8NP59|A0A1D8NP59_YARLL	tr|W0TDH2|W0TDH2_KLUMD
OG0003183	sp|Q12436|ZRT2_YEAST	tr|A0A1D8NPG2|A0A1D8NPG2_YARLL	tr|W0TDK2|W0TDK2_KLUMD
OG0003184	sp|P40160|RIO2_YEAST	tr|A0A1D8NQP5|A0A1D8NQP5_YARLL	tr|W0TCU4|W0TCU4_KLUMD
OG0003185	sp|Q12522|IF6_YEAST	tr|A0A1H6PXN0|A0A1H6PXN0_YARLL	tr|W0T3N3|W0T3N3_KLUMD
OG0003186	sp|P43635|CISY3_YEAST	tr|A0A1H6PXJ6|A0A1H6PXJ6_YARLL	tr|W0TFA8|W0TFA8_KLUMD
OG0003187	sp|P36121|RPC5_YEAST	tr|A0A1D8NFB8|A0A1D8NFB8_YARLL	tr|W0T701|W0T701_KLUMD
OG0003188	sp|P53067|IMB5_YEAST	tr|A0A1D8N8F7|A0A1D8N8F7_YARLL	tr|W0TAE1|W0TAE1_KLUMD
OG0003189	sp|P32604|F26_YEAST	tr|A0A1D8NIV3|A0A1D8NIV3_YARLL	tr|W0TBA6|W0TBA6_KLUMD
OG0003190	sp|P22147|XRN1_YEAST	tr|A0A1D8NCD3|A0A1D8NCD3_YARLL	tr|W0TBB5|W0TBB5_KLUMD
OG0003191	sp|Q03654|CEF1_YEAST	tr|A0A1D8NFD2|A0A1D8NFD2_YARLL	tr|W0TBQ5|W0TBQ5_KLUMD
OG0003192	sp|Q08651|ENV9_YEAST	tr|A0A1D8NJW5|A0A1D8NJW5_YARLL	tr|W0TIB3|W0TIB3_KLUMD
OG0003193	sp|P25580|PBN1_YEAST	tr|A0A1D8NIU3|A0A1D8NIU3_YARLL	tr|W0T6C5|W0T6C5_KLUMD
OG0003194	sp|P20424|SRP54_YEAST	tr|A0A1D8NLV9|A0A1D8NLV9_YARLL	tr|W0T6C1|W0T6C1_KLUMD
OG0003195	sp|Q05515|SVF1_YEAST	tr|A0A1H6PRA9|A0A1H6PRA9_YARLL	tr|W0TFY8|W0TFY8_KLUMD
OG0003196	sp|P09547|SWI1_YEAST	tr|A0A1H6Q007|A0A1H6Q007_YARLL	tr|W0TDE2|W0TDE2_KLUMD
OG0003197	sp|P31334|RM09_YEAST	tr|A0A1D8NMQ8|A0A1D8NMQ8_YARLL	tr|W0TDD0|W0TDD0_KLUMD
OG0003198	sp|P38172|MRX3_YEAST	tr|A0A1H6PPI2|A0A1H6PPI2_YARLL	tr|W0TIN2|W0TIN2_KLUMD
OG0003199	sp|P36016|LHS1_YEAST	tr|A0A1D8N743|A0A1D8N743_YARLL	tr|W0TCX7|W0TCX7_KLUMD
OG0003200	sp|P47128|EAF6_YEAST	tr|A0A1H6PTK0|A0A1H6PTK0_YARLL	tr|W0TFY9|W0TFY9_KLUMD
OG0003201	sp|D6W196|CMC1_YEAST	tr|A0A1H6PTI9|A0A1H6PTI9_YARLL	tr|W0T9F3|W0T9F3_KLUMD
OG0003202	sp|P32317|AFG1_YEAST	tr|A0A1D8NCM9|A0A1D8NCM9_YARLL	tr|W0T8K8|W0T8K8_KLUMD
OG0003203	sp|P40202|CCS1_YEAST	tr|A0A1D8NQM4|A0A1D8NQM4_YARLL	tr|W0T9P7|W0T9P7_KLUMD
OG0003204	sp|P43583|BLM10_YEAST	tr|A0A1D8NFQ2|A0A1D8NFQ2_YARLL	tr|W0T8Q7|W0T8Q7_KLUMD
OG0003205	sp|Q03124|RSC9_YEAST	tr|A0A1D8NQH4|A0A1D8NQH4_YARLL	tr|W0TF89|W0TF89_KLUMD
OG0003206	sp|P54860|UFD2_YEAST	tr|A0A1D8NED3|A0A1D8NED3_YARLL	tr|W0TI60|W0TI60_KLUMD
OG0003207	sp|P25303|SCJ1_YEAST	tr|A0A1H6PTA9|A0A1H6PTA9_YARLL	tr|W0T4H9|W0T4H9_KLUMD
OG0003208	sp|Q04418|RBA50_YEAST	tr|A0A1D8NK47|A0A1D8NK47_YARLL	tr|W0T2L9|W0T2L9_KLUMD
OG0003209	sp|P07263|SYH_YEAST	tr|A0A1D8NI96|A0A1D8NI96_YARLL	tr|W0TF43|W0TF43_KLUMD
OG0003210	sp|P22438|SYMM_YEAST	tr|A0A1H6PVC0|A0A1H6PVC0_YARLL	tr|W0T9L1|W0T9L1_KLUMD
OG0003211	sp|P38699|STB5_YEAST	tr|A0A1D8NLT9|A0A1D8NLT9_YARLL	tr|W0T3A7|W0T3A7_KLUMD
OG0003212	sp|P36057|SRPB_YEAST	tr|A0A1D8NF18|A0A1D8NF18_YARLL	tr|W0T6V7|W0T6V7_KLUMD
OG0003213	sp|P48558|BXI1_YEAST	tr|A0A1D8N6M2|A0A1D8N6M2_YARLL	tr|W0TCA1|W0TCA1_KLUMD
OG0003214	sp|P32617|IES6_YEAST	tr|A0A1D8NK23|A0A1D8NK23_YARLL	tr|W0T940|W0T940_KLUMD
OG0003215	sp|P32386|YBT1_YEAST	tr|A0A1H6PTQ1|A0A1H6PTQ1_YARLL	tr|W0TIS3|W0TIS3_KLUMD
OG0003216	sp|P32607|RTG1_YEAST	tr|A0A1D8NMZ9|A0A1D8NMZ9_YARLL	tr|W0T8V1|W0T8V1_KLUMD
OG0003217	sp|P06787|CALM_YEAST	tr|A0A1D8NL68|A0A1D8NL68_YARLL	tr|W0TID8|W0TID8_KLUMD
OG0003218	sp|P37263|YC16_YEAST	tr|A0A1D8NER6|A0A1D8NER6_YARLL	tr|W0T508|W0T508_KLUMD
OG0003219	sp|P53959|COG6_YEAST	tr|A0A1D8NNR6|A0A1D8NNR6_YARLL	tr|W0TGH2|W0TGH2_KLUMD
OG0003220	sp|P38904|SPP41_YEAST	tr|A0A1D8NKK2|A0A1D8NKK2_YARLL	tr|W0T7H9|W0T7H9_KLUMD
OG0003221	sp|Q03012|SPP1_YEAST	tr|A0A1D8NG86|A0A1D8NG86_YARLL	tr|W0T8V5|W0T8V5_KLUMD
OG0003222	sp|Q05040|FAR8_YEAST	tr|A0A1D8NKS7|A0A1D8NKS7_YARLL	tr|W0TIA5|W0TIA5_KLUMD
OG0003223	sp|P43569|CAF16_YEAST	tr|A0A1H6PUW0|A0A1H6PUW0_YARLL	tr|W0T567|W0T567_KLUMD
OG0003224	sp|P32828|SLX5_YEAST	tr|A0A1D8NCI4|A0A1D8NCI4_YARLL	tr|W0T475|W0T475_KLUMD
OG0003225	sp|P17255|VATA_YEAST	tr|A0A1D8N4B6|A0A1D8N4B6_YARLL	tr|W0TFF0|W0TFF0_KLUMD
OG0003226	sp|Q08023|FMP25_YEAST	tr|A0A1D8NDR1|A0A1D8NDR1_YARLL	tr|W0TEV5|W0TEV5_KLUMD
OG0003227	sp|P38691|KSP1_YEAST	tr|A0A1D8NMW7|A0A1D8NMW7_YARLL	tr|W0TDH5|W0TDH5_KLUMD
OG0003228	sp|P14063|RM31_YEAST	tr|A0A1D8NGS2|A0A1D8NGS2_YARLL	tr|W0T7N2|W0T7N2_KLUMD
OG0003229	sp|Q12404|MPD1_YEAST	tr|A0A1D8NQF6|A0A1D8NQF6_YARLL	tr|W0T602|W0T602_KLUMD
OG0003230	sp|Q03212|EAR1_YEAST	tr|A0A1D8N5E9|A0A1D8N5E9_YARLL	tr|W0T7U6|W0T7U6_KLUMD
OG0003231	sp|P53397|OGG1_YEAST	tr|A0A1D8N7K9|A0A1D8N7K9_YARLL	tr|W0TCT5|W0TCT5_KLUMD
OG0003232	sp|Q03557|GATA_YEAST	tr|A0A1D8NPP4|A0A1D8NPP4_YARLL	tr|W0T3Y2|W0T3Y2_KLUMD
OG0003233	sp|Q08176|MIM1_YEAST	tr|A0A1H6PX35|A0A1H6PX35_YARLL	tr|W0TJ31|W0TJ31_KLUMD
OG0003234	sp|P25043|PSB2_YEAST	tr|A0A1D8NEI5|A0A1D8NEI5_YARLL	tr|W0TCX1|W0TCX1_KLUMD
OG0003235	sp|P36039|EMC3_YEAST	tr|A0A1D8NJG8|A0A1D8NJG8_YARLL	tr|W0T8H4|W0T8H4_KLUMD
OG0003236	sp|P10507|MPPB_YEAST	tr|A0A1D8N4U7|A0A1D8N4U7_YARLL	tr|W0TDR1|W0TDR1_KLUMD
OG0003237	sp|P32897|TIM23_YEAST	tr|A0A1D8NQE3|A0A1D8NQE3_YARLL	tr|W0TG23|W0TG23_KLUMD
OG0003238	sp|P0CD91|AQY1_YEAST	tr|A0A1H6PVM1|A0A1H6PVM1_YARLL	tr|W0T9A8|W0T9A8_KLUMD
OG0003239	sp|P13259|PCY1_YEAST	tr|A0A1D8NF38|A0A1D8NF38_YARLL	tr|W0TF09|W0TF09_KLUMD
OG0003240	sp|P39940|RSP5_YEAST	tr|A0A1D8NIW7|A0A1D8NIW7_YARLL	tr|W0TFW8|W0TFW8_KLUMD
OG0003241	sp|Q06511|RRP15_YEAST	tr|A0A1D8NAW7|A0A1D8NAW7_YARLL	tr|W0TEQ6|W0TEQ6_KLUMD
OG0003242	sp|P36532|RM37_YEAST	tr|A0A1H6PZ86|A0A1H6PZ86_YARLL	tr|W0TF32|W0TF32_KLUMD
OG0003243	sp|P35719|MRP8_YEAST	tr|A0A1H6Q6V1|A0A1H6Q6V1_YARLL	tr|W0THG9|W0THG9_KLUMD
OG0003244	sp|P38064|RM16_YEAST	tr|A0A1D8NBM5|A0A1D8NBM5_YARLL	tr|W0TGJ2|W0TGJ2_KLUMD
OG0003245	sp|P40395|RIC1_YEAST	tr|A0A1D8N3E7|A0A1D8N3E7_YARLL	tr|W0TD93|W0TD93_KLUMD
OG0003246	sp|P47139|YJ68_YEAST	tr|A0A1D8NHL0|A0A1D8NHL0_YARLL	tr|W0T3Y5|W0T3Y5_KLUMD
OG0003247	sp|P49573|CTR1_YEAST	tr|A0A1D8NBZ1|A0A1D8NBZ1_YARLL	tr|W0TGF3|W0TGF3_KLUMD
OG0003248	sp|P42943|TCPH_YEAST	tr|A0A1D8NC21|A0A1D8NC21_YARLL	tr|W0TB30|W0TB30_KLUMD
OG0003249	sp|Q06679|UTP4_YEAST	tr|A0A1H6PUQ1|A0A1H6PUQ1_YARLL	tr|W0TC75|W0TC75_KLUMD
OG0003250	sp|P53170|PDK2_YEAST	tr|A0A1D8NQ42|A0A1D8NQ42_YARLL	tr|W0T3A6|W0T3A6_KLUMD
OG0003251	sp|P38361|PHO89_YEAST	tr|A0A1D8NJS4|A0A1D8NJS4_YARLL	tr|W0TDZ4|W0TDZ4_KLUMD
OG0003252	sp|P32843|YME2_YEAST	tr|A0A1D8NJD6|A0A1D8NJD6_YARLL	tr|W0THH0|W0THH0_KLUMD
OG0003253	sp|Q07533|CYK3_YEAST	tr|A0A1D8NE61|A0A1D8NE61_YARLL	tr|W0THX8|W0THX8_KLUMD
OG0003254	sp|P25502|PUT3_YEAST	tr|A0A1D8N6R7|A0A1D8N6R7_YARLL	tr|W0TEF6|W0TEF6_KLUMD
OG0003255	sp|P20435|RPAB2_YEAST	tr|A0A1H6PM79|A0A1H6PM79_YARLL	tr|W0TEG8|W0TEG8_KLUMD
OG0003256	sp|Q06409|YL422_YEAST	tr|A0A1D8N8W1|A0A1D8N8W1_YARLL	tr|W0T3S4|W0T3S4_KLUMD
OG0003257	sp|P40013|BIM1_YEAST	tr|A0A1D8N5A7|A0A1D8N5A7_YARLL	tr|W0TJ21|W0TJ21_KLUMD
OG0003258	sp|Q06436|MAG2_YEAST	tr|A0A1H6PWJ9|A0A1H6PWJ9_YARLL	tr|W0T817|W0T817_KLUMD
OG0003259	sp|P15625|SYFA_YEAST	tr|A0A1D8NEV2|A0A1D8NEV2_YARLL	tr|W0TD76|W0TD76_KLUMD
OG0003260	sp|P53869|MRX7_YEAST	tr|A0A1H6Q7D2|A0A1H6Q7D2_YARLL	tr|W0TC81|W0TC81_KLUMD
OG0003261	sp|P15442|GCN2_YEAST	tr|A0A1D8N7Y6|A0A1D8N7Y6_YARLL	tr|W0T9H7|W0T9H7_KLUMD
OG0003262	sp|P39524|ATC3_YEAST	tr|A0A1D8NLB1|A0A1D8NLB1_YARLL	tr|W0TAW2|W0TAW2_KLUMD
OG0003263	sp|P38925|SMF1_YEAST	tr|A0A1D8N9L8|A0A1D8N9L8_YARLL	tr|W0TA27|W0TA27_KLUMD
OG0003264	sp|Q07688|YPD1_YEAST	tr|A0A1H6PY34|A0A1H6PY34_YARLL	tr|W0TCV9|W0TCV9_KLUMD
OG0003265	sp|Q03532|HAS1_YEAST	tr|A0A1H6Q4M7|A0A1H6Q4M7_YARLL	tr|W0T5K6|W0T5K6_KLUMD
OG0003266	sp|Q03897|WDR59_YEAST	tr|A0A1D8N5G7|A0A1D8N5G7_YARLL	tr|W0TBJ0|W0TBJ0_KLUMD
OG0003267	sp|P48236|YG3L_YEAST	tr|A0A1H6PT75|A0A1H6PT75_YARLL	tr|W0T530|W0T530_KLUMD
OG0003268	sp|P04050|RPB1_YEAST	tr|A0A1H6Q4R1|A0A1H6Q4R1_YARLL	tr|W0TFI3|W0TFI3_KLUMD
OG0003269	sp|Q06538|CSC1_YEAST	tr|A0A1H6Q2C4|A0A1H6Q2C4_YARLL	tr|W0TDT1|W0TDT1_KLUMD
OG0003270	sp|P25618|CWH43_YEAST	tr|A0A1H6PKB0|A0A1H6PKB0_YARLL	tr|W0T436|W0T436_KLUMD
OG0003271	sp|P35202|THI80_YEAST	tr|A0A1H6PQ51|A0A1H6PQ51_YARLL	tr|W0TA94|W0TA94_KLUMD
OG0003272	sp|P08004|CHS1_YEAST	tr|A0A1D8NGA9|A0A1D8NGA9_YARLL	tr|W0TBP1|W0TBP1_KLUMD
OG0003273	sp|P23797|GPI12_YEAST	tr|A0A1D8NJH3|A0A1D8NJH3_YARLL	tr|W0THS8|W0THS8_KLUMD
OG0003274	sp|Q03153|ATP25_YEAST	tr|A0A1D8NGR7|A0A1D8NGR7_YARLL	tr|W0T8C3|W0T8C3_KLUMD
OG0003275	sp|P15873|PCNA_YEAST	tr|A0A1H6Q3U7|A0A1H6Q3U7_YARLL	tr|W0TEV9|W0TEV9_KLUMD
OG0003276	sp|Q04121|NHX1_YEAST	tr|A0A1D8NLM4|A0A1D8NLM4_YARLL	tr|W0TEQ3|W0TEQ3_KLUMD
OG0003277	sp|P38705|SYSM_YEAST	tr|A0A1D8N6N5|A0A1D8N6N5_YARLL	tr|W0T5X5|W0T5X5_KLUMD
OG0003278	sp|Q12296|MAM3_YEAST	tr|A0A1D8NKR4|A0A1D8NKR4_YARLL	tr|W0T343|W0T343_KLUMD
OG0003279	sp|P00431|CCPR_YEAST	tr|A0A1D8NPB3|A0A1D8NPB3_YARLL	tr|W0TFP1|W0TFP1_KLUMD
OG0003280	sp|P13902|INO4_YEAST	tr|Q6L8K6|Q6L8K6_YARLL	tr|W0TFF8|W0TFF8_KLUMD
OG0003281	sp|P33297|PRS6A_YEAST	tr|A0A1H6PZ24|A0A1H6PZ24_YARLL	tr|W0TGE1|W0TGE1_KLUMD
OG0003282	sp|P47177|2NDP_YEAST	tr|A0A1H6PID9|A0A1H6PID9_YARLL	tr|W0TCS7|W0TCS7_KLUMD
OG0003283	sp|P53538|SSU72_YEAST	tr|A0A1H6PKT6|A0A1H6PKT6_YARLL	tr|W0TDW2|W0TDW2_KLUMD
OG0003284	sp|P0C5N3|YG41A_YEAST	tr|A0A1D8NHP9|A0A1D8NHP9_YARLL	tr|W0T5Q0|W0T5Q0_KLUMD
OG0003285	sp|P00812|ARGI_YEAST	tr|A0A1D8NHH7|A0A1D8NHH7_YARLL	tr|W0TCC3|W0TCC3_KLUMD
OG0003286	sp|P32902|RT04_YEAST	tr|A0A1D8NN76|A0A1D8NN76_YARLL	tr|W0T6W9|W0T6W9_KLUMD
OG0003287	sp|P49956|CTF18_YEAST	tr|A0A1D8NG13|A0A1D8NG13_YARLL	tr|W0T8I8|W0T8I8_KLUMD
OG0003288	sp|P38840|ARO9_YEAST	tr|A0A1D8N9S6|A0A1D8N9S6_YARLL	tr|W0THV6|W0THV6_KLUMD
OG0003289	sp|Q06543|GPN3_YEAST	tr|A0A1H6PQU2|A0A1H6PQU2_YARLL	tr|W0TCS2|W0TCS2_KLUMD
OG0003290	sp|P26793|FEN1_YEAST	tr|A0A1H6PP31|A0A1H6PP31_YARLL	tr|W0T8Z7|W0T8Z7_KLUMD
OG0003291	sp|P32657|CHD1_YEAST	tr|A0A1D8N936|A0A1D8N936_YARLL	tr|W0T850|W0T850_KLUMD
OG0003292	sp|P26754|RFA2_YEAST	tr|A0A1D8NLY5|A0A1D8NLY5_YARLL	tr|W0T9X2|W0T9X2_KLUMD
OG0003293	sp|P39525|CEM1_YEAST	tr|A0A1D8NQK9|A0A1D8NQK9_YARLL	tr|W0TEG5|W0TEG5_KLUMD
OG0003294	sp|P43556|RGD2_YEAST	tr|A0A1D8NH84|A0A1D8NH84_YARLL	tr|W0TE18|W0TE18_KLUMD
OG0003295	sp|P38748|ETP1_YEAST	tr|A0A1H6PXR3|A0A1H6PXR3_YARLL	tr|W0TD91|W0TD91_KLUMD
OG0003296	sp|P40107|GMT1_YEAST	tr|A0A1D8NPH0|A0A1D8NPH0_YARLL	tr|W0TB00|W0TB00_KLUMD
OG0003297	sp|P0CS90|HSP77_YEAST	tr|A0A1D8NBK3|A0A1D8NBK3_YARLL	tr|W0T8D4|W0T8D4_KLUMD
OG0003298	sp|P11745|RNA1_YEAST	tr|A0A1H6PIA5|A0A1H6PIA5_YARLL	tr|W0TES6|W0TES6_KLUMD
OG0003299	sp|P39988|BUD16_YEAST	tr|A0A1D8N468|A0A1D8N468_YARLL	tr|W0T6D2|W0T6D2_KLUMD
OG0003300	sp|P34244|HSL1_YEAST	tr|A0A1D8NHD7|A0A1D8NHD7_YARLL	tr|W0T5B8|W0T5B8_KLUMD
OG0003301	sp|P39744|NOC2_YEAST	tr|A0A1D8NE85|A0A1D8NE85_YARLL	tr|W0TF06|W0TF06_KLUMD
OG0003302	sp|P32863|RAD54_YEAST	tr|A0A1D8N6V0|A0A1D8N6V0_YARLL	tr|W0T935|W0T935_KLUMD
