ChassyID	W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	Protein_name	ec_number
Chassy_YL_C_739	YALI1_C20023g	YALI0C14322g	Q6CBY9	similar to uniprot|Q8D976 Vibrio vulnificus Uncharacterized protein conserved in bacteria I2	
Chassy_YL_E_476	YALI1_E12668g	YALI0E10087g	Q6C6E9	similar to uniprot|G3B8K5 Candida tenuis hypothetical protein CANTEDRAFT_131251 I2	
Chassy_YL_A_867	YALI1_A21630g	YALI0A20614g	Q6CGB7	"similar to uniprot|Q06506 Saccharomyces cerevisiae YPR137W RRP9 Protein involved in pre-rRNA processing, associated with U3 snRNP I2"	
Chassy_YL_E_809	YALI1_E20626g	YALI0E17347g	Q6C5K3	some similarities with uniprot|P38992 Saccharomyces cerevisiae YDR297w SUR2 required for the hydroxylation of C-4 of the sphingoid moiety of ceramide I2	
Chassy_YL_A_488	YALI1_A12403g	YALI0A12133g	Q6CH58	similar to uniprot|P38712 Saccharomyces cerevisiae YHR065c RRP3 required for maturation of the 35S primary transcript I2	3.6.4.13
Chassy_YL_F_918	YALI1_F23784g	YALI0F17886g	Q6C1A6	some similarities with uniprot|P43574 Saccharomyces cerevisiae YFL021w GAT1 transcription factor for nitrogen regulation I2	
Chassy_YL_E_1648	YALI1_E40754g	YALI0E34353g	Q6C3J3	similar to uniprot|P53166 Saccharomyces cerevisiae YGL064c similarity to YLR276c and YKR024c I2	3.6.4.13
Chassy_YL_C_1093	YALI1_C29983g	YALI0C21692g	Q6CB59	"similar to uniprot|P38251 Saccharomyces cerevisiae YBR087w RFC5 DNA replication factor C, 40 KD subunit I2"	
Chassy_YL_B_554	YALI1_B14686g	YALI0B11022g	Q6CF19	similar to uniprot|P57743 Saccharomyces cerevisiae YLR438C-A U6 snRNA-associated Sm-like protein LSm3 I2	
Chassy_YL_A_831	YALI1_A20855g	YALI0A19778g	Q6CGF5	"weakly similar to uniprot|P39678 Saccharomyces cerevisiae YDL056w MBP1 transcription factor, subunit of the MBF factor I2"	
Chassy_YL_E_1538	YALI1_E38034g	YALI0E32065g	Q6C3U4	similar to uniprot|P32352 Saccharomyces cerevisiae YMR202W ERG2 C-8 sterol isomerase I2	
Chassy_YL_B_706	YALI1_B18798g	YALI0B14245g	Q6CEN7	similar to uniprot|P38129 Saccharomyces cerevisiae YBR198c TAF90 TFIID and SAGA subunit I2	
Chassy_YL_D_890	YALI1_D22864g	YALI0D18293g	Q6C8N3	weakly similar to uniprot|Q06597 Saccharomyces cerevisiae YPR200c ARR2 arsenate reductase I2	
Chassy_YL_A_68	YALI1_A01864g	YALI0A01452g	B5RSJ5	weakly similar to uniprot|P38841 Saccharomyces cerevisiae YHR138c Putative protein of unknown function I2	
Chassy_YL_B_723	YALI1_B19205g	YALI0B14597g	Q6CEM1	weakly similar to uniprot|P25293 Saccharomyces cerevisiae YKR048c NAP1 nucleosome assembly protein I I2	
Chassy_YL_D_1007	YALI1_D25899g	YALI0D20438g	Q6C8E0	similar to uniprot|P37304 Saccharomyces cerevisiae YDR251W PAM1 (ohnolog of YPL032C) Essential Conserved protein of unknown function I2	
Chassy_YL_E_1029	YALI1_E25692g	YALI0E21670g	Q6C523	similar to uniprot|Q9P787 Schizosaccharomyces pombe SPBC1711.03 ER membrane protein complex subunit 3 I2	
Chassy_YL_F_468	YALI1_F12635g	YALI0F09053g	Q6C2C3	weakly similar to uniprot|G8Y279 Millerozyma farinosa PISO0M16644g I2	
Chassy_YL_D_50	YALI1_D01234g	YALI0D01111g	Q6CAP1	similar to uniprot|P39932 Saccharomyces cerevisiae YDR536w STL1 member of the sugar permease family I2	
Chassy_YL_D_411	YALI1_D10623g	YALI0D08294g	Q6C9U5	weakly similar to uniprot|P35729 Saccharomyces cerevisiae YKL057c NUP120 nuclear pore protein I2	
Chassy_YL_D_682	YALI1_D17249g	YALI0D13904g	Q6C954	similar to uniprot|P08638 Saccharomyces cerevisiae YLR451w LEU3 transcription factor I2	
Chassy_YL_E_1581	YALI1_E39083g	YALI0E32879g	Q6C3Q7	weakly similar to uniprot|S3D098 Glarea lozoyensis GLAREA_01398 WD40 repeat-like protein I2	
Chassy_YL_E_484	YALI1_E12793g	YALI0E10175g	Q6C6E4	weakly similar to uniprot|Q12303 Saccharomyces cerevisiae YLR121c YPS3 GPI-anchored aspartyl protease 3 (yapsin 3) I2	
Chassy_YL_D_1169	YALI1_D30474g	YALI0D23573g	Q6C817	"similar to uniprot|Q9USQ4 Schizosaccharomyces pombe Hypothetical coiled-coil protein, possible histone binding I2"	
Chassy_YL_B_395	YALI1_B10130g	YALI0B07667g	F2Z5Z5	uniprot|Q8X1D9 Yarrowia lipolytica YALI0B07667g TRP1 Phosphoribosylanthranilate isomerase I2	
Chassy_YL_E_913	YALI1_E23068g	YALI0E19294g	Q6C5C2	similar to uniprot|Q06593 Saccharomyces cerevisiae YPR194c OPT2 Oligopeptide transporter I2	
Chassy_YL_F_1307	YALI1_F33594g	YALI0F26147g	Q6C0B6	similar to uniprot|Q96GG9 Homo sapiens RP42 homolog I2	
Chassy_YL_E_776	YALI1_E19826g	YALI0E16621g	Q6C5N2	weakly similar to uniprot|Q04472 Saccharomyces cerevisiae YMR115W (ohnolog of YKL133C) I2	
Chassy_YL_F_1368	YALI1_F34928g	YALI0F27533g	Q6C061	weakly similar to uniprot|P60010 Saccharomyces cerevisiae YFL039c ACT1 actin I2	
Chassy_YL_E_425	YALI1_E11323g	YALI0E09174g	Q6C6I9	similar to uniprot|P25299 Saccharomyces cerevisiae YGL044c RNA15 component of pre-mRNA 3 -end processing factor CF I I2	
Chassy_YL_F_1547	YALI1_F39236g	YALI0F31603g	Q6BZQ9	similar to uniprot|P53920 Saccharomyces cerevisiae YNL123w Hypothetical 110.9 kDa protein I2	3.4.21.-
Chassy_YL_A_215	YALI1_A05527g	YALI0A05533g	Q6CHS4	similar to uniprot|P53920 Saccharomyces cerevisiae YNL123W NMA111 Conserved protein of unknown function which may contribute to lipid homeostasis and/or apoptosis I2	
Chassy_YL_F_902	YALI1_F23368g	YALI0F17556g	Q6C1C1	highly similar to uniprot|P53163 Saccharomyces cerevisiae YGL068W MNP1 Protein associated with the mitochondrial nucleoid I2	
Chassy_YL_A_531	YALI1_A13555g	YALI0A13519g	Q6CH23	similar to uniprot|P35207 Saccharomyces cerevisiae YLR398c SKI2 antiviral protein and putative helicase I2	
Chassy_YL_E_948	YALI1_E23899g	YALI0E20009g	Q6C593	highly similar to uniprot|P42942 Saccharomyces cerevisiae YGR210c Conserved protein of unknown function I2	
Chassy_YL_E_979	YALI1_E24513g	YALI0E20669g	Q6C565	weakly similar to uniprot|A5DGI4 Meyerozyma guilliermondii hypothetical protein PGUG_02385 I2	
Chassy_YL_E_277	YALI1_E06882g	YALI0E05797g	Q6C6W1	similar to uniprot|P36049 Saccharomyces cerevisiae YKL172w EBP2 required for pre-rRNA processing and ribosomal subunit assembly I2	
Chassy_YL_A_720	YALI1_A18010g			No description in CLIB122 I2	
Chassy_YL_C_416	YALI1_C11930g	YALI0C08723g	Q6CCK1	similar to uniprot|P20084 Saccharomyces cerevisiae YMR286W MRPL33 Mitochondrial ribosomal protein of the large subunit I2	
'Chassy_YL_F_305	YALI1_F08683g	YALI0F05852g	Q6C2R0	"some similarities with uniprot|Q98S43 Guillardia theta AMP-activated protein kinase, beta 2 non-catalytic SU and other 5''-AMP-activated protein kinases, beta subunits' I2"	
Chassy_YL_E_876	YALI1_E22126g	YALI0E18480g	Q6C5F7	similar to uniprot|P06101 Saccharomyces cerevisiae YDR168w CDC37 cell division control protein I2	
Chassy_YL_C_883	YALI1_C24567g	YALI0C17237g	Q6CBM6	highly similar to uniprot|P19145 Saccharomyces cerevisiae YKR039W GAP1 General amino acid permease I2	
Chassy_YL_D_688	YALI1_D17410g	YALI0D14102g	Q6C948	similar to uniprot|P40018 Saccharomyces cerevisiae YER029c SMB1 associated with U1 snRNP as part of the Sm- core that is common to all spliceosomal snRNPs I2	
Chassy_YL_F_1343	YALI1_F34351g	YALI0F27005g	Q6C083	similar to uniprot|C5M5T2 Candida tropicalis conserved hypothetical protein I2	
Chassy_YL_F_703	YALI1_F17756g	YALI0F13277g	Q6C1U6	similar to uniprot|B5RUB6 Debaryomyces hansenii DEHA2F07678p I2	
Chassy_YL_E_1568	YALI1_E38677g	YALI0E32637g	Q6C3R8	similar to uniprot|G3B2H2 Candida tenuis hypothetical protein CANTEDRAFT_104143 I2	
Chassy_YL_D_358	YALI1_D09308g	YALI0D07304g	Q6C9Y7	similar to uniprot|P40088 Saccharomyces cerevisiae YER145c FTR1 iron permease that mediates high-affinity iron uptake I2	
Chassy_YL_A_411	YALI1_A10146g	YALI0A10274g	Q6CHC4	weakly similar to uniprot|P53073 Saccharomyces cerevisiae YGL231c similarity to hypothetical protein SPCC1281.03c - S. pombe I2	
Chassy_YL_F_905	YALI1_F23414g	YALI0F17622g	Q6C1B8	some similarities with uniprot|P38961 Saccharomyces cerevisiae YDR083w protein involved in cleavage at site A2 in pre-rRNA in the pathway of ribosomal RNA processing I2	
Chassy_YL_B_509	YALI1_B13536g	YALI0B10021g	Q6CF61	similar to uniprot|P38861 Saccharomyces cerevisiae YHR170w NMD3 nonsense-mediated mRNA decay protein singleton I2	
Chassy_YL_F_1541	YALI1_F39128g	YALI0F31493g	Q6BZR4	similar to uniprot|Q06218 Saccharomyces cerevisiae YLR276c DBP9 ATP dependent RNA helicase activity I2	3.6.4.13
Chassy_YL_E_1657	YALI1_E40995g	YALI0E34529g	Q6C3I5	weakly similar to uniprot|Q7ZVT8 Danio rerio Similar to COP9 constitutive photomorph I2	
Chassy_YL_E_1218	YALI1_E30234g	YALI0E25223g	Q6C4M6	hypothetical protein conserved in the Yarrowia clade I2	
YALI1_M00110g (mitochondrion)	YALI1_M00110g (mitochondrion)			No description in CLIB122 I2	
Chassy_YL_D_523	YALI1_D13201g	YALI0D10549g	Q6C9K2	weakly similar to uniprot|O74189 Candida albicans PMT1 Dolichyl-phosphate-mannose-protein mannosyltransferase 1 I2	
Chassy_YL_A_409	YALI1_A10105g	YALI0A10230g	Q6CHC6	similar to uniprot|P22211 Saccharomyces cerevisiae YNL183C (ohnolog of YDL214C) NPR1 ser/thr protein kinase I2	
Chassy_YL_D_556	YALI1_D14156g	YALI0D11264g	Q6C9H1	"similar to uniprot|P35719 Saccharomyces cerevisiae YKL142w MRP8 ribosomal protein, mitochondrial singleton I2"	
Chassy_YL_F_117	YALI1_F03529g	YALI0F02321g	Q6C362	similar to uniprot|Q04121 Saccharomyces cerevisiae YDR456w NHX1 NA+-H+ antiporter I2	
Chassy_YL_E_227	YALI1_E05709g	YALI0E04785g	Q6C705	similar to uniprot|Q03774 Saccharomyces cerevisiae YDR165W TRM82 Subunit of a tRNA methyltransferase complex composed of Trm8p and Trm82p that catalyzes 7- methylguanosine modification of tRNA I2	
Chassy_YL_F_244	YALI1_F07093g	YALI0F04620g	Q6C2W3	similar to uniprot|Q6CCX8 Yarrowia lipolytica YALI0C05687g I2	
Chassy_YL_B_836	YALI1_B22015g	YALI0B16896g	Q6CEB8	similar to uniprot|P32892 Saccharomyces cerevisiae YLL008w DRS1 RNA helicase of the DEAD box family I2	3.6.4.13
Chassy_YL_D_640	YALI1_D16173g	YALI0D13046g	Q6C989	similar to uniprot|P43558 Saccharomyces cerevisiae YFL044C OTU1 Deubiquitylation enzyme that binds to the chaperone-ATPase Cdc48p I2	
Chassy_YL_B_93	YALI1_B02228g	YALI0B01320g	Q6CG31	some similarities with uniprot|C4R7I5 Komagataella pastoris PAS_chr4_0317 hypothetical protein I2	
Chassy_YL_E_748	YALI1_E19314g	YALI0E16126g	Q6C5Q5	weakly similar to uniprot|P32317 Saccharomyces cerevisiae YEL052w AFG1 ATPase family gene I2	
Chassy_YL_F_825	YALI1_F21315g	YALI0F15829g	Q6C1J1	similar to uniprot|Q08444 Saccharomyces cerevisiae YOR056c I2	
Chassy_YL_F_1100	YALI1_F28453g	YALI0F21483g	Q6C0V2	"similar to uniprot|P38805 Saccharomyces cerevisiae YHR088W RPF1, Nucleolar protein involved in the assembly and export of the large ribosomal subunit I2"	
Chassy_YL_D_804	YALI1_D20758g	YALI0D16841g	Q6C8U9	weakly similar to uniprot|P40469 Saccharomyces cerevisiae YIL128w MET18 involved in NER repair and RNA polymerase II transcription I2	
Chassy_YL_E_997	YALI1_E24894g	YALI0E20955g	Q6C552	similar to uniprot|Q8TG11 Neurospora crassa CKB2 Casein kinase II beta subunit I2	
Chassy_YL_C_647	YALI1_C17820g	YALI0C12639g	Q6CC42	similar to uniprot|P01129 Schizosaccharomyces pombe Start control protein cdc10 I2	
Chassy_YL_C_1181	YALI1_C32253g	YALI0C23386g	Q6CAY3	similar to uniprot|P42935 Saccharomyces cerevisiae YGR200c ELP2 90 kDa subunit of elongator and elongating RNA polymerase II I2	
Chassy_YL_B_927	YALI1_B24424g	YALI0B18759g	Q6CE40	weakly similar to uniprot|P08678 Saccharomyces cerevisiae YJL005w CYR1 adenylate cyclase I2	
Chassy_YL_B_933	YALI1_B24638g	YALI0B18898g	Q6CE35	similar to uniprot|Q9Y7B6 Emericella nidulans 3- methyl-2-oxobutanoate hydroxymethyltransferase (Ketopantoate hydroxymethyltransferase) I2	2.1.2.11
Chassy_YL_C_424	YALI1_C12121g	YALI0C08855g	Q6CCJ5	weakly similar to uniprot|P87221 Candida sp Cadmium induced CIP1 protein I2	
Chassy_YL_E_296	YALI1_E07471g	YALI0E06149g	Q6C6U5	similar to uniprot|P40566 Saccharomyces cerevisiae YIR007w I2	
Chassy_YL_E_940	YALI1_E23736g			No description in CLIB122 I2	
Chassy_YL_B_214	YALI1_B05497g	YALI0B04114g	Q6CFT2	"similar to uniprot|Q08971 Saccharomyces cerevisiae YPL225W Conserved protein of unknown function that may interact with ribosomes, based on co-purification experiments I2"	
Chassy_YL_A_524	YALI1_A13349g	YALI0A13277g	Q6CH28	weakly similar to uniprot|P53867 Saccharomyces cerevisiae YNL223w AUT2 essential for autophagy I2	3.4.22.-
Chassy_YL_B_314	YALI1_B07983g	YALI0B05940g	Q6CFL1	similar to uniprot|Q03280 Saccharomyces cerevisiae YDR457w TOM1 E3 ubiqitin ligase I2	
Chassy_YL_F_1015	YALI1_F26058g	YALI0F19624g	Q6C133	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_C_207	YALI1_C05857g		Q6CD23	No description in CLIB122 I2	
Chassy_YL_B_439	YALI1_B11519g	YALI0B08514g	Q6CFB7	similar to uniprot|Q05636 Saccharomyces cerevisiae YDR280W RRP45 Exosome complex exonuclease RRP45 I2	
Chassy_YL_F_164	YALI1_F04690g	YALI0F03366g	Q6C318	some similarities with uniprot|Q9VUB7 Drosophila melanogaster CG32133 protein I2	
Chassy_YL_F_1464	YALI1_F37481g	YALI0F29931g	Q6BZY4	similar to uniprot|Q12328 Saccharomyces cerevisiae YDL217c TIM22 subunit of the TIM22-complex singleton I2	
Chassy_YL_D_500	YALI1_D12723g	YALI0D10043g	Q6C9M0	similar to uniprot|Q86ZH9 Neurospora crassa 64C2.200 putative tartrate transporter I2	
Chassy_YL_B_144	YALI1_B03719g	YALI0B02376g	Q6CFY9	similar to uniprot|P39104 Saccharomyces cerevisiae YNL267w PIK1 phosphatidylinositol 4-kinase I2	
Chassy_YL_C_151	YALI1_C04328g	YALI0C03245g	Q6CD71	similar to uniprot|Q04934 Saccharomyces cerevisiae YDR229W IVY1 Phospholipid-binding protein that interacts with both Ypt7p and Vps33p I2	
Chassy_YL_E_1027	YALI1_E25671g	YALI0E21626g	Q6C525	similar to uniprot|P47122 Saccharomyces cerevisiae YJR072c I2	
Chassy_YL_C_42	YALI1_C01244g			No description in CLIB122 I2	
Chassy_YL_E_21	YALI1_E00628g	YALI0E00308g	Q6C7J4	similar to uniprot|A7EWY0 Sclerotinia sclerotiorum hypothetical protein SS1G_09839 I2	
Chassy_YL_E_155	YALI1_E03941g	YALI0E03278g	Q6C770	similar to uniprot|Q03254 Saccharomyces cerevisiae YMR277w FCP1 TFIIF interacting component of CTD phosphatase I2	
Chassy_YL_C_149	YALI1_C04281g	YALI0C03201g	Q6CD73	uniprot|Q6CD73 Yarrowia lipolytica YALI0C03201g NI8M Accessory subunit of protein NADH:ubiquinone oxidoreductase (Complex I) I2	
Chassy_YL_E_16	YALI1_E00533g	YALI0E00198g	Q6C7J9	"some similarities with uniprot|P12754 Saccharomyces cerevisiae YGR083c GCD2 translation initiation factor eIF2B, 71 kDa (delta)subunit I2"	
Chassy_YL_B_271	YALI1_B06839g	YALI0B04928g	Q6CFQ0	similar to uniprot|Q03020 Saccharomyces cerevisiae YPL135W (ohnolog of YOR226C) ISU1 strong similarity to nitrogen fixation protein I2	
Chassy_YL_D_966	YALI1_D24918g	YALI0D19602g	Q6C8H3	similar to uniprot|F0XBD7 Grosmannia clavigera alpha-l-rhamnosidase I2	
Chassy_YL_B_580	YALI1_B15346g	YALI0B11572g		similar to uniprot|Q02256 Saccharomyces cerevisiae YIR026c YVH1 protein tyrosine phosphatase singleton I2	
Chassy_YL_F_248	YALI1_F07181g	YALI0F04664g	Q6C2W1	"similar to uniprot|P29469 Saccharomyces cerevisiae YBL023c MCM2 member of the MCM2P, MCM3P, CDC46P family I2"	3.6.4.12
Chassy_YL_F_559	YALI1_F14793g	YALI0F11143g	Q6C238	some similarities with uniprot|P38261 Saccharomyces cerevisiae YBR102c EXO84 exocyst protein essential for secretion I2	
Chassy_YL_C_793	YALI1_C21639g	YALI0C15334g	Q6CBU8	weakly similar to uniprot|P33891 Saccharomyces cerevisiae YGL145w TIP20 required for ER to Golgi transport I2	
Chassy_YL_E_515	YALI1_E13637g	YALI0E10747g	Q6C6B9	"similar to uniprot|P40348 Saccharomyces cerevisiae YJR068w RFC2 DNA replication factor C, 41 KD subunit I2"	
Chassy_YL_F_286	YALI1_F08225g	YALI0F05500g	Q6C2S7	similar to uniprot|P38127 Saccharomyces cerevisiae YBR192w RIM2 mitochondrial carrier protein I2	
Chassy_YL_C_1228	YALI1_C33406g	(YALI0C24354g-YALI0C24354g2_1)	Q6CAU0	similar to uniprot|P29465 Saccharomyces cerevisiae YBR023c CHS3 chitin synthase III I2	
Chassy_YL_E_893	YALI1_E22576g	YALI0E18832g	Q6C5E1	similar to uniprot|Q8X0K1 Neurospora crassa Related to POL12 (DNA-directed DNA polymerase alpha) I2	
Chassy_YL_F_316	YALI1_F09051g	YALI0F06072g	Q6C2Q0	some similarities with uniprot|Q9C2C5 Neurospora crassa Probable cutinase transcription factor 1 beta and other transcription factors I2	
Chassy_YL_C_834	YALI1_C23175g	YALI0C16181g	Q6CBR8	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_F_1063	YALI1_F27574g	YALI0F20724g	Q6C0Y6	similar to uniprot|P32639 Saccharomyces cerevisiae YER172c BRR2 RNA helicase-related protein I2	
Chassy_YL_F_957	YALI1_F24635g	YALI0F18480g	Q6C182	"uniprot|Q6C182 Yarrowia lipolytica YALI0F18480g PEX7 Peroxisomal signal receptor for the N-terminal nonapeptide signal (PTS2) of peroxisomal matrix proteins, putative I2"	
Chassy_YL_B_621	YALI1_B16410g	YALI0B12452g	Q6CEW1	"similar to uniprot|P32776 Saccharomyces cerevisiae YDR311W TFB1 RNA polymerase II transcription factor B, Subunit of TFIIH I2"	
Chassy_YL_F_675	YALI1_F17138g	YALI0F12793g	Q6C1W8	some similarities with uniprot|P50111 Saccharomyces cerevisiae YMR273C ZDS1 (ohnolog of YML109W) Protein that interacts with silencing proteins at the telomere I2	
Chassy_YL_B_758	YALI1_B20130g	YALI0B15290g	Q6CEI9	"similar to uniprot|P50079 Saccharomyces cerevisiae YGR223C HSV2 Phosphatidylinositol 3,5-bisphosphate-binding protein, plays a role in micronucleophagy I2"	
Chassy_YL_E_1009	YALI1_E25290g	YALI0E21197g	Q6C541	similar to uniprot|P47013 Saccharomyces cerevisiae YJL134W (ohnolog of YKR053C) LCB3 Dihydrosphingosine 1- phosphate phosphatase I2	
Chassy_YL_F_1039	YALI1_F26860g	YALI0F20196g	Q6C110	similar to uniprot|P33753 Saccharomyces cerevisiae YKR056w RNC1 tRNA(m5U54)methyltransferase I2	
Chassy_YL_D_140	YALI1_D03575g	YALI0D02805g	Q6CAH1	highly similar to uniprot|P33204 Saccharomyces cerevisiae YKL013c ARC19 subunit of the ARP2/3 complex I2	
Chassy_YL_E_429	YALI1_E11402g	YALI0E09262g	Q6C6I5	similar to uniprot|O94021 Candida albicans CA49C10.07C hypothetical 48.1 kDa protein I2	
Chassy_YL_D_98	YALI1_D02399g	YALI0D02123g	Q6CAJ9	similar to uniprot|Q9P391 Neurospora crassa B24M22.170 Conserved hypothetical protein I2	
Chassy_YL_E_180	YALI1_E04590g	YALI0E03806g	Q6C748	weakly similar to uniprot|Q04066 Saccharomyces cerevisiae YDR428c I2	3.5.1.9
Chassy_YL_F_1226	YALI1_F31798g	YALI0F24409g	Q6C0I4	weakly similar to uniprot|P53721 Saccharomyces cerevisiae YNR018w I2	
Chassy_YL_B_968	YALI1_B25734g	YALI0B19624g	Q6CE09	similar to uniprot|Q874C0 Yarrowia lipolytica Pex3p peroxin I2	
Chassy_YL_A_365	YALI1_A09010g	YALI0A09284g	F2Z6D0	some similarities with uniprot|C5M4G5 Candida tropicalis phosphatidylglycerol/phosphatidylinositol transfer protein precursor I2	
Chassy_YL_E_895	YALI1_E22613g	YALI0E18876g	Q6C5D9	"weakly similar to uniprot|P41903 Saccharomyces cerevisiae YJR019c TES1 thioesterase, peroxisomal I2"	
Chassy_YL_D_205	YALI1_D05375g	YALI0D04312g	Q6CAB3	similar to uniprot|C4R320 Komagataella pastoris hypothetical protein I2	
Chassy_YL_F_1564	YALI1_F39665g	YALI0F32043g	Q6BZP3	weakly similar to uniprot|P39960 Saccharomyces cerevisiae YER155c BEM2 GTPase-activating protein I2	
Chassy_YL_E_127	YALI1_E03220g	YALI0E02618g	Q6C796	similar to uniprot|P53313 Saccharomyces cerevisiae YGR245c SDA1 required for normal organization of the actin cytoskeleton I2	
Chassy_YL_E_1397	YALI1_E34784g	YALI0E29403g	Q6C462	similar to uniprot|P53010 Saccharomyces cerevisiae PAN2 YGL094C Essential subunit of the Pan2p-Pan3p poly(A)- ribonuclease complex I2	3.1.13.4
Chassy_YL_D_320	YALI1_D08429g	YALI0D06589g	Q6CA20	similar to uniprot|P33767 Saccharomyces cerevisiae YEL002c WBP1 Dolichyl-diphosphooligosaccharide--protein glycosyltransferase beta subunit precursor I2	2.4.99.18
Chassy_YL_B_827	YALI1_B21787g	YALI0B16720g	Q6CEC6	similar to uniprot|P47140 Saccharomyces cerevisiae YJR100c weak similarity to BUD3P singleton I2	
Chassy_YL_E_980	YALI1_E24532g	YALI0E20691g	Q6C564	uniprot|Q6C564 Yarrowia lipolytica YALI0E20691g DAK1 Dihydroxyacetone kinase I2	
Chassy_YL_B_195	YALI1_B04974g	YALI0B03520g	Q6CFU9	similar to uniprot|Q09760 Schizosaccharomyces pombe Cullin 3 homolog (Cul-3) I2	
Chassy_YL_F_649	YALI1_F16568g	YALI0F12353g	Q6C1Y5	"similar to uniprot|O88696 Mus musculus putative ATP- dependent Clp protease proteolytic subunit, mitochondrial precursor I2"	
Chassy_YL_D_448	YALI1_D11479g	YALI0D08998g	Q6C9R3	weakly similar to uniprot|P52891 Saccharomyces cerevisiae YDL116w NUP84 nuclear pore protein I2	
Chassy_YL_C_87	YALI1_C02441g	YALI0C01760g	Q6CDC3	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_D_784	YALI1_D20304g			No description in CLIB122 I2	
Chassy_YL_D_741	YALI1_D18673g	YALI0D15312g	Q6C907	highly similar to uniprot|O74196 Colletotrichum gloeosporioides Ubiquitin-conjugating enzyme E2-16 kDa (Ubiquitin- protein ligase) I2	
Chassy_YL_E_383	YALI1_E10013g	YALI0E08206g	Q6C6M4	weakly similar to uniprot|P47139 Saccharomyces cerevisiae YJR098c I2	
Chassy_YL_E_891	YALI1_E22543g	YALI0E18788g	F2Z693	uniprot|Q8TFK5 Yarrowia lipolytica YALI0E18788g CWP1 GPI-anchored cell wall protein I2	
Chassy_YL_E_350	YALI1_E08997g	YALI0E07557g	Q6C6P5	"weakly similar to uniprot|P08640 Saccharomyces cerevisiae YIR019c STA1 extracellular alpha-1, 4-glucan glucosidase I2"	
Chassy_YL_D_832	YALI1_D21408g	YALI0D17402g	Q6C8S4	similar to uniprot|Q86ZL4 Podospora anserina putative cystathionine gamma-synthase I2	
Chassy_YL_F_1086	YALI1_F28064g	YALI0F21197g	Q6C0W4	"uniprot|Q6C0W4 Yarrowia lipolytica YALI0F21197g YAT1 Outer mitochondrial carnitine acetyltransferase, putative I2"	
Chassy_YL_D_72	YALI1_D01796g	YALI0D01529g	Q6CAM2	weakly similar to uniprot|P18899 Saccharomyces cerevisiae YMR173w DDR48 heat shock protein I2	
Chassy_YL_E_1366	YALI1_E34042g	YALI0E28743g	Q6C491	weakly similar to uniprot|Q5A4K4 Candida albicans CaO19.3437 hypothetical protein I2	3.4.21.-
Chassy_YL_F_1345	YALI1_F34397g	YALI0F27049g	Q6C081	similar to uniprot|P40414 Saccharomyces cerevisiae YIL138C (ohnolog of YNL079C) TPM2 tropomyosin I2	
Chassy_YL_D_589	YALI1_D14893g	YALI0D12012g	Q6C9D7	similar to uniprot|P39744 Saccharomyces cerevisiae YOR206w (RAD4) crucial for intranuclear movement of ribosomal precursor I2	
Chassy_YL_E_829	YALI1_E21053g	YALI0E17743g	Q6C5I7	similar to uniprot|O74526 Schizosaccharomyces pombe Ser/thr protein kinase I2	
Chassy_YL_B_874	YALI1_B22938g	YALI0B17754g	Q6CE83	weakly similar to uniprot|Q03496 Saccharomyces cerevisiae YMR259c I2	
Chassy_YL_C_194	YALI1_C05554g	YALI0C04158g	Q6CD34	similar to uniprot|P18961 Saccharomyces cerevisiae YMR104C YPK2 (ohnolog of YKL126W) Protein kinase with similarity to serine/threonine protein kinase Ypk1p I2	
Chassy_YL_B_347	YALI1_B08851g			No description in CLIB122 I2	
Chassy_YL_E_622	YALI1_E16164g	YALI0E13211g	Q6C620	similar to uniprot|P33754 Saccharomyces cerevisiae YBR171w SEC66 ER protein-translocation complex subunit I2	
Chassy_YL_F_1527	YALI1_F38869g	YALI0F31185g	Q6BZS8	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_E_1043	YALI1_E25999g	YALI0E22022g	Q6C509	similar to uniprot|P38351 Saccharomyces cerevisiae YBR279w PAF1 DNA-directed RNA polymerase II regulator I2	
Chassy_YL_B_499	YALI1_B13150g	YALI0B09812g	Q6CF68	weakly similar to uniprot|C4Y5E7 Clavispora lusitaniae hypothetical protein CLUG_03381 I2	
Chassy_YL_B_948	YALI1_B25107g	YALI0B19162g	Q6CE24	similar to uniprot|O94021 Candida albicans Hypothetical 48.1 kDa protein I2	
Chassy_YL_C_355	YALI1_C09950g			No description in CLIB122 I2	
Chassy_YL_D_687	YALI1_D17370g	YALI0D14080g	Q6C949	similar to uniprot|P33750 Saccharomyces cerevisiae YLL011w SOF1 involved in 18S pre-rRNA production I2	
Chassy_YL_E_386	YALI1_E10134g	YALI0E08316g	Q6C6M1	hypothetical protein conserved in the Yarrowia clade I2	
Chassy_YL_F_1426	YALI1_F36415g	YALI0F28655g	Q6C012	similar to uniprot|O13281 Emericella nidulans Chitin synthase D I2	
Chassy_YL_F_946	YALI1_F24469g	YALI0F18436g	Q6C184	similar to uniprot|Q9Y7B3 Emericella nidulans DopA developmental regulatory gene I2	
