"orthoList$OG_IDs[converted]"	"genes"	"logFC"	"logCPM"	"PValue"	"FDR"	"Portein_names"	"gene_names"	"Funcition"
"OG0000700"	"YHR082C"	0.929772375	8.260371992	2.41046e-07	1.38573e-06	"Serine/threonine-protein kinase KSP1 (EC 2.7.11.1)"	"RRM3 RTT104 YHR031C"	"FUNCTION: 5' to 3' DNA replicative helicase recruited to paused replisomes to promote fork progression throughout nonhistone protein-DNA complexes, naturally occurring impediments that are encountered in each S phase where replication forks pauses. Needed for normal fork progression through over 1000 discrete sites scattered throughout the genome, like rDNA, tRNA genes, centromeres, active replication origins, or transcriptional silencers. Required for timely replication of the telomere and subtelomeric DNA and for wild-type levels of telomeric silencing. Involved in regulation of Ty1 transposition and protects the genome from instability at nascent sites of retrotransposition. Involved in DNA repair during stalled replication fork, regulation of fragile sites expression and essential for genome stability. Plays also a role in mtDNA replication. Has G-quadruplex (G4) unwinding activity and can suppress G4-induced genome instability when PIF1 levels are low. {ECO:0000269|PubMed:10693764, ECO:0000269|PubMed:11779788, ECO:0000269|PubMed:12050116, ECO:0000269|PubMed:12686542, ECO:0000269|PubMed:14690605, ECO:0000269|PubMed:15037547, ECO:0000269|PubMed:15060144, ECO:0000269|PubMed:15060145, ECO:0000269|PubMed:15082794, ECO:0000269|PubMed:15542831, ECO:0000269|PubMed:15579680, ECO:0000269|PubMed:15775982, ECO:0000269|PubMed:15829566, ECO:0000269|PubMed:15907372, ECO:0000269|PubMed:16137624, ECO:0000269|PubMed:16327883, ECO:0000269|PubMed:16631586, ECO:0000269|PubMed:17114583, ECO:0000269|PubMed:19168400, ECO:0000269|PubMed:19414561, ECO:0000269|PubMed:21087929, ECO:0000269|PubMed:21172804, ECO:0000269|PubMed:23657261, ECO:0000269|PubMed:8293975}."
"OG0003141"	"YDR330W"	1.305157503	8.054457054	4.35676e-20	1.11589e-18	"UBX domain-containing protein 5"	"PDR5 LEM1 STS1 YDR1 YOR153W"	"FUNCTION: Active efflux of weakly charged organic compounds of 90 cubic Angstroms to 300 cubic Angstroms surface volume. Confers resistance to numerous chemicals including cycloheximide, sulfomethuron methyl, steroids, antiseptics, antibiotics, anticancer, herbicides, mycotoxins, insecticides, ionophores, alkaloids, flavonoids, phenothiazines, organotin compounds, carbazoles, lysosomotropic aminoesters, detergents, rhodamines and other fluorophores, azoles and other antifungals. Exhibits nucleoside triphosphatase activity. {ECO:0000269|PubMed:10841772, ECO:0000269|PubMed:11321575, ECO:0000269|PubMed:12896805, ECO:0000269|PubMed:13678835, ECO:0000269|PubMed:14960317, ECO:0000269|PubMed:15836770, ECO:0000269|PubMed:16751665, ECO:0000269|PubMed:17316560, ECO:0000269|PubMed:7753868, ECO:0000269|PubMed:8810273, ECO:0000269|PubMed:8940170, ECO:0000269|PubMed:8985171, ECO:0000269|PubMed:9450972, ECO:0000269|PubMed:9818966}."
"OG0001740"	"YDR328C"	0.66108673	7.822951821	1.30588e-06	6.59959e-06	"Suppressor of kinetochore protein 1 (Centromere DNA-binding protein complex CBF3 subunit D) (E3 ubiquitin ligase complex SCF subunit SKP1)"	"LCB2 SCS1 TSC1 YDR062W D4246 YD9609.16"	"FUNCTION: Catalytic subunit of serine palmitoyltransferase (SPT), which catalyzes the committed step in the synthesis of sphingolipids, the condensation of serine with palmitoyl CoA to form the long chain base 3-ketosphinganine."
"OG0001016"	"YDR258C"	2.293668184	10.18956978	1.27261e-17	2.62324e-16	"Heat shock protein 78, mitochondrial"	"YKL183C-A"	""
"OG0002853"	"YDR262W"	1.169750165	7.578684903	2.0682e-06	1.00961e-05	"FAS1 domain-containing protein YDR262W"	"YHR214W-A"	""
"OG0002373"	"YDR264C"	-0.524890732	7.497804263	0.009704334	0.020168074	"Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)"	"BEM4 YPL161C P2561"	"FUNCTION: Probably acts as a GTPase-activating protein (GAP) for CDC42, RHO1, RHO2, and RHO4. Negative regulator of the pheromone-response pathway through the STE20 protein kinase. Involved in the control of polarized cell growth."
"OG0002965"	"YGR205W"	1.479154159	5.838061842	7.41977e-08	4.6813e-07	"Probable ATP-dependent kinase TDA10 (EC 2.7.-.-) (Topoisomerase I damage affected protein 10)"	"CLB2 YPR119W P9642.6"	"FUNCTION: Essential for the control of the cell cycle at the G2/M (mitosis) transition. Interacts with the CDC2 protein kinase to form MPF. G2/M cyclins accumulate steadily during G2 and are abruptly destroyed at mitosis."
"OG0001399"	"YGR208W"	-0.723071795	7.636593449	1.29749e-05	5.34538e-05	"Phosphoserine phosphatase (PSP) (PSPase) (EC 3.1.3.3) (O-phosphoserine phosphohydrolase)"	"LRO1 YNR008W N2042"	"FUNCTION: Triacylglycerol formation by an acyl-CoA independent pathway. The enzyme specifically transfers acyl groups from the sn-2 position of a phospholipid to diacylglycerol, thus forming an sn-1-lysophospholipid."
"OG0003283"	"YLR045C"	-1.566735329	7.018980957	1.27583e-25	5.77385e-24	"Protein STU2 (Suppressor of tubulin 2)"	"GCV3 YAL044C FUN40"	"FUNCTION: The glycine cleavage system (glycine decarboxylase complex) catalyzes the degradation of glycine. The H protein shuttles the methylamine group of glycine from the P protein to the T protein (By similarity). {ECO:0000250, ECO:0000269|PubMed:9020168}."
"OG0003182"	"YGR211W"	2.037639805	9.556100649	0.000173488	0.000559605	"Zinc finger protein ZPR1"	"TSR2 YLR435W"	"FUNCTION: Required for 20S pre-rRNA processing. {ECO:0000269|PubMed:12837249}."
"OG0000724"	"YLR047C"	-0.673554179	5.805784538	0.000126688	0.000418514	"Probable ferric reductase transmembrane component 8 (EC 1.16.1.7) (Ferric-chelate reductase 8)"	"REV1 YOR346W O6339"	"FUNCTION: Deoxycytidyl transferase involved in DNA repair. Transfers a dCMP residue from dCTP to the 3'-end of a DNA primer in a template-dependent reaction. May assist in the first step in the bypass of abasic lesions by the insertion of a nucleotide opposite the lesion. Required for normal induction of mutations by physical and chemical agents. Involved in mitochondrial DNA mutagenesis. {ECO:0000269|PubMed:11316789, ECO:0000269|PubMed:16452144, ECO:0000269|PubMed:8751446}."
"OG0002579"	"YGR216C"	-0.712986426	6.057651976	2.75646e-06	1.31052e-05	"Phosphatidylinositol N-acetylglucosaminyltransferase subunit GPI1 (GPI-GlcNAc transferase complex subunit GPI1) (GPI-GnT subunit GPI1) (EC 2.4.1.198)"	"TPA1 YER049W"	"FUNCTION: Prolyl 3,4-dihydroxylase that catalyzes 3,4-dihydroxylation of 'Pro-64' of small ribosomal subunit uS12 (RPS23A and RPS23B), thereby regulating protein translation termination efficiency. Part of a messenger ribonucleoprotein (mRNP) complex at the 3'-UTR of mRNAs. It associates specifically with components of the translation termination complex and is involved in both translation termination and in regulation of normal mRNA decay through translation termination-coupled poly(A) shortening. {ECO:0000269|PubMed:16809762, ECO:0000269|PubMed:20630870, ECO:0000269|PubMed:24550462}."
"OG0002820"	"YGR217W"	-0.854365217	5.994047628	9.47216e-10	8.21512e-09	"Calcium-channel protein CCH1"	"VAS1 YGR094W"	""
"OG0003425"	"YGR223C"	1.259838856	6.926538309	7.99065e-20	1.99567e-18	"SVP1-like protein 2"	"PHM6 YDR281C D9954.14"	""
"OG0000735"	"YGR225W"	-0.773506177	2.537582258	0.008721317	0.018322375	"Meiosis-specific APC/C activator protein AMA1 (Activator of meiotic APC/C protein 1) (Sporulation-specific protein 70)"	"PET54 YGR222W G8527"	"FUNCTION: Activator of specific mitochondrial mRNAs. PET54 is involved in the excision of intron aI5-beta from pre-mRNA for cytochrome c oxidase I (COX1) and plays a role in promoting the translation of COX3. {ECO:0000269|PubMed:2555177}."
"OG0001625"	"YGR230W"	1.176439439	4.558670089	2.89819e-10	2.71294e-09	"Protein BNS1"	"GLO4 GER1 YOR040W O2758 OR26.33"	"FUNCTION: Thiolesterase that catalyzes the hydrolysis of S-D-lactoyl-glutathione to form glutathione and D-lactic acid."
"OG0002610"	"YGR232W"	0.650701386	5.934413895	2.97926e-06	1.40755e-05	"Probable 26S proteasome regulatory subunit p28 (Proteasome non-ATPase subunit 6)"	"PLM2 YDR501W"	"FUNCTION: Binds to the promoters of genes with functions important for the G1/S (start) transition; primarily genes involved in DNA synthesis and repair, chromosome segregation, nuclear division and transcription. {ECO:0000269|PubMed:12464632}."
"OG0002583"	"YHR154W"	-0.533073877	7.205954297	0.001397804	0.003628023	"Regulator of Ty1 transposition protein 107 (Establishes silent chromatin protein 4)"	"MRC1 YCL061C YCL61C/YCL60C"	"FUNCTION: Required for normal DNA replication. Phosphorylated in response to DNA replication stress. Phosphorylation allows it to mediate the activation of RAD53. {ECO:0000269|PubMed:11715016, ECO:0000269|PubMed:12865299}."
"OG0000678"	"YKR050W"	-1.057072006	5.113463314	0.000162988	0.000526582	"Low-affinity potassium transport protein"	"RAD51 YER095W"	"FUNCTION: Required both for recombination and for the repair of DNA damage caused by X-rays. Its function may be modulated by interaction with other repair proteins. RAD52 interacts directly with RAD51, via its C-terminus. Forms a nucleoprotein filament with DNA as an early intermediate in recombination. {ECO:0000269|PubMed:16818607}."
"OG0003533"	"YJL127C"	-1.033163977	5.628696177	3.33751e-09	2.67134e-08	"Protein SPT10"	"PFK2 YMR205C YM8325.06C"	"FUNCTION: Catalyzes the phosphorylation of D-fructose 6-phosphate to fructose 1,6-bisphosphate by ATP, the first committing step of glycolysis. {ECO:0000255|HAMAP-Rule:MF_03184, ECO:0000269|PubMed:11221662, ECO:0000269|PubMed:3000145, ECO:0000269|PubMed:3007939, ECO:0000269|PubMed:40590, ECO:0000269|PubMed:6211191, ECO:0000269|PubMed:6219673, ECO:0000269|PubMed:8132627, ECO:0000269|PubMed:8663166}."
"OG0002544"	"YJL126W"	0.553504966	5.518629997	0.000233129	0.000727801	"Deaminated glutathione amidase (dGSH amidase) (EC 3.5.1.-) (Nitrilase homolog 1)"	"RAM2 YKL019W"	"FUNCTION: Catalyzes the transfer of a farnesyl or geranyl-geranyl moiety from farnesyl or geranyl-geranyl diphosphate to a cysteine at the fourth position from the C-terminus of several proteins having the C-terminal sequence Cys-aliphatic-aliphatic-X. The alpha subunit is thought to participate in a stable complex with the substrate. The beta subunit binds the peptide substrate."
"OG0001341"	"YJL124C"	0.556181503	7.43171135	0.000567902	0.001613883	"Sm-like protein LSm1 (SPB8 protein)"	"COX11 YPL132W LPI13W"	"FUNCTION: Exerts its effect at some terminal stage of cytochrome c oxidase synthesis, probably by being involved in the insertion of the copper B into subunit I. {ECO:0000250}."
"OG0002471"	"YKR048C"	0.524000896	8.536861694	0.000165579	0.000534381	"Nucleosome assembly protein"	"ARO2 YGL148W"	""
"OG0002707"	"YGL143C"	-1.559849764	5.831971829	2.56294e-25	1.10188e-23	"Peptide chain release factor 1, mitochondrial (MRF-1) (MtRF-1)"	"ALD6 ALDH1 YPL061W LPE9"	"FUNCTION: Cytosolic aldehyde dehydrogenase which utilizes NADP+ as the preferred coenzyme. Performs the conversion of acetaldehyde to acetate. {ECO:0000269|PubMed:9473035}."
"OG0003667"	"YDL107W"	-0.534312012	5.963545725	0.000272295	0.000831952	"Protein MSS2, mitochondrial"	"FZF1 SUL1 YGL254W NCR299"	"FUNCTION: May function as a transcription factor."
"OG0002614"	"YEL055C"	-1.339808269	7.380254828	1.81201e-15	3.17973e-14	"DNA polymerase V (POL V) (EC 2.7.7.7)"	"LYS9 LYS13 YNR050C N3461"	""
"OG0000957"	"YEL059C-A"	0.693829544	4.573019047	2.44405e-05	9.4686e-05	"Protein SOM1, mitochondrial (Mitochondrial inner membrane protease subunit SOM1)"	"BUD20 YLR074C"	"FUNCTION: Involved in positioning the proximal bud pole signal. {ECO:0000269|PubMed:11452010}."
"OG0002045"	"YEL062W"	0.717447756	6.4880128	4.92796e-06	2.25391e-05	"Nitrogen permease regulator 2"	"MAK21 NOC1 YDR060W D4237 YD9609.14"	"FUNCTION: Required for 60S ribosomal subunit synthesis. {ECO:0000269|PubMed:11371346}."
"OG0000655"	"YOR005C"	0.636718708	6.353329143	0.001322008	0.003444662	"DNA ligase 4 (EC 6.5.1.1) (DNA ligase II) (DNA ligase IV) (Polydeoxyribonucleotide synthase [ATP] 4)"	"PTC3 YBL056W YBL0511 YBL0513"	"FUNCTION: Responsible, together with PTC2, for the dephosphorylation of the cyclin-dependent protein kinase CDC28. {ECO:0000269|PubMed:10580002}."
"OG0003502"	"YOR006C"	-0.684616349	6.524707299	1.61689e-07	9.61669e-07	"Ribosome biogenesis protein TSR3 (20S rRNA accumulation protein 3)"	"YGR079W"	""
"OG0001581"	"YOR007C"	0.895510542	10.01406521	0.008582024	0.01806126	"Small glutamine-rich tetratricopeptide repeat-containing protein 2 (SGT/UBP) (Viral protein U-binding protein)"	"MST27 DUP2 YGL051W"	"FUNCTION: Involved in protein trafficking vesicle formation, probably by stabilizing of coatomer at the Golgi membrane and thus allowing the efficient formation of COPI coated vesicles. {ECO:0000269|PubMed:12925749}."
"OG0003461"	"YOR002W"	-0.64854762	7.077413389	2.50001e-06	1.19615e-05	"Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)"	"POA1 YBR022W YBR0304"	"FUNCTION: Highly specific phosphatase involved in the metabolism of ADP-ribose 1''-phosphate (Appr1p) which is produced as a consequence of tRNA splicing. Removes ADP-ribose from glutamate residues in proteins bearing a single ADP-ribose moiety. Inactive towards proteins bearing poly-ADP-ribose. {ECO:0000269|PubMed:10550052, ECO:0000269|PubMed:15684411, ECO:0000269|PubMed:23474712}."
"OG0002585"	"YML001W"	0.656668257	7.39490796	2.58544e-06	1.23408e-05	"GTP-binding protein YPT7"	"BAP3 PAP1 YDR046C YD9609.02C"	"FUNCTION: Involved in transport of isoleucine, leucine, valine, cysteine, methionine, phenylalanine, tyrosine and tryptophan. {ECO:0000269|PubMed:10467005, ECO:0000269|PubMed:10654085}."
"OG0003622"	"YOL001W"	0.596578536	5.758400577	0.004078848	0.009374031	"PHO85 cyclin PHO80 (Aminoglycoside antibiotic sensitivity protein 3) (Phosphate system cyclin PHO80)"	"YDR133C"	""
"OG0001430"	"YMR281W"	0.73802375	5.90231216	3.76326e-08	2.50012e-07	"N-acetylglucosaminyl-phosphatidylinositol de-N-acetylase (EC 3.5.1.89)"	"RIX1 IPI2 YHR197W"	"FUNCTION: Component of the RIX1 complex required for processing of ITS2 sequences from 35S pre-rRNA and the nucleoplasmic transit of the pre-60S ribosomal subunits (PubMed:11313466, PubMed:14759368, PubMed:15528184, PubMed:26619264). Regulates pre-60S association of the critical remodeling factor MDN1 (PubMed:26619264). {ECO:0000269|PubMed:11313466, ECO:0000269|PubMed:14759368, ECO:0000269|PubMed:15528184, ECO:0000269|PubMed:26619264}."
"OG0001427"	"YMR278W"	1.216989931	6.405946111	0.020633268	0.038980427	"Phosphoribomutase (PRM) (EC 5.4.2.7) (Phosphoglucomutase 3) (PGM 3)"	"YGR050C"	""
"OG0001365"	"YJR010W"	-0.950000662	10.64541215	0.00471087	0.010655666	"Sulfate adenylyltransferase (EC 2.7.7.4) (ATP-sulfurylase) (Methionine-requiring protein 3) (Sulfate adenylate transferase) (SAT)"	"YEH2 YLR020C"	"FUNCTION: Mediates the hydrolysis of steryl esters. Required for mobilization of steryl ester, thereby playing a central role in lipid metabolism. {ECO:0000269|PubMed:15632184, ECO:0000269|PubMed:15713625}."
"OG0002624"	"YGR193C"	0.862605476	7.971843597	2.15646e-10	2.06683e-09	"Pyruvate dehydrogenase complex protein X component, mitochondrial (Dihydrolipoamide dehydrogenase-binding protein of pyruvate dehydrogenase complex) (E3-binding protein) (Pyruvate dehydrogenase complex component E3BP)"	"RLP24 YLR009W"	"FUNCTION: Involved in the biogenesis of the 60S ribosomal subunit. Ensures the docking of NOG1 to pre-60S particles. {ECO:0000269|PubMed:12808088}."
"OG0001829"	"YGR194C"	0.930895317	6.898947374	0.006012471	0.013159659	"Xylulose kinase (Xylulokinase) (EC 2.7.1.17)"	"DDP1 YOR163W O3575"	"FUNCTION: May eliminate potentially toxic dinucleoside polyphosphates during sporulation. Most active against diadenosine 5',5'''-P1,P6-hexaphosphate (Ap6A). Can also hydrolyze diadenosine 5',5'''-P1,P5-pentaphosphate (Ap5A), adenosine 5'-pentaphosphate, and adenosine 5'-tetraphosphate are also substrates, but not diadenosine 5',5'''-P1,P4-tetraphosphate (Ap4A) or other dinucleotides, mononucleotides, nucleotide sugars, or nucleotide alcohols. Also cleaves a beta-phosphate from the diphosphate groups in PP-InsP5 (diphosphoinositol pentakisphosphate) and [PP]2-InsP4 (bisdiphosphoinositol tetrakisphosphate)."
"OG0000771"	"YNR055C"	-0.612012033	6.342589596	0.000259184	0.00079756	"Protein HOL1"	"RTS2 YOR077W YOR29-28"	""
"OG0002890"	"YLR005W"	0.561288725	7.459551084	0.000627463	0.001768946	"Suppressor of stem-loop protein 1 (General transcription and DNA repair factor IIH subunit SSL1) (TFIIH subunit SSL1)"	"CIA1 YDR267C"	"FUNCTION: Essential component of the cytosolic iron-sulfur (Fe/S) protein assembly machinery. Required for the maturation of extramitochondrial Fe/S proteins. {ECO:0000255|HAMAP-Rule:MF_03037, ECO:0000269|PubMed:16314508}."
"OG0000866"	"YJR005W"	0.592138965	7.262200112	3.08771e-05	0.000117181	"AP-2 complex subunit beta (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Clathrin assembly protein large beta chain)"	"CCT6 TCP20 TCP6 YDR188W YD9395.21"	"FUNCTION: Molecular chaperone; assists the folding of proteins upon ATP hydrolysis. Known to play a role, in vitro, in the folding of actin and tubulin. In yeast may play a role in mitotic spindle formation."
"OG0002641"	"YLR009W"	-1.027240972	7.850323617	0.003939856	0.009092789	"Ribosome biogenesis protein RLP24 (Ribosomal protein L24-like)"	"LIP2 YLR239C L8083.16"	"FUNCTION: Catalyzes the transfer of endogenously produced octanoic acid from octanoyl-acyl-carrier-protein onto the lipoyl domains of lipoate-dependent enzymes. Lipoyl-ACP can also act as a substrate although octanoyl-ACP is likely to be the physiological substrate (By similarity). {ECO:0000250}."
"OG0000672"	"YOR023C"	0.848301798	8.128860109	6.95945e-09	5.33617e-08	"Protein AHC1 (ADA HAT complex component 1)"	"HEM2 YGL040C"	"FUNCTION: Catalyzes an early step in the biosynthesis of tetrapyrroles. Binds two molecules of 5-aminolevulinate per subunit, each at a distinct site, and catalyzes their condensation to form porphobilinogen."
"OG0002516"	"YDL113C"	1.292697904	6.844402362	1.5569e-09	1.32171e-08	"Autophagy-related protein 20 (Cytoplasm to vacuole targeting protein 20) (Sorting nexin-42)"	"GEP5 RRG5 YLR091W"	"FUNCTION: Essential for respiratory growth and required for maintenance of mtDNA. Required for cell survival in the absence of prohibitins. {ECO:0000269|PubMed:19221197, ECO:0000269|PubMed:19751518}."
"OG0001514"	"YDL117W"	0.513441927	7.484495489	0.000117559	0.000391364	"Cytokinesis protein 3"	""	""
"OG0000701"	"YGL151W"	0.500890481	7.627290865	0.00014702	0.000480148	"Mediator of RNA polymerase II transcription subunit 5 (Mediator complex subunit 5) (Negative regulator of URS2 protein 1)"	"ERV1 YGR029W"	"FUNCTION: FAD-dependent sulfhydryl oxidase that catalyzes disulfide bond formation. Required for the import and folding of small cysteine-containing proteins in the mitochondrial intermembrane space (IMS). Forms a redox cycle with MIA40 that involves a disulfide relay system. Important for maintaining the cysteine residues in MIA40 in an oxidized state. Reduced ERV1 is reoxidized by cytochrome c. Required for the maturation of cytoplasmic, but not of mitochondrial Fe/S proteins. {ECO:0000255|PROSITE-ProRule:PRU00654, ECO:0000269|PubMed:10899311, ECO:0000269|PubMed:11493598, ECO:0000269|PubMed:12654008, ECO:0000269|PubMed:15989955, ECO:0000269|PubMed:16181637, ECO:0000269|PubMed:16185707}."
"OG0003570"	"YGL153W"	0.595927528	5.185327935	7.17863e-05	0.000250632	"Peroxisomal membrane protein PEX14 (Peroxin-14)"	"MRPL24 MRPL14 YMR193W YM9646.05"	"FUNCTION: Component of the mitochondrial ribosome (mitoribosome), a dedicated translation machinery responsible for the synthesis of mitochondrial genome-encoded proteins, including at least some of the essential transmembrane subunits of the mitochondrial respiratory chain. The mitoribosomes are attached to the mitochondrial inner membrane and translation products are cotranslationally integrated into the membrane. {ECO:0000305|PubMed:24675956, ECO:0000305|PubMed:25609543}."
"OG0000870"	"YGL155W"	-0.66039145	6.478206616	2.5687e-07	1.46968e-06	"Geranylgeranyl transferase type-1 subunit beta (EC 2.5.1.59) (Cell division cycle protein 43) (Geranylgeranyl transferase type I subunit beta) (GGTase-I-beta) (RAS proteins geranylgeranyltransferase subunit beta) (Type I protein geranyl-geranyltransferase subunit beta) (PGGT)"	"LCP5 YER127W SYGP-ORF43"	"FUNCTION: Component of the U3 small nucleolar ribonucleoprotein. Required for the early cleavages at sites A0, A1 and A2 of the pre-ribosomal RNA. Participates in ribosome biogenesis."
"OG0002077"	"YDL120W"	0.577176636	6.705937402	4.98134e-05	0.000180293	"Frataxin homolog, mitochondrial (EC 1.16.3.1) [Cleaved into: Frataxin homolog intermediate form]"	"YPL109C LPH17C"	""
"OG0003261"	"YIL083C"	0.707919076	6.769070451	6.48274e-06	2.88284e-05	"Phosphopantothenate--cysteine ligase CAB2 (EC 6.3.2.5) (Coenzyme A biosynthesis protein 2) (Phosphopantothenoylcysteine synthetase) (PPC synthetase)"	"OSW5 YMR148W YM9375.18"	"FUNCTION: Involved in spore wall assembly. {ECO:0000269|PubMed:19779569}."
"OG0001281"	"YNL027W"	0.781692658	7.302172193	5.9812e-09	4.60369e-08	"Transcriptional regulator CRZ1"	"ATP2 YJR121W J2041"	"FUNCTION: Mitochondrial membrane ATP synthase (F(1)F(0) ATP synthase or Complex V) produces ATP from ADP in the presence of a proton gradient across the membrane which is generated by electron transport complexes of the respiratory chain. F-type ATPases consist of two structural domains, F(1) - containing the extramembraneous catalytic core, and F(0) - containing the membrane proton channel, linked together by a central stalk and a peripheral stalk. During catalysis, ATP synthesis in the catalytic domain of F(1) is coupled via a rotary mechanism of the central stalk subunits to proton translocation. Subunits alpha and beta form the catalytic core in F(1). Rotation of the central stalk against the surrounding alpha(3)beta(3) subunits leads to hydrolysis of ATP in three separate catalytic sites on the beta subunits."
"OG0003164"	"YIL087C"	0.629276575	5.761522823	0.023736171	0.044000003	"Altered inheritance of mitochondria protein 19, mitochondrial"	"SLS1 YLR139C L3162"	"FUNCTION: Involved in aerobic respiration where it is required for assembly of respiratory chain enzyme complexes III and IV. Also has a role in mitochondrial gene expression. May be part of a mitochondrial membrane-associated RNA-shuttling system, delivering NAM1-associated transcripts to the translation machinery. {ECO:0000269|PubMed:11805046, ECO:0000269|PubMed:8917313}."
"OG0002313"	"YNL025C"	0.531628679	5.846772735	0.000202307	0.000639206	"RNA polymerase II holoenzyme cyclin-like subunit (Suppressor of RNA polymerase B 11)"	"HPM1 MNI1 YIL110W"	"FUNCTION: Required for histidine methylation of RPL3 at 'His-243'. {ECO:0000269|PubMed:20864530}."
"OG0003384"	"YIL090W"	-0.556033892	6.617135225	7.32463e-05	0.000254985	"Protein ICE2 (Inheritance of cortical ER protein 2)"	"PDI1 MFP1 TRG1 YCL043C YCL313 YCL43C"	"FUNCTION: Protein disulfide isomerase of ER lumen required for formation of disulfide bonds in secretory and cell-surface proteins and which unscrambles non-native disulfide bonds. Forms a complex with MNL1 to process unfolded protein-bound Man8GlcNAc2 oligosaccharides to Man7GlcNAc2, promoting degradation in unfolded protein response. {ECO:0000269|PubMed:16002399, ECO:0000269|PubMed:19124653, ECO:0000269|PubMed:21700223}."
"OG0003132"	"YNL024C"	-1.633611062	3.35045237	1.47013e-09	1.25158e-08	"Protein-lysine N-methyltransferase EFM6 (EC 2.1.1.-) (Elongation factor methyltransferase 6)"	"YOR082C O3113"	""
"OG0001964"	"YIL094C"	-1.27416635	9.781758982	4.38982e-07	2.41521e-06	"Homoisocitrate dehydrogenase, mitochondrial (HIcDH) (EC 1.1.1.87)"	"NUP82 YJL061W HRB187 J1135"	"FUNCTION: Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. It is specifically involved as part of the NUP82-NUP159-NSP1 subcomplex in nuclear mRNA and pre-ribosome export by acting as a linker tethering nucleoporins that are directly involved in nuclear transport to the NPC via its coiled-coil domain. {ECO:0000269|PubMed:10801828, ECO:0000269|PubMed:10891509, ECO:0000269|PubMed:11689687, ECO:0000269|PubMed:11739405, ECO:0000269|PubMed:7559750, ECO:0000269|PubMed:9843582}."
"OG0003355"	"YNL039W"	0.708042533	7.719237386	6.69826e-08	4.25283e-07	"Transcription factor TFIIIB component B'' (TFIIIB90)"	"NIP1 YMR309C YM9924.01C YM9952.11C"	"FUNCTION: Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis of a specialized repertoire of mRNAs and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome. The eIF-3 complex specifically targets and initiates translation of a subset of mRNAs involved in cell proliferation. {ECO:0000255|HAMAP-Rule:MF_03002, ECO:0000269|PubMed:12651896}."
"OG0001007"	"YIL097W"	1.472612256	6.664326317	1.92382e-07	1.1275e-06	"Protein FYV10 (Function required for yeast viability protein 10) (Glucose-induced degradation protein 9)"	"SCM4 YGR049W"	""
"OG0003276"	"YIL099W"	1.494697326	3.62728275	0.001611271	0.004114654	"Glucoamylase, intracellular sporulation-specific (EC 3.2.1.3) (1,4-alpha-D-glucan glucohydrolase) (Glucan 1,4-alpha-glucosidase)"	"RDI1 YDL135C D2175"	"FUNCTION: Regulates the GDP/GTP exchange reaction of the Rho proteins by inhibiting the dissociation of GDP from them, and the subsequent binding of GTP to them."
"OG0003041"	"YIL104C"	-0.577673949	6.099161329	2.15092e-05	8.45617e-05	"Protein SHQ1 (Small nucleolar RNAs of the box H/ACA family quantitative accumulation protein 1)"	"PHO88 SND3 YBR106W YBR0835"	"FUNCTION: Functions in the SND pathway, a SRP (signal recognition particle) and GET (guided entry of tail-anchored proteins) independent pathway for targeting a broad range of substrate proteins to the endoplasmic reticulum. SND functions in parallel to GET in targeting proteins with downstream hydrophobic motifs (PubMed:27905431). Involved in inorganic phosphate uptake (PubMed:8709965). Also involved in telomere length regulation and maintenance (PubMed:16552446). {ECO:0000269|PubMed:16552446, ECO:0000269|PubMed:27905431, ECO:0000269|PubMed:8709965}."
