W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	Standard_A	Standard_B	Standard_C	Standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number	Coverage	MW
YALI1_C25307g	Q6CBJ8	YALI0C18161g1_1	0	0	0	0	0.831627159	0.187810549	0.773849976	0	0	0	0	"highly similar to uniprot|P14741 Saccharomyces cerevisiae YKR026c GCN3 translation initiation factor eIF2B, 34 KD, alpha subunit"		14	"339,000,015,258,789"
YALI1_E21983g	Q6C5G4	YALI0E18282g1_1	0	0	0	0	0.242293302	0.170223519	0.225460008	0.215532617	0.188246875	0	0	similar to uniprot|P38074 Saccharomyces cerevisiae YBR034c HMT1 hnRNP methyltransferase singleton		4	"372,999,992,370,605"
YALI1_E15889g	Q6C631	YALI0E12969g1_1	0	0	0	0	0.029404691	0.06426605	0.027361804	0	0.022845622	0	0	similar to uniprot|O94076 Emericella nidulans BIMD protein		3	133
YALI1_F36267g	Q6C017	YALI0F28545g1_1	0	0	0	0	0.142929833	0.312383352	0	0.127143593	0.11104762	0	0	weakly similar to uniprot|D5GA26 Tuber melanosporum GSTUM_00003541001 hypothetical protein		9	49
YALI1_B24018g	Q6CE52	YALI0B18502g1_1	0	0	0	0	0.596708491	0.419218436	0.555252251	0.530803542	0.463605506	0	0	weakly similar to uniprot|Q9C0W5 Schizosaccharomyces pombe Hypothetical 17.7 kDa protein		8	20
YALI1_E34933g	Q6C457	YALI0E29506g1_1	0	0	0	0	0.019292076	0.013553677	0.017951762	0.017161315	0.014988747	0	0	similar to uniprot|P42945 Saccharomyces cerevisiae YJL109c weak similarity to ATPase DRS2P		0	"169,600,006,103,516"
YALI1_F09051g	Q6C2Q0	YALI0F06072g1_1	0.128678723	0	0.118635507	0	0	0	0	0.047221808	0.041243677	0	0	some similarities with uniprot|Q9C2C5 Neurospora crassa Probable cutinase transcription factor 1 beta and other transcription factors		1	"913,000,030,517,578"
 apocytochrome b (mitochondrion)			0	0.560150599	0	0	0	0.129638317	0	0	0	0	0	No description in CLIB122		2	"432,999,992,370,606"
YALI1_A04848g	Q6CHV0	YALI0A04697g1_1	0	0	0.128437829	0	0.057471069	0	0	0	0.044651458	0.080667786	0	similar to uniprot|O42626 Neurospora crassa Serine/threonine-protein kinase nrc-2 (Nonrepressible conidiation protein 2)		0	"865,999,984,741,211"
YALI1_E13808g	Q6C6B0	YALI0E10989g1_1	0.535298786	0	0	0	0	0	0	0	0	0	0	weakly similar to uniprot|Q00916 Saccharomyces cerevisiae YIL061c SNP1 U1 small nuclear ribonucleoprotein		4	40
YALI1_E12793g	Q6C6E4	YALI0E10175g1_1	0	0	0	0	0.107999529	0	0	0.096071253	0.261032791	0	0	weakly similar to uniprot|Q12303 Saccharomyces cerevisiae YLR121c YPS3 GPI-anchored aspartyl protease 3 (yapsin 3)		2	"562,000,007,629,395"
YALI1_D18646g			0	0	0	0	0	0	0	0.055939915	0.151992939	0	0	No description in CLIB122		5	"801,999,969,482,422"
YALI1_D13450g	Q6C9J3	YALI0D10769g1_1	0	0	0.538774686	0	0.241081288	0	0.224332199	0.214454467	0	0	0	hypothetical protein conserved in the Yarrowia clade		5	37
YALI1_C09133g			0	0	0	1.409726511	0.658620346	0	0.612862788	0	0.511707179	0	0	No description in CLIB122		6	"192,000,007,629,395"
YALI1_E33285g	Q6C4B5		0	0	0	0	0	0	0	0.128074275	0.11186048	0.2020883	0.285116531	No description in CLIB122		5	"482,999,992,370,606"
YALI1_C06973g	Q6CCY7	YALI0C05489g1_1	0	0	0	0	0.122278249	0.085906765	0.353968127	0	0	0	0	some similarities with uniprot|Q8NIM9 Saccharomyces cerevisiae YCL034W LSB5 Protein of unknown function		6	"545,999,984,741,211"
YALI1_F04497g		YALI0F03223g1_1	0	0	0.912652804	0	0	0.28690629	0	0	0	0	0	"similar to uniprot|Q00362 Saccharomyces cerevisiae YGL190c CDC55 ser/thr phosphatase 2A regulatory subunit B, pseudogene"		7	"534,000,015,258,789"
YALI1_B07374g	Q6CFN5	YALI0B05390g1_1	0	0	0	0	0	0	0	0	0	0	0	similar|reversed to uniprot|Q03441 Saccharomyces cerevisiae YDL001W RMD1 Cytoplasmic protein required for sporulation		1	"469,000,015,258,789"
YALI1_F01172g		YALI0F00748g1_1	0	0	0	0	0.183742935	0.129088872	0.17097742	0	0.14275687	0	0	uniprot|P45817 Yarrowia lipolytica YALI0F00748g PEX9/PAY2 Peroxisomal biogenesis factor 9 (Peroxin-9)		5	"432,000,007,629,395"
YALI1_E07657g	Q6C6T6	YALI0E06435g1_1	0	0	0	0	0.083251413	0.058488404	0.077467533	0	0.064681187	0	0	"weakly similar to uniprot|P06102 Saccharomyces cerevisiae YIL038c NOT3 general negative regulator of transcription, subunit 3"		4	"691,999,969,482,422"
YALI1_D00273g	Q6CAS8	YALI0D00275g1_1	0	0	0	0	0	0	0.226596978	0.216619525	0.189196184	0	0	weakly similar to uniprot|Q12164 Saccharomyces cerevisiae YLL023c		5	"37,5"
YALI1_E03846g	Q6C774	YALI0E03190g1_1	0	0	0	0	0	0.074953753	0	0.094904504	0.082889896	0.149749744	0	"weakly similar to uniprot|P38179 Saccharomyces cerevisiae YBL082c RHK1 mannosyltransferase, possible transmembrane segments"	2.4.1.258	3	"617,000,007,629,395"
YALI1_D16151g	Q6C990	YALI0D13024g1_1	0	0	0	0	0	0	0	0.38428272	0.107889403	0.194914112	0	similar to uniprot|Q96WJ7 Blumeria graminis Glutamine synthetase (Glutamate--ammonia ligase)		5	"512,999,992,370,605"
YALI1_D13201g	Q6C9K2	YALI0D10549g1_1	0	0	0	0	0	0	0	0.035197584	0.030741682	0.055538241	0.078356198	weakly similar to uniprot|O74189 Candida albicans PMT1 Dolichyl-phosphate-mannose-protein mannosyltransferase 1		1	"111,800,003,051,758"
YALI1_D19039g	Q6C8Z7	YALI0D15532g1_1	0	0	0	0	0	0.128001169	0.169536765	0.16207177	0.141554001	0	0	similar to uniprot|Q9US35 Schizosaccharomyces pombe Hypothetical 45.6 kDa protein		2	"427,999,992,370,606"
YALI1_D18014g	Q6C927	YALI0D14784g1_1	0	0	0.263611292	0	0	0.082870219	0	0.104928128	0.091644562	0	0	"weakly similar to uniprot|O74498 Schizosaccharomyces pombe Hypothetical protein with UBX, Domain present in ubiquitin-regulatory proteins"		6	"569,000,015,258,789"
YALI1_F39236g	Q6BZQ9	YALI0F31603g1_1	0	0	0	0	0	0.025635679	0	0.100977612	0.028349998	0	0	similar to uniprot|P53920 Saccharomyces cerevisiae YNL123w Hypothetical 110.9 kDa protein	3.4.21.-	2	"113,800,003,051,758"
YALI1_A19459g	Q6CGK3	YALI0A18590g1_1	0	0	0.281605215	0	0	0	0	0	0.097900156	0	0	similar to uniprot|Q7S3A6 Neurospora crassa dsk1 probable dis1-suppressing protein kinase		6	"545,999,984,741,211"
YALI1_F30641g	F2Z6C2	YALI0F23375g1_1	0	0	0	0	0.100794264	0.220293057	0.093791596	0	0	0	0	uniprot|Q9Y7B0 Yarrowia lipolytica YALI0F23375g SRP101 Signal sequence receptor alpha subunit		5	"607,999,992,370,606"
YALI1_E09615g	Q6C6N4	YALI0E07942g1_1	0	0	0	0	0.276859257	0.194507882	0	0	0	0	0	some similarities with uniprot|C4JFS9 Uncinocarpus reesii DNA-binding protein creA		3	62
YALI1_A09408g	Q6CHE9	YALI0A09636g1_1	0	0	0	0	0.323971011	0.708061768	0.30146317	0	0	0	0	similar to uniprot|Q05874 Saccharomyces cerevisiae YLR285w NNT1 nicotinamide N-methyltransferase		6	"306,000,003,814,697"
YALI1_E19795g	P78980	YALI0E16599g1_1	0	0	0	0	0	0.10379272	0	0.131419658	0.357077054	0	0	uniprot|P78980 Yarrowia lipolytica YALI0E16599g PEX16 Peroxisomal membrane protein		4	"499,000,015,258,789"
YALI1_C28497g	Q6CBB0	YALI0C20427g1_1	0	0	0	0	0	1.721682941	0	0.360777513	0	0	0	similar to uniprot|P47095 Saccharomyces cerevisiae YJR024c		20	"26,5"
YALI1_B16735g			0	0	0	0	0.031199199	0.021919043	0.029031639	0	0	0	0.06178393	No description in CLIB122		2	"119,5"
YALI1_F23441g	Q6C1B7	YALI0F17644g1_1	0	0	0	0	0	0	0.440678265	0	0.367942444	0	0	similar to uniprot|P20049 Saccharomyces cerevisiae YBR166c TYR1 prephenate dehydrogenase (NADP )		7	"489,000,015,258,789"
YALI1_C07137g	Q6CCY2	YALI0C05599g1_1	0	0	0	0	0	0.277264536	0	0.112849834	0.098563405	0	0	similar to uniprot|Q03862 Saccharomyces cerevisiae YDR101c		5	"52,5"
YALI1_E36619g	Q6C3Z2	YALI0E31108g1_1	0	0	0	0	0	0	0	0.365797065	0.319488323	0.577190909	0.814330516	weakly similar to uniprot|Q8TFK5 Yarrowia lipolytica YALI0E18788g CWP1 Cell wall protein of the PIR family		4	"237,000,007,629,395"
YALI1_B13150g	Q6CF68	YALI0B09812g1_1	0	0	0	0	0	0	0	0.149869036	0.407205398	0	0	weakly similar to uniprot|C4Y5E7 Clavispora lusitaniae hypothetical protein CLUG_03381		7	"469,000,015,258,789"
YALI1_A21420g	Q6CGC8	YALI0A20394g1_1	0	0	0	0	0.793199134	0.557263228	0	0.705592289	0.616266554	0	0	weakly similar to uniprot|Q12091 Saccharomyces cerevisiae YPL170W DAP1 Heme-binding protein involved in regulation of cytochrome P450 protein Erg11p		13	"17,5"
YALI1_D14125g	Q6C9H2	YALI0D11242g1_1	0	0	0	0	0	0.046094466	0.189926505	0.05836362	0	0	0	similar to uniprot|P47077 Saccharomyces cerevisiae YJL010C NOP9 Essential subunit of U3-containing 90S preribosome involved in production of 18S rRNA and assembly of small ribosomal subunit		4	"808,000,030,517,578"
YALI1_E15432g	Q6C649	YALI0E12441g1_1	0	0	0	0	0	0	0	0.449827332	0.392880626	0.709782203	1.00139711	similar to uniprot|P05375 Saccharomyces cerevisiae YJR073c OPI3 methylene-fatty-acyl-phospholipid synthase	2.1.1.71	5	"231,000,003,814,697"
YALI1_B11111g			0	0	1.754444167	0	0.785047388	0	0	0	0.609933154	0	0	No description in CLIB122		5	"177,000,007,629,395"
YALI1_A13412g	Q6CH26	YALI0A13321g1_1	0	0	0	0	0	0.260323751	0.344797213	0	0	0	0	similar to uniprot|Q08977 Saccharomyces cerevisiae YPL260W Putative substrate of cAMP-dependent protein kinase (PKA)		4	"572,000,007,629,395"
YALI1_E02056g	Q6C7E4	YALI0E01496g1_1	0	0	0	0	0	0	0	0.316127847	0.85894304	0.498817888	0	highly similar to uniprot|Q06287 Saccharomyces cerevisiae YLR186w EMG1 Methyltransferase for rRNA		9	"287,000,007,629,395"
YALI1_E25671g	Q6C525	YALI0E21626g1_1	0	0	0	0	0.167130072	0.11741748	0	0	0.40395018	0	0	similar to uniprot|P47122 Saccharomyces cerevisiae YJR072c		5	"454,000,015,258,789"
YALI1_F08349g	Q6C2S2	YALI0F05610g1_1	0	0	0	0	0	0.123284387	0	0.156099502	0.424134041	0	0	similar to uniprot|P32378 Saccharomyces cerevisiae YNR041c COQ2 para-hydroxybenzoate-polyprenyltransferase	2.5.1.39	8	"437,999,992,370,605"
YALI1_C19500g		YALI0C13860g1_1	0	0	0	0	0.122683794	0.086191682	0.114160355	0	0.095317703	0	0	similar to uniprot|Q99383 Saccharomyces cerevisiae YOL123w HRP1(RNA3 Cleavage factor Ib)		3	"532,000,007,629,395"
YALI1_E04575g	Q6C749	YALI0E03784g1_1	0	0	0	0	0.256300369	1.088014147	0	0	0	0	0	similar to uniprot|G1X6U4 Arthrobotrys oligospora AOL_s00054g588 hypothetical protein		18	"340,999,984,741,211"
YALI1_D19306g			0	0	0	0	0.167130072	0	0.155518733	0	0.40395018	0	0	No description in CLIB122		6	43
YALI1_E02317g	Q6C7D2	YALI0E01782g1_1	0	0	0	0	0	0.373714991	0.08191875	0	0	0	0	similar to uniprot|Q03532 Saccharomyces cerevisiae YMR290c HAS1 helicase associated with SET1P		6	"670,999,984,741,211"
YALI1_E27196g	Q6C4X1	YALI0E23045g1_1	0	0	0	0	0	0	0	0	1.268478126	0	0	similar to uniprot|P23833 Saccharomyces cerevisiae YBR037C (ohnolog of YBR024W) SCO1 involved in stabilization of COX1P and COX2P		9	"34,5"
YALI1_D26496g	Q6C8C2	YALI0D20878g1_1	0	0	0	0	0	0	0	0.170626693	0.149025898	0	0.379845922	similar to uniprot|P32353 Saccharomyces cerevisiae YLR056w ERG3 C-5 sterol desaturase singleton		6	44
YALI1_E34218g	Q6C484	YALI0E28919g1_1	0	0	0	0	0	0.196108132	0.25974402	0	0.674668843	0	0	similar to uniprot|P19881 Saccharomyces cerevisiae YDL236w PHO13 4-nitrophenylphosphatase	3.1.3.41	10	33
YALI1_D35394g	Q6C7M7	YALI0D26840g1_1	0	0	0	0	0	0.095166627	0.126047615	0	0.10524292	0.190132948	0	weakly similar to uniprot|Q07979 Saccharomyces cerevisiae YLR033W RSC58 Component of the RSC chromatin remodeling complex		6	"509,000,015,258,789"
YALI1_D06859g	Q6CA73	YALI0D05313g1_1	0	0	0	0	0	0.208520753	0.27618446	0	0.717371856	0	0	similar to uniprot|Q871I8 Neurospora crassa CAD71014 Hypothetical protein 20H10.310		8	31
YALI1_B16277g	Q6CEW5	YALI0B12364g1_1	0	0	0	0	0.379141183	0.828640116	0.352800402	0	0	0	0	weakly similar to uniprot|Q10193 Schizosaccharomyces pombe Pre-mRNA splicing factor srp1		10	"282,999,992,370,605"
YALI1_C16621g	Q6CC71	YALI0C11880g1_1	0.913009248	0	0	0	0	0	0.350483483	0.335051095	0	0.528676866	0	similar to uniprot|P46969 Saccharomyces cerevisiae YJL121c POS18 Ribulose-phosphate 3-epimerase		6	"271,000,003,814,697"
YALI1_E06441g	P41929	YALI0E05533g1_1	0	0	0	0	0.179160611	0.125869553	0.166713452	0	0.139196688	0	0	uniprot|P41929 Yarrowia lipolytica YALI0E05533g LYC1 Lysine acetyltransferase	2.3.1.32	6	"437,999,992,370,605"
YALI1_C25829g	Q6CBH9	YALI0C18623g1_1	0	0	0	0	0.0416924	0.029291058	0	0.03708758	0.03239241	0	0	"weakly similar to uniprot|P38065 Saccharomyces cerevisiae YBL037w APL3 AP-2 complex subunit, alpha- adaptin"		1	"107,099,998,474,121"
YALI1_F30479g	Q6C0N2	YALI0F23243g1_1	0	0	0	0	0	0.591605251	0.129680543	0	0	0	0	"similar to uniprot|P32375 Saccharomyces cerevisiae YIR027c DAL1 Allantoinase, converts allantoin to allantoate in the first step of allantoin degradation"		14	"49,5"
YALI1_B04974g	Q6CFU9	YALI0B03520g1_1	0	0	0	0	0	0.040972905	0.054268362	0.051878833	0	0	0	similar to uniprot|Q09760 Schizosaccharomyces pombe Cullin 3 homolog (Cul-3)		1	"881,999,969,482,422"
YALI1_F20600g	Q6C1L1	YALI0F15279g1_1	0	0	0	0	0	0	0	0	0	0	0.86785862	similar to uniprot|Q9P6P8 Schizosaccharomyces pombe Putative vesicular transport protein		3	"248,999,996,185,303"
YALI1_C30614g	Q6CB35	YALI0C22231g1_1	0	0	0.050159473	0	0.022444467	0	0.02088514	0	0	0	0	weakly similar to uniprot|Q9UST7 Schizosaccharomyces pombe RNA polymerase III Transcription factor (TF)IIIC subunit		0	"155,600,006,103,516"
YALI1_C22835g	Q6CBS9	YALI0C15851g1_1	0	0	0	0	0	0	0.921190811	0	0.247241299	0	0	some similarities with uniprot|Q8WZV1 Neurospora crassa B7N14.280 Conserved hypothetical protein		7	"298,999,996,185,303"
YALI1_F23399g	Q6C1B9	YALI0F17600g1_1	0	0	0	0	0	0	0.341456417	0	0.88691168	0	0	weakly similar to uniprot|P32388 Saccharomyces cerevisiae YKL167C MRP49 Mitochondrial ribosomal protein of the large subunit		8	"282,000,007,629,395"
YALI1_A21746g	Q6CGB2	YALI0A20724g1_1	0	0	0	0	0	0	0.15245527	0.145742403	0.12729188	0	0	similar to uniprot|Q06505 Saccharomyces cerevisiae YPR133c		1	"460,999,984,741,211"
YALI1_E02850g	Q6C7B0	YALI0E02266g1_1	0	0	0	0.833418822	0	0	0	0	0.302517113	0	0.771073306	similar to uniprot|D5GHJ9 Tuber melanosporum hypothetical protein		8	"24,5"
YALI1_C32106g	Q6CAY8	YALI0C23276g1_1	0	0	0	0	0	0	0	0.256686737	0.072066157	0	0	some similarities with uniprot|R8BGV9 Togninia minima putative spry domain-containing protein		4	"624,000,015,258,789"
YALI1_C10492g	Q6CCN7	YALI0C07887g1_1	0	0	0	0	0	0.297099813	0	0.376180101	0.328556899	0	0	similar to uniprot|Q03246 Saccharomyces cerevisiae YMR188C MRPS17 Mitochondrial ribosomal protein of the small subunit		4	"26,5"
YALI1_E19098g	Q6C5R1	YALI0E15906g1_1	0	0	0	1.69778212	0	0.557263228	0	0	0	0	1.570776225	similar to uniprot|Q9UUK0 Schizosaccharomyces pombe Hypothetical 21.7 kDa protein		6	"173,999,996,185,303"
YALI1_D32070g	Q6C7Y5	YALI0D24343g1_1	0	0	0	0	0	0	0	0	0.383776018	0	0	weakly similar to uniprot|P47045 Saccharomyces cerevisiae YJL054W TIM54 Component of the mitochondrial Tim54p-Tim22p complex involved in insertion of polytopic proteins into the inner membrane		4	"703,000,030,517,578"
YALI1_A03402g	Q6CHZ8	YALI0A03003g1_1	0	0	0	0	0	0	0	0.631968105	0.551962958	0.997181989	0	highly similar to uniprot|P53732 Saccharomyces cerevisiae YNR036C MRPS12 Mitochondrial protein		6	"181,000,003,814,697"
YALI1_B14600g		YALI0B10912g1_1	0	1.007515281	0	0	0	0.233174054	0	0	0	0	0	similar to uniprot|P53930 Saccharomyces cerevisiae YNL107w YAF9		5	30
YALI1_D36122g			0	0	0	0	0	0.256141678	1.055399885	0	0	0	0	No description in CLIB122		6	"28,5"
YALI1_B02642g	Q6CG16	YALI0B01694g1_1	0	0	0	0.179129377	0.083688752	0	0.077874487	0	0	0	0	similar to uniprot|Q06567 Saccharomyces cerevisiae YLR253W Conserved protein of unknown function		1	"715,999,984,741,211"
YALI1_E29179g	Q6C4Q7	YALI0E24497g1_1	0	0	0	0	0.381657708	0.086191682	0	0	0	0	0	similar to uniprot|Q08645 Saccharomyces cerevisiae YOR241w MET7 tetrahydrofolylpolyglutamate synthase	6.3.2.17	3	"537,999,992,370,605"
YALI1_F27237g	Q6C0Z5	YALI0F20526g1_1	0	0	0	0.027986871	0	0	0.037850321	0	0	0	0	weakly similar to uniprot|Q02455 Saccharomyces cerevisiae YKR095W (ohnolog of YIL149C) MLP1 myosin-like protein		1	"212,899,993,896,484"
YALI1_E39083g	Q6C3Q7	YALI0E32879g1_1	0	0	0	0	0	0.051201104	0	0.064829513	0.056622304	0	0	weakly similar to uniprot|S3D098 Glarea lozoyensis GLAREA_01398 WD40 repeat-like protein		4	"733,000,030,517,578"
YALI1_B22938g	Q6CE83	YALI0B17754g1_1	0	0	0	0	0	0	0.019125192	0.018283077	0.015968498	0	0	weakly similar to uniprot|Q03496 Saccharomyces cerevisiae YMR259c		0	"165,199,996,948,242"
YALI1_A04109g	Q6CHX1	YALI0A03883g1_1	0	0	0	0.068342995	0	0	0	0.028403109	0.024807366	0	0	weakly similar to uniprot|G8Y8W7 Millerozyma farinosa Piso0_004477		1	"125,199,996,948,242"
YALI1_D22691g		YALI0D18139g1_1	0	0	0	4.266486824	0	0	1.85480729	1.773136945	0	0	0	weakly similar to uniprot|E9EMM9 Metarhizium anisopliae hypothetical protein MAA_01122		21	"969,999,980,926,514"
YALI1_E22126g	Q6C5F7	YALI0E18480g1_1	0	0	0	0	0	0	0.751019276	0	0	0	0	similar to uniprot|P06101 Saccharomyces cerevisiae YDR168w CDC37 cell division control protein		8	"534,000,015,258,789"
YALI1_B29528g	Q6CDN3	YALI0B22616g1_1	0	0	0	0	0.17620707	0.123794539	0.163965108	0	0	0	0	similar to uniprot|O14156 Schizosaccharomyces pombe Protein phosphatase 2C homolog 4		3	"439,000,015,258,789"
YALI1_B04123g	Q6CFX8	YALI0B02706g1_1	0	0	0	0	0.1076692	0.075643156	0.100188897	0	0	0	0	"similar to uniprot|P14907 Saccharomyces cerevisiae YJL041W NSP1 Essential component of the nuclear pore complex, which mediates nuclear import and export"		2	"532,000,007,629,395"
YALI1_D09831g	Q6C9X3	YALI0D07612g1_1	0	0	0.126323137	0	0	0.039711599	0	0.0502818	0	0	0	similar to uniprot|P39969 Saccharomyces cerevisiae YER114C (ohnolog of YBL085W) BOI2 budding protein		4	"868,000,030,517,578"
YALI1_E25692g	Q6C523	YALI0E21670g1_1	0	0	0	0	0	0	0.274621458	0.262529404	0.229294019	0	0	similar to uniprot|Q9P787 Schizosaccharomyces pombe SPBC1711.03 ER membrane protein complex subunit 3		4	"324,000,015,258,789"
YALI1_F31689g	Q6C0I9	YALI0F24299g1_1	0	0	0	0	0	0	0	0.228586422	0	0.115942552	0	some similarities with uniprot|Q12333 Saccharomyces cerevisiae YOL152w FRE7		3	"70,5"
YALI1_B05106g	Q6CFU5	YALI0B03652g1_1	0	0	0	0	0.379141183	0.828640116	0	0	0	0	0	similar to uniprot|Q03691 Saccharomyces cerevisiae YMR200w ROT2 mutant suppresses TOR2 mutation		7	"276,000,003,814,697"
YALI1_E05309g	Q6C724	YALI0E04378g1_1	0	0	0	0	0	0	0	1.022072692	0.286952306	0	0	similar to uniprot|G3AY63 Candida tenuis cytochrome b5		8	"281,000,003,814,697"
YALI1_F08885g	Q6C2Q4	YALI0F05984g1_1	0	0	0	0	0	0	0	0.10458948	0.091348785	0	0.232835125	"similar to uniprot|P53322 Saccharomyces cerevisiae YGR260W TNA1 High affinity nicotinic acid plasma membrane permease, responsible for uptake of low levels of nicotinic acid"		2	"569,000,015,258,789"
YALI1_C03735g	Q6CD93	YALI0C02651g1_1	0	0	0	0	0	0.087346713	0.359901255	0	0	0	0	weakly similar to uniprot|O94312 Schizosaccharomyces pombe Hypothetical PWWP domain coiled- coil protein		5	"530,999,984,741,211"
YALI1_F31568g	Q6C0J4	YALI0F24145g1_1	0	0	0	0	0.419919253	0	0	0.37354023	0	0.589408843	0	weakly similar to uniprot|K1WMK7 Marssonina brunnea putative cytochrome b561		5	"256,000,003,814,697"
YALI1_D10007g	Q6C9W7	YALI0D07744g1_1	0	0	0	0	0	1.238761254	0.527412877	0	0	0	0	weakly similar to uniprot|Q9P5L6 Neurospora crassa Related to AP-1-like transcription factor		13	"213,999,996,185,303"
YALI1_B14959g		YALI0B11275g1_1	0	0	0	0	0	1.105195834	0	1.399370384	0	2.208065458	0	"some similarities with uniprot|Q03834 Saccharomyces cerevisiae MSH6 PMS3 YDR097C Protein required for mismatch repair in mitosis and meiosis, forms a complex with Msh2p to repair both   single- base + insertion-deletion mispairs"		7	"11,5"
YALI1_D22834g	Q6C8N4	YALI0D18271g1_1	0	0	0	0	0	0.140838509	0.580307536	0	0	0	0	similar to uniprot|P13259 Saccharomyces cerevisiae YGR202c PCT1 cholinephosphate cytidylyltransferase		5	"422,000,007,629,395"
YALI1_C04143g	Q6CD77	YALI0C03069g1_1	0	0	0	0	0	0.164404037	0.21775214	0	0.181811223	0	0	similar to uniprot|P23202 Saccharomyces cerevisiae YNL229c URE2 nitrogen catabolite repression regulator		3	38
YALI1_A05795g	Q6CHR6	YALI0A05951g1_1	0	0	0	0	0	0	0	0.399887438	0.11227051	0	0	weakly similar to uniprot|P46950 Saccharomyces cerevisiae YGR197c SNG1 (ohnolog of YJR015W) involved in nitroguanidine resistance		5	51
YALI1_C25937g	Q6CBH7	YALI0C18667g1_1	0	0	0	0	0	0	0	0.046941656	0.040998992	0.074069203	0	weakly similar to uniprot|Q9UTN0 Schizosaccharomyces pombe Putative transcriptional activator		1	"92,5"
YALI1_B17112g	Q6CEU1	YALI0B12936g1_1	0	0	0	0	0	0.137744064	0.182441169	0	0.152328479	0	0	highly similar to uniprot|P53295 Saccharomyces cerevisiae YGR173W RBG2 Ribosome interacting Gtpase with a role in translation		6	"412,000,007,629,395"
YALI1_C13856g			0	0	0	0	0.431995539	0.303499107	0.401982708	0	0	0	0	No description in CLIB122		6	"242,000,007,629,395"
YALI1_E39128g	Q6C3Q6	YALI0E32901g1_1	0	0	0	0	0	0	0	0.099091391	0	0.486409477	0	similar to uniprot|P36035 Saccharomyces cerevisiae YKL217w JEN1 carboxylic acid transporter protein		3	"577,999,992,370,606"
YALI1_B28744g			0	0	0	0	0	0	0.09083596	0.270139527	0	0	0	No description in CLIB122		8	"605,999,984,741,211"
YALI1_E31974g			0	0	0	0	0.357645413	0.251264315	0	0	0	0	0	No description in CLIB122		2	"293,999,996,185,303"
YALI1_B12042g	Q6CF99	YALI0B08965g1_1	0	0	0	0	0.522014015	0	1.511113588	0	0	0	0	"similar to uniprot|Q99258 Saccharomyces cerevisiae YDR487c RIB3 3, 4-dihydroxy-2-butanone 4-phosphate synthase"	4.1.99.12	12	22
YALI1_D24918g	Q6C8H3	YALI0D19602g1_1	0	0	0	0	0	0	0	0.195975739	0.055021224	0	0	similar to uniprot|F0XBD7 Grosmannia clavigera alpha-l-rhamnosidase		3	"760,999,984,741,211"
YALI1_A01468g	Q6CI71	YALI0A01045g1_1	0	0	0	0	0	0.137744064	0.182441169	0	0.152328479	0	0	similar to uniprot|P36151 Saccharomyces cerevisiae YKR070w putative phosphatidyl synthase		2	"417,999,992,370,605"
YALI1_E14153g	Q6C695	YALI0E11385g1_1	0	0	0	0	0.286951867	0.20159846	0.267015925	0	0	0	0	weakly similar to uniprot|P38772 Saccharomyces cerevisiae YHR040w		3	"327,000,007,629,395"
YALI1_D00311g	Q6CAS7	YALI0D00297g1_1	0	0	0	0	0.054048102	0	0.156457144	0	0	0	0	similar to uniprot|P42842 Saccharomyces cerevisiae YNL313c		4	"919,000,015,258,789"
YALI1_F27692g	Q6C0Y2	YALI0F20812g1_1	0	0	0	0	0.408377601	0.28690629	0.380005623	0	0	0	0	similar to uniprot|A1CQI6 Aspergillus clavatus DUF1000 domain protein		6	"262,999,992,370,605"
YALI1_F24130g	Q6C196	YALI0F18172g1_1	0	0	0	0	0	0	0.075096154	0.071789542	0	0.113276663	0	weakly similar to uniprot|Q07395 Saccharomyces cerevisiae YDL063C Putative protein of unknown function		1	"699,000,015,258,789"
YALI1_B29191g	Q6CDP4	YALI0B22374g1_1	0	0	0	0.180073412	0.084129803	0	0.078284896	0	0	0	0	similar to uniprot|P32608 Saccharomyces cerevisiae YGL252C RTG2 Sensor of mitochondrial dysfunction		3	"674,000,015,258,789"
YALI1_F09289g	Q6C2P3	YALI0F06226g1_1	0	0	0	0	0	0.467027142	0.618574589	0.59133769	0	0	0	weakly similar to uniprot|C5DSJ5 Zygosaccharomyces rouxii ZYRO0C00638p		6	"18,5"
YALI1_C25244g	Q6CBK2	YALI0C18073g1_1	1.170006232	0	0	0	0	0	1.397228363	0	0	0	0	weakly similar to uniprot|Q05359 Saccharomyces cerevisiae YAR002C-A (ohnolog of YGL002W) p24 protein involved in membrane trafficking		8	"248,999,996,185,303"
YALI1_B01813g	Q6CG41	YALI0B01056g1_1	0	0	0	0	0	0	0.033954299	0.032459233	0.028349998	0	0	weakly similar to uniprot|Q06839 Saccharomyces cerevisiae YPR097w		2	"117,900,001,525,879"
YALI1_D19058g	Q6C8Z6	YALI0D15554g1_1	0	0	0	0	0.07768994	0	0	0	0.060360267	0.109047482	0	some similarities with uniprot|P87132 Schizosaccharomyces pombe Hypothetical protein		3	"699,000,015,258,789"
YALI1_D12750g	Q6C9L9	YALI0D10065g1_1	0	0	0	0	0	0	0	0.735847441	0.642691501	1.161093113	0	"similar to uniprot|Q12487 Saccharomyces cerevisiae YOR150w MRPL23 ribosomal protein of the large subunit, mitochondrial"		7	"172,999,992,370,605"
