genes	logFC	logCPM	PValue	FDR	Portein_names	gene_names	Funcition
YLR017W	-0.165856202	7.418624604	0.527387818	0.608112505	S-methyl-5'-thioadenosine phosphorylase (EC 2.4.2.28) (5'-methylthioadenosine phosphorylase) (MTA phosphorylase) (MTAP) (MTAPase) (Multicopy enhancer of UAS2)	ATG1 APG1 AUT3 CVT10 YGL180W G1615	"FUNCTION: Serine/threonine protein kinase involved in the cytoplasm to vacuole transport (Cvt) and found to be essential in autophagy, where it is required for the formation of autophagosomes. Involved in the clearance of protein aggregates which cannot be efficiently cleared by the proteasome. Required for selective autophagic degradation of the nucleus (nucleophagy) as well as for mitophagy which contributes to regulate mitochondrial quantity and quality by eliminating the mitochondria to a basal level to fulfill cellular energy requirements and preventing excess ROS production. Also involved in endoplasmic reticulum-specific autophagic process, in selective removal of ER-associated degradation (ERAD) substrates. Plays a key role in ATG9 and ATG23 cycling through the pre-autophagosomal structure and is necessary to promote ATG18 binding to ATG9 through phosphorylation of ATG9. Finally, ATG1 is also required for the maintenance of cell viability under starvation and for glycogen storage during stationary phase. Plays a role in genome stability through suppression of abnormal mitosis under starvation, and in regulation of filamentous growth. {ECO:0000269|PubMed:10995454, ECO:0000269|PubMed:11486014, ECO:0000269|PubMed:11689437, ECO:0000269|PubMed:11904149, ECO:0000269|PubMed:12589048, ECO:0000269|PubMed:14723849, ECO:0000269|PubMed:17295840, ECO:0000269|PubMed:17699586, ECO:0000269|PubMed:17700056, ECO:0000269|PubMed:18077553, ECO:0000269|PubMed:18701704, ECO:0000269|PubMed:18725539, ECO:0000269|PubMed:18818209, ECO:0000269|PubMed:20439775, ECO:0000269|PubMed:20855505, ECO:0000269|PubMed:21228276, ECO:0000269|PubMed:21460632, ECO:0000269|PubMed:21490424, ECO:0000269|PubMed:21576396, ECO:0000269|PubMed:21712380, ECO:0000269|PubMed:22722939, ECO:0000269|PubMed:22768199, ECO:0000269|PubMed:22785534, ECO:0000269|PubMed:22885598, ECO:0000269|PubMed:22977244, ECO:0000269|PubMed:23230142, ECO:0000269|PubMed:23382696, ECO:0000269|PubMed:23549786, ECO:0000269|PubMed:24905091, ECO:0000269|PubMed:8224160, ECO:0000269|PubMed:8663607, ECO:0000269|PubMed:9190802, ECO:0000269|PubMed:9224897}."
YOL041C	-0.199740632	8.06124525	0.528188526	0.608919122	Nucleolar protein 12	TAF9 TAF17 YMR236W YM9959.18	"FUNCTION: Functions as a component of the DNA-binding general transcription factor complex TFIID and the transcription regulatory histone acetylation (HAT) complex SAGA and SLIK. Binding of TFIID to a promoter (with or without TATA element) is the initial step in preinitiation complex (PIC) formation. TFIID plays a key role in the regulation of gene expression by RNA polymerase II through different activities such as transcription activator interaction, core promoter recognition and selectivity, TFIIA and TFIIB interaction, chromatin modification (histone acetylation by TAF1), facilitation of DNA opening and initiation of transcription. SAGA is involved in RNA polymerase II-dependent transcriptional regulation of approximately 10% of yeast genes. At the promoters, SAGA is required for recruitment of the basal transcription machinery. It influences RNA polymerase II transcriptional activity through different activities such as TBP interaction (SPT3, SPT8 and SPT20) and promoter selectivity, interaction with transcription activators (GCN5, ADA2, ADA3, and TRA1), and chromatin modification through histone acetylation (GCN5) and deubiquitination (UBP8). SAGA acetylates nucleosomal histone H3 to some extent (to form H3K9ac, H3K14ac, H3K18ac and H3K23ac). SAGA interacts with DNA via upstream activating sequences (UASs). SLIK is proposed to have partly overlapping functions with SAGA. It preferentially acetylates methylated histone H3, at least after activation at the GAL1-10 locus. {ECO:0000269|PubMed:10026213, ECO:0000269|PubMed:10788514, ECO:0000269|PubMed:11238921, ECO:0000269|PubMed:11295558, ECO:0000269|PubMed:11473260, ECO:0000269|PubMed:12052880, ECO:0000269|PubMed:12138208, ECO:0000269|PubMed:12516863, ECO:0000269|PubMed:9674426, ECO:0000269|PubMed:9695952}."
YHR185C	-0.229798587	0.541961232	0.528662894	0.609349284	Prospore formation at selected spindle poles protein 1 (Accumulates dyads protein 1)	YOR008C-A	FUNCTION: May be involved in the regulation of telomere length.
YDR047W	0.094196236	7.172545153	0.52896829	0.609584557	Uroporphyrinogen decarboxylase (UPD) (URO-D) (EC 4.1.1.37)	SAS4 YDR181C YD9395.15C	"FUNCTION: Component of the SAS complex, a multiprotein complex that acetylates 'Lys-16' of histone H4 and 'Lys-14' of histone H3. The SAS complex is however unable to acetylate nucleosomal histones. The complex is involved in transcriptional silencing at telomeres and at HML locus. Also involved in rDNA silencing. In the complex, SAS4 is essential for histone acetyltransferase (HAT) activity of the complex. {ECO:0000269|PubMed:10471696, ECO:0000269|PubMed:10471697, ECO:0000269|PubMed:12626510}."
YDR213W	0.115032564	4.970223226	0.529961687	0.610612442	Sterol uptake control protein 2 (Mannoprotein regulation by oxygen protein 4)	YKL107W YKL462	
YPL101W	-0.130260774	7.009585691	0.530197328	0.610767027	Elongator complex protein 4 (Gamma-toxin target 7) (HAT-associated protein 1)	YBR063C YBR0610	
YJL152W	0.210890201	0.280638426	0.531517637	0.612164325	Putative uncharacterized protein YJL152W	ESA1 YOR244W O5257	"FUNCTION: Catalytic component of the NuA4 histone acetyltransferase (HAT) complex which is involved in epigenetic transcriptional activation of selected genes principally by acetylation of nucleosomal histones H4, H3, H2B, H2A and H2A variant H2A.Z. Acetylates histone H4 to form H4K5ac, H4K8ac, H4K12ac and H4K16ac, histone H3 to form H3K14ac, histone H2B to form H2BK16ac, histone H2A to form H2AK4ac and H2AK7ac, and histone variant H2A.Z to form H2A.ZK14ac. Acetylation of histone H4 is essential for DNA double-strand break repair through homologous recombination. Involved in cell cycle progression. Recruitment to promoters depends on H3K4me. {ECO:0000269|PubMed:10082517, ECO:0000269|PubMed:10835360, ECO:0000269|PubMed:10911987, ECO:0000269|PubMed:12353039, ECO:0000269|PubMed:15045029, ECO:0000269|PubMed:15175650, ECO:0000269|PubMed:15494307, ECO:0000269|PubMed:15923609, ECO:0000269|PubMed:18245364, ECO:0000269|PubMed:9858608}."
YFR005C	0.097585964	5.65516141	0.531613711	0.612164325	Pre-mRNA-splicing factor SAD1 (snRNP assembly-defective protein 1)	FPR3 NPI46 YML074C	FUNCTION: PPIases accelerate the folding of proteins. FK506- and rapamycin-binding protein. Specifically binds nuclear localization sequences. May be involved in the assembly or folding of ribosomal proteins.
YKL172W	-0.242371735	9.073680792	0.532314756	0.612854345	rRNA-processing protein EBP2 (EBNA1-binding protein homolog)	VPS20 ASI10 CHM6 VPT20 YMR077C YM9582.02C	"FUNCTION: Class E VPS protein implicated in concentration and sorting of cargo proteins of the multivesicular body (MVB) for incorporation into intralumenal vesicles. The lumenal sequestrated membrane proteins will be targeted into the vacuole after fusion of the endosome with the vacuole. Acts a component of the ESCRT-III complex, which appears to be critical for late steps in MVB sorting, such as membrane invagination and final cargo sorting and recruitment of late-acting components of the sorting machinery. The MVB pathway requires the sequential function of ESCRT-O, -I,-II and -III complex assemblies. Required for the oligomerization of SNF7 into a membrane-associated filament. The VPS20-SNF7 subcomplex is responsible for the membrane association of the ESCRT-III complex. Also required for the RIM101 repressor proteolytic activation. {ECO:0000269|PubMed:11251082, ECO:0000269|PubMed:11559748, ECO:0000269|PubMed:12194857, ECO:0000269|PubMed:12953057, ECO:0000269|PubMed:15371534}."
YLR125W	0.162810151	2.676537638	0.53258904	0.612985454	Putative uncharacterized protein YLR125W	ASM4 NUP59 YDL088C D2420	"FUNCTION: Functions as a component of the nuclear pore complex (NPC). NPC components, collectively referred to as nucleoporins (NUPs), can play the role of both NPC structural components and of docking or interaction partners for transiently associated nuclear transport factors. Active directional transport is assured by both, a Phe-Gly (FG) repeat affinity gradient for these transport factors across the NPC and a transport cofactor concentration gradient across the nuclear envelope (GSP1 and GSP2 GTPases associated predominantly with GTP in the nucleus, with GDP in the cytoplasm). May have a mitosis control function (By similarity). {ECO:0000250, ECO:0000269|PubMed:12604785, ECO:0000269|PubMed:9864357}."
YOR381W	0.135469592	4.266781782	0.532632318	0.612985454	Ferric reductase transmembrane component 3 (EC 1.16.1.9) (Ferric-chelate reductase 3)	LSB6 YJL100W J0834	FUNCTION: May play a role in endocytic and/or exocytic pathways. {ECO:0000269|PubMed:12523934}.
YBR211C	-0.09327728	6.129325179	0.53274364	0.612996362	Central kinetochore subunit AME1 (Associated with microtubules and essential protein 1)	SLF1 YDR515W D9719.20	FUNCTION: Regulates the copper-dependent mineralization of copper sulfide complexes on the cell surface in cells cultured in medium containing copper salts.
YGR084C	-0.14366295	7.977991763	0.533248481	0.613459978	"37S ribosomal protein MRP13, mitochondrial (Mitochondrial small ribosomal subunit protein mS44) (YmS-A)"	ORM2 YLR350W	FUNCTION: Component of the SPOTS complex that acts as a negative regulator of sphingolipid synthesis. Acts by inhibiting serine palmitoyltransferases (LCB1 and LCB2) activity. {ECO:0000269|PubMed:20182505}.
YDR240C	-0.097316083	5.915298569	0.533520383	0.613655491	56 kDa U1 small nuclear ribonucleoprotein component	HSC82 YMR186W YM8010.16	"FUNCTION: Molecular chaperone that promotes the maturation, structural maintenance and proper regulation of specific target proteins involved in cell cycle control and signal transduction such as CNA2. Undergoes a functional cycle that is linked to its ATPase activity (By similarity). Interacts dynamically with various co-chaperones that modulate its substrate recognition, ATPase cycle and chaperone function. Required for growth at high temperatures. {ECO:0000250, ECO:0000269|PubMed:11094077}."
YJL170C	-0.227406365	3.005600117	0.535779043	0.616135663	Protein ASG7 (A-specific gene 7 protein)	TYE7 SGC1 YOR344C O6233	"FUNCTION: Transcriptional activator of glycolytic gene expression, such as enolase genes (ENO1 and ENO2), glyceraldehyde-3-phosphate dehydrogenase gene (TDH), phosphoglycerate kinase (PGK1), phosphoglycerate mutase (PGM1), pyruvate kinase (PYK1) and triosephosphate isomerase (TPI1) genes. Binds DNA on E-box motifs: 5'-CANNTG-3'."
YDR404C	0.07894086	6.658172646	0.537206737	0.617659475	DNA-directed RNA polymerase II subunit RPB7 (RNA polymerase II subunit B7) (B16)	AIM46 FMP34 YHR199C	
YKL135C	-0.083950594	7.108420815	0.538017151	0.618473115	AP-1 complex subunit beta-1 (Beta-1-adaptin) (Clathrin assembly protein complex 1 beta-1 large chain) (Clathrin assembly protein large beta-1 chain)	YCR025C YCR244 YCR25C	
YFR014C	-0.149916747	7.366086674	0.538228258	0.618597648	Calcium/calmodulin-dependent protein kinase I (EC 2.7.11.17)	SYN8 UIP2 YAL014C FUN34	"FUNCTION: t-SNARE which may play a role in determining the specificity of membrane fusion, protein transport and vesicle trafficking within the Golgi/endosomal and plasma membrane/endosomal systems. {ECO:0000269|PubMed:12453154}."
YEL019C	-0.119293351	4.232787489	0.54128987	0.621997657	E3 SUMO-protein ligase MMS21 (EC 6.3.2.-) (Methyl methanesulfonate-sensitivity protein 21) (Non-structural maintenance of chromosome element 2) (Non-SMC element 2)	BIO2 YGR286C	
tN(GUU)P	-0.225819607	0.559243263	0.541616776	0.62225451		TVP18 YMR071C YM9916.10C	FUNCTION: Golgi membrane protein involved in vesicular trafficking. {ECO:0000269|PubMed:17178117}.
YNL135C	0.196186436	8.179536198	0.542589223	0.623252774	FK506-binding protein 1 (FKBP) (Peptidyl-prolyl cis-trans isomerase) (PPIase) (EC 5.2.1.8) (Rapamycin-binding protein)	ARP3 ACT4 YJR065C J1760	FUNCTION: Functions as ATP-binding component of the Arp2/3 complex which is involved in regulation of actin polymerization and together with an activating nucleation-promoting factor (NPF) mediates the formation of branched actin networks. Seems to contact the pointed end of the daughter actin filament (By similarity). {ECO:0000250}.
YER109C	0.101218105	6.569504227	0.542697918	0.623258685	Transcriptional activator FLO8 (Protein PDH5)	YJL070C HRD888 J1095	
YOR019W	-0.188863635	4.555280981	0.542867147	0.623285108	Uncharacterized protein YOR019W	PNG1 YPL096W	"FUNCTION: Specifically deglycosylates the denatured form of N-linked glycoproteins in the cytoplasm and assists their proteasome-mediated degradation. Cleaves the beta-aspartyl-glucosamine (GlcNAc) of the glycan and the amide side chain of Asn, converting Asn to Asp. Prefers proteins containing high-mannose over those bearing complex type oligosaccharides. Can recognize misfolded proteins in the endoplasmic reticulum that are exported to the cytosol to be destroyed and deglycosylate them, while it has no activity toward native proteins. Deglycosylation is a prerequisite for subsequent proteasome-mediated degradation of some, but not all, misfolded glycoproteins. Involved in the formation of free oligosaccharide in cytosol. {ECO:0000269|PubMed:10831608, ECO:0000269|PubMed:12606569, ECO:0000269|PubMed:12723970, ECO:0000269|PubMed:14726951, ECO:0000269|PubMed:15670854, ECO:0000269|PubMed:16401726}."
YDR319C	0.224805613	5.550314983	0.542928032	0.623285108	FIT family protein YFT2	MIX14 MIC14 YDR031W YD9673.01	
YNL026W	0.079429733	7.418076712	0.54328197	0.623572498	Sorting assembly machinery 50 kDa subunit (TOB complex 55 kDa subunit)	SSL2 LOM3 RAD25 UVS112 YIL143C	"FUNCTION: Probably an ATP-dependent DNA helicase, which may have a DNA unwinding function. Has an essential function in translation initiation. Acts as component of the general transcription and DNA repair factor IIH (TFIIH) core, which is essential for both basal and activated transcription, and is involved in nucleotide excision repair (NER) of damaged DNA. TFIIH has CTD kinase and DNA-dependent ATPase activity, and is essential for polymerase II transcription in vitro. {ECO:0000269|PubMed:7961739, ECO:0000269|PubMed:8631896}."
YNR043W	0.114165176	8.214853719	0.543410016	0.62360055	Diphosphomevalonate decarboxylase (EC 4.1.1.33) (Ergosterol biosynthesis protein 19) (Mevalonate pyrophosphate decarboxylase) (Mevalonate-5-diphosphate decarboxylase) (MDD) (MDDase)	FMS1 YMR020W YM9711.09	"FUNCTION: Involved in the production of beta-alanine, a precursor of pantothenic acid. Multicopy suppressor of fenpropimorph resistance. {ECO:0000269|PubMed:12670477, ECO:0000269|PubMed:14617780}."
YDR154C	0.15921562	3.495155623	0.543801896	0.623931302	Putative uncharacterized protein YDR154C	MAF1 YDR005C YD8119.11C	FUNCTION: Mediator of diverse signals that repress RNA polymerase III transcription. Inhibits the de novo assembly of TFIIIB onto DNA. {ECO:0000269|PubMed:12504022}.
YJL121C	0.10201083	7.098306655	0.544723512	0.624869606	Ribulose-phosphate 3-epimerase (EC 5.1.3.1) (Pentose-5-phosphate 3-epimerase) (PPE) (RPE)	RAD6 UBC2 YGL058W	"FUNCTION: Catalyzes the covalent attachment of ubiquitin to other proteins. In association with the E3 enzyme BRE1 and LGE1, it plays a role in transcription regulation by catalyzing the monoubiquitination of histone H2B to form H2BK123ub1. H2BK123ub1 gives a specific tag for epigenetic transcriptional activation, elongation by RNA polymerase II, telomeric silencing, and is also a prerequisite for H3K4me and H3K79me formation. In association with the E3 enzyme RAD18, it catalyzes the monoubiquitination of POL30 'Lys-164', involved in postreplication repair of UV-damaged DNA. The RAD6/UBC2-RAD18 complex is also involved in prevention of spontaneous mutations caused by 7,8-dihydro-8-oxoguanine. In association with the E3 enzyme UBR1, is involved in N-end rule-dependent protein degradation. Also involved in sporulation. {ECO:0000255|PROSITE-ProRule:PRU00388, ECO:0000269|PubMed:10880451, ECO:0000269|PubMed:12077605, ECO:0000269|PubMed:12226657, ECO:0000269|PubMed:14752010, ECO:0000269|PubMed:15388802, ECO:0000269|PubMed:15632065, ECO:0000269|PubMed:16247017, ECO:0000269|PubMed:16307922, ECO:0000269|PubMed:1651502, ECO:0000269|PubMed:2065660, ECO:0000269|PubMed:2157209, ECO:0000269|PubMed:3306404, ECO:0000269|PubMed:7038392, ECO:0000269|PubMed:7926769, ECO:0000269|PubMed:8436296, ECO:0000269|PubMed:9287349, ECO:0000269|PubMed:9343433}."
YDR198C	-0.130869523	6.201376356	0.545704462	0.625875601	Ribosomal lysine N-methyltransferase 2 (EC 2.1.1.-)	SHE2 YKL130C	"FUNCTION: RNA-binding protein that binds specific mRNAs including the ASH1 mRNA, coding for a repressor of the HO endonuclease. Part of the mRNA localization machinery that restricts accumulation of certain proteins to the bud and in the daughter cell. Recruits the MYO4-SHE3 complex to the ASH1 mRNA. Recruits also LOC1 and PUF6 to ASH1 mRNA, which are required for translational repression of this mRNA. {ECO:0000269|PubMed:10212145, ECO:0000269|PubMed:10359695, ECO:0000269|PubMed:11032818, ECO:0000269|PubMed:11101531, ECO:0000269|PubMed:12499354, ECO:0000269|PubMed:13679573, ECO:0000269|PubMed:14561888, ECO:0000269|PubMed:14691136, ECO:0000269|PubMed:15328357, ECO:0000269|PubMed:15537539, ECO:0000269|PubMed:15899876, ECO:0000269|PubMed:16890529, ECO:0000269|PubMed:18566598, ECO:0000269|PubMed:19244342, ECO:0000269|PubMed:20713510, ECO:0000269|PubMed:9809065}."
YLR289W	-0.080417813	6.559390801	0.545905801	0.625987238	"Translation factor GUF1, mitochondrial (EC 3.6.5.-) (Elongation factor 4 homolog) (EF-4) (GTPase GUF1) (Ribosomal back-translocase)"	HXT11 LGT3 YOL156W AOB567 O0414	FUNCTION: Probable glucose transporter.
YEL013W	0.086920152	7.46314811	0.546329584	0.626353861	Vacuolar protein 8	STE7 YDL159W D1525	FUNCTION: Serine/threonine protein kinase required for cell-type-specific transcription and signal transduction in yeast. It is thought that it is phosphorylated by the ste11 protein kinase and that it can phosphorylate the FUS3 and or KSS1 kinases.
YFL014W	-0.283238008	8.904492367	0.547640738	0.627737497	12 kDa heat shock protein (Glucose and lipid-regulated protein)	ULP2 SMT4 YIL031W	FUNCTION: Insertion mutation in SMT4 confers temperature and benomyl sensitivity; high copy suppressor of a temperature sensitive mutation in MIF2.
YOL067C	-0.086299866	5.95475444	0.548557935	0.628669119	Retrograde regulation protein 1	AIM14 YGL160W G1837	FUNCTION: Probable cell surface metalloreductase. May be involved in iron or copper homeostasis (By similarity). {ECO:0000250}.
YMR198W	0.103269589	6.065432855	0.548736038	0.628753515	Spindle pole body-associated protein CIK1 (Chromosome instability and karyogamy protein 1)	FBP26 YJL155C J0575	"FUNCTION: This is predominantly if not solely a fructose-2,6-bisphosphatase."
YNR013C	0.090594235	7.473965222	0.549732653	0.62972823	Low-affinity phosphate transporter PHO91	SPT20 ADA5 YOL148C	"FUNCTION: Transcription regulator. May recruit TATA binding protein (TBP) and possibly other basal factors to bind to the TATA box. Functions as component of the transcription regulatory histone acetylation (HAT) complexes SAGA, SALSA and SLIK. SAGA is involved in RNA polymerase II-dependent transcriptional regulation of approximately 10% of yeast genes. At the promoters, SAGA is required for recruitment of the basal transcription machinery. It influences RNA polymerase II transcriptional activity through different activities such as TBP interaction (SPT3, SPT8 and SPT20) and promoter selectivity, interaction with transcription activators (GCN5, ADA2, ADA3 and TRA1), and chromatin modification through histone acetylation (GCN5) and deubiquitination (UBP8). SAGA acetylates nucleosomal histone H3 to some extent (to form H3K9ac, H3K14ac, H3K18ac and H3K23ac). SAGA interacts with DNA via upstream activating sequences (UASs). SALSA, an altered form of SAGA, may be involved in positive transcriptional regulation. SLIK is proposed to have partly overlapping functions with SAGA. It preferentially acetylates methylated histone H3, at least after activation at the GAL1-10 locus. {ECO:0000269|PubMed:10026213}."
YLR014C	-0.128582606	6.041096828	0.549795954	0.62972823	Pyrimidine pathway regulatory protein 1	YOR186W	
YDL153C	0.240573807	8.062461454	0.549983606	0.629823311	Something about silencing protein 10 (U three protein 3) (U3 small nucleolar RNA-associated protein 3) (U3 snoRNA-associated protein 11)	RNA14 YMR061W YM9796.14	"FUNCTION: Component of the cleavage factor IA (CFIA) complex, which is involved in the endonucleolytic cleavage during polyadenylation-dependent pre-mRNA 3'-end formation and cooperates with the cleavage factor NAB4/CFIB and the cleavage and polyadenylation factor (CPF) complex. {ECO:0000269|PubMed:11344258, ECO:0000269|PubMed:7992054}."
YER183C	-0.082725371	5.406716529	0.550444638	0.630125704	"5-formyltetrahydrofolate cyclo-ligase (EC 6.3.3.2) (5,10-methenyl-tetrahydrofolate synthetase) (MTHFS) (Methenyl-THF synthetase)"	SSA1 YAL005C	FUNCTION: May play a role in the transport of polypeptides both across the mitochondrial membranes and into the endoplasmic reticulum. A functional difference between SSA1 and SSA2 proteins is expected. SSA1 can participate in the ATP-dependent disassembly of clathrin-coated vesicles. {ECO:0000269|PubMed:12761219}.
YBR270C	-0.087698963	4.993939506	0.550457044	0.630125704	Probable target of rapamycin complex 2 subunit BIT2 (TORC2 subunit BIT2) (Binding partner of TOR2 protein 2)	CAT8 MSP8 YMR280C YM8021.06C	FUNCTION: Activator of the gluconeogenic enzymes FBP1 and PCK1 genes.
YPR007C	0.193695632	3.895318556	0.550867482	0.630356751	Meiotic recombination protein REC8 (Cohesin REC8) (Sporulation protein 69)	YIM1 YMR152W YM8520.01 YM9375.22	
YEL065W	0.142713269	4.026453089	0.550868335	0.630356751	Siderophore iron transporter 1 (Ferrioxamine B permease) (Siderophore iron transporter ARN3)	SHS1 SEP7 YDL225W	"FUNCTION: Septins are GTPases involved in cytokinesis that assemble early in the cell cycle as a patch at the incipient bud site and form a ring approximate 15 min before bud emergence, which transforms into an hour-glass shaped collar of cortical filaments that spans both sides of the mother-bud neck. This collar persists until just before cytokinesis, when it splits into two rings that occupy opposite sides of the neck. The septins at the bud neck serve as a structural scaffold that recruits different components involved in diverse processes at specific stages during the cell cycle. Many proteins bind asymmetrically to the septin collar. The septin assembly is regulated by protein kinases GIN4 and/or CLA4. May act by recruiting MYO1 and HOF1, a protein involved in septation, to the site of cleavage. Septins are also involved in cell morphogenesis, bud site selection, chitin deposition, cell cycle regulation, cell compartmentalization and spore wall formation. {ECO:0000269|PubMed:9790978}."
YGR065C	0.102059607	6.757520925	0.55134224	0.630779119	Vitamin H transporter (H(+)/biotin symporter)	SKG1 YKR100C YKR099C-A	FUNCTION: Plays a role in cell wall integrity. Affects the cell wall polymer composition in the growing region of the cell. {ECO:0000269|PubMed:15645486}.
YLR021W	0.079876581	5.855831561	0.551661263	0.630956763	Proteasome chaperone 3 (Increased recombination centers protein 25)	SCP1 YOR367W	FUNCTION: Has actin-binding and actin-bundling activity. Stabilizes actin filaments against disassembly.
YPL212C	0.165594038	8.004688464	0.551707168	0.630956763	tRNA pseudouridine synthase 1 (EC 5.4.99.-) (tRNA pseudouridylate synthase 1) (tRNA-uridine isomerase 1)	NDC80 HEC1 TID3 YIL144W	"FUNCTION: Acts as a component of the essential kinetochore-associated NDC80 complex, which is involved in chromosome segregation and spindle checkpoint activity. {ECO:0000269|PubMed:10409732, ECO:0000269|PubMed:11266451, ECO:0000269|PubMed:12514103, ECO:0000269|PubMed:9585415}."
YDL008W	0.153809853	5.644850861	0.552299652	0.631514363	Anaphase-promoting complex subunit 11 (EC 6.3.2.-)	SSO2 YMR183C YM8010.13C	FUNCTION: Required for vesicle fusion with the plasma membrane.
YML077W	0.078781007	6.269707883	0.552435722	0.631529537	Trafficking protein particle complex subunit BET5 (TRAPP subunit BET5) (Transport protein particle 18 kDa subunit)	MLC1 YGL106W G3080	"FUNCTION: Essential light chain for the class II conventional myosin MYO1. Acts also as light chain for the class V unconventional myosin MYO2 and for IQG1. Involved in the assembly of the contractile actomyosin ring at the bud neck during cytokinesis by recruiting IQG1 to the bud neck. Also required for chitin and MYO2-dependent secretory vesicle deposition to the center of the bud neck for septum formation. May stabilize MYO2 by binding to its IQ domains. Its major function is probably not to regulate MYO1 activity, but rather to coordinate actin ring formation and targeted membrane deposition during cytokinesis via its interactions with MYO1, IQG1 and MYO2. {ECO:0000269|PubMed:12456647, ECO:0000269|PubMed:15210731, ECO:0000269|PubMed:9700160}."
YIL159W	0.103455935	5.86399205	0.552522768	0.631529537	BNI1-related protein 1	IST3 SNU17 YIR005W YIB5W	"FUNCTION: Required for pre-mRNA splicing and spliceosome assembly. As part of the pre-mRNA retention and splicing (RES) complex, required for nuclear pre-mRNA retention and efficient splicing. Required for MER1-activated splicing. {ECO:0000269|PubMed:11287609, ECO:0000269|PubMed:14973223, ECO:0000269|PubMed:15565172}."
YNL153C	-0.080215029	7.310097509	0.552764612	0.631686007	Prefoldin subunit 4 (Genes involved in microtubule biogenesis protein 3) (Gim complex subunit 3) (GimC subunit 3)	MMS2 YGL087C	FUNCTION: Has a role in the DNA error-free postreplication repair (PRR) pathway. Lacks catalytic activity by itself. The UBC13/MMS2 heterodimer catalyzes the synthesis of non-canonical poly-ubiquitin chains that are linked through 'Lys-63'.
YNL258C	-0.081355185	7.091669875	0.553270499	0.632144103	Protein transport protein DSL1 (Dependent on SLY1-20 protein 1)	YET3 YDL072C	FUNCTION: May play a role in anterograde transport of membrane proteins from the endoplasmic reticulum to the Golgi. May be involved in invertase secretion. {ECO:0000269|Ref.6}.
YOR025W	0.078405059	6.663018136	0.553462526	0.63224349	NAD-dependent histone deacetylase HST3 (EC 3.5.1.-) (Homologous to SIR2 protein 3) (Regulatory protein SIR2 homolog 3)	HXT10 YFL011W	FUNCTION: Probable glucose transporter.
YMR279C	-0.120261803	4.298437594	0.553786125	0.632493109	Uncharacterized transporter YMR279C	CIT1 GLU3 LYS6 YNR001C N2019	FUNCTION: Specific citrate synthase with catalytic activity only with acetyl-CoA. {ECO:0000269|PubMed:17570335}.
YHR113W	0.139632613	7.144133595	0.55414761	0.632713405	Aspartyl aminopeptidase 4 (EC 3.4.11.21)	FAR3 YMR052W YM9796.05	FUNCTION: Participates in the control of the reentry into the cell cycle following pheromone treatment. {ECO:0000269|PubMed:12588993}.
YCL056C	-0.086080531	5.477275529	0.554189246	0.632713405	Peroxisomal membrane protein PEX34 (Peroxin-34)	YER130C	
YDL195W	0.115537379	8.827463383	0.55494512	0.633394287	Protein transport protein SEC31 (Protein WEB1)	YLR108C L2913	
YLR358C	-0.159609385	2.69368162	0.55499609	0.633394287	Uncharacterized protein YLR358C	RRN7 YJL025W J1273	"FUNCTION: Component of RNA polymerase I core factor complex (CF) that acts as a SUA7/TFIIB-like factor and plays a key role in multiple steps during transcription initiation such as pre-initiation complex (PIC) assembly and postpolymerase recruitment events in polymerase I (Pol I) transcription. Binds rDNA promoters and plays a role in Pol I recruitment. After binding of UAF (upstream activation factor) to an upstream element of the promoter, CF is recruited in a SPT15/TBP-dependent manner to form a pre-initiation complex. {ECO:0000269|PubMed:21921198, ECO:0000269|PubMed:21940764, ECO:0000269|PubMed:8887672}."
YHL036W	-0.165180258	7.113139214	0.555564272	0.633922531	Low-affinity methionine permease	GPT2 GAT1 YKR067W	FUNCTION: G-3-P/dihydroxyacetone phosphate dual substrate-specific sn-1 acyltransferase. {ECO:0000269|PubMed:11544256}.
YKR069W	-0.170563089	8.817274697	0.555835173	0.63411143	Uroporphyrinogen-III C-methyltransferase (Urogen III methylase) (EC 2.1.1.107) (SUMT) (Uroporphyrinogen III methylase) (UROM)	YPL071C	
YJL094C	0.08721721	6.804186935	0.555957512	0.634130806	K(+)/H(+) antiporter 1	GPN2 YOR262W	"FUNCTION: Small GTPase required for proper localization of RNA polymerase II and III (RNAPII and RNAPIII). May act at an RNAP assembly step prior to nuclear import (PubMed:23267056). Required for establishment of sister chromatid cohesion (PubMed:18439903). {ECO:0000269|PubMed:18439903, ECO:0000269|PubMed:23267056}."
YBR281C	0.084673422	7.312012329	0.556116549	0.634192025	Probable di- and tripeptidase DUG2 (EC 3.4.-.-) (Deficient in utilization of glutathione protein 2) (GSH degradosomal complex subunit DUG2)	FYV6 YNL133C N1215 N1850	"FUNCTION: Involved in telomere length regulation and required for survival upon exposure to K1 killer toxin. Promotes fully efficient non-homologous end-joining (NHEJ) by a mechanism activated in postdiauxic/stationary phase. {ECO:0000269|PubMed:12399380, ECO:0000269|PubMed:12663529, ECO:0000269|PubMed:16552446}."
YML097C	0.100052611	7.377485391	0.55667903	0.634713219	Vacuolar protein sorting-associated protein 9 (Vacuolar protein-targeting protein 9)	NRK1 YNL129W N1219 N1870	"FUNCTION: Catalyzes the phosphorylation of nicotinamide riboside (NR) and nicotinic acid riboside (NaR) to form nicotinamide mononucleotide (NMN) and nicotinic acid mononucleotide (NaMN). {ECO:0000250, ECO:0000269|PubMed:15137942}."
