Orthogroup	A_s288c	B_s288c
OG0000010	P0C2J4 YL21A_YEAST Transposon Ty2-LR1 Gag polyprotein GN=TY2A-LR1 PE=3 SV=1, P0CX61 YF21A_YEAST Transposon Ty2-F Gag polyprotein GN=TY2A-F PE=3 SV=1, P0CX62 YG22A_YEAST Transposon Ty2-GR2 Gag polyprotein GN=TY2A-GR2 PE=3 SV=1, P25383 YC21A_YEAST Transposon Ty2-C Gag polyprotein GN=TY2A-C PE=3 SV=2, Q03483 YD22A_YEAST Transposon Ty2-DR2 Gag polyprotein GN=TY2A-DR2 PE=1 SV=1, Q12260 YB21A_YEAST Transposon Ty2-B Gag polyprotein GN=TY2A-B PE=3 SV=1, Q12293 YO22A_YEAST Transposon Ty2-OR2 Gag polyprotein GN=TY2A-OR2 PE=3 SV=1, Q12392 YD21A_YEAST Transposon Ty2-DR1 Gag polyprotein GN=TY2A-DR1 PE=3 SV=1, Q12439 YO21A_YEAST Transposon Ty2-OR1 Gag polyprotein GN=TY2A-OR1 PE=3 SV=1, Q99303 YD23A_YEAST Transposon Ty2-DR3 Gag polyprotein GN=TY2A-DR3 PE=3 SV=1	
OG0000011		P0C2J4 YL21A_YEAST Transposon Ty2-LR1 Gag polyprotein GN=TY2A-LR1 PE=3 SV=1, P0CX61 YF21A_YEAST Transposon Ty2-F Gag polyprotein GN=TY2A-F PE=3 SV=1, P0CX62 YG22A_YEAST Transposon Ty2-GR2 Gag polyprotein GN=TY2A-GR2 PE=3 SV=1, P25383 YC21A_YEAST Transposon Ty2-C Gag polyprotein GN=TY2A-C PE=3 SV=2, Q03483 YD22A_YEAST Transposon Ty2-DR2 Gag polyprotein GN=TY2A-DR2 PE=1 SV=1, Q12260 YB21A_YEAST Transposon Ty2-B Gag polyprotein GN=TY2A-B PE=3 SV=1, Q12293 YO22A_YEAST Transposon Ty2-OR2 Gag polyprotein GN=TY2A-OR2 PE=3 SV=1, Q12392 YD21A_YEAST Transposon Ty2-DR1 Gag polyprotein GN=TY2A-DR1 PE=3 SV=1, Q12439 YO21A_YEAST Transposon Ty2-OR1 Gag polyprotein GN=TY2A-OR1 PE=3 SV=1, Q99303 YD23A_YEAST Transposon Ty2-DR3 Gag polyprotein GN=TY2A-DR3 PE=3 SV=1
OG0000012	P42883 THI12_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 GN=THI12 PE=3 SV=1, P43534 THI5_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI5 GN=THI5 PE=1 SV=1, P47183 THI11_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI11 GN=THI11 PE=1 SV=1, Q07748 THI13_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI13 GN=THI13 PE=1 SV=1	P42883 THI12_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI12 GN=THI12 PE=3 SV=1, P43534 THI5_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI5 GN=THI5 PE=1 SV=1, P47183 THI11_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI11 GN=THI11 PE=1 SV=1, Q07748 THI13_YEAST 4-amino-5-hydroxymethyl-2-methylpyrimidine phosphate synthase THI13 GN=THI13 PE=1 SV=1
OG0000013	P0CW40 MALX2_YEAST Oligo-1_6-glucosidase IMA3 GN=IMA3 PE=1 SV=1, P0CW41 MALX4_YEAST Oligo-1_6-glucosidase IMA4 GN=IMA4 PE=3 SV=1, P53051 MALX3_YEAST Oligo-1_6-glucosidase IMA1 GN=IMA1 PE=1 SV=1, Q08295 IMA2_YEAST Oligo-1_6-glucosidase IMA2 GN=IMA2 PE=2 SV=1	P0CW40 MALX2_YEAST Oligo-1_6-glucosidase IMA3 GN=IMA3 PE=1 SV=1, P0CW41 MALX4_YEAST Oligo-1_6-glucosidase IMA4 GN=IMA4 PE=3 SV=1, P53051 MALX3_YEAST Oligo-1_6-glucosidase IMA1 GN=IMA1 PE=1 SV=1, Q08295 IMA2_YEAST Oligo-1_6-glucosidase IMA2 GN=IMA2 PE=2 SV=1
OG0000014	P09435 HSP73_YEAST Heat shock protein SSA3 GN=SSA3 PE=1 SV=3, P10591 HSP71_YEAST Heat shock protein SSA1 GN=SSA1 PE=1 SV=4, P10592 HSP72_YEAST Heat shock protein SSA2 GN=SSA2 PE=1 SV=3, P22202 HSP74_YEAST Heat shock protein SSA4 GN=SSA4 PE=1 SV=3	P09435 HSP73_YEAST Heat shock protein SSA3 GN=SSA3 PE=1 SV=3, P10591 HSP71_YEAST Heat shock protein SSA1 GN=SSA1 PE=1 SV=4, P10592 HSP72_YEAST Heat shock protein SSA2 GN=SSA2 PE=1 SV=3, P22202 HSP74_YEAST Heat shock protein SSA4 GN=SSA4 PE=1 SV=3
OG0000015	P39924 HXT13_YEAST Hexose transporter HXT13 GN=HXT13 PE=1 SV=1, P47185 HXT16_YEAST Hexose transporter HXT16 GN=HXT16 PE=3 SV=1, P53631 HXT17_YEAST Hexose transporter HXT17 GN=HXT17 PE=3 SV=1, P54854 HXT15_YEAST Hexose transporter HXT15 GN=HXT15 PE=1 SV=1	P39924 HXT13_YEAST Hexose transporter HXT13 GN=HXT13 PE=1 SV=1, P47185 HXT16_YEAST Hexose transporter HXT16 GN=HXT16 PE=3 SV=1, P53631 HXT17_YEAST Hexose transporter HXT17 GN=HXT17 PE=3 SV=1, P54854 HXT15_YEAST Hexose transporter HXT15 GN=HXT15 PE=1 SV=1
OG0000016	P32319 VPS10_YEAST Vacuolar protein sorting/targeting protein VPS10 GN=PEP1 PE=1 SV=1, P40438 VTH1_YEAST VPS10 homolog 1 GN=VTH1 PE=1 SV=1, P40890 VTH2_YEAST VPS10 homolog 2 GN=VTH2 PE=1 SV=1, P53751 YN94_YEAST Uncharacterized membrane glycoprotein YNR065C GN=YNR065C PE=4 SV=1	P32319 VPS10_YEAST Vacuolar protein sorting/targeting protein VPS10 GN=PEP1 PE=1 SV=1, P40438 VTH1_YEAST VPS10 homolog 1 GN=VTH1 PE=1 SV=1, P40890 VTH2_YEAST VPS10 homolog 2 GN=VTH2 PE=1 SV=1, P53751 YN94_YEAST Uncharacterized membrane glycoprotein YNR065C GN=YNR065C PE=4 SV=1
OG0000017	Q03964 YD17A_YEAST Transposon Ty1-DR2 Gag polyprotein GN=TY1A-DR2 PE=3 SV=1, Q04215 YM13A_YEAST Transposon Ty1-MR1 Gag polyprotein GN=TY1A-MR1 PE=1 SV=1, Q12266 YB11A_YEAST Transposon Ty1-BL Gag polyprotein GN=TY1A-BL PE=1 SV=1, Q12391 YN11A_YEAST Transposon Ty1-NL1 Gag polyprotein GN=TY1A-NL1 PE=2 SV=1	Q03964 YD17A_YEAST Transposon Ty1-DR2 Gag polyprotein GN=TY1A-DR2 PE=3 SV=1, Q04215 YM13A_YEAST Transposon Ty1-MR1 Gag polyprotein GN=TY1A-MR1 PE=1 SV=1, Q12266 YB11A_YEAST Transposon Ty1-BL Gag polyprotein GN=TY1A-BL PE=1 SV=1, Q12391 YN11A_YEAST Transposon Ty1-NL1 Gag polyprotein GN=TY1A-NL1 PE=2 SV=1
OG0000018	P0CY02 YL15H_YEAST Uncharacterized protein YLR154C-H GN=YLR154C-H PE=4 SV=1, P0CY03 YL15A_YEAST Uncharacterized protein YLR156C-A GN=YLR156C-A PE=4 SV=1, P0CY04 YL157_YEAST Uncharacterized protein YLR157C-C GN=YLR157C-C PE=4 SV=1, P0CY05 YL159_YEAST Uncharacterized protein YLR159C-A GN=YLR159C-A PE=4 SV=1	P0CY02 YL15H_YEAST Uncharacterized protein YLR154C-H GN=YLR154C-H PE=4 SV=1, P0CY03 YL15A_YEAST Uncharacterized protein YLR156C-A GN=YLR156C-A PE=4 SV=1, P0CY04 YL157_YEAST Uncharacterized protein YLR157C-C GN=YLR157C-C PE=4 SV=1, P0CY05 YL159_YEAST Uncharacterized protein YLR159C-A GN=YLR159C-A PE=4 SV=1
OG0000019	P00635 PPA5_YEAST Repressible acid phosphatase GN=PHO5 PE=1 SV=2, P24031 PPA3_YEAST Constitutive acid phosphatase GN=PHO3 PE=1 SV=2, P35842 PPAB_YEAST Acid phosphatase PHO11 GN=PHO11 PE=1 SV=1, P38693 PPAC_YEAST Acid phosphatase PHO12 GN=PHO12 PE=1 SV=1	P00635 PPA5_YEAST Repressible acid phosphatase GN=PHO5 PE=1 SV=2, P24031 PPA3_YEAST Constitutive acid phosphatase GN=PHO3 PE=1 SV=2, P35842 PPAB_YEAST Acid phosphatase PHO11 GN=PHO11 PE=1 SV=1, P38693 PPAC_YEAST Acid phosphatase PHO12 GN=PHO12 PE=1 SV=1
OG0000020	P0CX77 ASP22_YEAST L-asparaginase 2-2 GN=ASP3-2 PE=1 SV=1, P0CX78 ASP23_YEAST L-asparaginase 2-3 GN=ASP3-3 PE=1 SV=1, P0CX79 ASP24_YEAST L-asparaginase 2-4 GN=ASP3-4 PE=1 SV=1, P0CZ17 ASP21_YEAST L-asparaginase 2-1 GN=ASP3-1 PE=1 SV=1	P0CX77 ASP22_YEAST L-asparaginase 2-2 GN=ASP3-2 PE=1 SV=1, P0CX78 ASP23_YEAST L-asparaginase 2-3 GN=ASP3-3 PE=1 SV=1, P0CX79 ASP24_YEAST L-asparaginase 2-4 GN=ASP3-4 PE=1 SV=1, P0CZ17 ASP21_YEAST L-asparaginase 2-1 GN=ASP3-1 PE=1 SV=1
OG0000021	Q04902 SNO4_YEAST Probable glutathione-independent glyoxalase SNO4 GN=SNO4 PE=3 SV=1, Q08914 HSP33_YEAST Probable glutathione-independent glyoxalase HSP33 GN=HSP33 PE=1 SV=1, Q08992 HSP32_YEAST Probable glutathione-independent glyoxalase HSP32 GN=HSP32 PE=2 SV=1	Q04902 SNO4_YEAST Probable glutathione-independent glyoxalase SNO4 GN=SNO4 PE=3 SV=1, Q08914 HSP33_YEAST Probable glutathione-independent glyoxalase HSP33 GN=HSP33 PE=1 SV=1, Q08992 HSP32_YEAST Probable glutathione-independent glyoxalase HSP32 GN=HSP32 PE=2 SV=1
OG0000022	Q06490 THI22_YEAST Thiamine biosynthesis protein THI22 GN=THI22 PE=2 SV=2, Q08224 THI20_YEAST Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20 GN=THI20 PE=1 SV=1, Q08975 THI21_YEAST Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI21 GN=THI21 PE=1 SV=1	Q06490 THI22_YEAST Thiamine biosynthesis protein THI22 GN=THI22 PE=2 SV=2, Q08224 THI20_YEAST Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI20 GN=THI20 PE=1 SV=1, Q08975 THI21_YEAST Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase THI21 GN=THI21 PE=1 SV=1
OG0000023	Q05998 THI7_YEAST Thiamine transporter GN=THI7 PE=1 SV=1, Q08485 NRT1_YEAST Nicotinamide riboside transporter 1 GN=NRT1 PE=1 SV=1, Q08579 THI72_YEAST Thiamine transporter THI72 GN=THI72 PE=2 SV=1	Q05998 THI7_YEAST Thiamine transporter GN=THI7 PE=1 SV=1, Q08485 NRT1_YEAST Nicotinamide riboside transporter 1 GN=NRT1 PE=1 SV=1, Q08579 THI72_YEAST Thiamine transporter THI72 GN=THI72 PE=2 SV=1
OG0000024	P38697 IMDH2_YEAST Inosine-5'-monophosphate dehydrogenase 2 GN=IMD2 PE=1 SV=1, P50094 IMDH4_YEAST Inosine-5'-monophosphate dehydrogenase 4 GN=IMD4 PE=1 SV=1, P50095 IMDH3_YEAST Inosine-5'-monophosphate dehydrogenase 3 GN=IMD3 PE=1 SV=1	P38697 IMDH2_YEAST Inosine-5'-monophosphate dehydrogenase 2 GN=IMD2 PE=1 SV=1, P50094 IMDH4_YEAST Inosine-5'-monophosphate dehydrogenase 4 GN=IMD4 PE=1 SV=1, P50095 IMDH3_YEAST Inosine-5'-monophosphate dehydrogenase 3 GN=IMD3 PE=1 SV=1
OG0000025	P32467 HXT4_YEAST Low-affinity glucose transporter HXT4 GN=HXT4 PE=1 SV=1, P39003 HXT6_YEAST High-affinity hexose transporter HXT6 GN=HXT6 PE=1 SV=2, P39004 HXT7_YEAST High-affinity hexose transporter HXT7 GN=HXT7 PE=1 SV=1	P32467 HXT4_YEAST Low-affinity glucose transporter HXT4 GN=HXT4 PE=1 SV=1, P39003 HXT6_YEAST High-affinity hexose transporter HXT6 GN=HXT6 PE=1 SV=2, P39004 HXT7_YEAST High-affinity hexose transporter HXT7 GN=HXT7 PE=1 SV=1
OG0000026	P38721 YHF0_YEAST Uncharacterized protein YHL050C GN=YHL050C PE=4 SV=1, P38900 YH19_YEAST Putative uncharacterized protein YHR219W GN=YHR219W PE=4 SV=1, Q7M4S9 YB113_YEAST Uncharacterized protein YBL113C GN=YBL113C PE=4 SV=1	P38721 YHF0_YEAST Uncharacterized protein YHL050C GN=YHL050C PE=4 SV=1, P38900 YH19_YEAST Putative uncharacterized protein YHR219W GN=YHR219W PE=4 SV=1, Q7M4S9 YB113_YEAST Uncharacterized protein YBL113C GN=YBL113C PE=4 SV=1
OG0000027	P00358 G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 GN=TDH2 PE=1 SV=3, P00359 G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 GN=TDH3 PE=1 SV=3, P00360 G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 GN=TDH1 PE=1 SV=3	P00358 G3P2_YEAST Glyceraldehyde-3-phosphate dehydrogenase 2 GN=TDH2 PE=1 SV=3, P00359 G3P3_YEAST Glyceraldehyde-3-phosphate dehydrogenase 3 GN=TDH3 PE=1 SV=3, P00360 G3P1_YEAST Glyceraldehyde-3-phosphate dehydrogenase 1 GN=TDH1 PE=1 SV=3
OG0000028	P0CX10 ERR1_YEAST Enolase-related protein 1 GN=ERR1 PE=3 SV=1, P0CX11 ERR2_YEAST Enolase-related protein 2 GN=ERR2 PE=3 SV=1, P42222 ERR3_YEAST Enolase-related protein 3 GN=ERR3 PE=3 SV=2	P0CX10 ERR1_YEAST Enolase-related protein 1 GN=ERR1 PE=3 SV=1, P0CX11 ERR2_YEAST Enolase-related protein 2 GN=ERR2 PE=3 SV=1, P42222 ERR3_YEAST Enolase-related protein 3 GN=ERR3 PE=3 SV=2
OG0000029	P13587 ATN1_YEAST Sodium transport ATPase 1 GN=ENA1 PE=1 SV=1, Q01896 ATN2_YEAST Sodium transport ATPase 2 GN=ENA2 PE=1 SV=1, Q12691 ATN5_YEAST Sodium transport ATPase 5 GN=ENA5 PE=1 SV=1	P13587 ATN1_YEAST Sodium transport ATPase 1 GN=ENA1 PE=1 SV=1, Q01896 ATN2_YEAST Sodium transport ATPase 2 GN=ENA2 PE=1 SV=1, Q12691 ATN5_YEAST Sodium transport ATPase 5 GN=ENA5 PE=1 SV=1
OG0000030	A0A0B7P3V8 YP41B_YEAST Transposon Ty4-P Gag-Pol polyprotein GN=TY4B-P PE=5 SV=2, P0C2J7 YH41B_YEAST Transposon Ty4-H Gag-Pol polyprotein GN=TY4B-H PE=3 SV=1, P47024 YJ41B_YEAST Transposon Ty4-J Gag-Pol polyprotein GN=TY4B-J PE=3 SV=3	A0A0B7P3V8 YP41B_YEAST Transposon Ty4-P Gag-Pol polyprotein GN=TY4B-P PE=5 SV=2, P0C2J7 YH41B_YEAST Transposon Ty4-H Gag-Pol polyprotein GN=TY4B-H PE=3 SV=1, P47024 YJ41B_YEAST Transposon Ty4-J Gag-Pol polyprotein GN=TY4B-J PE=3 SV=3
OG0000031	P0CE96 YL156_YEAST Putative uncharacterized protein YLR156W GN=YLR156W PE=4 SV=1, P0CE97 YL59W_YEAST Putative uncharacterized protein YLR159W GN=YLR159W PE=4 SV=1, P0CE98 YL161_YEAST Putative uncharacterized protein YLR161W GN=YLR161W PE=4 SV=1	P0CE96 YL156_YEAST Putative uncharacterized protein YLR156W GN=YLR156W PE=4 SV=1, P0CE97 YL59W_YEAST Putative uncharacterized protein YLR159W GN=YLR159W PE=4 SV=1, P0CE98 YL161_YEAST Putative uncharacterized protein YLR161W GN=YLR161W PE=4 SV=1
OG0000032	P33302 PDR5_YEAST Pleiotropic ABC efflux transporter of multiple drugs GN=PDR5 PE=1 SV=1, P51533 PDR10_YEAST ATP-dependent permease PDR10 GN=PDR10 PE=3 SV=1, Q04182 PDR15_YEAST ATP-dependent permease PDR15 GN=PDR15 PE=1 SV=1	P33302 PDR5_YEAST Pleiotropic ABC efflux transporter of multiple drugs GN=PDR5 PE=1 SV=1, P51533 PDR10_YEAST ATP-dependent permease PDR10 GN=PDR10 PE=3 SV=1, Q04182 PDR15_YEAST ATP-dependent permease PDR15 GN=PDR15 PE=1 SV=1
OG0000033	P06169 PDC1_YEAST Pyruvate decarboxylase isozyme 1 GN=PDC1 PE=1 SV=7, P16467 PDC5_YEAST Pyruvate decarboxylase isozyme 2 GN=PDC5 PE=1 SV=4, P26263 PDC6_YEAST Pyruvate decarboxylase isozyme 3 GN=PDC6 PE=1 SV=3	P06169 PDC1_YEAST Pyruvate decarboxylase isozyme 1 GN=PDC1 PE=1 SV=7, P16467 PDC5_YEAST Pyruvate decarboxylase isozyme 2 GN=PDC5 PE=1 SV=4, P26263 PDC6_YEAST Pyruvate decarboxylase isozyme 3 GN=PDC6 PE=1 SV=3
OG0000034	P42884 AAD14_YEAST Putative aryl-alcohol dehydrogenase AAD14 GN=AAD14 PE=1 SV=1, P47182 AAD10_YEAST Putative aryl-alcohol dehydrogenase AAD10 GN=AAD10 PE=3 SV=1, Q07747 AAD4_YEAST Probable aryl-alcohol dehydrogenase AAD4 GN=AAD4 PE=2 SV=1	P42884 AAD14_YEAST Putative aryl-alcohol dehydrogenase AAD14 GN=AAD14 PE=1 SV=1, P47182 AAD10_YEAST Putative aryl-alcohol dehydrogenase AAD10 GN=AAD10 PE=3 SV=1, Q07747 AAD4_YEAST Probable aryl-alcohol dehydrogenase AAD4 GN=AAD4 PE=2 SV=1
OG0000035	P11154 PYC1_YEAST Pyruvate carboxylase 1 GN=PYC1 PE=1 SV=2, P32327 PYC2_YEAST Pyruvate carboxylase 2 GN=PYC2 PE=1 SV=2	P11154 PYC1_YEAST Pyruvate carboxylase 1 GN=PYC1 PE=1 SV=2, P32327 PYC2_YEAST Pyruvate carboxylase 2 GN=PYC2 PE=1 SV=2
OG0000036	P0CX27 RL44A_YEAST 60S ribosomal protein L42-A GN=RPL42A PE=1 SV=1, P0CX28 RL44B_YEAST 60S ribosomal protein L42-B GN=RPL42B PE=1 SV=1	P0CX27 RL44A_YEAST 60S ribosomal protein L42-A GN=RPL42A PE=1 SV=1, P0CX28 RL44B_YEAST 60S ribosomal protein L42-B GN=RPL42B PE=1 SV=1
OG0000037	P21524 RIR1_YEAST Ribonucleoside-diphosphate reductase large chain 1 GN=RNR1 PE=1 SV=2, P21672 RIR3_YEAST Ribonucleoside-diphosphate reductase large chain 2 GN=RNR3 PE=1 SV=4	P21524 RIR1_YEAST Ribonucleoside-diphosphate reductase large chain 1 GN=RNR1 PE=1 SV=2, P21672 RIR3_YEAST Ribonucleoside-diphosphate reductase large chain 2 GN=RNR3 PE=1 SV=4
OG0000038	Q02753 RL21A_YEAST 60S ribosomal protein L21-A GN=RPL21A PE=1 SV=1, Q12672 RL21B_YEAST 60S ribosomal protein L21-B GN=RPL21B PE=1 SV=1	Q02753 RL21A_YEAST 60S ribosomal protein L21-A GN=RPL21A PE=1 SV=1, Q12672 RL21B_YEAST 60S ribosomal protein L21-B GN=RPL21B PE=1 SV=1
OG0000039	P0CX41 RL23A_YEAST 60S ribosomal protein L23-A GN=RPL23A PE=1 SV=1, P0CX42 RL23B_YEAST 60S ribosomal protein L23-B GN=RPL23B PE=1 SV=1	P0CX41 RL23A_YEAST 60S ribosomal protein L23-A GN=RPL23A PE=1 SV=1, P0CX42 RL23B_YEAST 60S ribosomal protein L23-B GN=RPL23B PE=1 SV=1
OG0000040	P0C2H8 RL31A_YEAST 60S ribosomal protein L31-A GN=RPL31A PE=1 SV=1, P0C2H9 RL31B_YEAST 60S ribosomal protein L31-B GN=RPL31B PE=1 SV=1	P0C2H8 RL31A_YEAST 60S ribosomal protein L31-A GN=RPL31A PE=1 SV=1, P0C2H9 RL31B_YEAST 60S ribosomal protein L31-B GN=RPL31B PE=1 SV=1
OG0000041	P05739 RL6B_YEAST 60S ribosomal protein L6-B GN=RPL6B PE=1 SV=4, Q02326 RL6A_YEAST 60S ribosomal protein L6-A GN=RPL6A PE=1 SV=2	P05739 RL6B_YEAST 60S ribosomal protein L6-B GN=RPL6B PE=1 SV=4, Q02326 RL6A_YEAST 60S ribosomal protein L6-A GN=RPL6A PE=1 SV=2
OG0000042	P05738 RL9A_YEAST 60S ribosomal protein L9-A GN=RPL9A PE=1 SV=2, P51401 RL9B_YEAST 60S ribosomal protein L9-B GN=RPL9B PE=1 SV=1	P05738 RL9A_YEAST 60S ribosomal protein L9-A GN=RPL9A PE=1 SV=2, P51401 RL9B_YEAST 60S ribosomal protein L9-B GN=RPL9B PE=1 SV=1
OG0000043	P0CX23 RL20A_YEAST 60S ribosomal protein L20-A GN=RPL20A PE=1 SV=1, P0CX24 RL20B_YEAST 60S ribosomal protein L20-B GN=RPL20B PE=1 SV=1	P0CX23 RL20A_YEAST 60S ribosomal protein L20-A GN=RPL20A PE=1 SV=1, P0CX24 RL20B_YEAST 60S ribosomal protein L20-B GN=RPL20B PE=1 SV=1
OG0000044	P0C2H6 RL27A_YEAST 60S ribosomal protein L27-A GN=RPL27A PE=1 SV=1, P0C2H7 RL27B_YEAST 60S ribosomal protein L27-B GN=RPL27B PE=1 SV=1	P0C2H6 RL27A_YEAST 60S ribosomal protein L27-A GN=RPL27A PE=1 SV=1, P0C2H7 RL27B_YEAST 60S ribosomal protein L27-B GN=RPL27B PE=1 SV=1
OG0000045	P05743 RL26A_YEAST 60S ribosomal protein L26-A GN=RPL26A PE=1 SV=3, P53221 RL26B_YEAST 60S ribosomal protein L26-B GN=RPL26B PE=1 SV=2	P05743 RL26A_YEAST 60S ribosomal protein L26-A GN=RPL26A PE=1 SV=3, P53221 RL26B_YEAST 60S ribosomal protein L26-B GN=RPL26B PE=1 SV=2
OG0000046	P0CX45 RL2A_YEAST 60S ribosomal protein L2-A GN=RPL2A PE=1 SV=1, P0CX46 RL2B_YEAST 60S ribosomal protein L2-B GN=RPL2B PE=1 SV=1	P0CX45 RL2A_YEAST 60S ribosomal protein L2-A GN=RPL2A PE=1 SV=1, P0CX46 RL2B_YEAST 60S ribosomal protein L2-B GN=RPL2B PE=1 SV=1
OG0000047	P26784 RL16A_YEAST 60S ribosomal protein L16-A GN=RPL16A PE=1 SV=3, P26785 RL16B_YEAST 60S ribosomal protein L16-B GN=RPL16B PE=1 SV=3	P26784 RL16A_YEAST 60S ribosomal protein L16-A GN=RPL16A PE=1 SV=3, P26785 RL16B_YEAST 60S ribosomal protein L16-B GN=RPL16B PE=1 SV=3
OG0000048	P43544 SNO3_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNO3 GN=SNO3 PE=1 SV=1, P53823 SNO2_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNO2 GN=SNO2 PE=3 SV=1	P43544 SNO3_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNO3 GN=SNO3 PE=1 SV=1, P53823 SNO2_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNO2 GN=SNO2 PE=3 SV=1
OG0000049	P32568 SNQ2_YEAST Protein SNQ2 GN=SNQ2 PE=1 SV=2, P53756 PDR18_YEAST ABC transporter ATP-binding protein/permease PDR18 GN=PDR18 PE=3 SV=1	P32568 SNQ2_YEAST Protein SNQ2 GN=SNQ2 PE=1 SV=2, P53756 PDR18_YEAST ABC transporter ATP-binding protein/permease PDR18 GN=PDR18 PE=3 SV=1
OG0000050	P38789 SSF1_YEAST Ribosome biogenesis protein SSF1 GN=SSF1 PE=1 SV=1, Q12153 SSF2_YEAST Ribosome biogenesis protein SSF2 GN=SSF2 PE=1 SV=1	P38789 SSF1_YEAST Ribosome biogenesis protein SSF1 GN=SSF1 PE=1 SV=1, Q12153 SSF2_YEAST Ribosome biogenesis protein SSF2 GN=SSF2 PE=1 SV=1
OG0000051	P11484 SSB1_YEAST Ribosome-associated molecular chaperone SSB1 GN=SSB1 PE=1 SV=3, P40150 SSB2_YEAST Ribosome-associated molecular chaperone SSB2 GN=SSB2 PE=1 SV=2	P11484 SSB1_YEAST Ribosome-associated molecular chaperone SSB1 GN=SSB1 PE=1 SV=3, P40150 SSB2_YEAST Ribosome-associated molecular chaperone SSB2 GN=SSB2 PE=1 SV=2
OG0000052	P0CX25 RL43A_YEAST 60S ribosomal protein L43-A GN=RPL43A PE=1 SV=1, P0CX26 RL43B_YEAST 60S ribosomal protein L43-B GN=RPL43B PE=1 SV=1	P0CX25 RL43A_YEAST 60S ribosomal protein L43-A GN=RPL43A PE=1 SV=1, P0CX26 RL43B_YEAST 60S ribosomal protein L43-B GN=RPL43B PE=1 SV=1
OG0000053	P0CX84 RL35A_YEAST 60S ribosomal protein L35-A GN=RPL35A PE=1 SV=1, P0CX85 RL35B_YEAST 60S ribosomal protein L35-B GN=RPL35B PE=1 SV=1	P0CX84 RL35A_YEAST 60S ribosomal protein L35-A GN=RPL35A PE=1 SV=1, P0CX85 RL35B_YEAST 60S ribosomal protein L35-B GN=RPL35B PE=1 SV=1
OG0000054	P43545 SNZ3_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNZ3 GN=SNZ3 PE=2 SV=1, P53824 SNZ2_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNZ2 GN=SNZ2 PE=1 SV=1	P43545 SNZ3_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNZ3 GN=SNZ3 PE=2 SV=1, P53824 SNZ2_YEAST Probable pyridoxal 5'-phosphate synthase subunit SNZ2 GN=SNZ2 PE=1 SV=1
OG0000055	P47052 SDHX_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit 2_ mitochondrial GN=YJL045W PE=3 SV=1, Q00711 SDHA_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit_ mitochondrial GN=SDH1 PE=1 SV=1	P47052 SDHX_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit 2_ mitochondrial GN=YJL045W PE=3 SV=1, Q00711 SDHA_YEAST Succinate dehydrogenase [ubiquinone] flavoprotein subunit_ mitochondrial GN=SDH1 PE=1 SV=1
OG0000056	P40054 SERA_YEAST D-3-phosphoglycerate dehydrogenase 1 GN=SER3 PE=1 SV=1, P40510 SER33_YEAST D-3-phosphoglycerate dehydrogenase 2 GN=SER33 PE=1 SV=1	P40054 SERA_YEAST D-3-phosphoglycerate dehydrogenase 1 GN=SER3 PE=1 SV=1, P40510 SER33_YEAST D-3-phosphoglycerate dehydrogenase 2 GN=SER33 PE=1 SV=1
OG0000057	P09733 TBA1_YEAST Tubulin alpha-1 chain GN=TUB1 PE=1 SV=2, P09734 TBA3_YEAST Tubulin alpha-3 chain GN=TUB3 PE=1 SV=1	P09733 TBA1_YEAST Tubulin alpha-1 chain GN=TUB1 PE=1 SV=2, P09734 TBA3_YEAST Tubulin alpha-3 chain GN=TUB3 PE=1 SV=1
OG0000058	P40472 SIM1_YEAST Probable secreted beta-glucosidase SIM1 GN=SIM1 PE=1 SV=2, P53616 SUN4_YEAST Probable secreted beta-glucosidase SUN4 GN=SUN4 PE=1 SV=1	P40472 SIM1_YEAST Probable secreted beta-glucosidase SIM1 GN=SIM1 PE=1 SV=2, P53616 SUN4_YEAST Probable secreted beta-glucosidase SUN4 GN=SUN4 PE=1 SV=1
