W29_NCBI	CLIB122_NCBI	CLIB122_UNIPROT	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_B07094g	YALI0B05126g1_1	Q6CFP4	21.26782061	0	0	22.91373061	6.943152116	0	0	0	7.789561512	15.74243565	8.120160411	similar to uniprot|P10614 Saccharomyces cerevisiae YHR007C CYP51 ERG11 Cytochrome P450 51 Lanosterol 14-alpha- demethylase (Sterol 14-alpha demethylase)	
YALI1_B00908g	YALI0B00792g1_1	Q6CG53	0	0	63.84900124	0	26.8735633	0	56.62800317	26.88565115	30.14960222	0	63.55085491	uniprot|Q6CG53 Yarrowia lipolytica YALI0B00792g N7BM Accessory subunit of protein NADH:ubiquinone oxidoreductase (Complex I)	
YALI1_E15144g	YALI0E12243g1_1	Q6C657	0	0	16.51229705	3.715922936	0	0	3.581856692	3.438632239	15.76606034	7.793017897	4.019743629	similar to uniprot|P40069 Saccharomyces cerevisiae YER110c KAP123 RAN-binding protein	
YALI1_A21420g	YALI0A20394g1_1	Q6CGC8	23.50291016	0	27.52065858	25.32179303	23.42168755	22.80102291	24.40821174	23.43222273	26.27692334	26.26305339	0	weakly similar to uniprot|Q12091 Saccharomyces cerevisiae YPL170W DAP1 Heme-binding protein involved in regulation of cytochrome P450 protein Erg11p	
YALI1_C04389g	YALI0C03333g1_1	Q6CD69	11.26131328	0	6.521357507	12.1328228	0	10.92500718	11.69508444	0	6.226639191	6.223352536	6.490905679	"weakly similar to uniprot|Q03761 Saccharomyces cerevisiae YDR145W TAF12 Subunit (61/68 kDa) of TFIID and SAGA complexes, involved in RNA polymerase II transcription initiation and in chromatin modification"	
YALI1_D13976g	YALI0D11125g1_1	B5FVE6	108.6569265	76.87902006	41.68038744	77.54532003	35.47244368	69.82572745	36.96654711	0	121.4815403	39.77572838	0	similar to uniprot|Q92374 Schizosaccharomyces pombe Replication factor-A protein 3 (Single-stranded DNA- binding protein P12 subunit)	
YALI1_F34928g	YALI0F27533g1_1	Q6C061	8.460388359	0	0	9.115135172	8.4311505	8.207728641	8.786271534	17.05573181	19.1263186	0	19.93806389	weakly similar to uniprot|P60010 Saccharomyces cerevisiae YFL039c ACT1 actin	
YALI1_A20176g	YALI0A19206g1_1	Q6CGH7	8.190685492	0	29.27657601	17.84355064	0	16.0672353	17.19977576	8.166051161	0	0	9.546072344	similar to uniprot|P32264 Saccharomyces cerevisiae YDR300C (ohnolog of YHR033W) PRO1 glutamate 5-kinase	
YALI1_C03272g	YALI0C02343g1_1	Q6CDA7	11.02088743	0	26.09407833	11.87379047	0	21.61909302	34.93765397	10.98774097	0	12.31516238	0	weakly similar to uniprot|P53110 Saccharomyces cerevisiae YGL159W Putative protein of unknown function	
YALI1_B14959g	YALI0B11275g1_1		0	0	0	78.30279122	72.42707924	70.50779282	37.3276404	35.83505392	122.6681853	81.21345846	84.70497142	"some similarities with uniprot|Q03834 Saccharomyces cerevisiae MSH6 PMS3 YDR097C Protein required for mismatch repair in mitosis and meiosis, forms a complex with Msh2p to repair both   single- base + insertion-deletion mispairs potentially phosphorylated by Cdc28p"	
YALI1_B09807g	YALI0B07535g1_1	Q6CFF4	1.367474427	2.953469478	1.601239871	0	1.362748636	1.326636384	1.420147766	2.756761994	1.528875379	1.528068381	4.865041346	weakly similar to uniprot|P19158 Saccharomyces cerevisiae YOL081W (ohnolog of YBR140C) IRA2 GTPase- activating protein for RAS proteins	
YALI1_D26263g	YALI0D20680g1_1	Q6C8C9	0	0	10.19425097	0	0	0	9.041332908	17.55085177	9.733544361	29.69645208	20.51685661	similar to uniprot|P53334 Saccharomyces cerevisiae YGR279C SCW4 (ohnolog of YMR305C) Cell wall protein with similarity to glucanases	
YALI1_D17564g	YALI0D14410g1_1	Q6C942	0	14.67715108	7.957298922	7.321520879	0	6.592667632	7.05736879	0	7.597686413	7.593676067	7.920141889	weakly similar to uniprot|B9WGH8 Candida dubliniensis Putative enhancer of mRNA-decapping protein	
YALI1_C15297g	YALI0C10901g1_1	Q6CCB3	37.9175685	26.82816093	29.41054174	27.06067694	12.37867531	12.05064575	12.90006655	0	28.08139742	0	0	highly similar to uniprot|P06785 Saccharomyces cerevisiae YOR074c CDC21 thymidylate synthase	
YALI1_F14374g	YALI0F10725g1_1	Q6C255	22.62971185	0	6.480966548	0	5.515680995	0	0	22.56165066	0	0	6.450703328	similar to uniprot|P46943 Saccharomyces cerevisiae YLR289w GUF1	3.6.5.-
YALI1_F36267g	YALI0F28545g1_1	Q6C017	8.116733804	0	9.504263869	8.744885298	8.088683564	15.92216818	8.429379851	16.36294093	9.074739704	9.069949714	0	weakly similar to uniprot|D5GA26 Tuber melanosporum GSTUM_00003541001 hypothetical protein	
YALI1_E06365g	YALI0E05489g1_1	Q6C6X5	7.816680903	0	4.526592008	0	3.852394134	7.583244764	4.01465742	7.793171429	4.322022703	0	0	weakly similar to uniprot|P43556 Saccharomyces cerevisiae YFL047w	
YALI1_B21250g	YALI0B16280g1_1	Q6CEE5	34.91970458	0	61.72802486	18.60609192	17.20992154	33.87686797	17.93480543	0	0	0	40.69818411	similar to uniprot|Q9UV33 Ascobolus immersus Histone H1	
YALI1_E19902g	YALI0E16709g1_1	Q6C5M8	0	0	52.28457284	48.1071021	44.4972247	43.3180674	46.37145294	0	49.92168731	0	52.04042723	"similar to uniprot|Q01519 Saccharomyces cerevisiae YLR038c COX12 cytochrome-c oxidase, subunit VIB"	
YALI1_E35843g	YALI0E30525g1_1		0	0	6.677377769	6.143863795	5.682838414	5.532245643	5.922200225	5.685394579	6.375608463	6.372243176	6.646197396	weakly similar to uniprot|Q7S7E7 Neurospora crassa NCU08967	
YALI1_A05031g	YALI0A04917g1_1	Q6CHU4	18.22058562	0	21.33533731	9.708383702	8.979882641	0	18.92241892	0	10.07458097	10.06926323	10.50215901	similar to uniprot|P40088 Saccharomyces cerevisiae YER145c FTR1 iron permease that mediates high-affinity iron uptake	
YALI1_F29301g	YALI0F22121g1_1	Q6C0S5	0	0	14.74745464	0	0	24.70590633	39.92611556	25.38983896	14.08097607	0	0	"uniprot|Q6C0S5 Yarrowia lipolytica YALI0F22121g MGH1 Methylglutaconyl-CoA hydratase, putative"	
YALI1_B26350g	YALI0B20196g1_1	Q6CDY7	11.29651203	0	13.22761516	12.17074556	11.25747294	10.95915475	11.731639	0	12.62982237	12.62315588	13.1658481	"uniprot|Q6CDY7 Yarrowia lipolytica YALI0B20196g ELO1 Fatty acid elongase required for sphingolipid formation, putative"	2.3.1.199
YALI1_E01286g	YALI0E00880g1_1	Q6C7H1	5.000136843	0	5.85489448	10.89288498	4.982857105	4.850813537	0	4.985098416	5.590295485	17.05565165	11.78350728	"similar to uniprot|O43129 Aspergillus fumigatus MDR2 Multidrug resistance protein 2, possible transmembrane segment"	
YALI1_E10755g	YALI0E08844g1_1	Q6C6K5	9.781438501	0	11.45354459	0	9.747635286	9.489327148	5.023759463	0	0	10.9301546	11.40006165	weakly similar to uniprot|Q01477 Saccharomyces cerevisiae YER151c UBP3 ubiquitin-specific proteinase Ubiquitin carboxyl-terminal hydrolase 3 (Deubiquitinating enzyme 3)	
YALI1_D14532g	YALI0D11704g1_1	Q6C9F1	0	0	8.38624388	15.60239733	0	0	0	14.43811063	8.007246154	24.4296212	16.87807802	similar to uniprot|P10869 Saccharomyces cerevisiae YER052c HOM3 L-aspartate 4-P-transferase singleton	2.7.2.4
YALI1_D09000g	YALI0D07018g1_1	Q6CA00	11.51237595	0	13.48038034	12.40331513	23.19795594	22.5832201	36.49573682	0	0	12.8643705	0	similar to uniprot|Q12000 Saccharomyces cerevisiae YOR091w	
YALI1_D14190g	YALI0D11308g1_1	Q6C9G9	11.62340652	0	13.61039124	38.22690107	0	11.27628692	12.07112505	0	0	12.98844033	0	similar to uniprot|P36059 Saccharomyces cerevisiae YKL151c NADHX dehydratase converts (S)-NADHX to NADH in an ATP-dependent manner	4.2.1.93
YALI1_D14462g	YALI0D11627g1_1	B5FVE7	19.48763265	0	46.14073195	20.99577445	19.42028625	18.90565703	20.23827096	0	21.78772866	21.77622828	0	similar to uniprot|P34087 Saccharomyces cerevisiae YDR404c DNA-directed RNA polymerase II 19 kDa polypeptide	
YALI1_F20637g	YALI0F15345g1_1	Q6C1K9	0	0	7.882599445	14.66537943	6.70855244	6.530778689	14.13626934	6.711569976	0	7.522390115	0	similar to uniprot|P40970 Saccharomyces cerevisiae YDR062w LCB2 serine C-palmitoyltransferase subunit	
YALI1_A15720g	YALI0A15686g1_1	Q6CGV9	3.677689092	0	0	12.0951338	3.664979539	3.567859159	0	3.666628063	4.111761212	0	4.286269588	similar to uniprot|O42668 Saccharomyces cerevisiae YOL145c CTR9 required for G1 cyclin expression	
YALI1_D34785g	YALI0D26315g1_1	F2Z640	2.285388247	0	5.411097818	2.462253729	2.277490281	6.767924904	7.244979522	0	5.166555231	0	2.663572122	uniprot|F2Z640 Yarrowia lipolytica YALI0D26315g SIN3 Transcription regulatory protein	
YALI1_E27697g	YALI0E23496g1_1	Q6C4V0	11.05460838	0	12.94435885	24.0826564	11.01640528	0	11.48041754	22.28555331	0	24.97785563	12.88391447	similar to uniprot|P16892 Saccharomyces cerevisiae YBL016w FUS3 mitogen-activated protein kinase (MAP kinase)	2.7.11.24
YALI1_E19337g	YALI0E16170g1_1	Q6C5Q3	12.95493074	0	15.16953532	6.90271109	0	6.21555012	13.45393785	0	14.48398175	7.159298303	15.09870036	similar to uniprot|O74161 Candida albicans CHS5 Chitin biosynthesis protein	
YALI1_F26186g	YALI0F19734g1_1	Q6C128	0	28.64591251	0	7.066982057	13.21739686	12.86714153	6.812013437	0	0	0	0	weakly similar to uniprot|A3LXY3 Scheffersomyces stipitis cation efflux family protein	
YALI1_F05624g	YALI0F03817g1_1	Q6C2Z7	13.35283931	19.10346991	0	0	8.814456269	0	9.185722186	0	4.890616911	0	0	"similar to uniprot|Q06224 Saccharomyces cerevisiae YLR277C (ohnolog of YOR179C) YSH1 Putative endonuclease, subunit of the mRNA cleavage and polyadenylation specificity complex required for 3 processing of mRNA"	3.1.27.-
YALI1_D15063g	YALI0D12122g1_1		25.64484824	55.38770969	60.71912839	55.86774741	0	50.30614488	53.85210306	0	0	28.65653718	29.88853336	similar to uniprot|P40312 Saccharomyces cerevisiae YNL111c CYB5 cytochrome b5	
YALI1_F31405g	YALI0F23947g1_1	Q6C0K3	0	0	24.66394942	22.69333129	0	0	10.81811384	20.99990283	23.54931682	23.5368866	12.14064323	similar to uniprot|P08431 Saccharomyces cerevisiae YBR018c GAL7 UDP-glucose--hexose-1-phosphate uridylyltransferase	
YALI1_B06704g	YALI0B04840g1_1	Q6CFQ4	17.99544205	19.22151345	10.42105021	19.38810369	8.868922274	0	18.68860311	0	20.11941704	9.944841877	0	similar to uniprot|Q12003 Saccharomyces cerevisiae YPL236c	
YALI1_B04248g	YALI0B02816g1_1	Q6CFX3	14.59819238	15.59280125	0	7.778281988	21.96191787	0	7.497650482	0	8.071676413	24.626194	0	similar to uniprot|Q00772 Saccharomyces cerevisiae YHR030C SLT2 (ohnolog of YKL161C) Serine/threonine MAP kinase involved in regulating the maintenance of cell wall integrity and progression through the cell cycle	2.7.11.24
YALI1_B18613g	YALI0B14058g1_1	Q6CEP6	86.11957247	0	49.87131665	45.886662	42.44340276	0	44.23112379	42.46249398	47.6174929	47.59235859	49.63843987	similar to uniprot|O42978 Schizosaccharomyces pombe Putative pre-mRNA splicing factor	
YALI1_B09044g	YALI0B06963g1_1	Q6CFH3	15.40344273	0	18.03661272	0	7.591474327	14.94343672	15.99676334	0	0	17.21239778	0	similar to uniprot|P53043 Saccharomyces cerevisiae YGR123c PPT1 protein ser/thr phosphatase	3.1.3.16
YALI1_F11313g	YALI0F07975g1_1	Q6C2G9	17.02710531	0	19.9378353	18.34482767	16.96826213	16.51861049	17.6829673	16.97589453	19.03678897	19.02674064	19.84473451	similar to uniprot|G8BG20 Candida parapsilosis CPAR2_204470 hypothetical protein	
YALI1_D35965g	YALI0D27324g1_1	Q6C7K5	12.17095454	0	0	0	12.12889351	11.80748305	25.5580182	24.53605292	13.60747402	41.51557595	14.18499253	similar to uniprot|O74907 Schizosaccharomyces pombe bcp1	
YALI1_B02375g	YALI0B01386g1_1	Q6CG28	0	0	0	0	5.104416024	0	0	5.106712013	11.57952134	5.723650368	5.969720414	similar to uniprot|P32795 Saccharomyces cerevisiae YPR024W YME1 Catalytic subunit of the mitochondrial inner membrane i-AAA protease complex	
YALI1_D12355g	YALI0D09779g1_1	Q6C9N2	8.285026694	0	9.701325899	8.926202323	8.256394859	8.03760395	8.604155165	8.260108621	9.262895952	9.258006645	0	some similarities with uniprot|Q06168 Saccharomyces cerevisiae YLR321C SFH1 Component of the RSC chromatin remodeling complex	
YALI1_A01766g	YALI0A01353g1_1	Q6CI63	14.86730421	0	5.703041856	10.61036696	14.81592499	4.72500277	5.05805676	0	0	0	0	similar to uniprot|P29496 Saccharomyces cerevisiae YLR274w CDC46 cell division control protein	3.6.4.12
YALI1_E02948g	YALI0E02332g1_1	Q6C7A7	7.091169484	0	12.53515434	0	0	0	3.642033817	0	11.96865579	7.923944802	0	similar to uniprot|Q08773 Saccharomyces cerevisiae YOR304w ISW2 ATP-dependent DNA translocase involved in chromatin remodeling	
YALI1_E12703g	YALI0E10109g1_1	Q6C6E8	8.080252645	0	9.461546371	8.705580874	8.052328479	7.838945241	8.391493485	8.055950451	9.033952729	0	9.417365174	weakly similar to uniprot| E9DR73 Metarhizium acridum electron transfer flavoprotein alpha-subunit	
YALI1_D33780g	YALI0D25476g1_1	Q6C7T7	7.633989318	0	8.938995735	0	7.607607373	14.97519381	7.928040675	7.611029308	0	8.530512508	0	similar to uniprot|O93921 Emericella nidulans Pantothenate kinase	
YALI1_F32764g	YALI0F25509g1_1	Q6C0E2	8.440540876	0	9.88342474	18.38786493	0	8.188473881	26.75761805	0	0	0	9.83727356	hypothetical protein conserved in the Yarrowia clade	
YALI1_B19880g	YALI0B15081g1_1	Q6CEJ9	0	0	0	14.7484529	0	13.28025279	28.74591825	13.6478895	46.71855224	30.93039317	15.95431353	similar to uniprot|P41920 Saccharomyces cerevisiae YDR002W YRB1 Ran GTPase binding protein	
YALI1_F04070g			15.84004006	0	18.54784499	17.06589581	31.91839401	15.36699557	16.45017784	0	17.7096162	0	18.46123484	No description in CLIB122	
YALI1_C08197g	YALI0C06303g1_1	Q6CCV0	0	0	0	0	0	9.154031741	0	19.02215792	21.33147125	10.54394907	10.99725245	similar to uniprot|P33412 Saccharomyces cerevisiae YGR007w MUQ1 choline phosphate cytidylyltransferase	
YALI1_A09408g	YALI0A09636g1_1	Q6CHE9	0	0	0	14.52896821	0	26.45348308	28.31812496	0	30.48618255	30.4700908	15.71688336	similar to uniprot|Q05874 Saccharomyces cerevisiae YLR285w NNT1 nicotinamide N-methyltransferase	2.1.1.-
YALI1_A01173g		Q6CI78	7.92003511	0	9.273940154	8.532964154	7.892664632	7.683512417	8.225104579	7.896214787	0	8.850151048	9.230634994	No description in CLIB122	3.1.3.16
YALI1_F19899g	YALI0F14927g1_1	Q6C1M7	0	0	5.365875345	4.937148743	0	8.989267433	9.6228991	0	10.35963571	0	16.30311978	similar to uniprot|P53008 Saccharomyces cerevisiae YGL027c CWH41 ER glucosidase I	
YALI1_C00550g	YALI0C00451g1_1	Q6CDH6	12.79474114	13.66647667	7.409356184	13.78492216	6.305794789	0	0	6.308631163	14.30488522	14.29733456	0	"similar to uniprot|P53388 Saccharomyces cerevisiae YPL265W DIP5 Dicarboxylic amino acid permease, mediates high-affinity and high-capacity transport of L-glutamate and L-aspartate"	
YALI1_F26574g	YALI0F19910g1_1	Q6C120	9.821397068	0	23.25405336	21.39608413	9.787455763	9.528092399	20.62413792	9.791858203	10.98060181	10.97480584	0	"uniprot|Q6C120 Yarrowia lipolytica YALI0F19910g BAT2 Branched-chain Amino acid Transaminase, cytoplasmic"	2.6.1.42
YALI1_B12489g	YALI0B09361g1_1	F2Z5Z7	19.96794223	0	23.38139903	21.51325505	9.841054596	9.580270886	31.30561725	0	0	0	0	uniprot|Q872L3 Yarrowia lipolytica YALI0B09361g LIP8 Triacylglycerol lipase precursor	
YALI1_F33579g	YALI0F26125g1_1	Q6C0B7	35.59545635	0	20.61311063	18.96614936	0	34.53243919	0	53.57486056	0	0	41.48575864	similar to uniprot|Q01976 Saccharomyces cerevisiae YBR111c YSA1 sugar-nucleotide hydrolase	
YALI1_C19981g	YALI0C14256g1_1	Q6CBZ0	0	0	12.82661529	11.80178508	10.91619864	5.255564429	5.626016423	10.92110879	0	18.47877175	0	weakly similar to uniprot|P36102 Saccharomyces cerevisiae YKL025c PAN3 component of the PAB1P-dependent poly(A) ribonuclease	
YALI1_E39243g	YALI0E33077g1_1	Q6C3Q0	61.45793851	0	0	0	61.2455489	0	0	0	22.50961211	45.49115116	0	similar to uniprot|Q12425 Saccharomyces cerevisiae YPR067w ISA2 mitochondrial protein required for iron metabolism	
YALI1_B24051g	YALI0B18546g1_1	Q6CE50	0	39.15684957	42.92594493	59.62523918	0	17.58843343	38.07123837	0	20.269701	0	0	similar to uniprot|Q871G1 Neurospora crassa Hypothetical protein B7H23.200	
YALI1_E17258g	YALI0E14234g1_1	Q6C5X7	2.178042282	0	5.156935526	0	6.625607429	6.450031685	4.573712285	0	0	0	2.538462649	similar to uniprot|P32386 Saccharomyces cerevisiae BAT1 YBT1 YLL048C (ohnolog of YHL035C) Transporter of the ATP-binding cassette (ABC) family involved in bile acid transport	
YALI1_B26451g	YALI0B20240g1_1	Q6CDY5	0	0	24.80712044	69.67465683	0	20.55284105	22.00156099	0	47.89390625	23.67351517	0	highly similar to uniprot|Q05933 Saccharomyces cerevisiae YLR370C ARC18 Subunit of the ARP2/3 complex	
YALI1_D36215g			9.338023759	20.1682515	10.93432949	20.34304698	9.305752921	9.059154475	9.69771231	9.309938689	21.11038051	10.43466596	0	No description in CLIB122	
YALI1_B29548g	YALI0B22660g1_1	F2Z6D3	22.91353458	0	13.26908745	0	0	10.99351479	23.79613418	11.29784782	12.66942042	0	13.20712674	uniprot|Q96W74 Yarrowia lipolytica YALI0B22660g PEX19 Peroxisomal biogenesis factor 19 (Peroxin-19)	
YALI1_A03757g	YALI0A03509g1_1	Q6CHY5	10.46215578	0	0	0	5.156197117	10.14971559	0	5.158516397	5.784766623	5.781713205	6.030279477	similar to uniprot|P37838 Saccharomyces cerevisiae YPL043w NOP4 nucleolar protein P15	
YALI1_D29994g	YALI0D23243g1_1	Q6C830	0	0	0	16.99181436	31.77983925	15.30028889	33.11840975	15.72384618	17.63274041	0	18.38109634	similar to uniprot|D5GGJ4 Tuber melanosporum hypothetical protein	
YALI1_B05832g	YALI0B04334g1_1	Q6CFS2	3.267864192	0	3.826495278	0	3.256570933	3.170273206	3.393738078	6.587855415	0	0	7.701169531	similar to uniprot|Q08972 Saccharomyces cerevisiae YPL226w NEW1 translation elongation factor eEF3-like	
YALI1_F21315g	YALI0F15829g1_1	Q6C1J1	8.116733804	0	19.21793404	8.744885298	8.088683564	7.874336932	8.429379851	8.092321889	0	9.069949714	9.4598832	similar to uniprot|Q08444 Saccharomyces cerevisiae YOR056c	
YALI1_B07374g	YALI0B05390g1_1	Q6CFN5	8.921728315	0	0	9.612178083	8.890896132	17.50128341	0	8.894895296	0	9.969481461	10.39808744	similar|reversed to uniprot|Q03441 Saccharomyces cerevisiae YDL001W RMD1 Cytoplasmic protein required for sporulation	
YALI1_F37248g	YALI0F29678g1_1	B5RSM3	38.57946046	0	91.34431956	41.56511286	0	0	0	38.46342875	0	43.11016905	90.91778237	similar to uniprot|P19956 Saccharomyces cerevisiae YMR225C MRPL44 Mitochondrial ribosomal protein of the large subunit	
YALI1_E03672g	YALI0E03102g1_1	Q6C778	14.39547499	0	0	5.080845194	4.699586971	13.96557077	0	0	5.272493125	5.269710104	11.11362741	hypothetical protein conserved in the Yarrowia clade	
YALI1_E23736g			0	0	17.19748057	15.82342379	0	28.81035098	0	14.64264359	16.4202785	16.41161126	17.11717601	No description in CLIB122	
YALI1_D10858g	YALI0D08448g1_1	Q6C9T8	9.338023759	0	10.93432949	20.34304698	9.305752921	9.059154475	19.60909314	18.82500213	0	10.43466596	0	weakly similar to uniprot|Q03976 Saccharomyces cerevisiae YDR175c RSM24 component of the mitochondrial ribosomal small subunit	
YALI1_E00318g			14.00635183	0	0	15.09029902	0	13.58806832	14.54585831	28.23612467	15.6595005	0	33.00788637	No description in CLIB122	
YALI1_C16333g	YALI0C11671g1_1	Q6CC79	73.39506668	0	85.94172204	79.07508797	0	35.21367461	37.69580116	0	0	0	0	similar to uniprot|Q9UVL1 Candida albicans Nonhistone protein 6	
YALI1_D32070g	YALI0D24343g1_1	Q6C7Y5	5.739152028	0	6.720241981	0	5.719318361	0	0	11.5698516	12.9744458	12.96759739	13.52509778	weakly similar to uniprot|P47045 Saccharomyces cerevisiae YJL054W TIM54 Component of the mitochondrial Tim54p-Tim22p complex involved in insertion of polytopic proteins into the inner membrane	
YALI1_F38526g	YALI0F30877g1_1	Q6BZU2	15.77127993	0	0	34.35800731	15.7167767	15.30028889	16.37876915	15.72384618	17.63274041	0	0	similar to uniprot|P40202 Saccharomyces cerevisiae YMR038c LYS7 copper chaperone for superoxide dismutase	
YALI1_A02546g	YALI0A02134g1_1	Q6CI34	0	0	6.058570295	0	5.156197117	2.482432489	2.657413137	5.158516397	0	0	0	weakly similar to uniprot|P14907 Saccharomyces cerevisiae YJL041w NSP1 nuclear pore protein	
YALI1_B08650g	YALI0B06600g1_1	Q6CFI8	3.921187721	0	0	4.224647214	3.907636672	3.804085983	8.234176442	3.909394344	8.864591371	0	0	"similar to uniprot|P38138 Saccharomyces cerevisiae YBR229c ROT2 glucosidase II, catalytic subunit singleton"	
YALI1_E17389g	YALI0E14366g1_1	Q6C5X3	18.31221587	0	0	0	0	17.76534272	38.45416932	36.91653735	0	20.46277248	43.15524473	"similar to uniprot|Q9Y763 Phanerochaete chrysosporium 1, 4-benzoquinone reductase"	
YALI1_F38088g	YALI0F30459g1_1	Q6BZW1	10.44701702	11.15879664	6.049803535	0	5.148736093	5.012296803	10.84942255	0	5.776396057	11.67389757	0	similar to uniprot|P40483 Saccharomyces cerevisiae YIL108w unknown function	
YALI1_B28215g	YALI0B21604g1_1	Q6CDS3	11.58616098	0	0	0	11.54612091	11.24015368	36.72964502	11.55131441	12.95365816	0	13.50342789	similar to uniprot|P23500 Saccharomyces cerevisiae YKR052C MRS4 (ohnolog of YJL133W) Mitochondrial iron transporter of the mitochondrial carrier family (MCF)	
YALI1_F07093g	YALI0F04620g1_1	Q6C2W3	16.33853652	0	19.13155785	17.60297076	16.28207294	32.0504445	16.96787573	0	0	0	0	similar to uniprot|Q6CCX8 Yarrowia lipolytica YALI0C05687g	
YALI1_D23067g	YALI0D18403g1_1	Q6C8M8	10.054091	0	2.879410391	8.087272015	4.955085371	2.385607965	0	0	0	0	0	uniprot|Q6C8M8 Yarrowia lipolytica YALI0D18403g UGT51/ATG26 UDP-glucose:sterol glucosyltransferase	2.4.1.173
YALI1_B26749g	YALI0B20438g1_1	Q6CDX6	12.08962105	0	14.15630367	13.02523305	12.0478411	0	0	12.05326027	13.51654087	13.50940633	0	"similar to uniprot|P42941 Saccharomyces cerevisiae YGR208W SER2 Phosphoserine phosphatase of the phosphoglycerate pathway, involved in serine and glycine biosynthesis"	
YALI1_B27588g	YALI0B21186g1_1	Q6CDU2	14.06065782	0	0	0	14.01206626	20.59268461	0	14.01836894	15.72021615	7.770357538	0	similar to uniprot|P37302 Saccharomyces cerevisiae YBR286w APE3 vacuolar aminopeptidase Y singleton	3.4.-.-
YALI1_E07347g	YALI0E06061g1_1	Q6C6U9	0	0	4.487544603	0	0	7.517829983	0	7.725945772	13.07938491	13.07248112	0	similar to uniprot|O74787 Schizosaccharomyces pombe SPBC26H8.03 Phosphatidylethanolamine N-methyltransferase	2.1.1.17
YALI1_E34494g	YALI0E29205g1_1	Q6C472	8.791030556	0	10.29382953	9.471365666	0	0	9.129649639	8.764590625	0	9.823434772	10.24576194	weakly similar to uniprot|P43599 Saccharomyces cerevisiae YFR018c	3.4.-.-
YALI1_F36742g	YALI0F29161g1_1	Q6C004	31.98260327	0	0	22.82506313	0	0	0	0	23.68601754	11.70777954	0	"weakly similar to uniprot|Q12746 Saccharomyces cerevisiae YML125C (ohnolog of YML087C) PGA3 Putative cytochrome b5 reductase, localized to the plasma membrane"	
YALI1_C28063g	YALI0C20075g1_1	Q6CBC5	45.19805936	0	52.92452517	0	0	43.84827157	46.93902992	91.11709134	0	50.50604535	52.67739127	"similar to uniprot|P40422 Saccharomyces cerevisiae YHR143W-A RPC10 RNA polymerase subunit, found in RNA polymerase complexes I, II, and III"	
YALI1_E10210g	YALI0E08360g1_1	Q6C6L9	15.63552152	0	9.054434694	8.3309969	0	15.16858475	0	0	17.48095864	8.640676278	0	similar to uniprot|P10356 Saccharomyces cerevisiae YER152C Protein with 2-aminoadipate transaminase activity	
YALI1_B21628g	YALI0B16610g1_1	Q6CED1	23.27840268	0	0	12.40331513	35.02066247	11.16857215	0	0	12.87116439	12.8643705	0	similar to uniprot|P53011 Saccharomyces cerevisiae YGL100w SEH1 nuclear pore protein	
YALI1_C29676g	YALI0C21516g1_1	Q6CB67	8.684983714	0	0	0	8.654969686	0	0	35.40277305	19.63405916	9.704933962	30.89842416	weakly similar to uniprot|Q15166 Homo sapiens Serum paraoxonase/arylesterase 3	
YALI1_E40305g	YALI0E33957g1_1	Q6C3L0	16.71409617	0	39.57384898	0	0	32.78716004	17.35790146	0	37.78539648	18.67697223	0	similar to uniprot|P06633 Saccharomyces cerevisiae YOR202w HIS3 imidazoleglycerol-phosphate dehydratase singleton	4.2.1.19
YALI1_E35580g	YALI0E30217g1_1	Q6C430	4.621130176	0	5.411097818	0	0	2.217137769	2.373418434	0	2.555129189	2.553780495	2.663572122	similar to uniprot|Q05022 Saccharomyces cerevisiae YMR229c RRP5 processing of pre-ribosomal RNA	
YALI1_F27834g	YALI0F20966g1_1	Q6C0X5	10.38689424	22.43360059	12.16250108	0	0	10.07670165	0	0	11.61284377	11.60671407	0	weakly similar to uniprot|O13844 Schizosaccharomyces pombe Putative tricarboxylate transport protein	
YALI1_C28593g	YALI0C20625g1_1	Q6CBA7	0	0	32.28955729	14.69296722	0	0	43.23285019	27.49265959	0	0	64.98566879	similar to uniprot|Q07505 Saccharomyces cerevisiae YDL086w Putative carboxymethylenebutenolidase	
YALI1_E17484g	YALI0E14487g1_1	Q6C5W8	0	0	0	107.6837428	0	0	183.2615132	0	0	0	0	weakly similar to uniprot|Q7S3S1 Neurospora crassa NCU04946.1 predicted protein	
YALI1_C05857g		Q6CD23	0	0	17.26736002	15.88771996	14.69553172	14.30610646	15.31450922	0	0	16.47829745	0	No description in CLIB122	
YALI1_B15692g	YALI0B11880g1_1	Q6CEY4	12.86290994	0	0	13.85836653	25.91934276	0	13.35837253	12.82422341	14.38109989	14.373509	0	"highly similar to uniprot|Q08235 Saccharomyces cerevisiae YOL077C BRX1 Nucleolar protein, constituent of 66S pre-ribosomal particles"	
YALI1_A07472g	YALI0A07997g1_1	Q6CHK3	2.488516012	0	5.892042011	5.421275363	5.014471824	2.414199358	5.225681957	0	0	0	0	weakly similar to uniprot|Q12276 Saccharomyces cerevisiae YOR227W (ohnolog of YPL137C)	
YALI1_C08548g	YALI0C06446g1_1	Q6CCU5	6.73181661	0	7.882599445	0	0	26.70185254	14.13626934	13.57101516	0	0	0	"uniprot|Q6CCU5 Yarrowia lipolytica YALI0C06446g DLD2 Lactate dehydrogenase, putative"	
