NCBI_CBS6556	Uniprot_DMKU3_1042	Gene_name_DMKU3_1042	standard_A	standard_B	standard_C	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	OsmoticStress_A	OsmoticStress_B	OsmoticStress_C	Protein_name	ec_number
KMXK_0C07290	W0T8R1	KLMA_30722	0.847100562	7.493482609	12.57441801	25.54523629	2.384648611	0.485674824	6.849185544	9.097693128	17.24419487	9.787795358	5.260105604	7.783201524	 Glycerol-3-phosphate dehydrogenase - GUT2	1.1.5.3
KMXK_0D04660	W0TBS0	KLMA_40444	186.1904373	965.4650671	871.4101996	345.2153777	225.8623634	99.14306389	575.2554998	1083.222113	980.4175089	656.3547811	1055.022989	768.9891517	 FK506-binding protein - FPR3	
KMXK_0C04750	W0T830	KLMA_30477	142.0655937	106.462681	86.17348239	70.2937432	15.81775846	21.37819566	100.8752235	47.48905849	91.25305452	71.54168327	102.4036283	44.75967604	 D-3-phosphoglycerate dehydrogenase 1 - SER3	
KMXK_0G01680	W0TGI5	KLMA_80159	257.527871	423.3971129	54.65066681	24.45135285	59.24501096	NA	217.546728	227.1781804	3.308495926	44.72422436	147.0237461	156.0225826	 Cytochrome c oxidase polypeptide 5A - COX5A	
KMXK_0B00330	W0T6Q3	KLMA_20023	1.578313292	9.477058153	19.17247623	261.006234	27.73123098	16.60629326	51.68263127	9.505956624	7.499141676	72.80512691	129.1632733	97.09925631	 Trehalose-phosphatase - TPS2	
KMXK_0D02190	W0T9W1	KLMA_40191	32.59729909	36.77154255	29.18147392	41.91423636	12.88905341	3.663814338	43.65228199	37.25399736	7.682922206	43.46925436	3.60673597	3.90705506	 Glutaminyl-tRNA synthetase - GLN4	
KMXK_0A02900	W0T5T0	KLMA_10549	11.23687301	44.62480431	16.07684787	22.70802242	40.88884428	30.92396831	30.11467368	51.41339024	30.42333909	35.8386155	30.96743678	28.18727568	" 1,4-alpha-glucan-branching enzyme - GLC3"	
KMXK_0E00560	W0TF11	KLMA_50050	17.10397513	54.66409323	43.55968449	57.63238212	27.53410785	NA	39.54597845	39.03651236	48.13847456	72.02361822	18.16570361	37.97136372	 Serine hydroxymethyltransferase - SHM1	2.1.2.1
KMXK_0A04590			0.539765285	12.72190488	3.233164094	4.130793118	19.37257647	63.14189934	13.94372009	2.616541652	1.835705616	0.121568102	0.269626161	41.67288165	No description in DMKU3-1042- NA	
KMXK_0C04570	W0TCC0	KLMA_30459	NA	5.894040477	NA	0.103738086	NA	NA	6.67875483	9.428075022	NA	NA	NA	NA	 Damage response protein 1 - DAP1	
KMXK_0A07870	W0T294	KLMA_10065	20.45525263	10.71163326	52.59320664	5.998734787	1.274969116	NA	15.38729935	4.629062285	5.779143866	11.78791492	37.86724911	20.32983153	 Histidine biosynthesis trifunctional protein - HIS4	3.5.4.19; 3.6.1.31; 1.1.1.23
KMXK_0A08150	W0T4A3	KLMA_10034	296.7125302	723.4918773	9.951114648	46.19638998	44.14694059	NA	217.3209983	397.3310197	74.43300516	23.7934237	37.58552456	112.4126055	 Cytochrome b-c1 complex subunit 7 - QCR7	
KMXK_0B06280	W0T626	KLMA_20614	43.32470281	69.38265851	68.64793899	190.0341709	31.53432778	5.156197684	109.7478152	33.94178321	180.7286327	56.69471869	6.742065756	9.188616051	 Profilin - PFY1	
KMXK_0B01790	W0T6D1	KLMA_20165	70.79326313	400.0883901	37.27577042	59.30452617	58.02592368	22.55939977	217.9600383	246.5097538	89.47048577	13.97594445	1.351466902	41.08486845	 Adenylate kinase - ADK1	2.7.4.3
KMXK_0B03090	W0T553	KLMA_20294	578.4564434	389.5833485	268.6272928	146.3033873	25.57399711	NA	283.5442894	270.2251338	285.8339295	192.2095619	324.6975572	123.6322772	 Rab GDP dissociation inhibitor - GDI1	
KMXK_0A02230	W0T5A2	KLMA_10616	23.99877553	16.72018092	29.65656279	91.30498459	15.85092039	0.641159465	33.47056405	39.55544122	7.6122965	43.21857908	29.25068929	4.345333484	 Coronin - CRN1	
KMXK_0A07690	W0T2R5	KLMA_10083	62.83687317	125.1475935	251.8550982	207.8058721	171.1583672	100.319821	130.0716688	185.2711892	41.96620897	238.5051613	262.3439733	257.2569855	 Ribosomal_L37e super family - RpL37a	
KMXK_0C03810	W0TC41	KLMA_30384	15.70234389	73.08726223	36.22151399	18.11243411	44.95607513	2.132152547	89.11863346	90.02616984	41.00825339	90.82655557	136.7245869	27.65267489	 T-complex protein 1 subunit beta - CCT2	
KMXK_0H01730	W0TG27	KLMA_70175	6.693977491	6.966532783	2.611538401	3.858110265	NA	NA	11.32067977	3.656903385	5.160003524	1.742179489	18.59794876	0.262654799	" Protein ARG5 - ARG5,6"	
KMXK_0B04790	W0T804	KLMA_20468	50.05649824	93.49111848	40.20094939	68.82577378	4.827772311	NA	140.0505514	136.798705	95.42825376	178.3030181	38.51344401	42.39314472	 NADH-cytochrome b5 reductase - MCR1	1.6.2.2
KMXK_0A06220	W0T702	KLMA_10237	93.98418673	77.04575041	225.304477	759.9533662	14.23395019	16.45148369	109.6163881	6.062241306	99.86135153	212.3408171	21.73653101	71.80386229	 Uncharacterized protein YLR301W - HRI1	
KMXK_0A02960	W0T3I1	KLMA_10545	NA	19.69704255	163.4598869	NA	NA	NA	NA	0.040434073	NA	NA	NA	NA	 High-affinity glucose transporter - HGT1	
KMXK_0B04910	W0T5P8	KLMA_20479	59.89599496	62.10706145	54.32226761	68.19209147	41.32963114	NA	67.59524747	76.41778567	1.885055407	172.1562824	231.9954988	134.7411556	 Protein SIS1 - DNAJB13	
KMXK_0A05160			2098.344246	3328.780001	1204.522116	2611.806671	3502.68573	820.7055886	3444.835277	3144.607435	1839.600435	2068.860897	1339.694065	1642.83893	No description in DMKU3-1042- NA	
KMXK_0C02250	W0T7Y2	KLMA_30225	3.734008695	3.513421607	4.887043346	2.012725874	3.520071672	NA	0.721260462	5.02306136	0.536341469	2.786620498	3.775395747	6.414648922	' S-methyl-5''-thioadenosine phosphorylase - MEU1'	2.4.2.28
KMXK_0F03480	W0TD08	KLMA_60226	52.33232143	72.425364	134.6252593	47.79257264	4.428936561	17.04717402	71.45153096	21.89851204	137.7394569	129.5893588	155.4308156	90.062477	 2-isopropylmalate synthase - LEU4	
KMXK_0A05460	W0T771	KLMA_10317	1.711652456	14.28684581	14.75486053	19.34108418	8.98490368	4.876072356	17.48738846	18.37190862	20.23748104	26.03002239	31.58184142	10.01991291	 GMP synthase - GUA1	
KMXK_0D05140	W0TAS9	KLMA_40491	116.4661384	128.470351	109.8052609	136.7652268	4.320765623	8.570767017	65.07916247	55.89095123	146.699962	70.24396704	17.58205181	12.81243886	 Homoserine dehydrogenase - HOM6	1.1.1.3
KMXK_0A00480	W0T498	KLMA_10795	0.257480627	7.548684786	12.44347598	NA	NA	NA	5.64538491	6.417479657	1.463334248	1.387801857	7.614225312	0.162529161	 Medium-chain fatty acid ethyl ester synthase/esterase 2 - EHT1	
KMXK_0E01490	W0TDC9	KLMA_50142	0.13037592	4.075435595	7.480062299	68.76508395	68.12988829	21.46538616	6.736332289	1.509812495	1.880643372	4.570099131	1.929340689	0.560636865	 Eukaryotic initiation factor 4F subunit p150 - TIF4632	
KMXK_0C00510	W0T8I3	KLMA_30048	2.003713752	7.501090826	7.854507979	5.828778957	12.28911583	3.444191373	10.26352626	27.96395718	4.728655018	8.128382796	31.94121132	15.38845081	 Actin-related protein 3 - ARP3	
KMXK_0G03740	W0TH20	KLMA_80369	1.45930381	0.28489467	2.301204479	1.033479037	0.605467005	1.003166763	3.405118299	4.873104446	3.886705731	1.988308884	4.00214056	6.825167401	 Isoleucyl-tRNA synthetase - ILS1	
KMXK_0C05730	W0TA18	KLMA_30573	NA	10.90409435	14.19700335	0.899308716	9.23442139	NA	0.464653546	15.00591315	NA	2.189218477	16.52651639	0.538834687	 Conserved hypothetical transmembrane protein - KLMA_30573	
KMXK_0C02970	W0T9V1	KLMA_30301	7.847163829	1.848409258	15.42262249	3.776395205	NA	11.08532351	17.46295885	0.894630688	4.524905659	3.978152606	31.741057	14.69293617	 Translation initiation factor RLI1 - RLI1	
KMXK_0B07340	W0T6W7	KLMA_20717	32.00516079	74.3481103	38.46132769	77.94522929	72.01884758	40.90701019	120.2184477	86.19998266	10.96372259	146.084905	36.60643241	29.67613342	 Eukaryotic translation initiation factor 2 subunit beta - SUI3	
KMXK_0G03090	W0TGV0	KLMA_80299	4.719295612	15.69076562	6.253189322	7.78986943	5.372440172	NA	11.1361219	4.020741877	0.121803356	19.83353408	10.55861768	11.6170132	 L-aminoadipate-semialdehyde dehydrogenase - LYS2	
KMXK_0E02870	W0TBC7	KLMA_50283	1.457374982	4.099409164	0.939238905	0.35182654	NA	NA	2.11978089	0.413299013	1.222470046	1.603924636	0.609224085	0.625099747	 Phosphoribosylformylglycinamidine synthase - ADE6	
KMXK_0B04970	W0T5Q3	KLMA_20484	23.72335839	36.49822534	19.13415595	31.19803704	46.36451908	23.91997846	54.06557327	29.62081733	12.31961015	34.31980516	22.01824359	20.47616877	 Cysteine desulfurase - NFS1	
KMXK_0C06400	W0TAW6	KLMA_30641	4.002873068	19.44625805	14.88023928	39.50951671	67.10157022	12.8420035	9.78620512	31.40673127	12.07392136	21.49513956	11.15018794	17.97122714	 Probable hydrolase NIT3 - NIT3	
KMXK_0B05060	W0T827	KLMA_20493	24.6814448	19.73511164	25.36559857	16.0945441	3.204898056	9.192400859	32.83207027	19.71226563	18.82360219	25.71739458	31.58092849	14.44011181	 Phenylalanyl-tRNA synthetase beta chain - FRS1	
KMXK_0G02680	W0THL8	KLMA_80257	10.80236502	5.75336292	2.218781086	17.85964267	0.986688496	NA	15.81475671	13.5894147	12.65411922	10.54225798	20.95965289	0.996777931	 Uncharacterized protein YKL054C - DEF1	
KMXK_0B00460	W0T609	KLMA_20035	1.186738621	6.8289986	7.777070551	5.400115358	11.97126755	1.361161232	14.89004931	5.939807385	0.089159006	22.45936333	18.77180822	1.942598691	" Lon protease homolog, mitochondrial - PIM1"	3.4.21.53
KMXK_0B08220			23.99390139	34.45090051	118.1729028	9.048081344	14.36090056	11.92979337	17.5613771	142.3017693	7.929009536	95.81195278	73.77065095	23.16970703	No description in DMKU3-1042- NA	
KMXK_0F02690	W0TDZ5	KLMA_60304	16.29346329	5.267698704	2.343223554	0.502626467	NA	NA	7.207604291	0.663833569	NA	7.577851726	5.520213709	2.787544699	 Clustered mitochondria protein homolog - CLU1	
KMXK_0B07400	W0T800	KLMA_20725	0.804702174	1.474092801	28.81635699	4.919686016	1.589777305	10.71144627	2.606691176	1.190407368	12.68612827	3.265987052	31.53871898	6.751177561	 NADPH--cytochrome P450 reductase - NCP1	1.6.2.4
KMXK_0B02800	W0T6P0	KLMA_20265	1.900633593	4.310329298	0.267804898	0.363956615	NA	NA	2.012683334	2.6161553	0.398053447	2.009279416	0.241198562	0.452776164	 FACT complex subunit SPT16 - SPT16	
KMXK_0D06390	W0TAG3	KLMA_40608	274.147309	373.0227223	370.7318704	225.4995036	47.20229626	18.11064129	405.2305646	320.2241003	36.17321173	423.5864126	540.4244074	145.2815315	 Eukaryotic translation initiation factor 3 subunit G - TIF35	
KMXK_0E05630	W0TEI1	KLMA_50567	36.36896909	31.37858595	47.48314841	70.79900406	77.88260399	63.17189542	63.09354383	46.40170541	24.51570188	94.91222147	56.71338844	54.98041782	 T-complex protein 1 subunit zeta - CCT6	
KMXK_0C03640	W0T8A9	KLMA_30370	15.75624301	29.54385448	28.75863445	9.759114065	7.366926062	4.530524619	23.87488991	26.30300407	1.283150313	4.185097759	7.645834327	4.120652774	 Glycogen [starch] synthase - GSY2	2.4.1.11
KMXK_0A06760	W0T4T5	KLMA_10179	89.37846401	126.9978646	158.1420185	114.6996619	82.02058551	1.632639919	85.94401346	202.3061093	25.64554523	583.8993057	604.7313817	650.7460535	 Glycerol-3-phosphate dehydrogenase [NAD(+)] - GPD1	1.1.1.8
KMXK_0A01600	W0T401	KLMA_10680	11.15369658	4.270188629	12.1799632	10.39288364	4.908678324	NA	23.71199847	8.383885967	0.255318008	8.860917203	14.62103717	20.43126656	 Cell division control protein 3 - CDC3	
KMXK_0B07490	W0T6D8	KLMA_20734	NA	0.382274039	0.087554388	0.449923746	0.182165789	NA	0.075539876	0.251186822	NA	0.376001456	1.924185811	3.893041139	 NAD-specific glutamate dehydrogenase - GDH2	1.4.1.2
KMXK_0B01410	W0T694	KLMA_20130	2.44310426	135.8485564	952.9273618	11.50559705	28.32428921	21.25077139	156.6561618	74.71266475	49.07953885	138.0536091	137.241311	273.7682962	 Glutathione S-transferase omega-like 2 - ECM4	
KMXK_0B06100	W0T8A8	KLMA_20598	52.75195954	38.33735249	14.53735666	17.99336702	32.17052166	13.56057415	25.94040367	66.85533795	6.644618172	42.09757729	65.47804567	15.89377587	 Phosphoribosylaminoimidazole carboxylase - ADE2	
KMXK_0E03020	W0TDS0	KLMA_50297	19.40676319	63.71008869	32.10222354	55.04653655	52.3958494	5.949644971	27.48320257	53.22430867	24.49579132	41.88792369	100.6312044	48.1441541	 Threonine dehydratase - ILV1	4.3.1.19
KMXK_0D01880	W0T9T0	KLMA_40161	12.9283409	10.6849822	4.354670914	3.243068114	0.915436472	0.997557879	4.796649728	3.571043049	1.270308373	16.26734532	8.719643931	3.342648232	 Pentafunctional AROM polypeptide - ARO1	
KMXK_0B06760	W0TAI7	KLMA_20661	NA	12.12243603	90.94569407	9.26034006	50.47431138	61.01133502	2.646937538	9.717599521	41.30940822	9.893125128	4.260079442	47.78459955	 Proteasome endopeptidase complex - PRE8	3.4.25.1
KMXK_0H00960	W0TE80	KLMA_70099	NA	1.424571059	0.31144591	1.390656333	2.42908957	2.415168114	0.072847457	2.114242515	2.49394793	2.046658807	1.768909784	0.236968568	 EH domain-containing and endocytosis protein 1 - EDE1	
KMXK_0G01970	W0TFT2	KLMA_80186	0.287648082	2.033382151	3.838832576	NA	NA	NA	0.148539587	1.588064171	1.100189514	0.110861905	3.16126943	0.225681318	 Eukaryotic translation initiation factor 3 subunit C - NIP1	
KMXK_0G00300	W0TH05	KLMA_80022	1965.668929	6391.151469	595.3949939	575.8414564	2806.950576	1372.224071	4864.317093	4864.382483	808.5003493	1590.005659	1531.318761	2035.682119	 ATP synthase subunit epsilon - KLMA_80022	
KMXK_0E00450	W0TCD4	KLMA_50039	8.638630388	9.815069447	9.651952508	0.417682825	2.990243507	0.409121154	2.285162895	5.006713265	0.558960683	9.397368506	13.97362846	8.012324956	' Uncharacterized protein in HIS3 3''region - KLMA_50039'	
KMXK_0A04040	W0T4S1	KLMA_10431	63.66068825	119.4476108	87.66853926	39.64693249	20.91812187	16.8330319	96.45097699	93.56035468	67.27687996	124.4166274	96.21856773	73.62197258	 DUF500 super family - LSB3	
KMXK_0C04200	W0T9I6	KLMA_30423	8.140292366	8.035674748	3.292600324	20.22964479	25.28836271	10.20941054	9.063354132	23.92430634	0.106275083	10.99083288	14.87499527	8.640465605	 Protein SSD1 - SSD1	
KMXK_0A03250	W0T504	KLMA_10516	1.152793213	389.6179559	NA	24.92932311	1364.739353	1342.430382	NA	45.44600141	NA	NA	NA	NA	 Polygalacturonase - PGU1	
KMXK_0D00240	W0TD48	KLMA_40010	118.2856268	73.45688546	53.04527222	91.72693724	92.83080509	3.70659053	70.53211919	81.74346973	50.10032924	124.7955542	87.1101201	135.059927	 Uncharacterized protein YMR315W - KLMA_40010	
KMXK_0B07910	W0T8U2	KLMA_20778	3.589184822	4.947930892	9.235318896	7.19810542	16.2324389	17.91911122	6.037097716	13.7763557	4.338102579	5.534238613	9.145989966	17.20953858	 Protein KES1 - KES1	
KMXK_0B00570	W0T8T6	KLMA_20046	12.30882036	21.19463176	21.67216622	32.26678969	45.47492899	26.55285703	18.72894646	36.42366006	2.05305413	16.82453923	77.41129624	20.59576373	 Tryptophan synthase - TRP5	4.2.1.20
KMXK_0A06820	W0T339	KLMA_10173	0.770279934	1.263448697	3.851402962	0.868436248	14.51488248	3.056438523	1.066483107	47.13629148	7.287669435	1.129554264	0.775894684	4.969518516	 Actin-related protein 2 - ARP2	
KMXK_0B08260	W0TAZ2	KLMA_20811	4.23189815	0.063412413	0.456667567	3.728539037	75.0649062	16.53348916	1.526375814	2.419554593	NA	NA	11.2675875	34.78661143	 Nicotinate phosphoribosyltransferase - NPT1	6.3.4.21
KMXK_0F02960	W0TDX5	KLMA_60279	0.631558831	12.78678839	0.679140145	4.471156398	2.20449082	0.788166679	1.943741553	21.1921353	0.836162498	14.51598314	NA	9.463593116	' 3''(2'')5''-bisphosphate nucleotidase - MET22'	
KMXK_0B01210	W0T4N2	KLMA_20109	28.63397549	8.146999641	32.98661458	2.411278956	0.08017196	NA	27.51290484	16.98769899	14.07795976	8.629031064	28.70726421	8.449710961	 Cell division control protein 10 - CDC10	
KMXK_0C04850	W0T9Q5	KLMA_30488	10.99490935	16.54740449	27.27994256	11.27635338	4.50054856	14.07363818	21.17455086	20.77890897	21.61654538	16.51515879	34.07134795	17.58353767	 UPF0674 endoplasmic reticulum membrane protein YNR021W - KLMA_30488	
KMXK_0G03990	W0TIQ0	KLMA_80395	19.91371392	26.16966738	23.64391599	18.48991977	27.947771	7.171771608	2.841741716	36.92284488	18.32663152	24.41842619	30.41133479	27.43340535	 Acetylornithine aminotransferase - ARG8	
KMXK_0C04760	W0T9P5	KLMA_30478	34.76910935	26.44317055	27.00641576	43.55149193	80.80990363	72.8879958	38.09788103	36.50194558	29.31885607	69.37028978	72.37944385	28.83006608	 26S proteasome regulatory subunit RPN2 - RPN2	
KMXK_0D06000	W0TAZ8	KLMA_40571	146.1692558	168.987671	153.8997813	332.186142	211.5283361	74.50356497	77.70138849	143.7585469	61.16486486	130.8843734	2.126574106	5.590638265	 Guanylate kinase - GUK1	
KMXK_0C05210	W0T899	KLMA_30527	23.49730459	19.82110619	2.943523898	6.94146299	NA	NA	17.11130589	11.66213101	NA	33.8403105	14.18635263	4.750691484	" Homoaconitase, mitochondrial - LYS4"	4.2.1.36
KMXK_0H03100	W0TGF9	KLMA_70310	0.133034258	0.213419775	3.23000625	NA	0.222410262	NA	NA	0.8847937	NA	0.132114088	3.384160933	1.985916061	 Mitochondrial respiratory chain complexes assembly protein AFG3 - AFG3	
KMXK_0B01630	W0T6B4	KLMA_20150	0.029761044	2.19079394	0.043783532	0.217123916	1.545300082	NA	0.077505126	2.692573242	NA	0.257786675	2.378708933	1.929038897	 Mitochondrial respiratory chain complexes assembly protein RCA1 - YTA12	
KMXK_0B00390	W0T505	KLMA_20027	NA	NA	NA	NA	0.752878292	NA	NA	0.345410176	NA	1.907142249	1.173101922	3.626984682	 Uncharacterized protein - KLMA_20027	
KMXK_0C00690	W0T7I8	KLMA_30065	27.2892939	45.8647883	24.75104568	28.47962537	1.076292585	NA	15.30636681	60.47158663	8.389710816	31.56520227	11.96724465	2.903788716	 F-actin-capping protein subunit alpha - CAP1	
KMXK_0G03030	W0TGU4	KLMA_80294	45.31536547	285.7847172	19.67712835	157.6047722	46.22278758	1.260857592	231.0968007	128.5815478	109.1343462	64.33406979	4.054064724	7.309010998	 Spermidine synthase - SPE3	
KMXK_0G01640	W0TI26	KLMA_80155	9.515383544	3.904077561	1.568191726	7.777676501	2.07268303	2.082979478	3.372275083	1.835242501	1.060526488	1.631636425	1.583837208	4.555599781	 Protein transport protein SEC24 - SEC24	
KMXK_0C05920	W0T8E4	KLMA_30592	3.071690528	9.530437317	6.645869961	10.32723918	0.570152325	NA	8.744267756	7.042673467	0.422247766	9.51139647	1.512801494	6.683425723	 Eukaryotic translation initiation factor 3 subunit B - PRT1	
KMXK_0E01920	W0TDG9	KLMA_50187	3.123555172	11.34486389	3.203646388	7.793424577	3.313623616	3.819137211	8.871351925	20.64571061	5.264798861	10.17144236	15.04173558	20.94104801	 DNA-directed RNA polymerase subunit beta - RPB2	2.7.7.6
KMXK_0A04060	W0T5F3	KLMA_10429	44.51927392	45.28927932	38.25124898	29.60401418	20.73398318	9.451947107	34.21620593	45.92537786	14.7474138	83.79936151	73.67107059	49.73031488	 NADH dehydrogenase - KLMA_10429	
KMXK_0F04170	W0TCT8	KLMA_60151	33.18927146	758.2982147	6.300437249	13.48617407	124.4211701	NA	478.4810891	617.4208949	53.30525794	29.31272906	6.856826978	8.744412927	" ATP synthase subunit d, mitochondrial - ATP7"	
KMXK_0E01890			13.43561886	5.832915822	1.044635236	0.076472647	0.180206044	0.106839826	2.95715932	5.723122413	NA	5.713885477	11.94148328	4.559811414	No description in DMKU3-1042- NA	
KMXK_0F00490	W0TDW4	KLMA_60516	NA	0.802533388	0.204692258	0.215541372	0.637220119	NA	0.115411639	0.683706067	0.449158669	6.734857679	6.858697939	0.022398598	 T-complex protein 1 subunit delta - CCT4	
KMXK_0A02160	W0T4B1	KLMA_10623	NA	14.810113	25.72748678	108.6903315	26.35967598	24.36865559	16.73006217	20.45819495	8.941584464	57.56122657	56.82064963	39.99592646	 Mitochondrial intermembrane space import and assembly protein 40 - MIA40	
KMXK_0A03180	W0T7R5	KLMA_10522	5.485249049	4.949824589	16.14814024	2.796537049	NA	NA	7.119142953	5.703321005	9.358492153	1.000455911	3.61445312	4.033266229	 Probable quinone oxidoreductase - ZTA1	
KMXK_0B07150	W0T6A6	KLMA_20699	NA	0.260424683	0.295484894	0.440109737	1.285847968	NA	NA	1.152308138	NA	0.762398466	0.042130903	NA	 T-complex protein 1 subunit theta - CCT8	
KMXK_0F03890	W0TF87	KLMA_60180	1.230463275	1.700021493	NA	0.284212976	NA	NA	4.217256478	14.43763173	1.393451817	94.37370896	117.3198785	69.64940956	 Sugar transporter STL1 - STL1	
KMXK_0G02050	W0TI55	KLMA_80195	3.580307421	9.822570638	10.82231845	35.50948756	32.00973194	28.0505614	12.14663261	58.84901253	1.583843898	11.77925451	26.56993055	7.82984465	" 1,3-beta-glucanosyltransferase - GAS1"	2.4.1.-
KMXK_0G02060	W0TFU2	KLMA_80196	33.55490724	14.17537981	16.41977149	NA	0.591687574	NA	13.71540442	14.26877738	40.26311775	0.586748189	11.0916353	0.918468936	" 1,3-beta-glucanosyltransferase - GAS1"	2.4.1.-
KMXK_0A03420	W0T5M4	KLMA_10499	81.72989901	46.21252888	68.93308112	43.0387873	31.73973473	12.1740611	42.66341888	34.32400833	120.88566	63.9678718	90.63803909	77.44221357	 Carboxypeptidase - PRC1	3.4.16.-
KMXK_0B02910	W0T9G2	KLMA_20276	43.23107661	38.53536129	49.05206611	3.14087849	0.830300223	NA	25.54512251	31.05297797	11.95651247	27.41481423	46.28700887	17.59304494	 Methylenetetrahydrofolate reductase - MET13	1.5.1.20
KMXK_0D03920	W0T9U4	KLMA_40368	79.9523489	173.2968671	125.1390768	178.4919014	96.68494601	86.60425966	196.9056918	321.0667699	154.8729963	326.8718665	156.7892683	183.2506961	" Saccharopine dehydrogenase [NAD(+), L-lysine-forming] - LYS1"	1.5.1.7
KMXK_0A02180	W0T5A6	KLMA_10621	0.36696657	10.25444285	20.26717713	879.8231243	7.652970849	NA	10.32236759	7.545120222	16.43834786	45.03963323	7.674808095	11.79828189	 Cytochrome b2 - CYB2	
KMXK_0B03360	W0T6U3	KLMA_20320	0.462305154	0.641304424	0.668646627	0.277652301	0.21131356	NA	0.705817671	1.213218087	NA	0.969556722	2.265904827	NA	 Nucleolar protein 58 - NOP58	
KMXK_0E05400	W0TEE8	KLMA_50537	118.4367385	202.2409846	277.66135	80.53949945	26.38471516	83.28170443	168.4271454	125.4961972	104.383244	209.8525037	301.8510141	58.18730604	 Eukaryotic peptide chain release factor GTP-binding subunit - SUP35	
KMXK_0A04010	W0T5F9	KLMA_10434	10.19382047	32.07700797	5.750000868	16.17406504	4.270636814	NA	62.51838528	29.82502505	0.785214027	50.98511021	35.14985175	31.75391557	 Asparaginyl-tRNA synthetase - DED81	
KMXK_0D04940	W0TAQ9	KLMA_40471	29.71352627	39.33608205	NA	6.952331066	NA	NA	18.10101181	28.9650064	5.213624144	0.755884981	0.036040619	NA	 Dolichol-phosphate mannosyltransferase - DPM1	
KMXK_0G01740	W0TI35	KLMA_80165	22.46220498	90.56584479	32.9257136	11.65367046	0.970165729	0.873162852	88.18063315	77.06230676	67.74051977	29.21324355	4.762692236	30.32589493	 Histidinol-phosphate aminotransferase - HIS5	
KMXK_0C05490	W0T8B2	KLMA_30552	65.50139632	602.0775907	142.5240834	377.1157615	37.26856876	78.68915728	483.0611212	244.6818385	42.37842975	819.2639755	196.042829	153.1270169	 Eukaryotic translation initiation factor 3 subunit A - TIF32	
KMXK_0F05570	W0TGU5	KLMA_60023	10.6546933	58.245014	16.95465423	61.39366108	116.3641266	22.75865825	60.21250281	100.7950222	4.598709448	12.85711725	19.98373027	11.27225183	 Nucleosome assembly protein - NAP1	
KMXK_0D02980	W0TBB5	KLMA_40274	2.570062544	5.106954983	8.24659337	1.106973505	NA	NA	3.73466164	4.213600456	0.567450086	6.057125728	4.985042501	1.722211588	' 5''-3'' exoribonuclease 1 - XRN1'	3.1.13.-
KMXK_0F05250	W0TE64	KLMA_60052	20.17868444	24.68872274	22.19662479	19.71514868	13.13338133	9.310399079	10.7040887	26.98305092	2.476612895	22.91011301	44.86820671	54.11565665	 Prohibitin-2 - PHB2	
KMXK_0E01840	W0TB47	KLMA_50178	3.988187992	17.22097419	12.57901301	30.65597702	97.8259084	62.11949174	NA	23.85161418	20.48189671	18.57710395	38.42000309	56.07062937	 Ornithine aminotransferase - CAR2	
KMXK_0G00960	W0TH66	KLMA_80087	242.1525158	635.1676662	387.9598423	559.9753418	659.0240968	132.5919814	365.6147794	364.1980142	350.8407503	202.6337551	326.7151253	249.1278085	 10 kDa heat shock protein - HSP10	
KMXK_0H01050			25148.69107	17752.57061	7197.087679	6026.00751	6198.407643	4399.067177	7490.096921	15066.67343	14012.35562	13502.60135	9190.128657	7698.032814	No description in DMKU3-1042- NA	
KMXK_0E03700	W0TFY8	KLMA_50365	27.8445051	34.73784331	0.889339204	1.63913426	NA	NA	26.94164281	23.24224115	0.461175006	5.722798345	0.75196076	NA	 Survival factor 1 - SVF1	
KMXK_0C05140	W0TCJ9	KLMA_30519	6.72870147	9.738663559	7.306286426	2.763594994	10.01136024	NA	4.572493689	14.94942668	2.002055213	11.68899566	11.67359803	0.77464104	 Coatomer subunit beta - SEC26	
KMXK_0E04840	W0TG83	KLMA_50480	1.433760123	4.992241864	6.886589849	13.11677413	NA	NA	0.420354516	0.44380409	NA	6.853742196	20.08187992	1.570234615	 Mitochondrial import inner membrane translocase subunit TIM44 - TIM44	
KMXK_0E02040			0.633034099	5.543290488	7.471306499	9.546324806	3.014700101	NA	8.882183671	9.514408592	4.618069604	3.051797691	4.011090549	0.041123246	No description in DMKU3-1042- NA	
KMXK_0D06330	W0TCT7	KLMA_40602	9.773713367	13.62439967	5.59497564	4.592485762	6.807250396	6.015288355	7.701318317	19.17869778	1.588258769	8.208456533	6.46830587	4.075742349	 Heterogeneous nuclear ribonucleoprotein A3 - NPL3	
KMXK_0E00850	W0TBC0	KLMA_50076	53.41498051	81.8435273	40.49141204	81.43544124	5.14263275	4.504201519	47.94466108	66.01031395	3.301660909	103.2926837	134.6482778	54.55669114	 Cysteine synthase - cysB	
KMXK_0B01610	W0T712	KLMA_20148	50.06578528	222.3586585	644.2472899	65.83026478	50.06180061	40.61711901	163.9089625	91.04741398	6.559028496	76.46308196	259.0168535	129.9183014	 Actin-interacting protein 1 - AIP1	
KMXK_0C05480	W0TAN3	KLMA_30551	2.045448673	0.28544245	1.53271307	2.754200641	1.814877778	0.297942606	1.29119616	2.756786382	0.89277786	2.406876056	4.980442533	0.087164581	 Vesicular-fusion protein SEC18 - SEC18	
