W29_NCBI	CLIB122_UNIPROT	CLIB122_NCBI	standard_A	standard_B	standard_C	standard_D	HighTemp_A	HighTemp_B	HighTemp_C	LowpH_A	LowpH_B	LowpH_C	LowpH_D	Protein_name	ec_number
YALI1_A10619g	Q6CHB1	YALI0A10615g1_1	7.088248204	NA	0.973811971	0.988230131	4.469151533	3.841933304	0.893027698	5.852352015	1.147676513	4.475511497	4.634387635	similar to uniprot|P39925 Saccharomyces cerevisiae YER017c AFG3 protease of the SEC18/CDC48/PAS1 family of ATPases (AAA)	
YALI1_C07638g	Q6CCW6	YALI0C05951g1_1	19.28160569	NA	17.47593713	22.58667472	12.05637428	37.17567042	28.3927913	34.00210125	14.54887881	13.71562125	25.56059874	uniprot|Q6CCW6 Yarrowia lipolytica YALI0C05951g OLE1 Delta-9 fatty acid desaturase	1.14.19.1
YALI1_B26763g	Q6CDX5	YALI0B20460g1_1	19.33638125	NA	12.09231584	54.3202997	34.13338111	84.45458755	50.00982134	60.05375799	7.436331149	8.456422824	74.78227677	similar to uniprot|Q9USP9 Schizosaccharomyces pombe Hypothetical coiled-coil protein with RNA recognition motif	
YALI1_E27279g	B5FVF1	YALI0E23185g1_1	145.7893668	5.153327151	96.77203632	88.64762656	155.8699362	91.30657514	116.3531706	34.63908516	32.10969927	6.603001534	7.496998061	"highly similar to uniprot|P31787 Saccharomyces cerevisiae YGR037C ACB1 Acyl-CoA-binding protein, transports newly synthesized acyl-CoA esters from fatty acid synthetase (Fas1p-Fas2p) to acyl-CoA-consuming processes"	
YALI1_D17899g	Q6C931	YALI0D14652g1_1	33.5517212	1.054408286	8.032100656	21.00009332	33.07952183	23.0517942	3.720975249	9.687020123	1.661517021	9.765945325	3.196937881	similar to uniprot|P32558 Saccharomyces cerevisiae YGL207w SPT16 general chromatin factor	
YALI1_C10492g	Q6CCN7	YALI0C07887g1_1	16.5413654	NA	11.18373617	5.073946052	14.00380889	14.00628141	2.949116306	17.26770669	14.5888375	14.17135466	13.68407843	similar to uniprot|Q03246 Saccharomyces cerevisiae YMR188C MRPS17 Mitochondrial ribosomal protein of the small subunit	
YALI1_A09798g	Q6CHD7	YALI0A09922g1_1	658.304952	114.3694643	501.3971358	544.749471	553.0067699	428.2180435	327.3438845	244.7195204	218.7105604	935.4626807	925.4430091	similar to uniprot|P0CX85 Saccharomyces cerevisiae YDL136W (ohnolog of YDL191W) SOS2 60S large subunit ribosomal protein	
YALI1_F19126g	Q6C1Q7	YALI0F14267g1_1	19.96012399	NA	18.21508123	18.58603362	18.01501461	20.0833263	20.93311379	25.16428131	23.17047398	22.72071743	29.64337074	some similarities with uniprot|Q9UT34 Schizosaccharomyces pombe Putative GTPase activating protein	
YALI1_B28025g	B5FVB8	YALI0B21527g1_1	139.6716203	NA	98.84968406	132.3091822	249.7876927	155.8837465	136.9449775	243.4409592	138.1764322	117.0240523	96.70253931	"weakly similar to uniprot|Q12233 Saccharomyces cerevisiae YPR020w ATPN_YEAST ATP synthase G chain, mitochondrial"	
YALI1_D11256g	Q6C9S3	YALI0D08778g1_1	24.84343707	NA	10.96198517	29.61755846	70.7215514	65.11367718	78.16667902	2.457906782	3.027323242	2.033104248	1.739380175	similar to uniprot|P53183 Saccharomyces cerevisiae YGL039w	
YALI1_E19958g			19.20581019	3.111391963	37.63078993	52.11541729	18.85748297	43.48078158	173.0930013	119.803529	56.98024512	43.87262786	32.51162542	No description in CLIB122	
YALI1_A02615g	Q6CI30	YALI0A02222g1_1	5.764116128	NA	1.927941053	NA	1.33127139	2.05278393	2.835582342	1.222587428	NA	NA	NA	weakly similar to uniprot|P38339 Saccharomyces cerevisiae YBR260c RGD1 similarity to C.elegans GTPase- activating protein	
YALI1_F37011g	Q6BZZ7	YALI0F29381g1_1	43.90982448	2.500455263	50.79550875	62.03391193	49.52167705	49.25060743	62.48844566	67.03726344	67.57361117	69.94632989	45.70794889	some similarities with uniprot|O93914 Aspergillus niger PDI related protein A	
YALI1_F20426g	Q6C1L5	YALI0F15191g1_1	8.3470316	NA	9.212937068	3.659140799	16.81653954	16.90761961	7.061462495	8.756201336	7.048752218	7.789986204	2.786056242	similar to uniprot|Q08968 Saccharomyces cerevisiae YPL222w	
YALI1_C29104g	Q6CB89	YALI0C21065g1_1	6.135621281	2.048286685	10.14109442	6.992561824	21.16339365	28.4962995	16.79479681	1.576529839	NA	1.917798932	2.19040909	some similarities with uniprot|P47011 Saccharomyces cerevisiae YJL137C (ohnolog of YKR058W) GLG2 self- glucosylating initiator of glycogen synthesis	
YALI1_B17838g	Q6CES4	YALI0B13398g1_1	69.64169886	34.78445564	77.16506506	29.52028602	39.45802471	83.38476929	67.83053458	40.69756673	28.38964098	32.36407683	73.07345262	similar to uniprot|P32642 Saccharomyces cerevisiae YER174C (ohnolog of YDR098C) GRX4 member of the subfamily of yeast glutaredoxins	
YALI1_F21396g		YALI0F15917g1_1	30.70205095	75.35139029	10.20305086	17.39675133	13.92640708	5.670397385	11.12081933	6.649944473	32.52086329	8.642072067	5.686750082	weakly similar to uniprot|Q06563 Saccharomyces cerevisiae SYM1 YLR251W Protein required for ethanol metabolism	
YALI1_F09017g	B5RSK9	YALI0F06061g1_1	152.3849705	NA	160.8682749	186.8580822	161.5181945	153.9516426	188.0201602	172.0432529	187.5657711	163.6256202	160.6298017	uniprot|B5RSK9/Q6ZY24  Yarrowia lipolytica YALI0F06061g NB5M/NUVM Accessory subunit of protein NADH:ubiquinone oxidoreductase (Complex I)	
YALI1_D25851g	Q6C8E1	YALI0D20416g1_1	30.82615836	NA	22.08080998	32.42273115	31.17254423	29.09187615	19.93889301	31.46444255	28.15958292	27.12016797	23.85945411	similar to uniprot|P22213 Saccharomyces cerevisiae YDR189w SLY1 hydrophilic suppressor of YPT1 and member of the SEC1P family	
YALI1_F28092g	Q6C0W3	YALI0F21219g1_1	25.22769153	NA	36.07201448	28.56556805	22.34242968	36.65354907	53.48267011	38.90519898	30.25650227	10.3039207	41.39551093	similar to uniprot|Q6CVT2 Kluyveromyces lactis hypothetical protein	
YALI1_D11442g	Q6C9R4	YALI0D08976g1_1	2.217946629	NA	2.192725732	8.986498905	2.870460722	7.269629311	9.764283769	9.165218514	10.86280188	3.402841219	8.794987054	similar to uniprot|Q12377 Saccharomyces cerevisiae YDL097c RPN6 subunit of the regulatory particle of the proteasome	
YALI1_E03067g	Q6C7A3	YALI0E02420g1_1	32.08404467	1.655210911	6.020376847	17.34892504	16.02979873	18.6541862	18.32422897	28.34927304	16.29738118	15.47077396	6.69155805	weakly similar to uniprot|P40557 Saccharomyces cerevisiae YIL005w related to protein disulfide isomerases	
YALI1_D22691g		YALI0D18139g1_1	8.661868027	NA	45.67024978	9.556400509	7.260011472	23.27863694	57.4059244	5.898106481	8.45915625	7.305348771	18.13676423	weakly similar to uniprot|E9EMM9 Metarhizium anisopliae hypothetical protein MAA_01122	
YALI1_E23292g	Q6C5B6	YALI0E19448g1_1	82.23648464	4.500962821	14.97499513	92.91768022	91.44895323	36.95433438	16.09138747	58.9007678	136.5219893	112.080412	48.19767188	"weakly similar to uniprot|P40553 Saccharomyces cerevisiae YIL010W DOT5 Nuclear thiol peroxidase, Disrupter of telomere silencing protein"	
YALI1_D10495g	Q6C9U9	YALI0D08206g1_1	6.681741962	NA	12.88638825	1.181573991	5.928108276	10.61269718	4.873251029	10.86960086	1.986203729	9.43952827	12.8068109	similar to uniprot|Q08108 Saccharomyces cerevisiae YOL011W (ohnolog of YMR008C) PLB3 phospholipase B (lysophospholipase)	3.1.1.5
YALI1_D14489g	Q6C9F3		46.41229954	14.04256675	30.29431013	20.65078272	46.35275832	29.03836959	23.80460019	25.69016448	2.553884727	2.277792095	10.0603162	No description in CLIB122	
YALI1_F19478g	Q6C1P3	YALI0F14575g1_1	36.10937943	5.522850214	83.25616819	30.75473771	32.37383066	67.909471	39.70622161	29.12209085	24.85224845	26.45162927	29.88725512	similar to uniprot|P32337 Saccharomyces cerevisiae YMR308c PSE1 beta karyopherin	
YALI1_B18384g	Q6CEQ4	YALI0B13882g1_1	67.61596994	NA	138.4083683	82.36220946	79.37304875	132.7990503	119.3097233	107.7571214	33.92790607	49.58280103	92.0475604	similar to uniprot|P39704 Saccharomyces cerevisiae YAL007C (ohnolog of YOR016C) ERP2 p24 protein involved in membrane trafficking	
YALI1_C18258g	Q6CC28	YALI0C13090g1_1	181.5298108	28.90052054	184.3600338	115.1130022	95.25551328	121.2297859	155.6964855	123.046582	120.7389163	109.1369544	147.2647113	"uniprot|Q6CC28 Yarrowia lipolytica YALI0C13090g GAL1 Galactokinase, putative"	
YALI1_C21682g	Q6CBU7	YALI0C15356g1_1	7.337431685	NA	5.030566232	6.812569667	7.979953381	10.66742528	5.470939189	4.311416745	NA	0.934381299	NA	"uniprot|Q6CBU7 Yarrowia lipolytica YALI0C15356g PEX1 Peroxisomal biogenesis factor 1 (Peroxin-1), ATPase of the AAA family"	
YALI1_E41399g	Q6C3H2	YALI0E34852g1_1	26.71404458	NA	29.48455171	21.62406356	20.28159482	23.11719362	29.07688225	NA	7.45974457	5.928295201	23.03018339	similar to uniprot|P32803 Saccharomyces cerevisiae YGL200c EMP24 component of the COPII-coated vesicles	
YALI1_A09593g	Q6CHE2	YALI0A09812g1_1	42.66600661	3.600133695	41.18377948	49.11945713	46.25879329	52.92618064	34.98281671	34.16735744	21.4707245	40.83868994	31.6539244	similar to uniprot|Q04371 Saccharomyces cerevisiae YMR027w HRT2 high level expression reduced Ty3 transposition	
YALI1_A19483g	Q6CGK2	YALI0A18612g1_1	59.63279916	9.737204936	62.44039953	71.61979196	64.19041523	107.7629429	99.74897822	79.58104334	53.19259855	39.26685262	60.38272855	similar to uniprot|P32496 Saccharomyces cerevisiae YFR052w NIN1 26S proteasome regulatory subunit	
YALI1_C12941g	Q6CCH6	YALI0C09284g1_1	59.96024778	7.211466509	66.81309746	52.83225627	51.5343386	82.36642168	46.34143361	105.1043295	125.0111719	122.4154456	111.9300354	"uniprot|Q6CCH6 Yarrowia lipolytica YALI0C09284g FAT4 Peroxisomal protein that binds AMP and mRNA, putative"	
YALI1_B12691g	Q6CF81	YALI0B09471g1_1	23.79524793	NA	23.74941438	33.27820071	57.58443684	53.68263788	79.81591584	50.72646112	36.37609572	28.58385499	29.54113833	similar to uniprot|O60121 Schizosaccharomyces pombe Stomatin family protein	
YALI1_E03320g	Q6C792	YALI0E02706g1_1	13.31124238	NA	8.153944357	2.291825318	5.082399664	11.08775267	3.180506705	2.388522995	2.121365427	1.762079337	2.576451285	similar to uniprot|P38181 Saccharomyces cerevisiae YBL079W (ohnolog of YER105C) NUP170 nuclear pore protein	
YALI1_B29883g	Q6CDL9	YALI0B22924g1_1	10.44335817	10.18137372	7.821480303	6.561541536	29.13424945	48.93628551	7.375938905	57.80230988	11.62764408	8.518784616	10.31163605	similar to uniprot|P47119 Saccharomyces cerevisiae YJR069c HAM1 controls 6-N-hydroxylaminopurine sensitivity and mutagenesis	3.6.1.9
YALI1_C23511g			11.68193549	5.660500618	16.67079617	17.00786244	12.23210681	13.65572187	17.36065141	3.190820106	11.59298226	9.666205713	2.765997163	No description in CLIB122	
YALI1_D34739g	Q6C7Q4	YALI0D26279g1_1	22.93039926	2.683713649	17.9008117	26.39772463	17.92459798	17.14473005	17.24651825	6.776403521	8.085170412	8.815068629	6.135579087	similar to uniprot|P39984 Saccharomyces cerevisiae YEL056w HAT2 subunit of the major yeast histone acetyltransferase	
YALI1_A18847g			114.7126075	11.00602329	110.2990277	48.46047714	78.79289539	111.9675467	103.2034985	87.94181683	6.857920978	23.48024105	33.32972251	No description in CLIB122	
YALI1_F06076g	Q6C2Y6	YALI0F04059g1_1	7.316198118	NA	2.105588942	7.103802751	17.58990782	19.96074122	8.059911294	10.45654531	NA	2.282726285	8.714903616	similar to uniprot|Q08601 Saccharomyces cerevisiae YOR197W MCA1 Metacaspase	3.4.22.-
YALI1_E02850g	Q6C7B0	YALI0E02266g1_1	38.23416221	8.807131835	7.417476501	18.53669033	NA	NA	NA	2.56753685	19.17538435	4.721700602	28.76419062	similar to uniprot|D5GHJ9 Tuber melanosporum hypothetical protein	
YALI1_E16068g	Q6C624	YALI0E13123g1_1	139.9704629	5.005327291	72.39536998	91.95189205	151.797137	138.2343561	140.6007412	115.1515525	104.5464652	99.85765676	89.94771764	"similar to uniprot|P07263 Saccharomyces cerevisiae YPR033c HTS1 histidine--tRNA ligase, mitochondrial"	
YALI1_D11343g	Q6C9S0	YALI0D08844g1_1	27.68696177	NA	6.436579504	16.74517851	40.08355903	27.55048997	26.84832534	NA	4.163318774	NA	3.307239568	similar to uniprot|Q12068 Saccharomyces cerevisiae YOL151w GRE2	
YALI1_E06573g	Q6C6X0	YALI0E05599g1_1	70.05073551	10.00598721	26.1264608	61.55129347	65.4762668	133.95133	21.44270846	61.22835797	61.18845667	51.27114497	44.84636894	similar to uniprot|Q9Y7G7 Neurospora crassa NDH64 64 kDa mitochondrial NADH dehydrogenase	
YALI1_D21100g	Q6C8T4	YALI0D17138g1_1	31.74358769	3.898988084	21.1072558	20.49369848	22.95545771	16.00877006	9.16478095	46.3551713	11.13087962	20.69091271	27.50568504	"similar to uniprot|Q01662 Saccharomyces cerevisiae YLR244c MAP1 methionine aminopeptidase, isoform 1"	3.4.11.18
YALI1_E41276g	Q6C3H6	YALI0E34771g1_1	46.58865626	2.104873672	48.79613668	41.39484686	16.45856265	28.84510206	5.736725729	1.627675409	NA	NA	NA	weakly similar to uniprot|P22580 Saccharomyces cerevisiae YDR242w AMD2 amidase	
YALI1_B28357g	Q6CDR9	YALI0B21692g1_1	34.11585897	NA	11.29604406	32.75173252	42.14885251	41.80059297	37.59621559	50.18854616	16.12077455	11.7085552	17.90225609	similar to uniprot|A2RA32 Aspergillus niger short- chain dehydrogenase/reductase	
YALI1_E25675g	Q6C524	YALI0E21648g1_1	31.22927063	NA	36.4732206	21.12304697	36.0417186	55.50180148	19.37667867	96.84084378	44.88255694	21.97957704	24.91454238	similar to uniprot|A3LYE0 Scheffersomyces stipitis PICST_48448 hypothetical protein	
YALI1_E28465g	Q6C4T2	YALI0E23947g1_1	10.76012817	NA	2.693362974	2.751250509	9.740206193	10.41697619	8.744751254	10.84049149	12.09180673	8.791728005	2.105463636	similar to uniprot|P07703 Saccharomyces cerevisiae YPR110c RPC40 DNA-directed RNA polymerase I and III 40 kDa polypeptide	
YALI1_F15418g	Q6C215	YALI0F11671g1_1	26.41232153	4.055310283	43.76435134	32.92517559	12.67988407	33.56899943	53.46951611	18.33755764	3.515453902	NA	6.010951184	some similarities with uniprot|Q6BHA9 Debaryomyces hansenii DEHA2G19976p	
YALI1_F10115g	B5RSL1	YALI0F06826g1_1	35.93816088	NA	15.46351081	40.11223993	34.57330905	11.89906919	41.04682092	13.24902254	12.94117203	14.71145452	NA	similar to uniprot|Q12306 Saccharomyces cerevisiae YDR510W SMT3 Ubiquitin-like protein of the SUMO family	
YALI1_E38131g	B5FVG3	YALI0E32164g1_1	35.01319938	85.40329729	46.20849624	22.6302971	49.90979188	86.22213722	56.37070876	39.06749531	13.11144953	23.87698068	36.93619237	"similar to uniprot|P81449 Saccharomyces cerevisiae YDR322C-A ATP21 ATP synthase e, mitochondrial"	
YALI1_F22321g	Q6C1F6	YALI0F16709g1_1	5.566794596	6.929992772	6.722162929	6.382723973	7.146411548	7.429650726	8.073934734	3.594010995	1.781092228	1.426845609	1.858162672	similar to uniprot|P11491 Saccharomyces cerevisiae YDR481c PHO8 repressible alkaline phosphatase vacuolar	3.1.3.1
YALI1_E31754g	Q6C4H2	YALI0E26829g1_1	22.40893461	NA	20.76700569	11.35043704	30.31323281	30.24374841	24.70234924	22.90584825	9.869441517	11.17569624	11.29921982	similar to uniprot|P04397 Saccharomyces cerevisiae YBR019c GAL10 UDP-glucose 4-epimerase	
YALI1_F21875g	Q6C1G7	YALI0F16401g1_1	38.34706706	NA	39.92459791	51.68036276	57.56145739	45.13288142	68.58612202	54.02497873	66.97195277	57.61464558	32.41990113	weakly similar to uniprot|P22580 Saccharomyces cerevisiae YDR242w AMD2 amidase	
NADH dehydrogenase subunit 5 (mitochondrion)			71.24624942	23.5226314	47.90546668	70.11375574	69.51079343	38.79539174	43.40273116	26.83315628	72.59928761	65.17234027	33.19450334	NADH dehydrogenase subunit 5 (mitochondrion)	
YALI1_F15905g	Q6C1Z7	YALI0F12067g1_1	32.9953957	NA	16.90251585	31.1230686	35.81992845	38.99267939	17.10501017	9.738327318	10.60286448	11.02116793	11.82814303	weakly similar to uniprot|Q7SDB1 Neurospora crassa NCU02099.1 predicted protein	
YALI1_F35868g	Q6C031	YALI0F28193g1_1	52.79598758	NA	8.610295398	52.01224569	34.15366566	1.394359569	1.31957516	NA	NA	NA	NA	similar to uniprot|P53322 Saccharomyces cerevisiae YGR260w TNA1 similarity to allantoate transport protein	
YALI1_E05731g	Q6C704	YALI0E04807g1_1	29.21292143	NA	14.4425002	19.26870345	23.26790588	17.55144361	10.08364604	13.45495967	10.11825702	10.68130825	12.63204481	"uniprot|Q6C704 Yarrowia lipolytica YALI0E04807g HMG1 HMG-CoA reductase, putative"	1.1.1.34
YALI1_B10449g			48.83656092	20.53899036	73.96334529	63.07273728	44.42621631	52.87904536	80.50523303	46.96417336	20.24676636	15.28087285	46.31224875	No description in CLIB122	
YALI1_E33760g	Q6C4A1	YALI0E28534g1_1	68.04890075	20.10503782	12.47584252	77.906355	100.7554808	12.6101984	2.693977958	19.94936438	83.30482858	89.68511331	24.58545506	weakly similar to uniprot|P33890 Saccharomyces cerevisiae YOR010C (ohnolog of YIL011W) TIR2 cold shock induced protein	
YALI1_C25352g	Q6CBJ6	YALI0C18205g1_1	46.85116874	2.619225572	20.87106725	9.551478235	82.05998426	26.99877075	23.33912686	24.33637889	81.32661696	55.33623106	24.38400898	highly similar to uniprot|P49017 Saccharomyces cerevisiae YML110c DBI56 Ubiquinone biosynthesis methyltransferase COQ5	2.1.1.201
YALI1_D15333g	Q6C9C4	YALI0D12320g1_1	3.341485128	NA	1.542868705	7.111834393	1.17605003	9.595713637	1.477802036	2.294980295	2.869649261	14.69479862	7.65513808	similar to uniprot|P12687 Saccharomyces cerevisiae YNL005C MRP7 Mitochondrial ribosomal protein of the large subunit	
YALI1_B02091g	W0TYP5	YALI0B01224g1_1	0.701258525	NA	2.963460182	0.904213327	0.62023734	2.179957307	NA	0.634700812	0.723883115	0.758273854	0.869322789	similar to uniprot|P23615 Saccharomyces cerevisiae YGR116w SPT6 transcription elongation protein singleton	
YALI1_B02550g	Q6CG19	YALI0B01628g1_1	6.927381818	NA	5.345347712	1.176450811	3.089244239	8.476864652	10.4639852	5.206595077	0.745774208	3.266211884	5.573880704	similar to uniprot|P53258 Saccharomyces cerevisiae YGR100w MIC1 MAC1P interacting protein	
YALI1_B19576g	Q6CEK6	YALI0B14927g1_1	8.086338823	NA	21.18575594	8.140282832	7.965817293	22.91901039	26.04970747	1.964487575	2.813634105	NA	3.49844935	similar to uniprot|P25332 Saccharomyces cerevisiae YCR036w RBK1 ribokinase	2.7.1.15
YALI1_B30275g	Q6CDJ6	YALI0B23430g1_1	10.22729163	4.608740464	10.68145105	13.05313191	16.13218512	23.55366074	19.94092309	11.59572767	10.88424718	10.18280534	9.555636214	weakly similar to uniprot|P31225 Candida albicans Corticosteroid-binding protein	
YALI1_B12409g	Q6CF88	YALI0B09273g1_1	324.9128124	NA	167.4659993	263.4280648	258.8543585	127.8404136	48.9987916	28.29741373	43.58154558	42.27531977	NA	"similar to uniprot|Q99385 Saccharomyces cerevisiae YDL128w VCX1 Ca2+-transport (H+/Ca2+ exchange) protein, vacuolar"	
YALI1_D17854g	Q6C933	YALI0D14608g1_1	18.41495839	NA	6.454931697	22.13058554	15.45675154	12.31770204	13.75835478	14.30182328	5.655053142	12.87625317	12.11871281	hypothetical protein conserved in the Yarrowia clade	
YALI1_D30324g	Q6C820	YALI0D23463g1_1	2.226281322	NA	2.954062369	0.906536737	2.249414192	6.775534932	5.842198988	3.137882329	4.163148158	3.96912906	9.200219612	similar to uniprot|A3GHG4 Scheffersomyces stipitis SEC7 Guanine nucleotide exchange protein for ADP- robosylation factor	
YALI1_B26235g	Q6CDZ0	YALI0B20086g1_1	6.769239765	1.509299789	34.96854685	37.13205345	13.89617737	53.06893668	66.88765356	131.5640531	21.67226406	2.790613425	46.50948679	weakly similar to uniprot|P10662 Saccharomyces cerevisiae YDR347W MRP1 Mitochondrial ribosomal protein of the small subunit	
YALI1_E19371g	Q6C5Q1	YALI0E16214g1_1	8.944466546	3.000250953	3.140916907	NA	NA	2.083113117	NA	10.83855329	11.70798024	2.578148225	3.541789132	similar to uniprot|P53212 Saccharomyces cerevisiae YGR021w	
YALI1_D20381g	Q6C8W0	YALI0D16467g1_1	3.30450655	NA	4.375477179	2.496014752	3.76386089	5.89601581	13.22531976	NA	NA	3.110072926	NA	weakly similar to uniprot|P29547 Saccharomyces cerevisiae YPL048w CAM1 translation elongation factor eEF1 gamma	
YALI1_E16493g	Q6C608	YALI0E13508g1_1	667.0184631	363.197808	564.5596955	421.6300783	577.3276054	514.2632604	602.1770222	612.6424906	335.9792807	390.3577966	354.9698068	similar to uniprot|P25294 Saccharomyces cerevisiae YNL007c SIS1 heat shock protein	
YALI1_E01614g	Q6C7G2	YALI0E01078g1_1	9.509095425	NA	12.8478251	12.69433909	1.201172299	10.39639839	23.91815576	2.618646408	3.073342773	2.360276902	5.665900161	similar to uniprot|P14743 Saccharomyces cerevisiae YLR195c NMT1 N-myristoyltransferase (Glycylpeptide N- tetradecanoyltransferase)	2.3.1.97
YALI1_F34675g	Q6C071	YALI0F27313g1_1	59.84583427	NA	33.21743181	50.98470099	63.12952797	71.00269302	74.48757027	63.82624151	19.37571027	50.81407337	59.93400209	weakly similar to uniprot|O13850 Schizosaccharomyces pombe hypothetical protein	
YALI1_D08946g	Q6CA02	YALI0D06974g1_1	92.25773643	3.898399014	105.2491093	85.24432264	84.09396713	92.34147165	65.02964633	48.42628958	13.57635166	16.37113312	27.21975605	similar to uniprot|Q05584 Saccharomyces cerevisiae YDR272W (ohnolog of YOR040W) GLO2 glyoxalase II (hydroxyacylglutathione hydrolase)	
YALI1_D04331g	Q6CAE9	YALI0D03399g1_1	1.72401712	2.262114544	15.36230712	8.591202151	1.803273591	20.23782484	18.23152954	13.97895277	8.992435729	1.896486413	2.824464901	similar to uniprot|Q91YE4 Mus musculus PAF67 67 kDa polymerase-associated factor	
YALI1_E20070g	Q6C5M3	YALI0E16819g1_1	31.27606601	24.99056115	3.299011521	12.85045509	16.46166781	19.09472273	9.965194593	2.251045008	4.860188409	4.541601904	1.311976101	similar to uniprot|G8BF03 Candida parapsilosis CPAR2_201040 hypothetical protein	
YALI1_C20396g	Q6CBX5	YALI0C14652g1_1	2.05213724	2.085382951	35.23027788	1.793386941	16.7309426	90.17684017	56.16807446	7.6801333	NA	NA	NA	similar to uniprot|C4R743 Komagataella pastoris PAS_chr4_0193 Uncharacterized protein	
YALI1_B09894g	Q6CFF2	YALI0B07579g1_1	18.43188502	NA	32.85195415	32.19960158	25.21509201	30.86506766	17.88124864	33.21962821	16.27365531	19.13417005	30.53681534	some similarities with uniprot|P14922 Saccharomyces cerevisiae YBR112c CYC8 general repressor of transcription	
YALI1_D24361g	Q6C8J1	YALI0D19206g1_1	178.9257185	4.704814769	69.8103783	78.69583075	132.7797501	48.97029632	70.77581893	37.79537959	123.3363533	169.06743	117.9417498	similar to uniprot|P36209 Schizosaccharomyces pombe Delta(24(24(1)))-sterol reductase ERG4 homologue	
YALI1_B12529g	Q6CF84	YALI0B09383g1_1	0.301583773	NA	0.23285795	NA	0.239556305	1.049266453	NA	0.275105384	NA	NA	NA	weakly similar to uniprot|Q03767 Saccharomyces cerevisiae YDR150W NUM1 tubulin binding	
YALI1_B25906g	Q6CE01	YALI0B19800g1_1	70.11047142	4.642565875	21.20719411	35.14625985	33.58451984	64.13936038	18.5872848	69.67659678	70.25035321	65.04144722	84.72422479	similar to uniprot|P19145 Saccharomyces cerevisiae YKR039W GAP1 General amino acid permease	
YALI1_D29237g	Q6C849	YALI0D22748g1_1	31.4205113	NA	33.44154264	30.54566986	34.46667583	46.66103317	47.45602873	46.84647662	31.13557968	36.2470307	35.30324327	weakly similar to uniprot|O42947 Schizosaccharomyces pombe Hypothetical protein	
YALI1_E13823g	Q6C6A8	YALI0E11033g1_1	37.56269211	NA	22.08243454	26.29796901	19.51136895	19.05304154	20.78782834	33.47718638	51.62019844	50.0744879	30.58246027	some similarities with uniprot|Q06090 Saccharomyces cerevisiae YPR100w	
YALI1_E35520g	Q6C433	YALI0E30129g1_1	4.292800218	NA	1.633336845	5.492555802	5.175322817	4.287329337	4.780624782	NA	1.283213343	NA	NA	similar to uniprot|P32477 Saccharomyces cerevisiae YJL101c GSH1 glutamate--cysteine ligase	
YALI1_F34051g	Q6C097	YALI0F26609g1_1	14.31041361	2.186051063	19.70503029	11.89229578	13.55095297	8.569228043	25.48906563	20.36956807	12.95218776	9.574421421	12.62106357	similar to uniprot|P28789 Saccharomyces cerevisiae YDL205c HEM3 porphobilinogen deaminase	2.5.1.61
YALI1_E15115g	Q6C658	YALI0E12221g1_1	35.4305339	1.153640739	23.97302646	21.14006409	23.86844115	25.62036381	12.78250942	15.70031733	35.5006619	11.52994323	13.28242369	similar to uniprot|P32802 Saccharomyces cerevisiae YLR083C (ohnolog of YDR107C) EMP70 endosomal protein	
YALI1_E08709g	Q6C6Q2	YALI0E07315g1_1	42.78244443	NA	11.0503747	27.56299029	35.0433999	70.7270023	56.37446759	34.2675942	9.711780564	40.82977907	20.72175255	similar to uniprot|P39994 Saccharomyces cerevisiae YEL020c	
YALI1_E11341g	Q6C6I8	YALI0E09196g1_1	6.43646578	NA	8.867680064	8.562519235	8.570041689	8.582319331	9.038879042	8.364311351	7.703403168	7.635241586	8.616799842	similar to uniprot|P07273 Saccharomyces cerevisiae YGL043w DST1 TFIIS (transcription elongation factor)	
YALI1_A03029g			417.2373221	81.5577368	489.5987758	399.9291319	303.112848	354.6550174	296.9575719	71.41416333	175.771857	166.4908613	173.6800098	No description in CLIB122	
YALI1_D17410g	Q6C948	YALI0D14102g1_1	18.83728689	NA	10.90631352	27.18277333	31.8270043	22.09518879	17.85754378	15.56242734	15.7485134	12.97762329	5.031533954	similar to uniprot|P40018 Saccharomyces cerevisiae YER029c SMB1 associated with U1 snRNP as part of the Sm- core that is common to all spliceosomal snRNPs	
YALI1_E26205g	Q6C503	YALI0E22220g1_1	133.713423	NA	75.35795161	94.06946954	136.3124506	98.06584852	116.4551054	97.82444707	74.23186462	62.73092877	84.84072186	similar to uniprot|P54837 Saccharomyces cerevisiae YML012w ERV25 component of the COPII-coated vesicles 25 Kda	
YALI1_B26926g	Q6CDX0	YALI0B20570g1_1	9.978329177	NA	2.284009777	3.724978552	2.889096061	1.636995651	1.818561879	1.76688629	11.27425444	12.8222876	2.655835574	weakly similar to uniprot|P38678 Neurospora crassa Glucan synthase-1	
YALI1_E17431g	Q6C5X0	YALI0E14443g1_1	3.636049878	NA	3.804621589	4.517181799	7.685522415	7.129479337	2.59582646	15.65275911	5.847976987	7.201936814	7.826422857	similar to uniprot|P38221 Saccharomyces cerevisiae YBR029c CDS1 CDP-diacylglycerol synthase singleton	2.7.7.41
YALI1_A20089g	Q6CGI2	YALI0A19096g1_1	153.4077173	82.09146516	124.7016697	214.460319	126.8404033	151.6402895	74.83365349	106.275654	121.6246927	98.23812331	87.05715085	"uniprot|Q6CGI2 Yarrowia lipolytica YALI0A19096g HTD2 Hydroxyacyl-thioester dehydratase, putative"	
