Sequence Name,Annotation GO Term
KMXK0G01420,regulation of endocytosis
KMXK0B06700,regulation of endoplasmic reticulum unfolded protein response
KMXK0C02330,regulation of endoplasmic reticulum unfolded protein response
KMXK0D05090,regulation of endoplasmic reticulum unfolded protein response
KMXK0H00510,regulation of endoplasmic reticulum unfolded protein response
KMXK0B04420,regulation of ER to Golgi vesicle-mediated transport
KMXK0C04570,regulation of ergosterol biosynthetic process
KMXK0H04100,regulation of ergosterol biosynthetic process
KMXK0A05060,regulation of establishment of cell polarity
KMXK0F00770,regulation of establishment or maintenance of cell polarity
KMXK0F01860,regulation of establishment or maintenance of cell polarity
KMXK0H03940,regulation of establishment or maintenance of cell polarity
KMXK0A04150,regulation of exit from mitosis
KMXK0A04440,regulation of exit from mitosis
KMXK0E01350,regulation of exit from mitosis
KMXK0E01740,regulation of exit from mitosis
KMXK0E02300,regulation of exit from mitosis
KMXK0F04710,regulation of exit from mitosis
KMXK0G01610,regulation of exit from mitosis
KMXK0G02550,regulation of exit from mitosis
KMXK0G04010,regulation of exit from mitosis
KMXK0E01350,regulation of exocyst localization
KMXK0H02680,regulation of exocyst localization
KMXK0A05060,regulation of exocytosis
KMXK0G03070,regulation of fatty acid biosynthetic process by regulation of transcription from RNA polymerase II promoter
KMXK0C03520,regulation of filamentous growth
KMXK0F04650,regulation of filamentous growth
KMXK0F05230,regulation of fungal-type cell wall biogenesis
KMXK0B05920,regulation of fungal-type cell wall organization
KMXK0B07770,regulation of fungal-type cell wall organization
KMXK0B07980,regulation of fungal-type cell wall organization
KMXK0C01630,regulation of fungal-type cell wall organization
KMXK0C04200,regulation of fungal-type cell wall organization
KMXK0E02750,regulation of fungal-type cell wall organization
KMXK0E06270,regulation of fungal-type cell wall organization
KMXK0F02920,regulation of fungal-type cell wall organization
KMXK0F03370,regulation of fungal-type cell wall organization
KMXK0H01290,regulation of fungal-type cell wall organization
KMXK0H02680,regulation of fungal-type cell wall organization
KMXK0H03260,regulation of fungal-type cell wall organization
KMXK0A07880,regulation of gluconeogenesis
KMXK0E01980,regulation of glycolytic process
KMXK0H01570,regulation of glycolytic process
KMXK0A00800,regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
KMXK0A06290,regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
KMXK0D02330,regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
KMXK0E01440,regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
KMXK0E06000,regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter
KMXK0C02420,regulation of growth
KMXK0G00590,regulation of growth
KMXK0A01110,regulation of GTPase activity
KMXK0A02090,regulation of GTPase activity
KMXK0A02190,regulation of GTPase activity
KMXK0A06340,regulation of GTPase activity
KMXK0A07030,regulation of GTPase activity
KMXK0B01510,regulation of GTPase activity
KMXK0B03510,regulation of GTPase activity
KMXK0B04470,regulation of GTPase activity
KMXK0B05000,regulation of GTPase activity
KMXK0B07170,regulation of GTPase activity
KMXK0C00880,regulation of GTPase activity
KMXK0C02490,regulation of GTPase activity
KMXK0C03150,regulation of GTPase activity
KMXK0C06470,regulation of GTPase activity
KMXK0D02700,regulation of GTPase activity
KMXK0D03640,regulation of GTPase activity
KMXK0E01280,regulation of GTPase activity
KMXK0E01360,regulation of GTPase activity
KMXK0E01400,regulation of GTPase activity
KMXK0E01960,regulation of GTPase activity
KMXK0E05370,regulation of GTPase activity
KMXK0E05840,regulation of GTPase activity
KMXK0G02550,regulation of GTPase activity
KMXK0G03610,regulation of GTPase activity
KMXK0H01440,regulation of GTPase activity
KMXK0H02050,regulation of GTPase activity
KMXK0A04790,regulation of histone exchange
KMXK0A02010,regulation of histone H2B conserved C-terminal lysine ubiquitination
KMXK0B06270,regulation of histone H2B conserved C-terminal lysine ubiquitination
KMXK0B06450,regulation of histone H2B conserved C-terminal lysine ubiquitination
KMXK0E00900,regulation of histone H2B conserved C-terminal lysine ubiquitination
KMXK0H03040,regulation of histone H3-K36 methylation
KMXK0B06450,regulation of histone H3-K4 methylation
KMXK0E00900,regulation of histone H3-K4 methylation
KMXK0G00620,regulation of homoserine biosynthetic process
KMXK0E01350,regulation of initiation of mating projection growth
KMXK0E02410,regulation of inositol phosphate biosynthetic process
KMXK0H01470,regulation of intracellular lipid transport
KMXK0E00720,regulation of intracellular pH
KMXK0C01740,regulation of intracellular transport
KMXK0C04610,regulation of kinase activity
KMXK0H00680,regulation of lipid kinase activity
KMXK0F04030,regulation of MAPK export from nucleus
KMXK0B01490,regulation of meiotic nuclear division
KMXK0B02390,regulation of meiotic nuclear division
KMXK0C05720,regulation of meiotic nuclear division
KMXK0C06450,regulation of meiotic nuclear division
KMXK0C02390,regulation of membrane potential
KMXK0G02700,regulation of microtubule cytoskeleton organization
KMXK0B00460,regulation of mitochondrial DNA replication
KMXK0A00950,regulation of mitochondrial membrane permeability
KMXK0B01500,regulation of mitochondrial membrane potential
KMXK0C05950,regulation of mitochondrion organization
KMXK0E04440,regulation of mitochondrion organization
KMXK0A07530,regulation of mitotic cell cycle
KMXK0B06590,regulation of mitotic cell cycle
KMXK0E04400,regulation of mitotic cell cycle
KMXK0F00480,regulation of mitotic cell cycle
KMXK0F05040,regulation of mitotic cell cycle
KMXK0F05230,regulation of mitotic cell cycle
KMXK0H02120,regulation of mitotic cell cycle
KMXK0A05370,regulation of mitotic metaphase/anaphase transition
KMXK0D03720,regulation of mitotic metaphase/anaphase transition
KMXK0F04210,regulation of mitotic metaphase/anaphase transition
KMXK0E00410,regulation of mitotic nuclear division
KMXK0G02030,regulation of mitotic nuclear division
KMXK0A05910,regulation of mitotic recombination
KMXK0G02170,regulation of mitotic recombination
KMXK0H03840,regulation of mitotic recombination
KMXK0E04560,regulation of mitotic spindle elongation
KMXK0B03010,regulation of mRNA 3'-end processing
KMXK0H03040,regulation of mRNA 3'-end processing
KMXK0H04100,regulation of mRNA export from nucleus
KMXK0G03810,regulation of mRNA export from nucleus in response to heat stress
KMXK0B02820,regulation of mRNA stability
KMXK0B06210,regulation of mRNA stability
KMXK0H04100,regulation of multivesicular body size
KMXK0B07520,regulation of nitrogen utilization
KMXK0C06920,regulation of nitrogen utilization
KMXK0E06150,regulation of nitrogen utilization
KMXK0H04100,regulation of nitrogen utilization
KMXK0D00430,regulation of nuclear cell cycle DNA replication
KMXK0A04230,regulation of nuclear division
KMXK0C02950,regulation of nuclear-transcribed mRNA poly(A) tail shortening
KMXK0H01290,regulation of nuclear-transcribed mRNA poly(A) tail shortening
KMXK0B01300,regulation of nucleobase-containing compound metabolic process
KMXK0H03040,regulation of nucleosome density
KMXK0C05370,regulation of organelle organization
KMXK0D05470,regulation of organelle organization
KMXK0E04400,regulation of organelle organization
KMXK0E00300,regulation of ornithine metabolic process
KMXK0A03800,regulation of pH
KMXK0C00240,regulation of phenotypic switching
KMXK0F04810,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
KMXK0G01700,regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
KMXK0B06210,regulation of phosphate metabolic process
KMXK0H04100,regulation of phosphate metabolic process
KMXK0A07000,regulation of phosphate transmembrane transport
KMXK0F00980,regulation of phosphate transmembrane transport
KMXK0F05600,regulation of phosphate transport
KMXK0B06250,regulation of phosphatidylinositol dephosphorylation
KMXK0D04640,regulation of phosphatidylinositol dephosphorylation
KMXK0G02160,regulation of phosphatidylinositol dephosphorylation
KMXK0H01470,regulation of phosphatidylinositol dephosphorylation
KMXK0E01830,regulation of phospholipid biosynthetic process
KMXK0G01940,regulation of phosphoprotein phosphatase activity
KMXK0F04880,regulation of phosphorylation of RNA polymerase II C-terminal domain
KMXK0E05690,regulation of plasma membrane sterol distribution
KMXK0C01310,regulation of proteasomal protein catabolic process
KMXK0B00960,regulation of protein catabolic process
KMXK0C04760,regulation of protein catabolic process
KMXK0F01320,regulation of protein catabolic process
KMXK0A01130,regulation of protein complex assembly
KMXK0D06510,regulation of protein complex assembly
KMXK0E05800,regulation of protein complex assembly
KMXK0F04710,regulation of protein complex assembly
KMXK0E01960,regulation of protein desumoylation
KMXK0G02030,regulation of protein desumoylation
KMXK0B05430,regulation of protein kinase activity
KMXK0A02600,regulation of protein localization
KMXK0A04400,regulation of protein localization
KMXK0A07490,regulation of protein localization
KMXK0B04630,regulation of protein localization
KMXK0B07350,regulation of protein localization
KMXK0C03520,regulation of protein localization
KMXK0D05030,regulation of protein localization
KMXK0D05460,regulation of protein localization
KMXK0F01860,regulation of protein localization
KMXK0F01990,regulation of protein localization
KMXK0G02150,regulation of protein localization
KMXK0G02360,regulation of protein localization
KMXK0G03060,regulation of protein localization
KMXK0H03350,regulation of protein localization
KMXK0H04100,regulation of protein localization
KMXK0H04400,regulation of protein localization to nucleus
KMXK0C02140,regulation of protein serine/threonine phosphatase activity
KMXK0F01860,regulation of protein stability
KMXK0H03710,regulation of protein stability
KMXK0A07750,regulation of proteolysis
KMXK0G01160,regulation of proteolysis
KMXK0B04570,regulation of pseudohyphal growth
KMXK0G03840,regulation of pseudohyphal growth
KMXK0A07750,regulation of Ras protein signal transduction
KMXK0E02240,regulation of Ras protein signal transduction
KMXK0F04270,regulation of Ras protein signal transduction
KMXK0C06200,regulation of receptor recycling
KMXK0D03360,regulation of replicative cell aging by regulation of transcription from RNA polymerase II promoter in response to caloric restriction
KMXK0G03070,regulation of response to DNA damage stimulus
KMXK0B04420,regulation of response to osmotic stress
KMXK0D05030,regulation of response to osmotic stress
KMXK0H03900,regulation of Rho protein signal transduction
KMXK0H04100,regulation of ribosomal large subunit export from nucleus
KMXK0E05430,regulation of ribosomal protein gene transcription by RNA polymerase II
KMXK0B06480,regulation of RNA biosynthetic process
KMXK0E06150,regulation of RNA biosynthetic process
KMXK0A00670,regulation of RNA polymerase II transcriptional preinitiation complex assembly
KMXK0A05710,regulation of RNA polymerase II transcriptional preinitiation complex assembly
KMXK0D06370,regulation of rRNA processing
KMXK0E02840,regulation of rRNA processing
KMXK0H04100,regulation of rRNA processing
KMXK0B06230,regulation of signal transduction
KMXK0E00860,regulation of signal transduction
KMXK0G01940,regulation of signal transduction
KMXK0G02630,regulation of signal transduction
KMXK0A01970,regulation of single-species biofilm formation on inanimate substrate
KMXK0A02830,regulation of single-species biofilm formation on inanimate substrate
KMXK0B05380,regulation of single-species biofilm formation on inanimate substrate
KMXK0F00420,regulation of single-species biofilm formation on inanimate substrate
KMXK0A07030,regulation of small GTPase mediated signal transduction
KMXK0B07170,regulation of small GTPase mediated signal transduction
KMXK0E01280,regulation of small GTPase mediated signal transduction
KMXK0G00650,regulation of small GTPase mediated signal transduction
KMXK0A07540,regulation of SNARE complex assembly
KMXK0C00870,regulation of SNARE complex assembly
KMXK0C03670,regulation of SNARE complex assembly
KMXK0E05280,regulation of SNARE complex assembly
KMXK0B07520,regulation of sphingolipid biosynthetic process
KMXK0D05030,regulation of sphingolipid biosynthetic process
KMXK0C00800,regulation of sporulation resulting in formation of a cellular spore
KMXK0C03880,regulation of sporulation resulting in formation of a cellular spore
KMXK0E05300,regulation of stress-activated MAPK cascade
KMXK0D04220,regulation of sulfur amino acid metabolic process
KMXK0H03250,regulation of sulfur amino acid metabolic process
KMXK0C05600,regulation of telomerase activity
KMXK0H00210,regulation of telomere maintenance via telomerase
KMXK0H00160,regulation of TOR signaling
KMXK0F01580,regulation of transcription by glucose
KMXK0A01460,regulation of transcription by RNA polymerase I
KMXK0B05400,regulation of transcription by RNA polymerase I
KMXK0C02620,regulation of transcription by RNA polymerase I
KMXK0E01530,regulation of transcription by RNA polymerase I
KMXK0E05430,regulation of transcription by RNA polymerase I
KMXK0A00410,regulation of transcription by RNA polymerase II
KMXK0A00600,regulation of transcription by RNA polymerase II
KMXK0A00910,regulation of transcription by RNA polymerase II
KMXK0A01440,regulation of transcription by RNA polymerase II
KMXK0A01470,regulation of transcription by RNA polymerase II
KMXK0A02330,regulation of transcription by RNA polymerase II
KMXK0A02650,regulation of transcription by RNA polymerase II
KMXK0A03260,regulation of transcription by RNA polymerase II
KMXK0A03320,regulation of transcription by RNA polymerase II
KMXK0A03770,regulation of transcription by RNA polymerase II
KMXK0A05000,regulation of transcription by RNA polymerase II
KMXK0A05910,regulation of transcription by RNA polymerase II
KMXK0A06000,regulation of transcription by RNA polymerase II
KMXK0A06040,regulation of transcription by RNA polymerase II
KMXK0A06470,regulation of transcription by RNA polymerase II
KMXK0A07100,regulation of transcription by RNA polymerase II
KMXK0A07110,regulation of transcription by RNA polymerase II
KMXK0A08070,regulation of transcription by RNA polymerase II
KMXK0A08330,regulation of transcription by RNA polymerase II
KMXK0B00560,regulation of transcription by RNA polymerase II
KMXK0B01540,regulation of transcription by RNA polymerase II
KMXK0B02370,regulation of transcription by RNA polymerase II
KMXK0B02400,regulation of transcription by RNA polymerase II
KMXK0B02560,regulation of transcription by RNA polymerase II
KMXK0B02950,regulation of transcription by RNA polymerase II
KMXK0B03250,regulation of transcription by RNA polymerase II
KMXK0B03840,regulation of transcription by RNA polymerase II
KMXK0B05020,regulation of transcription by RNA polymerase II
KMXK0B05870,regulation of transcription by RNA polymerase II
KMXK0B06110,regulation of transcription by RNA polymerase II
KMXK0B06840,regulation of transcription by RNA polymerase II
KMXK0B06890,regulation of transcription by RNA polymerase II
KMXK0C00590,regulation of transcription by RNA polymerase II
KMXK0C01690,regulation of transcription by RNA polymerase II
KMXK0C03180,regulation of transcription by RNA polymerase II
KMXK0C04370,regulation of transcription by RNA polymerase II
KMXK0C05020,regulation of transcription by RNA polymerase II
KMXK0C05680,regulation of transcription by RNA polymerase II
KMXK0C05760,regulation of transcription by RNA polymerase II
KMXK0C05960,regulation of transcription by RNA polymerase II
KMXK0C05970,regulation of transcription by RNA polymerase II
KMXK0C06340,regulation of transcription by RNA polymerase II
KMXK0D00220,regulation of transcription by RNA polymerase II
KMXK0D01160,regulation of transcription by RNA polymerase II
KMXK0D01830,regulation of transcription by RNA polymerase II
KMXK0D02080,regulation of transcription by RNA polymerase II
KMXK0D02280,regulation of transcription by RNA polymerase II
KMXK0D02820,regulation of transcription by RNA polymerase II
KMXK0D03150,regulation of transcription by RNA polymerase II
KMXK0D03200,regulation of transcription by RNA polymerase II
KMXK0D04240,regulation of transcription by RNA polymerase II
KMXK0D04690,regulation of transcription by RNA polymerase II
KMXK0D06090,regulation of transcription by RNA polymerase II
KMXK0D06150,regulation of transcription by RNA polymerase II
KMXK0E00240,regulation of transcription by RNA polymerase II
KMXK0E01070,regulation of transcription by RNA polymerase II
KMXK0E01110,regulation of transcription by RNA polymerase II
KMXK0E01580,regulation of transcription by RNA polymerase II
KMXK0E01640,regulation of transcription by RNA polymerase II
KMXK0E03100,regulation of transcription by RNA polymerase II
KMXK0E03330,regulation of transcription by RNA polymerase II
KMXK0E03340,regulation of transcription by RNA polymerase II
KMXK0E04500,regulation of transcription by RNA polymerase II
KMXK0E05650,regulation of transcription by RNA polymerase II
KMXK0F00320,regulation of transcription by RNA polymerase II
KMXK0F01530,regulation of transcription by RNA polymerase II
KMXK0F01720,regulation of transcription by RNA polymerase II
KMXK0F02560,regulation of transcription by RNA polymerase II
KMXK0F02770,regulation of transcription by RNA polymerase II
KMXK0F03370,regulation of transcription by RNA polymerase II
KMXK0F04160,regulation of transcription by RNA polymerase II
KMXK0G00160,regulation of transcription by RNA polymerase II
KMXK0G00200,regulation of transcription by RNA polymerase II
KMXK0G01110,regulation of transcription by RNA polymerase II
KMXK0G02000,regulation of transcription by RNA polymerase II
KMXK0G02010,regulation of transcription by RNA polymerase II
KMXK0G03040,regulation of transcription by RNA polymerase II
KMXK0G03100,regulation of transcription by RNA polymerase II
KMXK0G03650,regulation of transcription by RNA polymerase II
KMXK0G04290,regulation of transcription by RNA polymerase II
KMXK0H00490,regulation of transcription by RNA polymerase II
KMXK0H00700,regulation of transcription by RNA polymerase II
KMXK0H02160,regulation of transcription by RNA polymerase II
KMXK0H02250,regulation of transcription by RNA polymerase II
KMXK0H02430,regulation of transcription by RNA polymerase II
KMXK0H03250,regulation of transcription by RNA polymerase II
KMXK0H04070,regulation of transcription by RNA polymerase II
KMXK0H04330,regulation of transcription by RNA polymerase II
KMXK0A01460,regulation of transcription by RNA polymerase III
KMXK0B05400,regulation of transcription by RNA polymerase III
KMXK0C02620,regulation of transcription by RNA polymerase III
KMXK0E01530,regulation of transcription by RNA polymerase III
KMXK0H02960,regulation of transcription elongation from RNA polymerase II promoter
KMXK0F04620,regulation of transcription from RNA polymerase II promoter by pheromones
KMXK0E01910,regulation of transcription from RNA polymerase II promoter in response to DNA damage
KMXK0G03070,regulation of transcription from RNA polymerase II promoter in response to osmotic stress
KMXK0A03310,regulation of transcription from RNA polymerase II promoter in response to oxidative stress
KMXK0A03720,regulation of transcription from RNA polymerase II promoter in response to oxidative stress
KMXK0D05030,regulation of transcription from RNA polymerase II promoter in response to oxidative stress
KMXK0H02210,regulation of transcription from RNA polymerase II promoter in response to salt stress
KMXK0A01500,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0B01230,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0C07270,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0D03320,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0F03220,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0F05650,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0G01100,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0H03040,regulation of transcription from RNA polymerase II promoter in response to stress
KMXK0B06450,regulation of transcription initiation from RNA polymerase II promoter
KMXK0A06090,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0B06420,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0B06450,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0D03610,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0D05130,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0E00900,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0E04940,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0F01860,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0F04880,regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK0A05880,regulation of transcription involved in G2/M transition of mitotic cell cycle
KMXK0B06420,regulation of transcription involved in G2/M transition of mitotic cell cycle
KMXK0F04880,regulation of transcription involved in G2/M transition of mitotic cell cycle
KMXK0A05570,regulation of transcription involved in meiotic cell cycle
KMXK0A02010,regulation of transcription-coupled nucleotide-excision repair
KMXK0B06270,regulation of transcription-coupled nucleotide-excision repair
KMXK0B06450,regulation of transcription-coupled nucleotide-excision repair
KMXK0D06370,regulation of transcription-coupled nucleotide-excision repair
KMXK0E00900,regulation of transcription-coupled nucleotide-excision repair
KMXK0E02840,regulation of transcription-coupled nucleotide-excision repair
KMXK0A00790,regulation of transcription, DNA-templated
KMXK0A02560,regulation of transcription, DNA-templated
KMXK0A02770,regulation of transcription, DNA-templated
KMXK0A03620,regulation of transcription, DNA-templated
KMXK0A05320,regulation of transcription, DNA-templated
KMXK0A05980,regulation of transcription, DNA-templated
KMXK0A06910,regulation of transcription, DNA-templated
KMXK0A07710,regulation of transcription, DNA-templated
KMXK0A08320,regulation of transcription, DNA-templated
KMXK0B01550,regulation of transcription, DNA-templated
KMXK0B01570,regulation of transcription, DNA-templated
KMXK0B01630,regulation of transcription, DNA-templated
KMXK0B02420,regulation of transcription, DNA-templated
KMXK0B02630,regulation of transcription, DNA-templated
KMXK0B02860,regulation of transcription, DNA-templated
KMXK0B03120,regulation of transcription, DNA-templated
KMXK0B03640,regulation of transcription, DNA-templated
KMXK0B03880,regulation of transcription, DNA-templated
KMXK0B04610,regulation of transcription, DNA-templated
KMXK0B04680,regulation of transcription, DNA-templated
KMXK0B04760,regulation of transcription, DNA-templated
KMXK0B04930,regulation of transcription, DNA-templated
KMXK0B05380,regulation of transcription, DNA-templated
KMXK0B05450,regulation of transcription, DNA-templated
KMXK0B05820,regulation of transcription, DNA-templated
KMXK0B06830,regulation of transcription, DNA-templated
KMXK0B06860,regulation of transcription, DNA-templated
KMXK0B08180,regulation of transcription, DNA-templated
KMXK0B08190,regulation of transcription, DNA-templated
KMXK0C01760,regulation of transcription, DNA-templated
KMXK0C02350,regulation of transcription, DNA-templated
KMXK0C02500,regulation of transcription, DNA-templated
KMXK0C03500,regulation of transcription, DNA-templated
KMXK0C04240,regulation of transcription, DNA-templated
KMXK0C04260,regulation of transcription, DNA-templated
KMXK0C05310,regulation of transcription, DNA-templated
KMXK0C05700,regulation of transcription, DNA-templated
KMXK0C05980,regulation of transcription, DNA-templated
KMXK0C06690,regulation of transcription, DNA-templated
KMXK0C06870,regulation of transcription, DNA-templated
KMXK0C07070,regulation of transcription, DNA-templated
KMXK0D00150,regulation of transcription, DNA-templated
KMXK0D00430,regulation of transcription, DNA-templated
KMXK0D00490,regulation of transcription, DNA-templated
KMXK0D00540,regulation of transcription, DNA-templated
KMXK0D00720,regulation of transcription, DNA-templated
KMXK0D01210,regulation of transcription, DNA-templated
KMXK0D01580,regulation of transcription, DNA-templated
KMXK0D02550,regulation of transcription, DNA-templated
KMXK0D02720,regulation of transcription, DNA-templated
KMXK0D03280,regulation of transcription, DNA-templated
KMXK0D03640,regulation of transcription, DNA-templated
KMXK0D03680,regulation of transcription, DNA-templated
KMXK0D04020,regulation of transcription, DNA-templated
KMXK0D05550,regulation of transcription, DNA-templated
KMXK0D05620,regulation of transcription, DNA-templated
KMXK0D06050,regulation of transcription, DNA-templated
KMXK0E02980,regulation of transcription, DNA-templated
KMXK0E02990,regulation of transcription, DNA-templated
KMXK0E03000,regulation of transcription, DNA-templated
KMXK0E03220,regulation of transcription, DNA-templated
KMXK0E03850,regulation of transcription, DNA-templated
KMXK0E04040,regulation of transcription, DNA-templated
KMXK0E04140,regulation of transcription, DNA-templated
KMXK0E04760,regulation of transcription, DNA-templated
KMXK0E04900,regulation of transcription, DNA-templated
KMXK0E05290,regulation of transcription, DNA-templated
KMXK0E05520,regulation of transcription, DNA-templated
KMXK0E05860,regulation of transcription, DNA-templated
KMXK0E06160,regulation of transcription, DNA-templated
KMXK0F00220,regulation of transcription, DNA-templated
KMXK0F00290,regulation of transcription, DNA-templated
KMXK0F00330,regulation of transcription, DNA-templated
KMXK0F01830,regulation of transcription, DNA-templated
KMXK0F02220,regulation of transcription, DNA-templated
KMXK0F02700,regulation of transcription, DNA-templated
KMXK0F02840,regulation of transcription, DNA-templated
KMXK0F03040,regulation of transcription, DNA-templated
KMXK0F03090,regulation of transcription, DNA-templated
KMXK0F04740,regulation of transcription, DNA-templated
KMXK0G01380,regulation of transcription, DNA-templated
KMXK0G01520,regulation of transcription, DNA-templated
KMXK0G01780,regulation of transcription, DNA-templated
KMXK0G02620,regulation of transcription, DNA-templated
KMXK0G03480,regulation of transcription, DNA-templated
KMXK0G03850,regulation of transcription, DNA-templated
KMXK0G04080,regulation of transcription, DNA-templated
KMXK0H00450,regulation of transcription, DNA-templated
KMXK0H00690,regulation of transcription, DNA-templated
KMXK0H01240,regulation of transcription, DNA-templated
KMXK0H01730,regulation of transcription, DNA-templated
KMXK0H03330,regulation of transcription, DNA-templated
KMXK0H03760,regulation of transcription, DNA-templated
KMXK0B04220,regulation of transcriptional start site selection at RNA polymerase II promoter
KMXK0C02960,regulation of transcriptional start site selection at RNA polymerase II promoter
KMXK0H03040,regulation of transcriptional start site selection at RNA polymerase II promoter
KMXK0A03460,regulation of translation
KMXK0A07140,regulation of translation
KMXK0B00910,regulation of translation
KMXK0B03790,regulation of translation
KMXK0C02500,regulation of translation
KMXK0D01100,regulation of translation
KMXK0E05750,regulation of translation
KMXK0F00480,regulation of translation
KMXK0F00650,regulation of translation
KMXK0F02190,regulation of translation
KMXK0F03910,regulation of translation
KMXK0G03960,regulation of translation
KMXK0H03480,regulation of translation
KMXK0A03070,regulation of translational elongation
KMXK0C01460,regulation of translational elongation
KMXK0A04000,regulation of translational fidelity
KMXK0C05420,regulation of translational fidelity
KMXK0D04740,regulation of translational fidelity
KMXK0E04320,regulation of translational fidelity
KMXK0E05880,regulation of translational fidelity
KMXK0F01250,regulation of translational fidelity
KMXK0F01800,regulation of translational fidelity
KMXK0G01920,regulation of translational fidelity
KMXK0G03740,regulation of translational fidelity
KMXK0H00160,regulation of translational fidelity
KMXK0H00740,regulation of translational fidelity
KMXK0H02970,regulation of translational fidelity
KMXK0A05140,regulation of translational initiation
KMXK0A06340,regulation of translational initiation
KMXK0B01510,regulation of translational initiation
KMXK0B03910,regulation of translational initiation
KMXK0C02950,regulation of translational initiation
KMXK0C04100,regulation of translational initiation
KMXK0C04650,regulation of translational initiation
KMXK0C05160,regulation of translational initiation
KMXK0C05490,regulation of translational initiation
KMXK0C05920,regulation of translational initiation
KMXK0D06390,regulation of translational initiation
KMXK0E01360,regulation of translational initiation
KMXK0E01400,regulation of translational initiation
KMXK0E03070,regulation of translational initiation
KMXK0F03610,regulation of translational initiation
KMXK0G01800,regulation of translational initiation
KMXK0G01970,regulation of translational initiation
KMXK0E05330,regulation of translational initiation in response to stress
KMXK0A02340,regulation of translational termination
KMXK0C05160,regulation of translational termination
KMXK0E01680,regulation of translational termination
KMXK0E02230,regulation of translational termination
KMXK0B07520,regulation of transmembrane transporter activity
KMXK0B08200,regulation of transposition, RNA-mediated
KMXK0C00860,regulation of transposition, RNA-mediated
KMXK0C02870,regulation of transposition, RNA-mediated
KMXK0H02470,regulation of transposition, RNA-mediated
KMXK0H03840,regulation of transposition, RNA-mediated
KMXK0H04100,regulation of tRNA export from nucleus
KMXK0H04100,regulation of tRNA processing
KMXK0H04100,regulation of ubiquinone biosynthetic process
KMXK0A03750,regulation of vacuole fusion, non-autophagic
KMXK0A07540,regulation of vacuole fusion, non-autophagic
KMXK0C00870,regulation of vacuole fusion, non-autophagic
KMXK0C03670,regulation of vacuole fusion, non-autophagic
KMXK0E01350,regulation of vacuole fusion, non-autophagic
KMXK0E05280,regulation of vacuole fusion, non-autophagic
KMXK0E05990,regulation of vacuole fusion, non-autophagic
KMXK0F00630,regulation of vacuole fusion, non-autophagic
KMXK0G00490,regulation of vacuole fusion, non-autophagic
KMXK0H02680,regulation of vacuole fusion, non-autophagic
KMXK0C05780,removal of nonhomologous ends
KMXK0D00370,removal of nonhomologous ends
KMXK0A01580,removal of superoxide radicals
KMXK0D03340,removal of superoxide radicals
KMXK0A07520,replication fork arrest
KMXK0D03240,replication fork arrest
KMXK0C01430,replication fork processing
KMXK0E03710,replication fork progression beyond termination site
KMXK0G02170,replication fork progression beyond termination site
KMXK0A07520,replication fork protection
KMXK0A08280,replication fork protection
KMXK0B06600,replication fork protection
KMXK0D03240,replication fork protection
KMXK0E00590,replication fork protection
KMXK0A01790,replicative cell aging
KMXK0A05340,replicative cell aging
KMXK0A06960,replicative cell aging
KMXK0B01660,replicative cell aging
KMXK0B02400,replicative cell aging
KMXK0B05680,replicative cell aging
KMXK0B06410,replicative cell aging
KMXK0B06420,replicative cell aging
KMXK0B07170,replicative cell aging
KMXK0B08260,replicative cell aging
KMXK0C00670,replicative cell aging
KMXK0C05640,replicative cell aging
KMXK0C05820,replicative cell aging
KMXK0C07290,replicative cell aging
KMXK0D01620,replicative cell aging
KMXK0D02920,replicative cell aging
KMXK0D05030,replicative cell aging
KMXK0D06030,replicative cell aging
KMXK0D06510,replicative cell aging
KMXK0E03130,replicative cell aging
KMXK0E03350,replicative cell aging
KMXK0E04870,replicative cell aging
KMXK0E05360,replicative cell aging
KMXK0F01380,replicative cell aging
KMXK0F01580,replicative cell aging
KMXK0F04010,replicative cell aging
KMXK0F05250,replicative cell aging
KMXK0G02360,replicative cell aging
KMXK0H02620,replicative cell aging
