W29 Uniprot	Annotation GO ID	Annotation GO Term	Annotation GO Category
A0A1D8NEQ2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NNT8	GO:0004181	metallocarboxypeptidase activity	Molecular Function
A0A1D8NNT8	GO:0006508	proteolysis	Biological Process
A0A1H6Q714	GO:0005737	cytoplasm	Cellular Component
A0A1H6Q714	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NHK6			
A0A1D8NI99			
A0A1D8NPN6	GO:0000790	nuclear chromatin	Cellular Component
A0A1D8NPN6	GO:0003682	chromatin binding	Molecular Function
A0A1D8NPN6	GO:0005524	ATP binding	Molecular Function
A0A1D8NPN6	GO:0016584	nucleosome positioning	Biological Process
A0A1D8NPN6	GO:0016887	ATPase activity	Molecular Function
A0A1D8NPN6	GO:0031936	negative regulation of chromatin silencing	Biological Process
A0A1D8NPN6	GO:0042393	histone binding	Molecular Function
A0A1D8NPN6	GO:0045944	positive regulation of transcription by RNA polymerase II	Biological Process
A0A1D8NNK6	GO:0008168	methyltransferase activity	Molecular Function
A0A1D8NNK6	GO:0032259	methylation	Biological Process
A0A1D8NIN5	GO:0005524	ATP binding	Molecular Function
A0A1D8NKA5	GO:0004663	Rab geranylgeranyltransferase activity	Molecular Function
A0A1D8NKA5	GO:0018344	protein geranylgeranylation	Biological Process
A0A1D8NKA5	GO:0046907	intracellular transport	Biological Process
A0A1D8NKC8			
A0A1D8NNK0	GO:0006511	ubiquitin-dependent protein catabolic process	Biological Process
A0A1D8NNK0	GO:0016579	protein deubiquitination	Biological Process
A0A1D8NNK0	GO:0036459	thiol-dependent ubiquitinyl hydrolase activity	Molecular Function
A0A1H6PPV5			
A0A1H6PNF9	GO:0005351	carbohydrate:proton symporter activity	Molecular Function
A0A1H6PNF9	GO:0005355	glucose transmembrane transporter activity	Molecular Function
A0A1H6PNF9	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PNF9	GO:0046323	glucose import	Biological Process
A0A1H6PNF9	GO:1902600	proton transmembrane transport	Biological Process
A0A1D8NCB3			
A0A1D8NB51			
A0A1D8NKC0			
A0A1D8NNV2			
A0A1D8NQL6	GO:0004642	phosphoribosylformylglycinamidine synthase activity	Molecular Function
A0A1D8NQL6	GO:0005737	cytoplasm	Cellular Component
A0A1D8NQL6	GO:0006189	'de novo' IMP biosynthetic process	Biological Process
A0A1D8NQL6	GO:0006541	glutamine metabolic process	Biological Process
A0A1D8N708	GO:0000027	ribosomal large subunit assembly	Biological Process
A0A1D8N708	GO:0005524	ATP binding	Molecular Function
A0A1D8N708	GO:0005634	nucleus	Cellular Component
A0A1D8N708	GO:0016887	ATPase activity	Molecular Function
A0A1D8N7C3	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
A0A1D8N7C3	GO:0003723	RNA binding	Molecular Function
A0A1D8N7C3	GO:0005730	nucleolus	Cellular Component
A0A1D8N7C3	GO:0009383	rRNA (cytosine-C5-)-methyltransferase activity	Molecular Function
A0A1D8N7C3	GO:0030687	preribosome, large subunit precursor	Cellular Component
A0A1D8N7C3	GO:0070475	rRNA base methylation	Biological Process
A0A1D8N7C3	GO:1902626	assembly of large subunit precursor of preribosome	Biological Process
A0A1D8NGN2	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N4G5			
A0A1D8N5T7			
A0A1D8NK02			
A0A1D8NM52	GO:0000028	ribosomal small subunit assembly	Biological Process
A0A1D8NM52	GO:0003723	RNA binding	Molecular Function
A0A1D8NM52	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NM52	GO:0006407	rRNA export from nucleus	Biological Process
A0A1D8NM52	GO:0006412	translation	Biological Process
A0A1D8NM52	GO:0022627	cytosolic small ribosomal subunit	Cellular Component
A0A1H6PM68			
A0A1H6PU82	GO:0006886	intracellular protein transport	Biological Process
A0A1H6PU82	GO:0016192	vesicle-mediated transport	Biological Process
A0A1H6PU82	GO:0030131	clathrin adaptor complex	Cellular Component
A0A1D8N6H9			
A0A1D8NBL7			
A0A1D8NBS0			
A0A1D8NIQ7			
A0A1D8NJK8			
A0A1D8N426			
A0A1D8NH29	GO:0012505	endomembrane system	Cellular Component
A0A1D8NH29	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NH29	GO:0020037	heme binding	Molecular Function
A0A1D8NHL8			
A0A1D8N8Q3	GO:0003723	RNA binding	Molecular Function
A0A1D8NA50			
A0A1D8N873	GO:0000082	G1/S transition of mitotic cell cycle	Biological Process
A0A1D8N873	GO:0005737	cytoplasm	Cellular Component
A0A1D8N873	GO:0008270	zinc ion binding	Molecular Function
A0A1D8N873	GO:0008595	anterior/posterior axis specification, embryo	Biological Process
A0A1D8N873	GO:0016567	protein ubiquitination	Biological Process
A0A1D8N873	GO:0019788	NEDD8 transferase activity	Molecular Function
A0A1D8N873	GO:0030674	protein binding, bridging	Molecular Function
A0A1D8N873	GO:0031146	SCF-dependent proteasomal ubiquitin-dependent protein catabolic process	Biological Process
A0A1D8N873	GO:0031462	Cul2-RING ubiquitin ligase complex	Cellular Component
A0A1D8N873	GO:0031463	Cul3-RING ubiquitin ligase complex	Cellular Component
A0A1D8N873	GO:0031467	Cul7-RING ubiquitin ligase complex	Cellular Component
A0A1D8N873	GO:0035361	Cul8-RING ubiquitin ligase complex	Cellular Component
A0A1D8N873	GO:0043224	nuclear SCF ubiquitin ligase complex	Cellular Component
A0A1D8N873	GO:0043518	negative regulation of DNA damage response, signal transduction by p53 class mediator	Biological Process
A0A1D8N873	GO:0045116	protein neddylation	Biological Process
A0A1D8N873	GO:0051759	sister chromosome movement towards spindle pole involved in meiotic sister chromatid segregation	Biological Process
A0A1D8N873	GO:0061630	ubiquitin protein ligase activity	Molecular Function
A0A1D8N873	GO:0080008	Cul4-RING E3 ubiquitin ligase complex	Cellular Component
A0A1D8N873	GO:0097602	cullin family protein binding	Molecular Function
A0A1D8N873	GO:1902104	positive regulation of metaphase/anaphase transition of meiotic cell cycle	Biological Process
A0A1D8N873	GO:1902230	negative regulation of intrinsic apoptotic signaling pathway in response to DNA damage	Biological Process
A0A1D8NG09			
A0A1D8NGC2	GO:0004065	arylsulfatase activity	Molecular Function
A0A1D8NGC2	GO:0005634	nucleus	Cellular Component
A0A1D8NGC2	GO:0005737	cytoplasm	Cellular Component
A0A1D8NGC2	GO:0046505	sulfolipid metabolic process	Biological Process
A0A1D8N3Q6	GO:0000922	spindle pole	Cellular Component
A0A1D8N3Q6	GO:0000923	equatorial microtubule organizing center	Cellular Component
A0A1D8N3Q6	GO:0005200	structural constituent of cytoskeleton	Molecular Function
A0A1D8N3Q6	GO:0005813	centrosome	Cellular Component
A0A1D8N3Q6	GO:0005816	spindle pole body	Cellular Component
A0A1D8N3Q6	GO:0005874	microtubule	Cellular Component
A0A1D8N3Q6	GO:0008275	gamma-tubulin small complex	Cellular Component
A0A1D8N3Q6	GO:0031122	cytoplasmic microtubule organization	Biological Process
A0A1D8N3Q6	GO:0043015	gamma-tubulin binding	Molecular Function
A0A1D8N3Q6	GO:0051011	microtubule minus-end binding	Molecular Function
A0A1D8N3Q6	GO:0051298	centrosome duplication	Biological Process
A0A1D8N3Q6	GO:0051321	meiotic cell cycle	Biological Process
A0A1D8N3Q6	GO:0051415	microtubule nucleation by interphase microtubule organizing center	Biological Process
A0A1D8N3Q6	GO:0090307	mitotic spindle assembly	Biological Process
A0A1D8N6X5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N6X5	GO:0055085	transmembrane transport	Biological Process
A0A1H6PKX3	GO:0005680	anaphase-promoting complex	Cellular Component
A0A1H6PKX3	GO:0016567	protein ubiquitination	Biological Process
A0A1H6PKX3	GO:0045842	positive regulation of mitotic metaphase/anaphase transition	Biological Process
A0A1H6PKX3	GO:0061630	ubiquitin protein ligase activity	Molecular Function
A0A1H6PKX3	GO:0097602	cullin family protein binding	Molecular Function
A0A1D8N8L5	GO:0004806	triglyceride lipase activity	Molecular Function
A0A1D8N8L5	GO:0006629	lipid metabolic process	Biological Process
A0A1D8N8U8	GO:0003676	nucleic acid binding	Molecular Function
A0A1D8N8U8	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N8W9	GO:0000151	ubiquitin ligase complex	Cellular Component
A0A1D8N8W9	GO:0005634	nucleus	Cellular Component
A0A1D8NDU6	GO:0005634	nucleus	Cellular Component
A0A1D8NDU6	GO:0006364	rRNA processing	Biological Process
A0A1D8NDU6	GO:0030687	preribosome, large subunit precursor	Cellular Component
A0A1D8NDU6	GO:0030688	preribosome, small subunit precursor	Cellular Component
A0A1D8NFX5	GO:0003723	RNA binding	Molecular Function
A0A1D8NFX5	GO:0004523	RNA-DNA hybrid ribonuclease activity	Molecular Function
A0A1D8NFX5	GO:0005634	nucleus	Cellular Component
A0A1D8NFX5	GO:0032299	ribonuclease H2 complex	Cellular Component
A0A1D8NFX5	GO:0043137	DNA replication, removal of RNA primer	Biological Process
A0A1D8NFX5	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	Biological Process
A0A1D8NFX5	GO:1990516	ribonucleotide excision repair	Biological Process
A0A1D8NFK1			
A0A1D8NJU8	GO:0005787	signal peptidase complex	Cellular Component
A0A1D8NJU8	GO:0006465	signal peptide processing	Biological Process
A0A1D8NJU8	GO:0008233	peptidase activity	Molecular Function
A0A1D8NJU8	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NJU8	GO:0031090	organelle membrane	Cellular Component
A0A1D8NJU8	GO:0045047	protein targeting to ER	Biological Process
A0A1H6PWW4	GO:0005634	nucleus	Cellular Component
A0A1H6PWW4	GO:0080009	mRNA methylation	Biological Process
A0A1H6PX60	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NEZ8	GO:0006886	intracellular protein transport	Biological Process
A0A1D8NEZ8	GO:0016192	vesicle-mediated transport	Biological Process
A0A1D8NEZ8	GO:0030131	clathrin adaptor complex	Cellular Component
A0A1D8NMZ0	GO:0004674	protein serine/threonine kinase activity	Molecular Function
A0A1D8NMZ0	GO:0023014	signal transduction by protein phosphorylation	Biological Process
A0A1D8NMZ0	GO:0031098	stress-activated protein kinase signaling cascade	Biological Process
A0A1D8NMZ0	GO:0032147	activation of protein kinase activity	Biological Process
A0A1D8NN29			
A0A1H6Q485	GO:0010181	FMN binding	Molecular Function
A0A1D8N5G4	GO:0008519	ammonium transmembrane transporter activity	Molecular Function
A0A1D8N5G4	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N5G4	GO:0072488	ammonium transmembrane transport	Biological Process
A0A1D8N5P2			
A0A1D8N6T5	GO:0016740	transferase activity	Molecular Function
A0A1D8N6T5	GO:0044237	cellular metabolic process	Biological Process
A0A1D8N5U5			
A0A1D8N7Q6	GO:0004725	protein tyrosine phosphatase activity	Molecular Function
A0A1D8N7Q6	GO:0005737	cytoplasm	Cellular Component
A0A1D8N7Q6	GO:0035335	peptidyl-tyrosine dephosphorylation	Biological Process
A0A1D8N7W7			
A0A1D8N648			
A0A1D8N9X5	GO:0009277	fungal-type cell wall	Cellular Component
A0A1D8N9X5	GO:0016021	integral component of membrane	Cellular Component
A0A1D8N9X5	GO:0030476	ascospore wall assembly	Biological Process
A0A1D8N9X5	GO:0031362	anchored component of external side of plasma membrane	Cellular Component
A0A1D8N9X5	GO:0042124	1,3-beta-glucanosyltransferase activity	Molecular Function
A0A1D8N9X5	GO:0071970	fungal-type cell wall (1->3)-beta-D-glucan biosynthetic process	Biological Process
A0A1D8NE31	GO:0006629	lipid metabolic process	Biological Process
A0A1D8NE31	GO:0008081	phosphoric diester hydrolase activity	Molecular Function
A0A1D8N3S9			
A0A1D8NN00	GO:0046983	protein dimerization activity	Molecular Function
A0A1D8N6I5			
A0A1D8NK74	GO:0005886	plasma membrane	Cellular Component
A0A1D8NK74	GO:0007124	pseudohyphal growth	Biological Process
A0A1D8NK74	GO:0008519	ammonium transmembrane transporter activity	Molecular Function
A0A1D8NK74	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NK74	GO:0019740	nitrogen utilization	Biological Process
A0A1D8NK74	GO:0072488	ammonium transmembrane transport	Biological Process
A0A1D8NMB4	GO:0005789	endoplasmic reticulum membrane	Cellular Component
A0A1D8NMB4	GO:0008204	ergosterol metabolic process	Biological Process
A0A1D8NMB4	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NMB4	GO:0034737	ergosterol O-acyltransferase activity	Molecular Function
A0A1D8NAJ1	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NLR6	GO:0000786	nucleosome	Cellular Component
A0A1D8NLR6	GO:0000812	Swr1 complex	Cellular Component
A0A1D8NLR6	GO:0000978	RNA polymerase II proximal promoter sequence-specific DNA binding	Molecular Function
A0A1D8NLR6	GO:0005719	nuclear euchromatin	Cellular Component
A0A1D8NLR6	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
A0A1D8NLR6	GO:0030466	chromatin silencing at silent mating-type cassette	Biological Process
A0A1D8NLR6	GO:0031011	Ino80 complex	Cellular Component
A0A1D8NLR6	GO:0031490	chromatin DNA binding	Molecular Function
A0A1D8NLR6	GO:0042802	identical protein binding	Molecular Function
A0A1D8NLR6	GO:0046982	protein heterodimerization activity	Molecular Function
A0A1D8NLR6	GO:0070481	nuclear-transcribed mRNA catabolic process, non-stop decay	Biological Process
A0A1D8NLR6	GO:1903098	negative regulation of CENP-A containing nucleosome assembly	Biological Process
A0A1D8NMF7	GO:0000178	exosome (RNase complex)	Cellular Component
A0A1D8NMF7	GO:0000460	maturation of 5.8S rRNA	Biological Process
A0A1D8NMF7	GO:0005634	nucleus	Cellular Component
A0A1D8NCF1	GO:0003824	catalytic activity	Molecular Function
A0A1D8NAN3	GO:0003725	double-stranded RNA binding	Molecular Function
A0A1D8NAN3	GO:0004525	ribonuclease III activity	Molecular Function
A0A1D8NAN3	GO:0005634	nucleus	Cellular Component
A0A1D8NAN3	GO:0030422	production of siRNA involved in RNA interference	Biological Process
A0A1D8NAN3	GO:0031053	primary miRNA processing	Biological Process
A0A1D8NAN3	GO:0031054	pre-miRNA processing	Biological Process
A0A1D8NAN3	GO:0090502	RNA phosphodiester bond hydrolysis, endonucleolytic	Biological Process
A0A1D8NFU0			
A0A1H6PUZ4	GO:0005524	ATP binding	Molecular Function
A0A1H6PUZ4	GO:0005737	cytoplasm	Cellular Component
A0A1H6PUZ4	GO:0016881	acid-amino acid ligase activity	Molecular Function
A0A1H6PUZ4	GO:0016925	protein sumoylation	Biological Process
A0A1H6PUZ4	GO:0019948	SUMO activating enzyme activity	Molecular Function
A0A1H6PUZ4	GO:0046872	metal ion binding	Molecular Function
A0A1D8NC55	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NAX9			
A0A1D8NJZ2	GO:0004190	aspartic-type endopeptidase activity	Molecular Function
A0A1D8NJZ2	GO:0005576	extracellular region	Cellular Component
A0A1D8NJZ2	GO:0006508	proteolysis	Biological Process
A0A1D8NJZ2	GO:0009277	fungal-type cell wall	Cellular Component
A0A1D8NJZ2	GO:0030163	protein catabolic process	Biological Process
A0A1D8NJZ2	GO:0031362	anchored component of external side of plasma membrane	Cellular Component
A0A1D8NJZ2	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NK38			
A0A1H6PXB8	GO:0000027	ribosomal large subunit assembly	Biological Process
A0A1H6PXB8	GO:0000055	ribosomal large subunit export from nucleus	Biological Process
A0A1H6PXB8	GO:0005654	nucleoplasm	Cellular Component
A0A1H6PXB8	GO:0005730	nucleolus	Cellular Component
A0A1H6PXB8	GO:0019843	rRNA binding	Molecular Function
A0A1D8NEH4	GO:0000462	maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
A0A1D8NEH4	GO:0002181	cytoplasmic translation	Biological Process
A0A1D8NEH4	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NEH4	GO:0022627	cytosolic small ribosomal subunit	Cellular Component
A0A1D8NI60	GO:0044715	8-oxo-dGDP phosphatase activity	Molecular Function
A0A1D8N3Y3			
A0A1D8NEW4			
A0A1D8NA22	GO:0004497	monooxygenase activity	Molecular Function
A0A1D8NA22	GO:0016705	oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen	Molecular Function
A0A1D8NA22	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8NAK3			
A0A1D8N6W8			
A0A1D8NBA8	GO:0005886	plasma membrane	Cellular Component
A0A1D8NBA8	GO:0015355	secondary active monocarboxylate transmembrane transporter activity	Molecular Function
A0A1D8NBA8	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NBA8	GO:0035879	plasma membrane lactate transport	Biological Process
A0A1D8NF60			
A0A1H6Q0D4	GO:0002084	protein depalmitoylation	Biological Process
A0A1H6Q0D4	GO:0005764	lysosome	Cellular Component
A0A1H6Q0D4	GO:0008474	palmitoyl-(protein) hydrolase activity	Molecular Function
A0A1H6Q3V3	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1H6Q3V3	GO:0005763	mitochondrial small ribosomal subunit	Cellular Component
A0A1H6Q3V3	GO:0032543	mitochondrial translation	Biological Process
A0A1D8NL40	GO:0007005	mitochondrion organization	Biological Process
A0A1D8NL40	GO:0009277	fungal-type cell wall	Cellular Component
A0A1D8NL40	GO:0009986	cell surface	Cellular Component
A0A1D8NL40	GO:0016798	hydrolase activity, acting on glycosyl bonds	Molecular Function
A0A1D8NL40	GO:0031505	fungal-type cell wall organization	Biological Process
A0A1D8NL40	GO:0043226	organelle	Cellular Component
A0A1D8NFS5			
A0A1H6PY57	GO:0015200	methylammonium transmembrane transporter activity	Molecular Function
A0A1H6PY57	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PY57	GO:0019740	nitrogen utilization	Biological Process
A0A1H6PY57	GO:0072488	ammonium transmembrane transport	Biological Process
A0A1D8NQM9			
A0A1D8NNI5			
A0A1D8NIX0			
A0A1D8N3F4			
A0A1D8N650	GO:0005759	mitochondrial matrix	Cellular Component
A0A1D8N650	GO:0006744	ubiquinone biosynthetic process	Biological Process
A0A1D8N650	GO:0006784	heme a biosynthetic process	Biological Process
A0A1D8N650	GO:0009055	electron transfer activity	Molecular Function
A0A1D8N650	GO:0016226	iron-sulfur cluster assembly	Biological Process
A0A1D8N650	GO:0016653	oxidoreductase activity, acting on NAD(P)H, heme protein as acceptor	Molecular Function
A0A1D8N650	GO:0022900	electron transport chain	Biological Process
A0A1D8N650	GO:0051537	2 iron, 2 sulfur cluster binding	Molecular Function
A0A1D8NHA2			
A0A1D8NPJ7	GO:0004298	threonine-type endopeptidase activity	Molecular Function
A0A1D8NPJ7	GO:0005634	nucleus	Cellular Component
A0A1D8NPJ7	GO:0010499	proteasomal ubiquitin-independent protein catabolic process	Biological Process
A0A1D8NPJ7	GO:0010950	positive regulation of endopeptidase activity	Biological Process
A0A1D8NPJ7	GO:0019774	proteasome core complex, beta-subunit complex	Cellular Component
A0A1D8NPJ7	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	Biological Process
A0A1D8NPJ7	GO:0061133	endopeptidase activator activity	Molecular Function
A0A1D8NF87	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NF87	GO:0030001	metal ion transport	Biological Process
A0A1D8NF87	GO:0046873	metal ion transmembrane transporter activity	Molecular Function
A0A1D8NF87	GO:0055085	transmembrane transport	Biological Process
A0A1D8N3S5	GO:0006355	regulation of transcription, DNA-templated	Biological Process
A0A1H6PPX0	GO:0000287	magnesium ion binding	Molecular Function
A0A1H6PPX0	GO:0003941	L-serine ammonia-lyase activity	Molecular Function
A0A1H6PPX0	GO:0005524	ATP binding	Molecular Function
A0A1H6PPX0	GO:0006563	L-serine metabolic process	Biological Process
A0A1H6PPX0	GO:0008721	D-serine ammonia-lyase activity	Molecular Function
A0A1H6PPX0	GO:0030170	pyridoxal phosphate binding	Molecular Function
A0A1H6PPX0	GO:0030378	serine racemase activity	Molecular Function
A0A1H6PPX0	GO:0030848	threo-3-hydroxyaspartate ammonia-lyase activity	Molecular Function
A0A1H6PPX0	GO:0042219	cellular modified amino acid catabolic process	Biological Process
A0A1H6PPX0	GO:0042803	protein homodimerization activity	Molecular Function
A0A1H6PPX0	GO:0070178	D-serine metabolic process	Biological Process
A0A1H6Q9S4	GO:0000453	enzyme-directed rRNA 2'-O-methylation	Biological Process
A0A1H6Q9S4	GO:0000463	maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
A0A1H6Q9S4	GO:0000466	maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)	Biological Process
A0A1H6Q9S4	GO:0005730	nucleolus	Cellular Component
A0A1H6Q9S4	GO:0008650	rRNA (uridine-2'-O-)-methyltransferase activity	Molecular Function
A0A1H6Q9S4	GO:0030687	preribosome, large subunit precursor	Cellular Component
A0A1H6Q9S4	GO:0070039	rRNA (guanosine-2'-O-)-methyltransferase activity	Molecular Function
A0A1D8NJ54	GO:0005887	integral component of plasma membrane	Cellular Component
A0A1D8NJ54	GO:0035672	oligopeptide transmembrane transport	Biological Process
A0A1D8NJ54	GO:0035673	oligopeptide transmembrane transporter activity	Molecular Function
A0A1D8NNC4			
A0A1H6PWB9	GO:0003855	3-dehydroquinate dehydratase activity	Molecular Function
A0A1H6PWB9	GO:0003856	3-dehydroquinate synthase activity	Molecular Function
A0A1H6PWB9	GO:0003866	3-phosphoshikimate 1-carboxyvinyltransferase activity	Molecular Function
A0A1H6PWB9	GO:0004764	shikimate 3-dehydrogenase (NADP+) activity	Molecular Function
A0A1H6PWB9	GO:0004765	shikimate kinase activity	Molecular Function
A0A1H6PWB9	GO:0005524	ATP binding	Molecular Function
A0A1H6PWB9	GO:0005737	cytoplasm	Cellular Component
A0A1H6PWB9	GO:0009073	aromatic amino acid family biosynthetic process	Biological Process
A0A1H6PWB9	GO:0009423	chorismate biosynthetic process	Biological Process
A0A1H6PWB9	GO:0016310	phosphorylation	Biological Process
A0A1H6PWB9	GO:0046872	metal ion binding	Molecular Function
A0A1H6PWB9	GO:0055114	oxidation-reduction process	Biological Process
A0A1H6QAL0	GO:0003700	DNA-binding transcription factor activity	Molecular Function
A0A1H6QAL0	GO:0006357	regulation of transcription by RNA polymerase II	Biological Process
A0A1H6QAL0	GO:0044011	single-species biofilm formation on inanimate substrate	Biological Process
A0A1H6QAL0	GO:0045893	positive regulation of transcription, DNA-templated	Biological Process
A0A1H6QAL0	GO:1900189	positive regulation of cell adhesion involved in single-species biofilm formation	Biological Process
A0A1H6PW47	GO:0000413	protein peptidyl-prolyl isomerization	Biological Process
A0A1H6PW47	GO:0003755	peptidyl-prolyl cis-trans isomerase activity	Molecular Function
A0A1D8NDR1			
A0A1D8NET7	GO:0003872	6-phosphofructokinase activity	Molecular Function
A0A1D8NET7	GO:0005524	ATP binding	Molecular Function
A0A1D8NET7	GO:0005945	6-phosphofructokinase complex	Cellular Component
A0A1D8NET7	GO:0006002	fructose 6-phosphate metabolic process	Biological Process
A0A1D8NET7	GO:0030388	fructose 1,6-bisphosphate metabolic process	Biological Process
A0A1D8NET7	GO:0046872	metal ion binding	Molecular Function
A0A1D8NET7	GO:0061615	glycolytic process through fructose-6-phosphate	Biological Process
A0A1D8NET7	GO:0070095	fructose-6-phosphate binding	Molecular Function
A0A1D8NJL6	GO:0000149	SNARE binding	Molecular Function
A0A1D8NJL6	GO:0005484	SNAP receptor activity	Molecular Function
A0A1D8NJL6	GO:0005768	endosome	Cellular Component
A0A1D8NJL6	GO:0006886	intracellular protein transport	Biological Process
A0A1D8NJL6	GO:0006887	exocytosis	Biological Process
A0A1D8NJL6	GO:0006906	vesicle fusion	Biological Process
A0A1D8NJL6	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NJL6	GO:0031201	SNARE complex	Cellular Component
A0A1D8NJL6	GO:0032120	ascospore-type prospore membrane assembly	Biological Process
A0A1D8NJL6	GO:0032153	cell division site	Cellular Component
A0A1D8NJL6	GO:0044853	plasma membrane raft	Cellular Component
A0A1D8NJL6	GO:0048278	vesicle docking	Biological Process
A0A1D8NJL6	GO:0051286	cell tip	Cellular Component
A0A1D8NJL6	GO:0070056	prospore membrane leading edge	Cellular Component
A0A1D8NJL6	GO:0070057	prospore membrane spindle pole body attachment site	Cellular Component
A0A1D8NJL6	GO:0099097	prospore membrane biogenesis	Biological Process
A0A1D8NJQ0	GO:0002181	cytoplasmic translation	Biological Process
A0A1D8NJQ0	GO:0003735	structural constituent of ribosome	Molecular Function
A0A1D8NJQ0	GO:0006364	rRNA processing	Biological Process
A0A1D8NJQ0	GO:0022625	cytosolic large ribosomal subunit	Cellular Component
A0A1D8NJQ0	GO:0030627	pre-mRNA 5'-splice site binding	Molecular Function
A0A1D8NJQ0	GO:0048025	negative regulation of mRNA splicing, via spliceosome	Biological Process
A0A1D8N385	GO:0000793	condensed chromosome	Cellular Component
A0A1D8N385	GO:0005524	ATP binding	Molecular Function
A0A1D8N385	GO:0005634	nucleus	Cellular Component
A0A1D8N385	GO:0007064	mitotic sister chromatid cohesion	Biological Process
A0A1D8N385	GO:0044427	chromosomal part	Cellular Component
A0A1D8N7V0	GO:0004324	ferredoxin-NADP+ reductase activity	Molecular Function
A0A1D8N7V0	GO:0005743	mitochondrial inner membrane	Cellular Component
A0A1D8N7V0	GO:0006744	ubiquinone biosynthetic process	Biological Process
A0A1D8N7V0	GO:0006879	cellular iron ion homeostasis	Biological Process
A0A1D8N7V0	GO:0008860	ferredoxin-NAD+ reductase activity	Molecular Function
A0A1D8N7V0	GO:0015039	NADPH-adrenodoxin reductase activity	Molecular Function
A0A1D8N7V0	GO:0055114	oxidation-reduction process	Biological Process
A0A1D8N7V0	GO:0071949	FAD binding	Molecular Function
A0A1D8NC68	GO:0000139	Golgi membrane	Cellular Component
A0A1D8NC68	GO:0000266	mitochondrial fission	Biological Process
A0A1D8NC68	GO:0003400	regulation of COPII vesicle coating	Biological Process
A0A1D8NC68	GO:0003924	GTPase activity	Molecular Function
A0A1D8NC68	GO:0005525	GTP binding	Molecular Function
A0A1D8NC68	GO:0005739	mitochondrion	Cellular Component
A0A1D8NC68	GO:0005789	endoplasmic reticulum membrane	Cellular Component
A0A1D8NC68	GO:0006886	intracellular protein transport	Biological Process
A0A1D8NC68	GO:0006998	nuclear envelope organization	Biological Process
A0A1D8NC68	GO:0007006	mitochondrial membrane organization	Biological Process
A0A1D8NC68	GO:0030127	COPII vesicle coat	Cellular Component
A0A1D8NC68	GO:0044233	Mitochondria-associated ER Membrane	Cellular Component
A0A1D8NC68	GO:0070971	endoplasmic reticulum exit site	Cellular Component
A0A1D8N9Z6	GO:0003849	3-deoxy-7-phosphoheptulonate synthase activity	Molecular Function
A0A1D8N9Z6	GO:0005737	cytoplasm	Cellular Component
A0A1D8N9Z6	GO:0009073	aromatic amino acid family biosynthetic process	Biological Process
A0A1D8N9Z6	GO:0009423	chorismate biosynthetic process	Biological Process
A0A1H6PVP0	GO:0016021	integral component of membrane	Cellular Component
A0A1D8NLC1	GO:0006401	RNA catabolic process	Biological Process
A0A1D8NLC1	GO:0055087	Ski complex	Cellular Component
A0A1D8NFY7	GO:0006629	lipid metabolic process	Biological Process
A0A1D8NFY7	GO:0016787	hydrolase activity	Molecular Function
A0A1H6PRY5	GO:0016021	integral component of membrane	Cellular Component
A0A1H6PX41	GO:0000387	spliceosomal snRNP assembly	Biological Process
A0A1H6PX41	GO:0000974	Prp19 complex	Cellular Component
A0A1H6PX41	GO:0005682	U5 snRNP	Cellular Component
A0A1H6PX41	GO:0005685	U1 snRNP	Cellular Component
A0A1H6PX41	GO:0005686	U2 snRNP	Cellular Component
