"ensembl_gene_id","name_1006"
"YKR007W","cellular response to amino acid stimulus"
"YKR007W","regulation of receptor recycling"
"YKR007W","cholesterol homeostasis"
"YKR007W","endosome localization"
"YOL157C","carbohydrate metabolic process"
"YOL157C","maltose metabolic process"
"YOL157C","disaccharide catabolic process"
"YGR284C","ER to Golgi vesicle-mediated transport"
"YDR538W","aromatic compound catabolic process"
"YDR538W","cinnamic acid catabolic process"
"YLR134W","tryptophan catabolic process"
"YLR134W","glycolytic fermentation to ethanol"
"YLR134W","pyruvate metabolic process"
"YLR134W","aromatic amino acid family catabolic process to alcohol via Ehrlich pathway"
"YLR134W","L-phenylalanine catabolic process"
"YLR134W","branched-chain amino acid catabolic process"
"YDR515W","regulation of translation"
"YDR515W","cellular copper ion homeostasis"
"YMR311C","regulation of phosphoprotein phosphatase activity"
"YMR311C","glycogen biosynthetic process"
"YMR311C","regulation of signal transduction"
"YMR311C","chromosome segregation"
"YMR311C","carbohydrate metabolic process"
"YMR311C","glycogen metabolic process"
"YMR311C","positive regulation of catalytic activity"
"YBR236C","methylation"
"YBR236C","transcription from RNA polymerase II promoter"
"YBR236C","7-methylguanosine mRNA capping"
"YBR236C","mRNA processing"
"YBR236C","RNA (guanine-N7)-methylation"
"YNL284C","mitochondrial translation"
"YNL284C","translation"
"YNL279W","plasma membrane fusion involved in cytogamy"
"YKR067W","phospholipid biosynthetic process"
"YKR067W","metabolic process"
"YKR067W","CDP-diacylglycerol biosynthetic process"
"YOR142W-A","transposition, RNA-mediated"
"YOL025W","negative regulation of ubiquitin-protein transferase activity"
"YOL025W","replicative cell aging"
"YJR011C","biological_process"
"YKR082W","mRNA-binding (hnRNP) protein import into nucleus"
"YKR082W","nuclear pore distribution"
"YKR082W","posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery"
"YKR082W","poly(A)+ mRNA export from nucleus"
"YKR082W","NLS-bearing protein import into nucleus"
"YKR082W","tRNA export from nucleus"
"YKR082W","protein export from nucleus"
"YKR082W","nucleocytoplasmic transport"
"YKR082W","mRNA export from nucleus in response to heat stress"
"YKR082W","mRNA transport"
"YKR082W","nuclear pore organization"
"YKR082W","mRNA export from nucleus"
"YKR082W","protein transport"
"YKR082W","transport"
"YKR082W","rRNA export from nucleus"
"YKR082W","chromosome localization"
"YKR082W","snRNA export from nucleus"
"YKR082W","ribosomal protein import into nucleus"
"YKR082W","snRNP protein import into nucleus"
"YKR082W","negative regulation of transcription from RNA polymerase II promoter"
"YKR082W","double-strand break repair"
"YKR082W","protein import into nucleus"
"YKR082W","positive regulation of transcription from RNA polymerase II promoter"
"YKR082W","chromatin silencing at silent mating-type cassette"
"YKR082W","maintenance of chromatin silencing at telomere"
"YKR082W","telomere tethering at nuclear periphery"
"YKR082W","positive regulation of transcription, DNA-templated"
"YDR478W","rRNA processing"
"YDR478W","mRNA processing"
"YDR478W","plasmid partitioning"
"YPR132W","regulation of translational fidelity"
"YPR132W","translation"
"YPR132W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YGR262C","tRNA threonylcarbamoyladenosine metabolic process"
"YGR262C","lipopolysaccharide biosynthetic process"
"YGR262C","telomere maintenance"
"YGR262C","protein phosphorylation"
"YGR262C","cellular bud site selection"
"YGR262C","phosphorylation"
"YGR262C","positive regulation of transcription from RNA polymerase II promoter"
"YGR262C","transcription, DNA-templated"
"YGR262C","regulation of transcription, DNA-templated"
"YGR262C","obsolete ATP catabolic process"
"YGR262C","telomere maintenance via recombination"
"YGR262C","tRNA processing"
"YJL180C","proton-transporting ATP synthase complex assembly"
"YJL180C","mitochondrial proton-transporting ATP synthase complex assembly"
"YIR032C","allantoin catabolic process"
"YIR032C","purine nucleobase metabolic process"
"YOL142W","nuclear polyadenylation-dependent rRNA catabolic process"
"YOL142W","polyadenylation-dependent snoRNA 3'-end processing"
"YOL142W","nuclear polyadenylation-dependent tRNA catabolic process"
"YOL142W","nuclear polyadenylation-dependent mRNA catabolic process"
"YOL142W","nuclear-transcribed mRNA catabolic process, 3'-5' exonucleolytic nonsense-mediated decay"
"YOL142W","exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YOL142W","nonfunctional rRNA decay"
"YOL142W","nuclear-transcribed mRNA catabolic process, non-stop decay"
"YOL142W","ncRNA 3'-end processing"
"YOL142W","nuclear-transcribed mRNA catabolic process, exonucleolytic, 3'-5'"
"YDL079C","regulation of protein catabolic process"
"YDL079C","protein phosphorylation"
"YDL079C","phosphorylation"
"YDL079C","response to stress"
"YDL079C","cellular response to salt stress"
"YDL079C","cellular response to heat"
"YKR024C","ribosomal large subunit assembly"
"YKR024C","rRNA processing"
"YKR024C","ribosome biogenesis"
"YKR024C","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YKR024C","obsolete ATP catabolic process"
"YDR218C","cell division"
"YDR218C","sexual sporulation resulting in formation of a cellular spore"
"YEL059C-A","proteolysis"
"YEL059C-A","mitochondrial respiratory chain complex assembly"
"YEL024W","oxidation-reduction process"
"YEL024W","aerobic respiration"
"YEL024W","mitochondrial electron transport, ubiquinol to cytochrome c"
"YBR142W","maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YBR142W","maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YBR142W","rRNA processing"
"YBR142W","ribosome biogenesis"
"YBR142W","ribosomal large subunit biogenesis"
"YBR142W","obsolete ATP catabolic process"
"YLR003C","ribosomal small subunit biogenesis"
"YNL080C","protein N-linked glycosylation"
"YNL080C","cellular response to oxidative stress"
"YJR086W","pheromone-dependent signal transduction involved in conjugation with cellular fusion"
"YJR086W","G-protein coupled receptor signaling pathway"
"YJR086W","obsolete heterotrimeric G-protein complex cycle"
"YMR011W","glucose transport"
"YMR011W","transmembrane transport"
"YMR011W","fructose transport"
"YMR011W","mannose transport"
"YMR011W","pentose transport"
"YNL127W","re-entry into mitotic cell cycle after pheromone arrest"
"YNL127W","cell cycle"
"YNL127W","intra-S DNA damage checkpoint"
"YNL127W","positive regulation of macroautophagy"
"YCL051W","fungal-type cell wall organization"
"YCL051W","negative regulation of protein kinase activity"
"YGL183C","DNA recombination"
"YGL183C","reciprocal meiotic recombination"
"YGL183C","meiotic nuclear division"
"YMR177W","iron ion homeostasis"
"YMR177W","cation transport"
"YMR177W","cellular iron ion homeostasis"
"YMR177W","ion transport"
"YMR177W","transmembrane transport"
"YMR177W","transport"
"YBR212W","mitochondrion organization"
"YBR212W","3'-UTR-mediated mRNA destabilization"
"YLR157C-A","transposition, RNA-mediated"
"YOR291W","cation transport"
"YOR291W","obsolete ATP catabolic process"
"YOR291W","biological_process"
"YOR291W","metabolic process"
"YJL218W","biological_process"
"YJL218W","metabolic process"
"YPL130W","meiotic nuclear division"
"YPL130W","spore membrane bending pathway"
"YCL009C","regulation of catalytic activity"
"YCL009C","metabolic process"
"YCL009C","isoleucine biosynthetic process"
"YCL009C","valine biosynthetic process"
"YCL009C","branched-chain amino acid biosynthetic process"
"YBL072C","cytoplasmic translation"
"YBL072C","translation"
"YBL072C","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YCR052W","transcription, DNA-templated"
"YCR052W","obsolete ATP catabolic process"
"YCR052W","positive regulation of transcription elongation from RNA polymerase II promoter"
"YCR052W","nucleosome disassembly"
"YCR052W","ATP-dependent chromatin remodeling"
"YCR052W","G2/M transition of mitotic cell cycle"
"YCR052W","nucleosome positioning"
"YDL133C-A","cytoplasmic translation"
"YDL133C-A","translation"
"YAL053W","FAD transport"
"YAL053W","fungal-type cell wall biogenesis"
"YAL053W","protein folding"
"YAL053W","transmembrane transport"
"YAL053W","transport"
"YAL053W","FAD transmembrane transport"
"YKL060C","glycolytic process"
"YKL060C","carbohydrate metabolic process"
"YKL060C","gluconeogenesis"
"YKL060C","metabolic process"
"YPR058W","mitochondrial transport"
"YPR058W","transport"
"YPR058W","organic acid transport"
"YGL112C","RNA polymerase II transcriptional preinitiation complex assembly"
"YGL112C","transcription from RNA polymerase II promoter"
"YGL112C","histone acetylation"
"YGL112C","DNA-templated transcription, initiation"
"YGL112C","regulation of sequence-specific DNA binding transcription factor activity"
"YBR185C","mitochondrial respiratory chain complex IV biogenesis"
"YBR185C","inner mitochondrial membrane organization"
"YBR185C","protein insertion into mitochondrial membrane from inner side"
"YBR185C","mitochondrial respiratory chain complex III biogenesis"
"YBR185C","positive regulation of mitochondrial translation"
"YGL019W","regulation of transcription from RNA polymerase I promoter"
"YGL019W","regulation of transcription from RNA polymerase III promoter"
"YGL019W","protein phosphorylation"
"YGL019W","cellular response to DNA damage stimulus"
"YGL019W","negative regulation of protein serine/threonine kinase activity"
"YGL019W","regulation of protein kinase activity"
"YHR183W","pentose-phosphate shunt"
"YHR183W","pentose-phosphate shunt, oxidative branch"
"YHR183W","cellular response to oxidative stress"
"YHR183W","oxidation-reduction process"
"YHR183W","D-gluconate metabolic process"
"YBR156C","chromosome segregation"
"YBR156C","protein phosphorylation"
"YBR156C","regulation of cytokinesis"
"YBR156C","positive regulation of protein kinase activity"
"YIL013C","transmembrane transport"
"YIL013C","transport"
"YIL013C","sterol transport"
"YMR272W-B","biological_process"
"YOR368W","reciprocal meiotic recombination"
"YOR368W","double-strand break repair"
"YOR368W","DNA damage checkpoint"
"YGR258C","DNA repair"
"YGR258C","transcription from RNA polymerase II promoter"
"YGR258C","nucleotide-excision repair"
"YGR258C","DNA catabolic process, endonucleolytic"
"YGR258C","nucleotide-excision repair, DNA incision, 3'-to lesion"
"YKL084W","protein import into mitochondrial intermembrane space"
"YGR008C","cellular response to desiccation"
"YDR534C","siderophore transport"
"YDR534C","iron ion homeostasis"
"YDR534C","ion transport"
"YDR534C","transport"
"YPL006W","lipid metabolic process"
"YPL006W","lipid transport"
"YPL006W","sphingolipid metabolic process"
"YPL006W","transport"
"YKL003C","mitochondrial translation"
"YKL003C","translation"
"YNL191W","glutathione catabolic process"
"YNL191W","purine nucleobase biosynthetic process"
"YNL191W","metabolic process"
"YNL191W","glutamine metabolic process"
"YNL191W","proteolysis"
"YJL116C","mitochondrion organization"
"YOL067C","cellular response to oleic acid"
"YOL067C","positive regulation of transcription from RNA polymerase II promoter"
"YOL067C","transcription from RNA polymerase II promoter"
"YOL067C","mitochondria-nucleus signaling pathway"
"YLL058W","sulfur compound metabolic process"
"YLL058W","methionine biosynthetic process"
"YLL058W","cellular amino acid biosynthetic process"
"YLL058W","cellular amino acid metabolic process"
"YLR370C","establishment of mitochondrion localization"
"YLR370C","actin filament organization"
"YLR370C","regulation of actin filament polymerization"
"YLR370C","mitochondrion inheritance"
"YLR370C","Arp2/3 complex-mediated actin nucleation"
"YDL121C","biological_process"
"YMR187C","biological_process"
"YLR100W","ergosterol biosynthetic process"
"YLR100W","steroid biosynthetic process"
"YLR100W","lipid biosynthetic process"
"YLR100W","oxidation-reduction process"
"YIL111W","mitochondrial electron transport, cytochrome c to oxygen"
"YIL111W","oxidation-reduction process"
"YIL111W","hydrogen ion transmembrane transport"
"YMR098C","mRNA stabilization"
"YMR098C","mitochondrial proton-transporting ATP synthase complex assembly"
"YCR069W","protein peptidyl-prolyl isomerization"
"YCR069W","protein folding"
"YCR069W","biological_process"
"YKL004W","sphingolipid biosynthetic process"
"YKL004W","lipid metabolic process"
"YKL004W","sphingolipid metabolic process"
"YKL004W","inositolphosphoceramide metabolic process"
"YGL106W","vesicle targeting"
"YGL106W","actomyosin contractile ring assembly"
"YGL106W","cytokinesis"
"YGL106W","cell division"
"YGL106W","cell cycle"
"YGL106W","protein localization"
"YDL047W","fungal-type cell wall organization"
"YDL047W","cellular response to oxidative stress"
"YDL047W","DNA repair"
"YDL047W","tRNA wobble uridine modification"
"YDL047W","mitotic nuclear division"
"YDL047W","dephosphorylation"
"YDL047W","G1/S transition of mitotic cell cycle"
"YDL047W","cell division"
"YDL047W","replicative cell aging"
"YDL047W","TOR signaling"
"YDL047W","actin cytoskeleton organization"
"YDL047W","intracellular signal transduction"
"YLR241W","biological_process"
"YLR241W","cation transmembrane transport"
"YLR241W","cation transport"
"YOL031C","regulation of catalytic activity"
"YOL031C","SRP-dependent cotranslational protein targeting to membrane, translocation"
"YKL077W","biological_process"
"YIR006C","endocytosis"
"YIR006C","actin cortical patch assembly"
"YIR006C","axial cellular bud site selection"
"YIR006C","bipolar cellular bud site selection"
"YOR119C","mitotic nuclear division"
"YOR119C","cell division"
"YOR119C","regulation of exit from mitosis"
"YOR119C","protein phosphorylation"
"YOR119C","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YER053C","copper ion transmembrane transport"
"YER053C","cellular copper ion homeostasis"
"YER053C","phosphate ion transmembrane transport"
"YKL053C-A","mitochondrial respiratory chain complex assembly"
"YKL053C-A","mitochondrion organization"
"YDR292C","SRP-dependent cotranslational protein targeting to membrane"
"YDR292C","protein targeting to ER"
"YDR292C","transport"
"YNL076W","regulation of nitrogen utilization"
"YNL076W","mitochondria-nucleus signaling pathway"
"YNL076W","negative regulation of transcription from RNA polymerase II promoter"
"YNL076W","transcription, DNA-templated"
"YNL076W","regulation of transcription, DNA-templated"
"YNL076W","regulation of pseudohyphal growth"
"YOL127W","cytoplasmic translation"
"YOL127W","ribosomal large subunit assembly"
"YOL127W","translation"
"YKL207W","protein folding in endoplasmic reticulum"
"YOR257W","proteasome-mediated ubiquitin-dependent protein catabolic process"
"YOR257W","microtubule nucleation"
"YOR257W","mRNA transport"
"YOR257W","protein transport"
"YOR257W","cell division"
"YOR257W","cell cycle"
"YOR257W","mitotic nuclear division"
"YOR257W","transport"
"YOR257W","spindle pole body duplication"
"YOR257W","regulation of kinase activity"
"YJR045C","obsolete ATP catabolic process"
"YJR045C","protein folding"
"YJR045C","positive regulation of endodeoxyribonuclease activity"
"YJR045C","protein import into mitochondrial matrix"
"YJR045C","protein refolding"
"YJR045C","protein unfolding"
"YBL023C","DNA strand elongation involved in DNA replication"
"YBL023C","mitotic S phase"
"YBL023C","double-strand break repair via break-induced replication"
"YBL023C","pre-replicative complex assembly involved in nuclear cell cycle DNA replication"
"YBL023C","DNA replication initiation"
"YBL023C","cell cycle"
"YBL023C","DNA replication"
"YBL023C","cellular response to DNA damage stimulus"
"YBL023C","DNA duplex unwinding"
"YBL023C","negative regulation of ATP-dependent DNA helicase activity"
"YBL023C","nuclear DNA replication"
"YHR151C","biological_process"
"YDL236W","protein dephosphorylation"
"YDL236W","metabolic process"
"YJL042W","negative regulation of microtubule depolymerization"
"YJL042W","fungal-type cell wall organization"
"YER051W","histone H3-K36 demethylation"
"YER051W","histone demethylation"
"YER051W","transcription, DNA-templated"
"YER051W","regulation of transcription, DNA-templated"
"YER051W","oxidation-reduction process"
"YCL012C","biological_process"
"YML081W","regulation of transcription, DNA-templated"
"YML081W","transcription, DNA-templated"
"YML081W","acetate biosynthetic process"
"YPR075C","mitotic cell cycle G1 arrest in response to pheromone"
"YPR075C","osmosensory signaling pathway"
"YPR075C","positive regulation of filamentous growth of a population of unicellular organisms in response to starvation"
"YPR075C","establishment of protein localization to plasma membrane"
"YEL057C","biological_process"
"YNL175C","biological_process"
"YIL041W","vacuole organization"
"YIL041W","establishment or maintenance of actin cytoskeleton polarity"
"YIL041W","endocytosis"
"YIL030C","ubiquitin-dependent ERAD pathway"
"YNL332W","thiamine biosynthetic process"
"YOR215C","biological_process"
"YBR199W","protein glycosylation"
"YBR199W","protein N-linked glycosylation"
"YBR199W","mannosylation"
"YIL134W","FAD transport"
"YIL134W","transmembrane transport"
"YIL134W","transport"
"YIL134W","FAD transmembrane transport"
"YGL041W-A","biological_process"
"YCR108C","biological_process"
"YDR145W","regulation of transcription, DNA-templated"
"YDR145W","RNA polymerase II transcriptional preinitiation complex assembly"
"YDR145W","transcription from RNA polymerase II promoter"
"YDR145W","histone acetylation"
"YDR145W","DNA-templated transcription, initiation"
"YER069W","ornithine biosynthetic process"
"YER069W","arginine biosynthetic process"
"YER069W","phosphorylation"
"YER069W","cellular amino acid biosynthetic process"
"YER069W","metabolic process"
"YER069W","regulation of transcription, DNA-templated"
"YER069W","cellular amino acid metabolic process"
"YER069W","oxidation-reduction process"
"YPR203W","biological_process"
"YNL086W","regulation of protein localization"
"YNL086W","transport"
"YNL086W","endosome organization"
"YOL052C","pantothenate biosynthetic process"
"YOL052C","spermine biosynthetic process"
"YOL052C","spermidine biosynthetic process"
"YOL052C","S-adenosylmethioninamine biosynthetic process"
"YBL010C","biological_process"
"YOL103W-A","transposition, RNA-mediated"
"YDL001W","sporulation resulting in formation of a cellular spore"
"YDL001W","meiotic cell cycle"
"YBR056W","carbohydrate metabolic process"
"YBR056W","biological_process"
"YBR056W","metabolic process"
"YMR305C","carbohydrate metabolic process"
"YMR305C","conjugation with cellular fusion"
"YMR305C","cell wall organization"
"YOR310C","endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YOR310C","endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YOR310C","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YOR310C","rRNA processing"
"YOR310C","ribosome biogenesis"
"YOR310C","snRNP protein import into nucleus"
"YOR273C","transmembrane transport"
"YOR273C","spermine transport"
"YOR273C","spermidine transport"
"YOR294W","ribosomal large subunit biogenesis"
"YOR294W","ribosome biogenesis"
"YOR294W","endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YOR294W","ribosomal large subunit export from nucleus"
"YMR038C","superoxide metabolic process"
"YMR038C","intracellular copper ion transport"
"YMR038C","removal of superoxide radicals"
"YMR038C","metal ion transport"
"YMR038C","oxidation-reduction process"
"YMR038C","positive regulation of catalytic activity"
"YDR542W","response to stress"
"YGL012W","ergosterol biosynthetic process"
"YGL012W","steroid biosynthetic process"
"YGL012W","sterol biosynthetic process"
"YGL012W","lipid biosynthetic process"
"YGL012W","oxidation-reduction process"
"YBL054W","regulation of transcription from RNA polymerase II promoter"
"YKR053C","sphingolipid biosynthetic process"
"YKR053C","lipid metabolic process"
"YKR053C","sphingolipid metabolic process"
"YKR053C","phospholipid dephosphorylation"
"YLR412C-A","biological_process"
"YOR133W","obsolete GTP catabolic process"
"YOR133W","translational elongation"
"YOR133W","translation"
"YOR133W","positive regulation of translational elongation"
"YOR133W","maintenance of translational fidelity"
"YKL138C-A","mitotic nuclear division"
"YKL138C-A","cell division"
"YKL138C-A","attachment of spindle microtubules to kinetochore"
"YKL138C-A","positive regulation of microtubule polymerization"
"YKL138C-A","positive regulation of attachment of spindle microtubules to kinetochore"
"YML057W","cellular ion homeostasis"
"YML057W","adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion"
"YML057W","dephosphorylation"
"YJR160C","maltose metabolic process"
"YJR160C","carbohydrate transport"
"YJR160C","transmembrane transport"
"YJR160C","transport"
"YJR160C","alpha-glucoside transport"
"YJR160C","carbohydrate transmembrane transport"
"YJR160C","maltose transport"
"YFL049W","transcription, DNA-templated"
"YFL049W","obsolete ATP catabolic process"
"YFL049W","positive regulation of transcription from RNA polymerase II promoter"
"YCR005C","glyoxylate cycle"
"YCR005C","cellular carbohydrate metabolic process"
"YCR005C","glutamate biosynthetic process"
"YCR005C","citrate metabolic process"
"YCR005C","tricarboxylic acid cycle"
"YML028W","cellular response to oxidative stress"
"YML028W","cell redox homeostasis"
"YML028W","oxidation-reduction process"
"YML028W","replicative cell aging"
"YML028W","protein folding"
"YML028W","DNA damage checkpoint"
"YML028W","response to hydroperoxide"
"YML028W","DNA protection"
"YML028W","chaperone-mediated protein folding"
"YBL076C","isoleucyl-tRNA aminoacylation"
"YBL076C","tRNA aminoacylation for protein translation"
"YJR120W","sterol transport"
"YJR120W","mitochondrion organization"
"YJR120W","cellular respiration"
"YGL032C","cell adhesion"
"YGL032C","agglutination involved in conjugation with cellular fusion"
"YHR175W-A","biological_process"
"YBR070C","dolichol-linked oligosaccharide biosynthetic process"
"YNL116W","protein autoubiquitination"
"YNL116W","septin ring assembly"
"YNL116W","mitotic spindle assembly checkpoint"
"YNL116W","establishment of mitotic spindle orientation"
"YNL116W","cell division"
"YNL116W","cell cycle"
"YNL116W","mitotic nuclear division"
"YNL116W","protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
"YNL116W","cellular bud neck septin ring organization"
"YNL116W","mitotic spindle orientation checkpoint"
"YNL116W","protein localization to bud neck"
"YIL010W","cell redox homeostasis"
"YIL010W","cellular response to oxidative stress"
"YIL010W","transcription, DNA-templated"
"YIL010W","regulation of transcription, DNA-templated"
"YIL010W","oxidation-reduction process"
"YOL060C","cellular manganese ion homeostasis"
"YOL060C","mitochondrion organization"
"YOL054W","protein ubiquitination involved in ubiquitin-dependent protein catabolic process"
"YGL154C","protein-cofactor linkage"
"YGL154C","lysine biosynthetic process via aminoadipic acid"
"YGL154C","macromolecule biosynthetic process"
"YCR099C","biological_process"
"YPL274W","amino acid transport"
"YPL274W","transmembrane transport"
"YPL274W","transport"
"YPL274W","putrescine transport"
"YPL274W","spermidine transport"
"YPL274W","S-adenosyl-L-methionine transmembrane transport"
"YPL274W","S-adenosyl-L-methionine transport"
"YPL274W","amino acid transmembrane transport"
"YGL191W","aerobic respiration"
"YGL191W","regulation of catalytic activity"
"YGL191W","hydrogen ion transmembrane transport"
"YGL191W","oxidative phosphorylation"
"YGL191W","mitochondrial respiratory chain supercomplex assembly"
"YMR093W","positive regulation of transcription from RNA polymerase I promoter"
"YMR093W","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YMR093W","rRNA processing"
"YMR093W","ribosome biogenesis"
"YMR093W","transcription, DNA-templated"
"YOL027C","protein insertion into mitochondrial membrane"
"YOL027C","mitochondrial respiratory chain complex IV biogenesis"
"YOL027C","potassium ion transport"
"YOL027C","cellular potassium ion homeostasis"
"YOL027C","mitochondrial respiratory chain complex III biogenesis"
"YOL027C","positive regulation of mitochondrial translation"
"YOL027C","proton transport"
"YJL208C","RNA catabolic process"
"YJL208C","DNA recombination"
"YJL208C","apoptotic process"
"YJL208C","DNA catabolic process"
"YJL208C","apoptotic DNA fragmentation"
"YJL208C","DNA catabolic process, exonucleolytic"
"YJL208C","RNA phosphodiester bond hydrolysis"
"YJL214W","glucose transport"
"YJL214W","transmembrane transport"
"YJL214W","fructose transport"
"YJL214W","mannose transport"
"YJL214W","hexose transport"
"YIL161W","biological_process"
"YDR132C","potassium ion transport"
"YDR132C","biological_process"
"YDR132C","protein homooligomerization"
"YAL029C","endoplasmic reticulum inheritance"
"YAL029C","intracellular mRNA localization"
"YAL029C","mating type switching"
"YAL029C","mRNA transport"
"YAL029C","transport"
"YER177W","DNA damage checkpoint"
"YER177W","signal transduction involved in filamentous growth"
"YER177W","pseudohyphal growth"
"YER177W","Ras protein signal transduction"
"YER177W","fungal-type cell wall chitin biosynthetic process"
"YER177W","ascospore formation"
"YER177W","negative regulation of ubiquitin-protein ligase activity involved in mitotic cell cycle"
"YER177W","glycogen metabolic process"
"YER177W","negative regulation of transcription from RNA polymerase II promoter"
"YER177W","mitotic spindle orientation checkpoint"
"YER177W","negative regulation of apoptotic process"
"YER177W","aggresome assembly"
"YNL158W","GPI anchor biosynthetic process"
"YNL158W","mannosylation"
"YOR224C","transcription, DNA-templated"
"YOR224C","ribosome biogenesis"
"YOR224C","transcription from RNA polymerase II promoter"
"YOR224C","transcription, RNA-templated"
"YOR224C","tRNA transcription from RNA polymerase III promoter"
"YOR224C","transcription from RNA polymerase I promoter"
"YOR224C","transcription from RNA polymerase III promoter"
"YGR233C","lipid metabolic process"
"YGR233C","phosphate-containing compound metabolic process"
"YGR233C","negative regulation of protein serine/threonine kinase activity"
"YNL026W","protein complex assembly"
"YNL026W","protein import into mitochondrial outer membrane"
"YPR179C","transcription, DNA-templated"
"YPR179C","negative regulation of transcription from RNA polymerase II promoter"
"YPR179C","chromosome segregation"
"YPR179C","histone deacetylation"
"YPR179C","gene silencing by RNA"
"YPR179C","gene silencing involved in chronological cell aging"
"YER019W","ceramide biosynthetic process"
"YER019W","response to salt stress"
"YER019W","sphingolipid catabolic process"
"YLR015W","histone H3-K4 methylation"
"YLR015W","telomere maintenance"
"YLR015W","chromatin silencing at telomere"
"YLR015W","transcription, DNA-templated"
"YLR015W","histone H3-K4 trimethylation"
"YIL091C","ribosomal small subunit biogenesis"
"YIL091C","maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA)"
"YIL091C","rRNA processing"
"YIL091C","ribosome biogenesis"
"YDR052C","positive regulation of protein kinase activity"
"YDR052C","chromosome segregation"
"YDR052C","negative regulation of exit from mitosis"
"YDR052C","meiotic nuclear division"
"YDR052C","DNA replication initiation"
"YDR052C","cell division"
"YDR052C","cell cycle"
"YDR052C","mitotic nuclear division"
"YDR052C","DNA replication"
"YDR052C","premeiotic DNA replication"
"YDR052C","positive regulation of protein serine/threonine kinase activity"
"YDR052C","positive regulation of meiosis I"
"YGL110C","biological_process"
"YGL230C","biological_process"
"YHL011C","cellular biosynthetic process"
"YHL011C","fungal-type cell wall organization"
"YHL011C","nucleotide biosynthetic process"
"YHL011C","5-phosphoribose 1-diphosphate biosynthetic process"
"YHL011C","ribonucleoside monophosphate biosynthetic process"
"YDR051C","dephosphorylation"
"YDR051C","intracellular sterol transport"
"YDR051C","lipid transport"
"YDR051C","metabolic process"
"YDR051C","transport"
"YOR370C","protein geranylgeranylation"
"YOR370C","intracellular protein transport"
"YOR370C","protein targeting to membrane"
"YOR370C","positive regulation of GTPase activity"
"YOR370C","ER to Golgi vesicle-mediated transport"
"YOR370C","oxidation-reduction process"
"YOR370C","small GTPase mediated signal transduction"
"YPR158W-B","transposition, RNA-mediated"
"YPR158W-B","DNA recombination"
"YPR158W-B","metabolic process"
"YPR158W-B","proteolysis"
"YPR158W-B","DNA integration"
"YPR158W-B","transposition"
"YPR158W-B","viral procapsid maturation"
"YPR158W-B","DNA biosynthetic process"
"YPR158W-B","viral release from host cell"
"YPR158W-B","RNA-dependent DNA biosynthetic process"
"YPR158W-B","RNA phosphodiester bond hydrolysis"
"YBR120C","mitochondrial respiratory chain complex III assembly"
"YBR120C","positive regulation of mitochondrial translation"
"YBR120C","mRNA processing"
"YDR397C","negative regulation of transcription from RNA polymerase II promoter"
"YDR397C","positive regulation of transcription from RNA polymerase II promoter"
"YDR397C","transcription, DNA-templated"
"YDR397C","regulation of transcription, DNA-templated"
"YDR397C","RNA polymerase II transcriptional preinitiation complex assembly"
"YDR397C","positive regulation of transcription from RNA polymerase II promoter in response to heat stress"
"YDR397C","regulation of RNA polymerase II transcriptional preinitiation complex assembly"
"YDR397C","negative regulation of tRNA transcription from RNA polymerase III promoter"
"YFL011W","glucose transport"
"YFL011W","transmembrane transport"
"YFL011W","fructose transport"
"YFL011W","mannose transport"
"YFL011W","hexose transport"
"YFL011W","galactose transport"
"YMR084W","biological_process"
"YMR084W","metabolic process"
"YMR084W","glutamine metabolic process"
"YMR084W","UDP-N-acetylglucosamine biosynthetic process"
"YMR084W","carbohydrate derivative biosynthetic process"
