genes	Goterm
KMXK_0G01700	regulation of pheromone-dependent signal transduction involved in conjugation with cellular fusion
KMXK_0B06210	regulation of phosphate metabolic process
KMXK_0H04100	regulation of phosphate metabolic process
KMXK_0A07000	regulation of phosphate transmembrane transport
KMXK_0F00980	regulation of phosphate transmembrane transport
KMXK_0F05600	regulation of phosphate transport
KMXK_0B06250	regulation of phosphatidylinositol dephosphorylation
KMXK_0D04640	regulation of phosphatidylinositol dephosphorylation
KMXK_0G02160	regulation of phosphatidylinositol dephosphorylation
KMXK_0H01470	regulation of phosphatidylinositol dephosphorylation
KMXK_0E01830	regulation of phospholipid biosynthetic process
KMXK_0G01940	regulation of phosphoprotein phosphatase activity
KMXK_0F04880	regulation of phosphorylation of RNA polymerase II C-terminal domain
KMXK_0E05690	regulation of plasma membrane sterol distribution
KMXK_0C01310	regulation of proteasomal protein catabolic process
KMXK_0B00960	regulation of protein catabolic process
KMXK_0C04760	regulation of protein catabolic process
KMXK_0F01320	regulation of protein catabolic process
KMXK_0A01130	regulation of protein complex assembly
KMXK_0D06510	regulation of protein complex assembly
KMXK_0E05800	regulation of protein complex assembly
KMXK_0F04710	regulation of protein complex assembly
KMXK_0E01960	regulation of protein desumoylation
KMXK_0G02030	regulation of protein desumoylation
KMXK_0B05430	regulation of protein kinase activity
KMXK_0A02600	regulation of protein localization
KMXK_0A04400	regulation of protein localization
KMXK_0A07490	regulation of protein localization
KMXK_0B04630	regulation of protein localization
KMXK_0B07350	regulation of protein localization
KMXK_0C03520	regulation of protein localization
KMXK_0D05030	regulation of protein localization
KMXK_0D05460	regulation of protein localization
KMXK_0F01860	regulation of protein localization
KMXK_0F01990	regulation of protein localization
KMXK_0G02150	regulation of protein localization
KMXK_0G02360	regulation of protein localization
KMXK_0G03060	regulation of protein localization
KMXK_0H03350	regulation of protein localization
KMXK_0H04100	regulation of protein localization
KMXK_0H04400	regulation of protein localization to nucleus
KMXK_0C02140	regulation of protein serine/threonine phosphatase activity
KMXK_0F01860	regulation of protein stability
KMXK_0H03710	regulation of protein stability
KMXK_0A07750	regulation of proteolysis
KMXK_0G01160	regulation of proteolysis
KMXK_0B04570	regulation of pseudohyphal growth
KMXK_0G03840	regulation of pseudohyphal growth
KMXK_0A07750	regulation of Ras protein signal transduction
KMXK_0E02240	regulation of Ras protein signal transduction
KMXK_0F04270	regulation of Ras protein signal transduction
KMXK_0C06200	regulation of receptor recycling
KMXK_0D03360	regulation of replicative cell aging by regulation of transcription from RNA polymerase II promoter in response to caloric restriction
KMXK_0G03070	regulation of response to DNA damage stimulus
KMXK_0B04420	regulation of response to osmotic stress
KMXK_0D05030	regulation of response to osmotic stress
KMXK_0H03900	regulation of Rho protein signal transduction
KMXK_0H04100	regulation of ribosomal large subunit export from nucleus
KMXK_0E05430	regulation of ribosomal protein gene transcription by RNA polymerase II
KMXK_0B06480	regulation of RNA biosynthetic process
KMXK_0E06150	regulation of RNA biosynthetic process
KMXK_0A00670	regulation of RNA polymerase II transcriptional preinitiation complex assembly
KMXK_0A05710	regulation of RNA polymerase II transcriptional preinitiation complex assembly
KMXK_0D06370	regulation of rRNA processing
KMXK_0E02840	regulation of rRNA processing
KMXK_0H04100	regulation of rRNA processing
KMXK_0B06230	regulation of signal transduction
KMXK_0E00860	regulation of signal transduction
KMXK_0G01940	regulation of signal transduction
KMXK_0G02630	regulation of signal transduction
KMXK_0A01970	regulation of single-species biofilm formation on inanimate substrate
KMXK_0A02830	regulation of single-species biofilm formation on inanimate substrate
KMXK_0B05380	regulation of single-species biofilm formation on inanimate substrate
KMXK_0F00420	regulation of single-species biofilm formation on inanimate substrate
KMXK_0A07030	regulation of small GTPase mediated signal transduction
KMXK_0B07170	regulation of small GTPase mediated signal transduction
KMXK_0E01280	regulation of small GTPase mediated signal transduction
KMXK_0G00650	regulation of small GTPase mediated signal transduction
KMXK_0A07540	regulation of SNARE complex assembly
KMXK_0C00870	regulation of SNARE complex assembly
KMXK_0C03670	regulation of SNARE complex assembly
KMXK_0E05280	regulation of SNARE complex assembly
KMXK_0B07520	regulation of sphingolipid biosynthetic process
KMXK_0D05030	regulation of sphingolipid biosynthetic process
KMXK_0C00800	regulation of sporulation resulting in formation of a cellular spore
KMXK_0C03880	regulation of sporulation resulting in formation of a cellular spore
KMXK_0E05300	regulation of stress-activated MAPK cascade
KMXK_0D04220	regulation of sulfur amino acid metabolic process
KMXK_0H03250	regulation of sulfur amino acid metabolic process
KMXK_0C05600	regulation of telomerase activity
KMXK_0H00210	regulation of telomere maintenance via telomerase
KMXK_0H00160	regulation of TOR signaling
KMXK_0F01580	regulation of transcription by glucose
KMXK_0A01460	regulation of transcription by RNA polymerase I
KMXK_0B05400	regulation of transcription by RNA polymerase I
KMXK_0C02620	regulation of transcription by RNA polymerase I
KMXK_0E01530	regulation of transcription by RNA polymerase I
KMXK_0E05430	regulation of transcription by RNA polymerase I
KMXK_0A00410	regulation of transcription by RNA polymerase II
KMXK_0A00600	regulation of transcription by RNA polymerase II
KMXK_0A00910	regulation of transcription by RNA polymerase II
KMXK_0A01440	regulation of transcription by RNA polymerase II
KMXK_0A01470	regulation of transcription by RNA polymerase II
KMXK_0A02330	regulation of transcription by RNA polymerase II
KMXK_0A02650	regulation of transcription by RNA polymerase II
KMXK_0A03260	regulation of transcription by RNA polymerase II
KMXK_0A03320	regulation of transcription by RNA polymerase II
KMXK_0A03770	regulation of transcription by RNA polymerase II
KMXK_0A05000	regulation of transcription by RNA polymerase II
KMXK_0A05910	regulation of transcription by RNA polymerase II
KMXK_0A06000	regulation of transcription by RNA polymerase II
KMXK_0A06040	regulation of transcription by RNA polymerase II
KMXK_0A06470	regulation of transcription by RNA polymerase II
KMXK_0A07100	regulation of transcription by RNA polymerase II
KMXK_0A07110	regulation of transcription by RNA polymerase II
KMXK_0A08070	regulation of transcription by RNA polymerase II
KMXK_0A08330	regulation of transcription by RNA polymerase II
KMXK_0B00560	regulation of transcription by RNA polymerase II
KMXK_0B01540	regulation of transcription by RNA polymerase II
KMXK_0B02370	regulation of transcription by RNA polymerase II
KMXK_0B02400	regulation of transcription by RNA polymerase II
KMXK_0B02560	regulation of transcription by RNA polymerase II
KMXK_0B02950	regulation of transcription by RNA polymerase II
KMXK_0B03250	regulation of transcription by RNA polymerase II
KMXK_0B03840	regulation of transcription by RNA polymerase II
KMXK_0B05020	regulation of transcription by RNA polymerase II
KMXK_0B05870	regulation of transcription by RNA polymerase II
KMXK_0B06110	regulation of transcription by RNA polymerase II
KMXK_0B06840	regulation of transcription by RNA polymerase II
KMXK_0B06890	regulation of transcription by RNA polymerase II
KMXK_0C00590	regulation of transcription by RNA polymerase II
KMXK_0C01690	regulation of transcription by RNA polymerase II
KMXK_0C03180	regulation of transcription by RNA polymerase II
KMXK_0C04370	regulation of transcription by RNA polymerase II
KMXK_0C05020	regulation of transcription by RNA polymerase II
KMXK_0C05680	regulation of transcription by RNA polymerase II
KMXK_0C05760	regulation of transcription by RNA polymerase II
KMXK_0C05960	regulation of transcription by RNA polymerase II
KMXK_0C05970	regulation of transcription by RNA polymerase II
KMXK_0C06340	regulation of transcription by RNA polymerase II
KMXK_0D00220	regulation of transcription by RNA polymerase II
KMXK_0D01160	regulation of transcription by RNA polymerase II
KMXK_0D01830	regulation of transcription by RNA polymerase II
KMXK_0D02080	regulation of transcription by RNA polymerase II
KMXK_0D02280	regulation of transcription by RNA polymerase II
KMXK_0D02820	regulation of transcription by RNA polymerase II
KMXK_0D03150	regulation of transcription by RNA polymerase II
KMXK_0D03200	regulation of transcription by RNA polymerase II
KMXK_0D04240	regulation of transcription by RNA polymerase II
KMXK_0D04690	regulation of transcription by RNA polymerase II
KMXK_0D06090	regulation of transcription by RNA polymerase II
KMXK_0D06150	regulation of transcription by RNA polymerase II
KMXK_0E00240	regulation of transcription by RNA polymerase II
KMXK_0E01070	regulation of transcription by RNA polymerase II
KMXK_0E01110	regulation of transcription by RNA polymerase II
KMXK_0E01580	regulation of transcription by RNA polymerase II
KMXK_0E01640	regulation of transcription by RNA polymerase II
KMXK_0E03100	regulation of transcription by RNA polymerase II
KMXK_0E03330	regulation of transcription by RNA polymerase II
KMXK_0E03340	regulation of transcription by RNA polymerase II
KMXK_0E04500	regulation of transcription by RNA polymerase II
KMXK_0E05650	regulation of transcription by RNA polymerase II
KMXK_0F00320	regulation of transcription by RNA polymerase II
KMXK_0F01530	regulation of transcription by RNA polymerase II
KMXK_0F01720	regulation of transcription by RNA polymerase II
KMXK_0F02560	regulation of transcription by RNA polymerase II
KMXK_0F02770	regulation of transcription by RNA polymerase II
KMXK_0F03370	regulation of transcription by RNA polymerase II
KMXK_0F04160	regulation of transcription by RNA polymerase II
KMXK_0G00160	regulation of transcription by RNA polymerase II
KMXK_0G00200	regulation of transcription by RNA polymerase II
KMXK_0G01110	regulation of transcription by RNA polymerase II
KMXK_0G02000	regulation of transcription by RNA polymerase II
KMXK_0G02010	regulation of transcription by RNA polymerase II
KMXK_0G03040	regulation of transcription by RNA polymerase II
KMXK_0G03100	regulation of transcription by RNA polymerase II
KMXK_0G03650	regulation of transcription by RNA polymerase II
KMXK_0G04290	regulation of transcription by RNA polymerase II
KMXK_0H00490	regulation of transcription by RNA polymerase II
KMXK_0H00700	regulation of transcription by RNA polymerase II
KMXK_0H02160	regulation of transcription by RNA polymerase II
KMXK_0H02250	regulation of transcription by RNA polymerase II
KMXK_0H02430	regulation of transcription by RNA polymerase II
KMXK_0H03250	regulation of transcription by RNA polymerase II
KMXK_0H04070	regulation of transcription by RNA polymerase II
KMXK_0H04330	regulation of transcription by RNA polymerase II
KMXK_0A01460	regulation of transcription by RNA polymerase III
KMXK_0B05400	regulation of transcription by RNA polymerase III
KMXK_0C02620	regulation of transcription by RNA polymerase III
KMXK_0E01530	regulation of transcription by RNA polymerase III
KMXK_0H02960	regulation of transcription elongation from RNA polymerase II promoter
KMXK_0F04620	regulation of transcription from RNA polymerase II promoter by pheromones
KMXK_0E01910	regulation of transcription from RNA polymerase II promoter in response to DNA damage
KMXK_0G03070	regulation of transcription from RNA polymerase II promoter in response to osmotic stress
KMXK_0A03310	regulation of transcription from RNA polymerase II promoter in response to oxidative stress
KMXK_0A03720	regulation of transcription from RNA polymerase II promoter in response to oxidative stress
KMXK_0D05030	regulation of transcription from RNA polymerase II promoter in response to oxidative stress
KMXK_0H02210	regulation of transcription from RNA polymerase II promoter in response to salt stress
KMXK_0A01500	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0B01230	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0C07270	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0D03320	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0F03220	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0F05650	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0G01100	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0H03040	regulation of transcription from RNA polymerase II promoter in response to stress
KMXK_0B06450	regulation of transcription initiation from RNA polymerase II promoter
KMXK_0A06090	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0B06420	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0B06450	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0D03610	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0D05130	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0E00900	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0E04940	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0F01860	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0F04880	regulation of transcription involved in G1/S transition of mitotic cell cycle
KMXK_0A05880	regulation of transcription involved in G2/M transition of mitotic cell cycle
KMXK_0B06420	regulation of transcription involved in G2/M transition of mitotic cell cycle
KMXK_0F04880	regulation of transcription involved in G2/M transition of mitotic cell cycle
KMXK_0A05570	regulation of transcription involved in meiotic cell cycle
KMXK_0A02010	regulation of transcription-coupled nucleotide-excision repair
KMXK_0B06270	regulation of transcription-coupled nucleotide-excision repair
KMXK_0B06450	regulation of transcription-coupled nucleotide-excision repair
KMXK_0D06370	regulation of transcription-coupled nucleotide-excision repair
KMXK_0E00900	regulation of transcription-coupled nucleotide-excision repair
KMXK_0E02840	regulation of transcription-coupled nucleotide-excision repair
KMXK_0A00790	"regulation of transcription, DNA-templated"
KMXK_0A02560	"regulation of transcription, DNA-templated"
KMXK_0A02770	"regulation of transcription, DNA-templated"
KMXK_0A03620	"regulation of transcription, DNA-templated"
KMXK_0A05320	"regulation of transcription, DNA-templated"
KMXK_0A05980	"regulation of transcription, DNA-templated"
KMXK_0A06910	"regulation of transcription, DNA-templated"
KMXK_0A07710	"regulation of transcription, DNA-templated"
KMXK_0A08320	"regulation of transcription, DNA-templated"
KMXK_0B01550	"regulation of transcription, DNA-templated"
KMXK_0B01570	"regulation of transcription, DNA-templated"
KMXK_0B01630	"regulation of transcription, DNA-templated"
KMXK_0B02420	"regulation of transcription, DNA-templated"
KMXK_0B02630	"regulation of transcription, DNA-templated"
KMXK_0B02860	"regulation of transcription, DNA-templated"
KMXK_0B03120	"regulation of transcription, DNA-templated"
KMXK_0B03640	"regulation of transcription, DNA-templated"
KMXK_0B03880	"regulation of transcription, DNA-templated"
KMXK_0B04610	"regulation of transcription, DNA-templated"
KMXK_0B04680	"regulation of transcription, DNA-templated"
KMXK_0B04760	"regulation of transcription, DNA-templated"
KMXK_0B04930	"regulation of transcription, DNA-templated"
KMXK_0B05380	"regulation of transcription, DNA-templated"
KMXK_0B05450	"regulation of transcription, DNA-templated"
KMXK_0B05820	"regulation of transcription, DNA-templated"
KMXK_0B06830	"regulation of transcription, DNA-templated"
KMXK_0B06860	"regulation of transcription, DNA-templated"
KMXK_0B08180	"regulation of transcription, DNA-templated"
KMXK_0B08190	"regulation of transcription, DNA-templated"
KMXK_0C01760	"regulation of transcription, DNA-templated"
KMXK_0C02350	"regulation of transcription, DNA-templated"
KMXK_0C02500	"regulation of transcription, DNA-templated"
KMXK_0C03500	"regulation of transcription, DNA-templated"
KMXK_0C04240	"regulation of transcription, DNA-templated"
KMXK_0C04260	"regulation of transcription, DNA-templated"
KMXK_0C05310	"regulation of transcription, DNA-templated"
KMXK_0C05700	"regulation of transcription, DNA-templated"
KMXK_0C05980	"regulation of transcription, DNA-templated"
KMXK_0C06690	"regulation of transcription, DNA-templated"
KMXK_0C06870	"regulation of transcription, DNA-templated"
KMXK_0C07070	"regulation of transcription, DNA-templated"
KMXK_0D00150	"regulation of transcription, DNA-templated"
KMXK_0D00430	"regulation of transcription, DNA-templated"
KMXK_0D00490	"regulation of transcription, DNA-templated"
KMXK_0D00540	"regulation of transcription, DNA-templated"
KMXK_0D00720	"regulation of transcription, DNA-templated"
KMXK_0D01210	"regulation of transcription, DNA-templated"
KMXK_0D01580	"regulation of transcription, DNA-templated"
KMXK_0D02550	"regulation of transcription, DNA-templated"
KMXK_0D02720	"regulation of transcription, DNA-templated"
KMXK_0D03280	"regulation of transcription, DNA-templated"
KMXK_0D03640	"regulation of transcription, DNA-templated"
KMXK_0D03680	"regulation of transcription, DNA-templated"
KMXK_0D04020	"regulation of transcription, DNA-templated"
KMXK_0D05550	"regulation of transcription, DNA-templated"
KMXK_0D05620	"regulation of transcription, DNA-templated"
KMXK_0D06050	"regulation of transcription, DNA-templated"
KMXK_0E02980	"regulation of transcription, DNA-templated"
KMXK_0E02990	"regulation of transcription, DNA-templated"
KMXK_0E03000	"regulation of transcription, DNA-templated"
KMXK_0E03220	"regulation of transcription, DNA-templated"
KMXK_0E03850	"regulation of transcription, DNA-templated"
KMXK_0E04040	"regulation of transcription, DNA-templated"
KMXK_0E04140	"regulation of transcription, DNA-templated"
KMXK_0E04760	"regulation of transcription, DNA-templated"
KMXK_0E04900	"regulation of transcription, DNA-templated"
KMXK_0E05290	"regulation of transcription, DNA-templated"
KMXK_0E05520	"regulation of transcription, DNA-templated"
KMXK_0E05860	"regulation of transcription, DNA-templated"
KMXK_0E06160	"regulation of transcription, DNA-templated"
KMXK_0F00220	"regulation of transcription, DNA-templated"
KMXK_0F00290	"regulation of transcription, DNA-templated"
KMXK_0F00330	"regulation of transcription, DNA-templated"
KMXK_0F01830	"regulation of transcription, DNA-templated"
KMXK_0F02220	"regulation of transcription, DNA-templated"
KMXK_0F02700	"regulation of transcription, DNA-templated"
KMXK_0F02840	"regulation of transcription, DNA-templated"
KMXK_0F03040	"regulation of transcription, DNA-templated"
KMXK_0F03090	"regulation of transcription, DNA-templated"
KMXK_0F04740	"regulation of transcription, DNA-templated"
KMXK_0G01380	"regulation of transcription, DNA-templated"
KMXK_0G01520	"regulation of transcription, DNA-templated"
KMXK_0G01780	"regulation of transcription, DNA-templated"
KMXK_0G02620	"regulation of transcription, DNA-templated"
KMXK_0G03480	"regulation of transcription, DNA-templated"
KMXK_0G03850	"regulation of transcription, DNA-templated"
KMXK_0G04080	"regulation of transcription, DNA-templated"
KMXK_0H00450	"regulation of transcription, DNA-templated"
KMXK_0H00690	"regulation of transcription, DNA-templated"
KMXK_0H01240	"regulation of transcription, DNA-templated"
KMXK_0H01730	"regulation of transcription, DNA-templated"
KMXK_0H03330	"regulation of transcription, DNA-templated"
KMXK_0H03760	"regulation of transcription, DNA-templated"
KMXK_0B04220	regulation of transcriptional start site selection at RNA polymerase II promoter
KMXK_0C02960	regulation of transcriptional start site selection at RNA polymerase II promoter
KMXK_0H03040	regulation of transcriptional start site selection at RNA polymerase II promoter
KMXK_0A03460	regulation of translation
KMXK_0A07140	regulation of translation
KMXK_0B00910	regulation of translation
KMXK_0B03790	regulation of translation
KMXK_0C02500	regulation of translation
KMXK_0D01100	regulation of translation
KMXK_0E05750	regulation of translation
KMXK_0F00480	regulation of translation
KMXK_0F00650	regulation of translation
KMXK_0F02190	regulation of translation
KMXK_0F03910	regulation of translation
KMXK_0G03960	regulation of translation
KMXK_0H03480	regulation of translation
KMXK_0A03070	regulation of translational elongation
KMXK_0C01460	regulation of translational elongation
KMXK_0A04000	regulation of translational fidelity
KMXK_0C05420	regulation of translational fidelity
KMXK_0D04740	regulation of translational fidelity
KMXK_0E04320	regulation of translational fidelity
KMXK_0E05880	regulation of translational fidelity
KMXK_0F01250	regulation of translational fidelity
KMXK_0F01800	regulation of translational fidelity
KMXK_0G01920	regulation of translational fidelity
KMXK_0G03740	regulation of translational fidelity
KMXK_0H00160	regulation of translational fidelity
KMXK_0H00740	regulation of translational fidelity
KMXK_0H02970	regulation of translational fidelity
KMXK_0A05140	regulation of translational initiation
KMXK_0A06340	regulation of translational initiation
KMXK_0B01510	regulation of translational initiation
KMXK_0B03910	regulation of translational initiation
KMXK_0C02950	regulation of translational initiation
KMXK_0C04100	regulation of translational initiation
KMXK_0C04650	regulation of translational initiation
KMXK_0C05160	regulation of translational initiation
KMXK_0C05490	regulation of translational initiation
KMXK_0C05920	regulation of translational initiation
KMXK_0D06390	regulation of translational initiation
KMXK_0E01360	regulation of translational initiation
KMXK_0E01400	regulation of translational initiation
KMXK_0E03070	regulation of translational initiation
KMXK_0F03610	regulation of translational initiation
KMXK_0G01800	regulation of translational initiation
KMXK_0G01970	regulation of translational initiation
KMXK_0E05330	regulation of translational initiation in response to stress
KMXK_0A02340	regulation of translational termination
KMXK_0C05160	regulation of translational termination
KMXK_0E01680	regulation of translational termination
KMXK_0E02230	regulation of translational termination
KMXK_0B07520	regulation of transmembrane transporter activity
KMXK_0B08200	"regulation of transposition, RNA-mediated"
KMXK_0C00860	"regulation of transposition, RNA-mediated"
KMXK_0C02870	"regulation of transposition, RNA-mediated"
KMXK_0H02470	"regulation of transposition, RNA-mediated"
KMXK_0H03840	"regulation of transposition, RNA-mediated"
KMXK_0H04100	regulation of tRNA export from nucleus
KMXK_0H04100	regulation of tRNA processing
KMXK_0H04100	regulation of ubiquinone biosynthetic process
KMXK_0A03750	"regulation of vacuole fusion, non-autophagic"
KMXK_0A07540	"regulation of vacuole fusion, non-autophagic"
KMXK_0C00870	"regulation of vacuole fusion, non-autophagic"
KMXK_0C03670	"regulation of vacuole fusion, non-autophagic"
KMXK_0E01350	"regulation of vacuole fusion, non-autophagic"
KMXK_0E05280	"regulation of vacuole fusion, non-autophagic"
KMXK_0E05990	"regulation of vacuole fusion, non-autophagic"
KMXK_0F00630	"regulation of vacuole fusion, non-autophagic"
KMXK_0G00490	"regulation of vacuole fusion, non-autophagic"
KMXK_0H02680	"regulation of vacuole fusion, non-autophagic"
KMXK_0C05780	removal of nonhomologous ends
KMXK_0D00370	removal of nonhomologous ends
KMXK_0A01580	removal of superoxide radicals
KMXK_0D03340	removal of superoxide radicals
KMXK_0A07520	replication fork arrest
KMXK_0D03240	replication fork arrest
KMXK_0C01430	replication fork processing
KMXK_0E03710	replication fork progression beyond termination site
KMXK_0G02170	replication fork progression beyond termination site
KMXK_0A07520	replication fork protection
KMXK_0A08280	replication fork protection
KMXK_0B06600	replication fork protection
KMXK_0D03240	replication fork protection
KMXK_0E00590	replication fork protection
KMXK_0A01790	replicative cell aging
KMXK_0A05340	replicative cell aging
KMXK_0A06960	replicative cell aging
KMXK_0B01660	replicative cell aging
KMXK_0B02400	replicative cell aging
KMXK_0B05680	replicative cell aging
KMXK_0B06410	replicative cell aging
KMXK_0B06420	replicative cell aging
KMXK_0B07170	replicative cell aging
KMXK_0B08260	replicative cell aging
KMXK_0C00670	replicative cell aging
KMXK_0C05640	replicative cell aging
KMXK_0C05820	replicative cell aging
KMXK_0C07290	replicative cell aging
KMXK_0D01620	replicative cell aging
KMXK_0D02920	replicative cell aging
KMXK_0D05030	replicative cell aging
KMXK_0D06030	replicative cell aging
KMXK_0D06510	replicative cell aging
KMXK_0E03130	replicative cell aging
KMXK_0E03350	replicative cell aging
KMXK_0E04870	replicative cell aging
KMXK_0E05360	replicative cell aging
KMXK_0F01380	replicative cell aging
KMXK_0F01580	replicative cell aging
KMXK_0F04010	replicative cell aging
KMXK_0F05250	replicative cell aging
KMXK_0G02360	replicative cell aging
KMXK_0H02620	replicative cell aging
KMXK_0H02900	replicative cell aging
KMXK_0H03100	replicative cell aging
KMXK_0D01750	replicative senescence
KMXK_0A05900	resolution of meiotic recombination intermediates
KMXK_0B05950	resolution of meiotic recombination intermediates
KMXK_0F01950	resolution of meiotic recombination intermediates
KMXK_0G02170	resolution of meiotic recombination intermediates
KMXK_0B03650	resolution of recombination intermediates
KMXK_0H00730	resolution of recombination intermediates
KMXK_0A01800	respiratory chain complex IV assembly
KMXK_0C01630	response to acid chemical
KMXK_0C06090	response to acid chemical
KMXK_0C06150	response to acid chemical
KMXK_0D04690	response to acid chemical
KMXK_0E00990	response to acid chemical
KMXK_0H03260	response to acid chemical
KMXK_0E06150	response to aluminum ion
KMXK_0E01050	response to amino acid
KMXK_0E02600	response to amino acid
KMXK_0E05110	response to amino acid
KMXK_0B04170	response to antibiotic
KMXK_0B07760	response to antibiotic
KMXK_0D02690	response to antibiotic
KMXK_0F05440	response to antibiotic
KMXK_0H00530	response to antibiotic
KMXK_0B06630	response to arsenic-containing substance
KMXK_0D02030	response to arsenic-containing substance
KMXK_0D03610	response to arsenic-containing substance
KMXK_0G04150	response to arsenic-containing substance
KMXK_0E00660	response to biotic stimulus
KMXK_0D02040	response to cadmium ion
KMXK_0D03610	response to cadmium ion
KMXK_0D04030	response to cadmium ion
KMXK_0G03640	response to cadmium ion
KMXK_0F03820	response to copper ion
KMXK_0B04170	response to cycloheximide
KMXK_0B07760	response to cycloheximide
KMXK_0D02690	response to cycloheximide
KMXK_0A01870	response to drug
KMXK_0A02200	response to drug
KMXK_0A07400	response to drug
KMXK_0D03370	response to drug
KMXK_0D04880	response to drug
KMXK_0E06170	response to drug
KMXK_0F03830	response to drug
KMXK_0H04100	response to drug
KMXK_0A02030	response to endoplasmic reticulum stress
KMXK_0B06230	response to endoplasmic reticulum stress
KMXK_0D02030	response to endoplasmic reticulum stress
KMXK_0F01420	response to glucose
KMXK_0F01910	response to glucose
KMXK_0B03580	response to heat
KMXK_0B06630	response to heat
KMXK_0B07200	response to heat
KMXK_0B07830	response to heat
KMXK_0C01430	response to heat
KMXK_0C02420	response to heat
KMXK_0D02210	response to heat
KMXK_0E04120	response to heat
KMXK_0E05130	response to heat
KMXK_0G00460	response to heat
KMXK_0G01820	response to heat
KMXK_0G02910	response to heat
KMXK_0C01570	response to hydrogen peroxide
KMXK_0E06260	response to hydrogen peroxide
KMXK_0D06030	response to hydroperoxide
KMXK_0B00460	response to hypoxia
KMXK_0B06630	response to metal ion
KMXK_0D02010	response to metal ion
KMXK_0A00630	response to nutrient
KMXK_0C01630	response to nutrient
KMXK_0A03310	response to osmotic stress
KMXK_0B01130	response to osmotic stress
KMXK_0B01610	response to osmotic stress
KMXK_0B02200	response to osmotic stress
KMXK_0B07350	response to osmotic stress
KMXK_0C03600	response to osmotic stress
KMXK_0C06090	response to osmotic stress
KMXK_0C07270	response to osmotic stress
KMXK_0D00900	response to osmotic stress
KMXK_0E04120	response to osmotic stress
KMXK_0E05100	response to osmotic stress
KMXK_0H01830	response to osmotic stress
KMXK_0H04170	response to osmotic stress
KMXK_0B01360	response to oxidative stress
KMXK_0E02630	response to oxidative stress
KMXK_0E03250	response to oxidative stress
KMXK_0E03700	response to oxidative stress
KMXK_0D04490	response to pH
KMXK_0A04440	response to pheromone
KMXK_0B04270	response to pheromone
KMXK_0C00620	response to pheromone
KMXK_0D00380	response to pheromone
KMXK_0F01330	response to pheromone
KMXK_0D00750	response to pheromone triggering conjugation with cellular fusion
KMXK_0E03230	response to pheromone triggering conjugation with cellular fusion
KMXK_0A01800	response to redox state
KMXK_0A00970	response to salt stress
KMXK_0A07610	response to salt stress
KMXK_0C01120	response to salt stress
KMXK_0C02420	response to salt stress
KMXK_0F02270	response to salt stress
KMXK_0F03340	response to salt stress
KMXK_0A03310	response to singlet oxygen
KMXK_0A05300	response to singlet oxygen
KMXK_0B01130	response to starvation
KMXK_0E00660	response to starvation
KMXK_0A04080	response to stimulus
KMXK_0C04410	response to stimulus
KMXK_0D03150	response to stimulus
KMXK_0D05550	response to stimulus
KMXK_0A00300	response to stress
KMXK_0A01280	response to stress
KMXK_0A04590	response to stress
KMXK_0A05260	response to stress
KMXK_0A06710	response to stress
KMXK_0B02970	response to stress
KMXK_0B04280	response to stress
KMXK_0B04290	response to stress
KMXK_0B04700	response to stress
KMXK_0B07440	response to stress
KMXK_0B07660	response to stress
KMXK_0C01270	response to stress
KMXK_0C02470	response to stress
KMXK_0C04130	response to stress
KMXK_0C06540	response to stress
KMXK_0D00340	response to stress
KMXK_0D00750	response to stress
KMXK_0D01290	response to stress
KMXK_0D04800	response to stress
KMXK_0D06580	response to stress
KMXK_0E01230	response to stress
KMXK_0E01320	response to stress
KMXK_0E02770	response to stress
KMXK_0E05410	response to stress
KMXK_0F00610	response to stress
KMXK_0F03300	response to stress
KMXK_0F04220	response to stress
KMXK_0F05620	response to stress
KMXK_0G00960	response to stress
KMXK_0G01070	response to stress
KMXK_0G02190	response to stress
KMXK_0G03730	response to stress
KMXK_0H03260	response to temperature stimulus
KMXK_0G00520	response to toxic substance
KMXK_0A05410	response to unfolded protein
KMXK_0B07070	response to unfolded protein
KMXK_0D04230	response to unfolded protein
KMXK_0E01940	response to unfolded protein
KMXK_0F03790	response to unfolded protein
KMXK_0C02890	response to UV
KMXK_0D03770	response to UV-B
KMXK_0D03770	response to UV-C
KMXK_0A03720	response to xenobiotic stimulus
KMXK_0A00310	"retrograde protein transport, ER to cytosol"
KMXK_0A00870	"retrograde protein transport, ER to cytosol"
KMXK_0A07420	"retrograde protein transport, ER to cytosol"
KMXK_0B04370	"retrograde protein transport, ER to cytosol"
